,CORO7 (79585)
ACH-000004,-0.08667061329089999
ACH-000007,-0.384290111305
ACH-000009,0.059670258722400005
ACH-000011,-0.138682340956
ACH-000012,-0.146547920207
ACH-000013,-0.217254464142
ACH-000014,-0.173055734112
ACH-000015,-0.247490295827
ACH-000017,-0.16334501947799998
ACH-000018,-0.090492330547
ACH-000019,0.0127581546883
ACH-000021,-0.06380828432459999
ACH-000022,-0.052035268564900004
ACH-000025,-0.20081670058200002
ACH-000028,-0.07745363274960002
ACH-000030,0.00754759456747
ACH-000035,-0.236297663466
ACH-000036,-0.46224302074699997
ACH-000037,-0.23029694963300001
ACH-000039,0.0445074957429
ACH-000040,-0.247122655707
ACH-000041,-0.0700989767174
ACH-000042,-0.102818547426
ACH-000045,-0.035186961005199996
ACH-000047,-0.47105185158600005
ACH-000052,-0.112809726259
ACH-000053,-0.147834493342
ACH-000054,-0.0937074950283
ACH-000055,-0.22163827578200002
ACH-000060,-0.10711083855299999
ACH-000067,-0.04835459461759999
ACH-000070,-0.208448900826
ACH-000075,-0.253999218917
ACH-000078,0.0739094465666
ACH-000082,-0.25641081423
ACH-000085,-0.201484504142
ACH-000086,-0.105727324264
ACH-000087,-0.0229679476668
ACH-000092,-0.141723990263
ACH-000095,-0.15131183675
ACH-000097,-0.402732241132
ACH-000098,-0.174942934941
ACH-000099,-0.00717556150275
ACH-000108,-0.16788358920899998
ACH-000113,-0.20088330629299997
ACH-000115,-0.00165969747374
ACH-000116,-0.30834323967300004
ACH-000118,-0.207243676542
ACH-000120,-0.0934282951622
ACH-000123,-0.14248562574100002
ACH-000127,-0.0641715872519
ACH-000128,-0.0909988484499
ACH-000132,-0.08631774932660001
ACH-000133,-0.23453741508900003
ACH-000137,-0.19525343842300003
ACH-000138,-0.11427151353000001
ACH-000142,-0.247016113903
ACH-000143,-0.109473657347
ACH-000146,-0.144375317098
ACH-000148,-0.276503854027
ACH-000150,-0.39491781814599997
ACH-000152,-0.0936953079156
ACH-000153,0.00747551787612
ACH-000159,-0.05683969431059999
ACH-000160,-0.0651361908385
ACH-000163,-0.0907682695288
ACH-000167,-0.24896752913800002
ACH-000168,-0.07201798356030001
ACH-000169,-0.139971095513
ACH-000178,-0.195854530416
ACH-000182,-0.137222981508
ACH-000183,0.0182835420157
ACH-000188,0.0410748703444
ACH-000189,-0.440526186033
ACH-000190,-0.011281631944200001
ACH-000198,-0.010445167108200001
ACH-000204,-0.0814539251811
ACH-000206,0.101536335953
ACH-000207,-0.154337780871
ACH-000211,-0.08053943813350001
ACH-000215,-0.236406510928
ACH-000221,-0.015593631200399999
ACH-000222,-0.25042975846500004
ACH-000223,-0.058624840793
ACH-000226,-0.21437757104400001
ACH-000227,-0.299524550701
ACH-000228,-0.116267846196
ACH-000231,-0.379962442218
ACH-000232,-0.178718639718
ACH-000233,-0.0231180449378
ACH-000234,-0.278513662741
ACH-000235,-0.193954151613
ACH-000237,-0.173013842645
ACH-000238,0.057984580963699996
ACH-000243,-0.153040983071
ACH-000244,0.0989416454591
ACH-000246,-0.23057476844900002
ACH-000248,-0.166415485975
ACH-000250,-0.12371901969
ACH-000251,-0.04574076078290001
ACH-000253,-0.10152984491900001
ACH-000255,0.229819685476
ACH-000256,-0.17876231842300003
ACH-000257,-0.04501813188230001
ACH-000258,0.19425501824400002
ACH-000259,-0.147746540959
ACH-000260,-0.21919640412900002
ACH-000261,-0.183913823099
ACH-000262,-0.116910893471
ACH-000263,-0.20070442864100002
ACH-000264,-0.213457951058
ACH-000265,-0.14088788969399998
ACH-000266,-0.011244953180499999
ACH-000272,-0.0833978594036
ACH-000273,-0.0403596981968
ACH-000274,-0.102942404925
ACH-000277,-0.25784467416900003
ACH-000278,0.0372142457983
ACH-000279,-0.0468642267134
ACH-000280,-0.269255583852
ACH-000281,0.000732955682923
ACH-000288,-0.260663721982
ACH-000291,-0.0818025951984
ACH-000293,-0.163415094421
ACH-000294,0.154117077428
ACH-000295,-0.339392251511
ACH-000296,-0.138605079177
ACH-000302,-0.0575312625065
ACH-000304,0.11054658701600001
ACH-000307,-0.0027291899160200002
ACH-000308,-0.17555177325500002
ACH-000310,0.110077979804
ACH-000311,0.046648819172099995
ACH-000312,0.0810748353653
ACH-000315,-0.190763602432
ACH-000316,-0.192921401508
ACH-000317,0.017519231971400002
ACH-000318,-0.0678945127392
ACH-000319,-0.248920854666
ACH-000320,-0.028273587906400003
ACH-000322,-0.192519154111
ACH-000323,-0.186364751017
ACH-000324,-0.137405507787
ACH-000329,-0.293083281602
ACH-000330,-0.13497802229
ACH-000331,-0.28291879566
ACH-000332,-0.11174603535599999
ACH-000334,0.0063007928217
ACH-000335,-0.128456832039
ACH-000336,-0.496351373564
ACH-000337,-0.0805852952729
ACH-000339,-0.103151240952
ACH-000341,0.184053033931
ACH-000348,0.0139826000153
ACH-000350,-0.16255521276499998
ACH-000352,-0.13632485709
ACH-000356,-0.380642681205
ACH-000361,-0.22518349641199997
ACH-000362,-0.0767680000175
ACH-000363,-0.10500299533299999
ACH-000364,-0.0713875965483
ACH-000365,-2.49120780685e-05
ACH-000366,-0.0531016160659
ACH-000368,-0.527779504178
ACH-000374,0.014839018271700002
