,PROB1 (389333)
ACH-000004,-0.297867418535
ACH-000007,-0.261967127521
ACH-000009,-0.111968957734
ACH-000011,-0.0313848669342
ACH-000012,-0.185871907285
ACH-000013,-0.266676039116
ACH-000014,-0.180553213888
ACH-000015,-0.12604252847300002
ACH-000017,-0.0806971933689
ACH-000018,-0.0642457564509
ACH-000019,0.223595243388
ACH-000021,-0.11201971554000001
ACH-000022,-0.171299981132
ACH-000025,-0.0105974060034
ACH-000028,-0.142863287935
ACH-000030,-0.10818358182700001
ACH-000035,-0.085783260606
ACH-000036,-0.112793969072
ACH-000037,-0.0893716449487
ACH-000039,-0.463816151646
ACH-000040,-0.00565429205785
ACH-000041,-0.0557686738961
ACH-000042,-0.183140464443
ACH-000045,-0.0192865591665
ACH-000047,-0.35238461197300003
ACH-000052,-0.404802853609
ACH-000053,-0.17459862547600002
ACH-000054,-0.139462092482
ACH-000055,-0.154502919715
ACH-000060,-0.0988547758228
ACH-000067,-0.026198385674400002
ACH-000070,-0.163342428853
ACH-000075,-0.234203990215
ACH-000078,-0.023246828324199997
ACH-000082,-0.125884074535
ACH-000085,-0.0236703324076
ACH-000086,-0.132042784016
ACH-000087,-0.18637391599300002
ACH-000092,0.005112318937270001
ACH-000095,-0.319653509811
ACH-000097,-0.0954767516837
ACH-000098,0.00749416105834
ACH-000099,-0.363174271353
ACH-000108,-0.114969738864
ACH-000113,-0.275395644665
ACH-000115,-0.06985992614910001
ACH-000116,-0.129589924715
ACH-000118,-0.103315108431
ACH-000120,-0.0670307854971
ACH-000123,-0.186597344288
ACH-000127,-0.102671480984
ACH-000128,-0.17607855684999998
ACH-000132,-0.143655601349
ACH-000133,-0.17150417024
ACH-000137,-0.07129632398739999
ACH-000138,-0.21309729331399999
ACH-000142,-0.0578240375461
ACH-000143,-0.141327102458
ACH-000146,-0.013140498847100002
ACH-000148,-0.233296909172
ACH-000150,-0.307493609413
ACH-000152,-0.49324905793000007
ACH-000153,-0.094703215558
ACH-000159,-0.05508408679819999
ACH-000160,-0.0361464773119
ACH-000163,-0.16300946323899998
ACH-000167,-0.186012990854
ACH-000168,-0.0348546673242
ACH-000169,0.0300815307813
ACH-000178,-0.149671444805
ACH-000182,-0.213049625867
ACH-000183,-0.314650034445
ACH-000188,-0.163309932862
ACH-000189,-0.30164216677
ACH-000190,-0.122790858058
ACH-000198,-0.0182707037552
ACH-000204,-0.275541762274
ACH-000206,0.0418169311293
ACH-000207,-0.127755208706
ACH-000211,-0.0361614709072
ACH-000215,-0.0912423871391
ACH-000221,-0.15625828727399999
ACH-000222,-0.228819476805
ACH-000223,-0.0243784463627
ACH-000226,-0.0477067766137
ACH-000227,-0.305270464302
ACH-000228,-0.15945488354499998
ACH-000231,-0.15298305974999998
ACH-000232,-0.28127990716999995
ACH-000233,-0.151234968483
ACH-000234,-0.122232010396
ACH-000235,-0.217871843797
ACH-000237,-0.0217963310186
ACH-000238,-0.023334926749200003
ACH-000243,-0.0671058997433
ACH-000244,-0.248082171171
ACH-000246,-0.224911490109
ACH-000248,-0.122140014237
ACH-000250,-0.18410342232500002
ACH-000251,-0.210521906281
ACH-000253,-0.0461607773391
ACH-000255,-0.180574876212
ACH-000256,-0.0816520661798
ACH-000257,-0.324340121692
ACH-000258,-0.16600609712
ACH-000259,-0.163360559686
ACH-000260,-0.21298169384799998
ACH-000261,-0.226939637733
ACH-000262,-0.19638624736
ACH-000263,-0.00468502184482
ACH-000264,-0.285099507946
ACH-000265,-0.212791578144
ACH-000266,-0.120366643392
ACH-000272,-0.18413315926100002
ACH-000273,-0.264481174624
ACH-000274,-0.05982572218690001
ACH-000277,-0.17490880554000002
ACH-000278,0.100007650894
ACH-000279,-0.23820160332499998
ACH-000280,-0.262326986955
ACH-000281,-0.49727725407799994
ACH-000288,-0.18058055133900003
ACH-000291,-0.0997860871689
ACH-000293,-0.0931722182822
ACH-000294,-0.231153526948
ACH-000295,-0.09591705560569999
ACH-000296,-0.255771282536
ACH-000302,-0.0994534992527
ACH-000304,-0.334783979367
ACH-000307,-0.119242688628
ACH-000308,-0.20650085723499997
ACH-000310,-0.392663565072
ACH-000311,-0.14033905138699998
ACH-000312,-0.0694085444016
ACH-000315,0.15628626508
ACH-000316,0.13460416065199998
ACH-000317,-0.119146180281
ACH-000318,0.118509896216
ACH-000319,-0.157260271494
ACH-000320,-0.11701720944499999
ACH-000322,-0.0521143086603
ACH-000323,-0.141742948142
ACH-000324,-0.0785837027103
ACH-000329,-0.141652104573
ACH-000330,-0.299606885652
ACH-000331,-0.012182854631700001
ACH-000332,-0.08736926983410001
ACH-000334,-0.166014801959
ACH-000335,-0.190378565481
ACH-000336,-0.136644545132
ACH-000337,-0.38881849098300003
ACH-000339,-0.15761948750600002
ACH-000341,-0.299296902169
ACH-000348,-0.132932956374
ACH-000350,-0.322293475789
ACH-000352,-0.138508704489
ACH-000356,-0.458991477891
ACH-000361,-0.196518540738
ACH-000362,-0.10270003499399999
ACH-000363,0.0238290149218
ACH-000364,-0.168649383069
ACH-000365,-0.0762066491754
ACH-000366,-0.106908887753
ACH-000368,-0.294108928033
ACH-000374,-0.023161687337099997
ACH-000375,-0.046892112476199996
ACH-000376,-0.189898622393
ACH-000381,-0.268065760731
ACH-000383,-0.100940073275
ACH-000387,-0.13652407448599999
ACH-000389,-0.11162885491499999
ACH-000390,-0.220004063846
ACH-000393,-0.292384847015
ACH-000395,-0.04964671513669999
ACH-000397,-0.242725657496
ACH-000401,-0.305703517105
ACH-000402,-0.0521385104079
ACH-000403,-0.08714204623670001
ACH-000404,-0.04838034962730001
ACH-000406,-0.142056205195
ACH-000407,-0.0502299926251
ACH-000408,-0.38904853631999997
ACH-000410,-0.213007417152
ACH-000411,-0.200544362995
ACH-000414,-0.102991786028
ACH-000415,-0.12397185192
ACH-000416,-0.021944242829
ACH-000420,-0.258894494197
ACH-000421,-0.0598160096416
ACH-000424,-0.158974630077
ACH-000425,-0.18027333851900001
ACH-000426,0.079756372687
ACH-000427,0.000985891780683
ACH-000433,-0.102007361459
ACH-000436,-0.301834744592
ACH-000444,-0.156892705688
ACH-000445,-0.346007865325
ACH-000448,-0.155615613501
ACH-000450,-0.34007033180699997
ACH-000452,-0.090868097167
ACH-000454,-0.180905370275
ACH-000458,-0.11780016951899999
ACH-000459,-0.0491919818521
ACH-000460,-0.22944170551800003
ACH-000461,-0.0227668896473
ACH-000463,-0.168903166805
ACH-000464,-0.20425679614300002
ACH-000466,0.061340372651300004
ACH-000467,-0.0830102190295
ACH-000468,-0.260202057549
ACH-000469,-0.0986519957024
ACH-000470,0.07728068689680001
ACH-000471,-0.14852221664
ACH-000472,-0.11721064223099999
ACH-000473,-0.156123626572
ACH-000475,-0.0865133520118
ACH-000476,-0.209807172094
ACH-000477,-0.182152376972
ACH-000480,-0.0578724098466
ACH-000481,-0.142488881328
ACH-000483,0.10043258982999999
ACH-000484,-0.33136816250900003
ACH-000485,-0.0806245825908
ACH-000486,-0.197896684052
ACH-000487,-0.289641683297
ACH-000488,-0.114563283825
ACH-000490,-0.08540085125539999
ACH-000491,-0.288596640103
ACH-000495,-0.198186701175
ACH-000496,-0.0206245482933
ACH-000499,-0.105469253166
ACH-000500,0.18796674222399998
ACH-000502,-0.14681704875600002
ACH-000503,-0.143941616001
ACH-000505,-0.230197500484
ACH-000507,-0.053645152686300004
ACH-000510,-0.036760141548
ACH-000511,-0.16197412386600002
ACH-000512,-0.18044784835900002
ACH-000516,-0.110668019917
ACH-000517,-0.034296464754
ACH-000518,-0.0190388418303
ACH-000520,-0.23323032591600001
ACH-000521,-0.22553071757399998
ACH-000522,-0.0984745439594
ACH-000524,-0.11619097713
ACH-000527,-0.254563632566
ACH-000528,-0.074300693321
ACH-000537,-0.06378872708700001
ACH-000541,0.022748068958200002
ACH-000542,-0.238400145704
ACH-000544,-0.254285451798
ACH-000545,-0.150684301132
ACH-000547,-0.0885214389414
ACH-000548,-0.0194411829927
ACH-000549,-0.119153271361
ACH-000550,-0.15685092102
ACH-000552,-0.00717831546283
ACH-000556,-0.048739633040199994
ACH-000557,-0.0686631653158
ACH-000570,-0.111977487192
ACH-000571,-0.180732931369
ACH-000573,-0.031847314366
ACH-000576,-0.09332651720030001
ACH-000580,-0.197998293263
ACH-000584,-0.260695584265
ACH-000585,-0.244238355006
ACH-000588,0.10919333773499999
ACH-000589,-0.15569532545999998
ACH-000591,0.0904019932432
ACH-000593,-0.178458128357
ACH-000600,-0.32229286004700003
ACH-000601,-0.147370247039
ACH-000604,0.101409646664
ACH-000605,-0.19776046684300003
ACH-000606,-0.26930169816
ACH-000608,-0.122903034104
ACH-000614,0.124730630711
ACH-000616,-0.25439596287099997
ACH-000618,-0.121159729466
ACH-000619,-0.268574692565
ACH-000620,-0.297104427338
ACH-000621,-0.0486761768476
ACH-000622,-0.175012495908
ACH-000623,-0.239353682478
ACH-000624,-0.157833778118
ACH-000627,-0.24959498328699997
ACH-000630,-0.130459359824
ACH-000632,-0.0721322862851
ACH-000633,-0.0641973361632
ACH-000637,0.270079429085
ACH-000638,-0.15686298249800001
ACH-000646,-0.348602470889
ACH-000647,-0.174029134063
ACH-000648,-0.22643907946400002
ACH-000649,-0.243749047577
ACH-000651,-0.30131047193000005
ACH-000652,-0.0829049233202
ACH-000653,-0.0946566850308
ACH-000657,-0.204507651334
ACH-000658,-0.0892060252858
ACH-000661,-0.114454549849
ACH-000662,-0.34076039032399996
ACH-000663,-0.0359997433655
ACH-000665,-0.0872318983873
ACH-000671,-0.120842521208
ACH-000673,-0.26863132285999997
ACH-000676,-0.110237497031
ACH-000677,-0.09536430685769999
ACH-000681,-0.23171364491799998
ACH-000682,-0.224727457079
ACH-000683,-0.196475884665
ACH-000684,0.0691686354494
ACH-000688,-0.148924593584
ACH-000693,-0.128126159738
ACH-000694,-0.09328825421970001
ACH-000695,0.0955548116493
ACH-000696,-0.102979986899
ACH-000697,0.027113706645200002
ACH-000699,-0.0947691619499
ACH-000701,-0.0617356727076
ACH-000706,-0.14579057125999997
ACH-000711,-0.193997690836
ACH-000713,-0.235425494571
ACH-000714,-0.183901786526
ACH-000718,-0.253713078059
ACH-000720,-0.12738196872500002
ACH-000721,-0.105548465351
ACH-000724,0.11424613557
ACH-000725,-0.133441357392
ACH-000732,-0.13188391215700002
ACH-000734,-0.127685656086
ACH-000735,-0.28869948487799996
ACH-000736,-0.023764884990599998
ACH-000738,-0.107784685856
ACH-000746,-0.0615316585608
ACH-000747,-0.15991703583699998
ACH-000748,-0.232328976042
ACH-000753,-0.26037999003199996
ACH-000756,-0.209143953201
ACH-000757,-0.225442098736
ACH-000758,-0.251838560696
ACH-000760,-0.0651366655896
ACH-000763,-0.398052824028
ACH-000764,-0.266435012364
ACH-000765,-0.191937700687
ACH-000766,0.122060682019
ACH-000767,0.16595382399
ACH-000768,-0.169139829244
ACH-000769,-0.251601450614
ACH-000770,-0.052009401122900006
ACH-000771,-0.0676293656673
ACH-000773,-0.311450699922
ACH-000776,-0.17449146795200002
ACH-000777,0.06919108058500001
ACH-000778,-0.0374578128945
ACH-000781,-0.187878481836
ACH-000782,0.0114101777963
ACH-000783,-0.22235604704300002
ACH-000784,-0.191430139813
ACH-000785,-0.216907341318
ACH-000787,0.0031090192083499998
ACH-000788,-0.115759120763
ACH-000791,-0.17792323599399998
ACH-000792,-0.06802517341509999
ACH-000794,-0.310005198313
ACH-000796,-0.211114339397
ACH-000799,-0.128750221613
ACH-000800,-0.304223698544
ACH-000802,-0.304313287435
ACH-000804,-0.0425179627493
ACH-000805,-0.389554707675
ACH-000809,-0.10286254586100001
ACH-000810,-0.279972467358
ACH-000811,0.0079574874515
ACH-000817,0.04928818127449999
ACH-000819,0.008927841156600001
ACH-000820,-0.11018080626700001
ACH-000821,0.0686190472324
ACH-000822,-0.11685898295399999
ACH-000823,-0.12540985066299998
ACH-000824,-0.21393634059799999
ACH-000827,-0.176525822053
ACH-000829,0.101961449821
ACH-000831,-0.0620071959942
ACH-000832,-0.167027273311
ACH-000833,-0.061076333239000004
ACH-000834,-0.0715218736323
ACH-000835,-0.07231006825950001
ACH-000836,-0.146995469474
ACH-000837,-0.19983349519699997
ACH-000838,-0.059488896301999994
ACH-000839,-0.08564386664439999
ACH-000840,0.0119735519048
ACH-000841,-0.209300529469
ACH-000843,0.028644712465300003
ACH-000846,-0.132735414645
ACH-000847,-0.130241348079
ACH-000848,-0.145114984781
ACH-000849,-0.308148939697
ACH-000851,-0.09719913786539999
ACH-000855,0.0968972705283
ACH-000856,-0.21737236535999999
ACH-000858,-0.187490401134
ACH-000859,-0.0543700272176
ACH-000861,-0.137801581807
ACH-000862,-0.140362346604
ACH-000865,-0.114275542809
ACH-000866,-0.07643915503710001
ACH-000867,-0.256976891661
ACH-000869,-0.20578758489799998
ACH-000872,-0.00373399565061
ACH-000873,-0.164593362667
ACH-000876,-0.0586753208695
ACH-000878,-0.13811998931299999
ACH-000880,-0.07172500261880001
ACH-000881,-0.19887576902600002
ACH-000882,-0.051837896518
ACH-000884,-0.195471260457
ACH-000885,-0.20126738665600002
ACH-000887,-0.0601115970134
ACH-000888,-0.0351806631671
ACH-000889,-0.24708517638
ACH-000890,-0.160922055525
ACH-000896,-0.0799895615861
ACH-000898,-0.0011014157280699998
ACH-000900,-0.185371511223
ACH-000901,-0.215728737394
ACH-000905,-0.199496929231
ACH-000906,-0.15214341037
ACH-000907,-0.203971667663
ACH-000910,-0.182722308632
ACH-000911,-0.040755511083599996
ACH-000912,-0.172340939846
ACH-000913,-0.0661832870321
ACH-000915,-0.0067422479629
ACH-000916,-0.218912250999
ACH-000917,-0.13713355350700002
ACH-000921,-0.216041549496
ACH-000924,-0.10790405207999999
ACH-000926,-0.129908533334
ACH-000928,-0.251126104078
ACH-000929,-0.0289433745221
ACH-000932,0.062402495233
ACH-000935,-0.191679998213
ACH-000936,-0.24432875926300002
ACH-000937,-0.252958312908
ACH-000938,-0.149554361981
ACH-000939,-0.17574715330200003
