,SPATS2L (26010)
ACH-000004,0.0872593256226
ACH-000007,0.309918369907
ACH-000009,-0.123528464659
ACH-000011,0.0465513967055
ACH-000012,0.0541475768253
ACH-000013,0.206342248457
ACH-000014,0.0761289979515
ACH-000015,0.160670510812
ACH-000017,0.0249617326706
ACH-000018,0.19243044602200002
ACH-000019,0.137498158694
ACH-000021,0.131055900897
ACH-000022,0.12373039422900001
ACH-000025,-0.0170118622469
ACH-000028,0.012927837362600001
ACH-000030,-0.015341908155200002
ACH-000035,0.258977398288
ACH-000036,0.012993750677300001
ACH-000037,-0.226943209166
ACH-000039,-0.16342123495400002
ACH-000040,0.0614165628831
ACH-000041,0.0974160033418
ACH-000042,0.0475367948884
ACH-000045,0.07501468559560001
ACH-000047,0.0703408417228
ACH-000052,0.09075393551819999
ACH-000053,0.0775297267908
ACH-000054,0.0114849428049
ACH-000055,-0.0494258453595
ACH-000060,-0.009266141187299999
ACH-000067,-0.00952813377215
ACH-000070,0.0745452208334
ACH-000075,-0.0774792001793
ACH-000078,0.178663586536
ACH-000082,-0.12679882540100001
ACH-000085,0.17658947549100001
ACH-000086,-0.00205621663144
ACH-000087,0.17211514492
ACH-000092,-0.0589600523943
ACH-000095,-0.158123421072
ACH-000097,0.124849719089
ACH-000098,0.12902793350800001
ACH-000099,0.136139552757
ACH-000108,0.019295596335
ACH-000113,0.0700873093235
ACH-000115,-0.0451931437066
ACH-000116,0.120510708203
ACH-000118,0.144866403436
ACH-000120,0.15132060987600002
ACH-000123,0.19224283921100002
ACH-000127,0.025415191803200003
ACH-000128,-0.167657441007
ACH-000132,0.0210084320077
ACH-000133,-0.0072584570452899995
ACH-000137,-0.0363706129968
ACH-000138,0.107044571001
ACH-000142,0.44762024847599996
ACH-000143,0.127105907619
ACH-000146,0.0960882165989
ACH-000148,0.120041335749
ACH-000150,0.266781028876
ACH-000152,0.0524055524685
ACH-000153,0.047563265383800006
ACH-000159,0.10613274448999999
ACH-000160,0.0038535471392299996
ACH-000163,0.0381236815013
ACH-000167,-0.26329121472600003
ACH-000168,-0.0154077154896
ACH-000169,0.16334502233200002
ACH-000178,0.275644443715
ACH-000182,-0.04075213652469999
ACH-000183,0.164250719946
ACH-000188,0.244372824254
ACH-000189,0.0370216679324
ACH-000190,0.32417604513
ACH-000198,0.07173873015980001
ACH-000204,-0.079782948949
ACH-000206,-0.07372824147780001
ACH-000207,0.0564595889495
ACH-000211,-0.039792361364300005
ACH-000215,0.09646145734789999
ACH-000221,0.20334959385600002
ACH-000222,0.053529776748199996
ACH-000223,-0.11962597997000002
ACH-000226,0.13708467510800001
ACH-000227,-0.0862965361644
ACH-000228,-0.0121787145835
ACH-000231,0.103454097401
ACH-000232,0.005315572430340001
ACH-000233,0.13370444176100002
ACH-000234,0.0599739836496
ACH-000235,0.036431107713900006
ACH-000237,0.0886233317378
ACH-000238,-0.135765635142
ACH-000243,-0.120052579939
ACH-000244,0.0555843756094
ACH-000246,0.1701078762
ACH-000248,0.14190925341
ACH-000250,0.10012845626
ACH-000251,-0.112581869592
ACH-000253,-0.056838375548
ACH-000255,0.07164691384930001
ACH-000256,0.047823303004
ACH-000257,0.13336829047499998
ACH-000258,0.18916464129299998
ACH-000259,0.0917947933915
ACH-000260,0.124380330939
ACH-000261,-0.00978704191223
ACH-000262,0.28980888642700003
ACH-000263,-0.521980390821
ACH-000264,0.134568076284
ACH-000265,0.0374075180606
ACH-000266,-0.08564113552760001
ACH-000272,0.21712939867800002
ACH-000273,0.209636482686
ACH-000274,-0.0629691227992
ACH-000277,0.30329580361999997
ACH-000278,-0.0400183493441
ACH-000279,0.0204280006282
ACH-000280,0.082980612237
ACH-000281,0.344747686487
ACH-000288,-0.095345218935
ACH-000291,0.09014861384299999
ACH-000293,-0.04437715699019999
ACH-000294,0.0009606965649260001
ACH-000295,0.025701380293299998
ACH-000296,-0.23192753858600001
ACH-000302,0.0603236609828
