,GAST (2520)
ACH-000004,0.0321690476436
ACH-000007,-0.16943991124299998
ACH-000009,-0.127232901968
ACH-000011,0.0593984497339
ACH-000012,-0.29730557843
ACH-000013,-0.149860882217
ACH-000014,-0.007945812189890001
ACH-000015,-0.0117950527739
ACH-000017,-0.289382355119
ACH-000018,-0.21853941562100002
ACH-000019,0.26031735441
ACH-000021,-0.03857465626519999
ACH-000022,-0.0190439359877
ACH-000025,0.0423587667837
ACH-000028,-0.11988453932700001
ACH-000030,-0.10915789408900001
ACH-000035,-0.00273147468452
ACH-000036,-0.029321351578
ACH-000037,0.343275183455
ACH-000039,-0.0158908163959
ACH-000040,0.0593843807922
ACH-000041,-0.109094509603
ACH-000042,-0.0031706583176799997
ACH-000045,0.11904569644000002
ACH-000047,-0.121230381941
ACH-000052,0.0830712645291
ACH-000053,-0.15582822695499998
ACH-000054,0.0558670861181
ACH-000055,0.0434943727161
ACH-000060,-0.0158671635
ACH-000067,-0.113288832699
ACH-000070,0.286284800044
ACH-000075,0.0803218319021
ACH-000078,-0.021434430839
ACH-000082,0.130266348927
ACH-000085,-0.10704542956299999
ACH-000086,-0.0964700927681
ACH-000087,-0.125369043054
ACH-000092,-0.351841178016
ACH-000095,-0.12902160138399998
ACH-000097,-0.051471869045
ACH-000098,0.0414619538559
ACH-000099,-0.2291516523
ACH-000108,-0.0768466512949
ACH-000113,0.082138246519
ACH-000115,-0.202123873486
ACH-000116,-0.134306331621
ACH-000118,-0.177453986384
ACH-000120,-0.173874646117
ACH-000123,0.017730044977599998
ACH-000127,0.024459779424999998
ACH-000128,-0.026432890370400003
ACH-000132,-0.0658547107908
ACH-000133,-0.0197406137743
ACH-000137,0.0523908548561
ACH-000138,-0.253203671615
ACH-000142,-0.177838906149
ACH-000143,0.129845747195
ACH-000146,-0.08515369929580001
ACH-000148,-0.08793466711430001
ACH-000150,0.10277648905400001
ACH-000152,-0.102848802577
ACH-000153,0.08255056199519999
ACH-000159,0.0418335760126
ACH-000160,-0.012658225494600002
ACH-000163,-0.15607349557
ACH-000167,0.07697731519739999
ACH-000168,-0.0322048403008
ACH-000169,-0.0884380680618
ACH-000178,0.039095496211900005
ACH-000182,-0.0452116418267
ACH-000183,-0.0009433731457260001
ACH-000188,-0.22920679152100001
ACH-000189,-0.14859069256100002
ACH-000190,0.15383663368699999
ACH-000198,0.034817720096
ACH-000204,-0.439743158907
ACH-000206,-0.0816418876536
ACH-000207,0.0181497494857
ACH-000211,-0.0748451256829
ACH-000215,-0.09367424085300001
ACH-000221,0.053616842543000004
ACH-000222,-0.284034316582
ACH-000223,0.061488488201599995
ACH-000226,-0.146029785158
ACH-000227,0.182667989025
ACH-000228,-0.311751484987
ACH-000231,-0.151293749517
ACH-000232,0.0265818963927
ACH-000233,-0.0558531433793
ACH-000234,-0.124186797292
ACH-000235,-0.24350916099199998
ACH-000237,-0.0163570121283
ACH-000238,-0.21558647400199998
ACH-000243,-0.21878431468100001
ACH-000244,-0.07495647520689999
ACH-000246,-0.0533780267005
ACH-000248,-0.490793828948
ACH-000250,-0.0354802919786
ACH-000251,0.066842041376
ACH-000253,0.025129697582200003
ACH-000255,-0.0805531359398
ACH-000256,0.0960066859182
ACH-000257,0.0629425320266
ACH-000258,-0.0777889181259
ACH-000259,-0.0492661977814
ACH-000260,0.000184432601257
ACH-000261,0.137209308241
ACH-000262,-0.195122992412
ACH-000263,-0.261690458659
ACH-000264,-0.051943388005
ACH-000265,-0.1318169518
ACH-000266,-0.077832570725
ACH-000272,0.08048239725669999
ACH-000273,-0.0139066769994
ACH-000274,-0.0161939548638
ACH-000277,0.025521139732400003
ACH-000278,-0.169139526669
ACH-000279,-0.15685010411800002
ACH-000280,0.0208385307982
ACH-000281,-0.018531391374
ACH-000288,-0.0770318459593
ACH-000291,-0.143436632054
ACH-000293,-0.160777160252
ACH-000294,-0.06324660548290001
ACH-000295,-0.056259763770000006
ACH-000296,0.200067244047
ACH-000302,0.053901358271599996
ACH-000304,-0.140674004114
ACH-000307,0.0875095407484
ACH-000308,-0.158151292061
ACH-000310,-0.021169562867999998
ACH-000311,-0.0742556949027
ACH-000312,-0.3380003766
ACH-000315,0.16990717364500002
ACH-000316,-0.22697047830699998
ACH-000317,0.0736512663116
ACH-000318,-0.0631721207112
ACH-000319,-0.09475146360960002
ACH-000320,-0.14687085890100002
ACH-000322,-0.0263294145818
ACH-000323,-0.237290299399
ACH-000324,-0.122190869533
ACH-000329,0.0153420615408
ACH-000330,-0.124108827808
ACH-000331,-0.10177554729699999
ACH-000332,-0.185847981419
ACH-000334,-0.139062335772
ACH-000335,-0.09394600486580001
ACH-000336,0.202341830522
ACH-000337,0.11304631696900001
ACH-000339,0.0028438163170000003
ACH-000341,0.081353806285
ACH-000348,0.017841220165799997
ACH-000350,-0.199298721911
ACH-000352,-0.167097689738
ACH-000356,0.05126740768950001
ACH-000361,0.04928304098899999
ACH-000362,0.0266844970702
ACH-000363,-0.050816632207500004
ACH-000364,-0.0165295474058
ACH-000365,-0.017020128888499998
ACH-000366,0.0177836506006
ACH-000368,0.10814890167300001
ACH-000374,0.0024275675726700002
ACH-000375,0.0341482385232
ACH-000376,0.0952640460134
ACH-000381,-0.186637832921
ACH-000383,-0.186598481251
ACH-000387,0.0706762423438
ACH-000389,-0.0421235240027
ACH-000390,-0.19701297713799998
ACH-000393,-0.0367293447675
ACH-000395,-0.0258875118617
ACH-000397,-0.130009735978
ACH-000401,0.0603768767297
ACH-000402,-0.11647814705999998
ACH-000403,-0.106975711249
ACH-000404,0.0554190258805
ACH-000406,-0.040039680250199994
ACH-000407,0.0596015995146
ACH-000408,-0.231015988961
ACH-000410,-0.0733087873371
ACH-000411,-0.28915588574400003
ACH-000414,0.005310606836560001
ACH-000415,-0.247642437059
ACH-000416,-0.21969625703499998
ACH-000420,-0.18049614915800002
ACH-000421,-0.0725124558207
ACH-000424,-0.227554744267
ACH-000425,-0.0275754937468
ACH-000426,-0.145654376064
ACH-000427,-0.288871616481
ACH-000433,-0.026035403075599997
ACH-000436,-0.0694104732113
ACH-000444,-0.115509421043
