,ADM (133)
ACH-000004,0.051663463524
ACH-000007,0.250862734425
ACH-000009,0.09600835745269999
ACH-000011,0.11259237132099999
ACH-000012,0.24106134579100003
ACH-000013,0.203542954578
ACH-000014,0.12161251270500001
ACH-000015,0.218155270792
ACH-000017,0.266611517676
ACH-000018,0.19275491642099998
ACH-000019,0.18736502542199998
ACH-000021,0.20738198244800002
ACH-000022,0.19355421248100002
ACH-000025,0.21958052391600003
ACH-000028,0.0583176288849
ACH-000030,0.045607083776099996
ACH-000035,0.155606578916
ACH-000036,0.301960640758
ACH-000037,0.10519390406700001
ACH-000039,-0.06159762810330001
ACH-000040,0.0785380949979
ACH-000041,0.0774522308957
ACH-000042,0.315954360056
ACH-000045,0.166625935197
ACH-000047,0.14494887502999998
ACH-000052,0.0397873296487
ACH-000053,0.212305543781
ACH-000054,0.293793875522
ACH-000055,0.11905213640000001
ACH-000060,0.18671399455200002
ACH-000067,0.366169550435
ACH-000070,0.0027841694651899998
ACH-000075,0.343245631907
ACH-000078,0.273222710459
ACH-000082,0.32517577624899996
ACH-000085,0.177817801718
ACH-000086,0.26686666301999995
ACH-000087,0.132928235989
ACH-000092,0.236777107918
ACH-000095,0.0608649371124
ACH-000097,0.176976467915
ACH-000098,0.253955760823
ACH-000099,0.14719727172900002
ACH-000108,0.130521633896
ACH-000113,0.228310154846
ACH-000115,-0.180010087753
ACH-000116,0.126488192928
ACH-000118,0.278698169328
ACH-000120,0.102471670976
ACH-000123,0.181103980279
ACH-000127,0.22992414391
ACH-000128,0.241825611395
ACH-000132,0.104523567466
ACH-000133,0.179816398983
ACH-000137,0.239075228847
ACH-000138,0.226367760035
ACH-000142,0.144324240986
ACH-000143,0.022018473966999998
ACH-000146,0.198772702176
ACH-000148,0.160335495374
ACH-000150,0.303375065835
ACH-000152,0.264830280863
ACH-000153,0.25308858874400003
ACH-000159,0.19206920015
ACH-000160,0.21511626262699998
ACH-000163,0.171011221189
ACH-000167,0.251965439805
ACH-000168,0.293471776831
ACH-000169,0.260543560082
ACH-000178,0.137249696426
ACH-000182,0.189259955304
ACH-000183,0.232491235604
ACH-000188,0.154671324398
ACH-000189,-0.13733333531199998
ACH-000190,0.18734500432300003
ACH-000198,0.195271943061
ACH-000204,0.39082734962
ACH-000206,0.17802560621
ACH-000207,0.046617563367300004
ACH-000211,0.235898548684
ACH-000215,0.21230691420400002
ACH-000221,0.040728019994800004
ACH-000222,0.118025158301
ACH-000223,0.216224010213
ACH-000226,0.21325692948199998
ACH-000227,0.341230659459
ACH-000228,0.350735777336
ACH-000231,0.127499907339
ACH-000232,0.254885844172
ACH-000233,0.12137018646
ACH-000234,0.328353695405
ACH-000235,0.183090219406
ACH-000237,0.0385154665477
ACH-000238,0.141770564285
ACH-000243,0.242627915444
ACH-000244,0.209212398106
ACH-000246,0.281810660139
ACH-000248,0.282824834165
ACH-000250,0.23134868926899999
ACH-000251,0.307284628028
ACH-000253,0.24551049769299998
ACH-000255,0.13557964128900002
ACH-000256,0.0861394525988
ACH-000257,0.0416760948074
ACH-000258,0.20728007770399998
ACH-000259,0.267936548447
ACH-000260,0.179298640633
ACH-000261,0.203566086024
ACH-000262,0.36175822259499996
ACH-000263,-0.13327315810100002
ACH-000264,0.181525254742
ACH-000265,0.24604427557300002
ACH-000266,0.25034095862100003
ACH-000272,0.19110630464499997
ACH-000273,0.203320636732
ACH-000274,0.290543385851
ACH-000277,-0.025598366118400002
ACH-000278,0.290397760678
ACH-000279,0.17994008910999998
ACH-000280,0.059850077912800004
ACH-000281,0.09210790608319999
ACH-000288,0.199977041283
ACH-000291,0.218037856187
ACH-000293,0.140569288692
ACH-000294,0.157167365658
ACH-000295,0.10816977544399999
ACH-000296,0.0706224135068
ACH-000302,0.13116173500999997
ACH-000304,0.366718429733
ACH-000307,0.191593018528
ACH-000308,0.101328290863
ACH-000310,0.00424058716666
ACH-000311,0.117824077829
ACH-000312,0.128921518891
ACH-000315,0.241597616032
ACH-000316,0.34625379030000003
ACH-000317,0.17834409588199998
ACH-000318,0.15833342919500001
ACH-000319,0.12393409040999999
ACH-000320,0.693820956874
ACH-000322,0.388653603063
ACH-000323,0.241183072327
ACH-000324,0.22755901016199997
ACH-000329,0.17899119841699998
ACH-000330,0.132695155801
ACH-000331,0.354893911751
ACH-000332,0.22801186152300001
ACH-000334,0.27559678776
ACH-000335,0.222247440905
ACH-000336,0.263438744577
ACH-000337,0.5499097055659999
ACH-000339,0.196184600726
ACH-000341,0.43071236088200004
ACH-000348,0.158512530111
ACH-000350,0.18463357160100002
ACH-000352,0.0680349376777
ACH-000356,-0.10957751658199999
ACH-000361,-0.016533555877300002
ACH-000362,0.188812906212
ACH-000363,0.277012394985
ACH-000364,0.0900062582668
ACH-000365,0.050134931459
ACH-000366,0.148758298687
ACH-000368,0.0398757324732
ACH-000374,0.13505352702
ACH-000375,-0.0356358302132
ACH-000376,0.140294228004
ACH-000381,0.264562490544
ACH-000383,0.117678598348
ACH-000387,0.176214071166
