,OBP2A (29991)
ACH-000782,-0.48788085000200004
ACH-000783,-0.6049909205740001
ACH-000784,-0.295570033495
ACH-000785,-0.385261824714
ACH-000787,-0.322706288063
ACH-000788,-0.311755089502
ACH-000791,-0.439389097812
ACH-000792,-0.233501570003
ACH-000794,-0.324955287553
ACH-000796,-0.239435027315
ACH-000799,-0.31478706817200003
ACH-000800,-0.271773047699
ACH-000802,-0.12453898831900001
ACH-000804,-0.4571648769899999
ACH-000805,-0.350742911271
ACH-000809,-0.397849670805
ACH-000810,-0.436294913249
ACH-000811,-0.415701652262
ACH-000817,-0.42654303541199995
ACH-000819,-0.535955341677
ACH-000820,-0.286618357356
ACH-000821,-0.276761803737
ACH-000822,-0.309722657798
ACH-000823,-0.339176802033
ACH-000824,-0.452238606566
ACH-000827,-0.344347885748
ACH-000829,-0.48522594986400003
ACH-000831,-0.29870612403200003
ACH-000832,-0.07670283790919999
ACH-000833,-0.37586297019299997
ACH-000834,-0.252334062906
ACH-000835,-0.385765678587
ACH-000836,-0.319941607742
ACH-000837,-0.368831900326
ACH-000838,-0.29210289658599997
ACH-000839,-0.334680605125
ACH-000840,-0.0235739291532
ACH-000841,-0.45901311776299997
ACH-000843,-0.10403177309100001
ACH-000846,-0.543162028094
ACH-000847,-0.200727790424
ACH-000848,-0.287070902375
ACH-000849,-0.49497040285800004
ACH-000851,-0.35308412693
ACH-000855,-0.300978372431
ACH-000856,-0.62264016277
ACH-000858,-0.371993246391
ACH-000859,-0.055802755572
ACH-000861,-0.36186422851899996
ACH-000862,-0.450746776983
ACH-000865,-0.22117770265
ACH-000866,-0.311966460755
ACH-000867,-0.22783554743099999
ACH-000869,-0.0853780275361
ACH-000872,-0.442533516726
ACH-000873,-0.213218562904
ACH-000876,-0.205367230284
ACH-000878,-0.36129811320200006
ACH-000880,-0.432946787269
ACH-000881,-0.338715370384
ACH-000882,-0.640021575159
ACH-000884,-0.369702288055
ACH-000885,-0.315995710538
ACH-000887,-0.420825358146
ACH-000888,-0.425045360008
ACH-000889,-0.365540475551
ACH-000890,-0.21660293599599997
ACH-000896,-0.372600256276
ACH-000898,-0.32225674064300003
ACH-000900,-0.30644394380999995
ACH-000901,-0.37178530388400005
ACH-000905,-0.313082922072
ACH-000906,-0.272437401072
ACH-000907,-0.615797281696
ACH-000910,-0.266723272462
ACH-000911,-0.421714838843
ACH-000912,-0.246658345423
ACH-000913,-0.578438956662
ACH-000915,-0.291882586862
ACH-000916,-0.762154761154
ACH-000917,-0.170123942485
ACH-000921,-0.45138062456100003
ACH-000924,-0.328765369566
ACH-000926,-0.45265914733999996
ACH-000928,-0.478592563029
ACH-000929,-0.223081672142
ACH-000932,-0.341389036568
ACH-000935,-0.271756645936
ACH-000936,-0.34287480272
ACH-000937,-0.39061273623899995
ACH-000938,-0.392390756259
ACH-000939,-0.282295815977
ACH-000941,-0.319939795729
ACH-000943,-0.264700045587
ACH-000946,-0.114084977692
ACH-000947,-0.28854855605
ACH-000948,-0.128727845468
ACH-000950,-0.485509128791
ACH-000953,-0.418414689521
ACH-000957,0.005945036834710001
ACH-000958,-0.317518931158
ACH-000960,-0.396223420577
ACH-000963,-0.156700864299
ACH-000968,-0.444146129593
ACH-000969,-0.22692760534
ACH-000973,-0.41624961051799997
ACH-000974,-0.376328619739
ACH-000975,-0.196397621052
ACH-000976,-0.38789477322300003
ACH-000978,-0.22233796235599998
ACH-000980,-0.454100441726
ACH-000984,-0.174197315431
ACH-000986,-0.26063321313
ACH-000988,-0.235090492338
ACH-000993,-0.394691851948
ACH-000994,-0.263875459353
ACH-000996,-0.36515123241999997
ACH-001001,-0.23275742603500002
ACH-001020,-0.7931844633130001
ACH-001028,-0.42650565743600005
ACH-001031,-0.540537409763
ACH-001038,-0.323876296117
ACH-001048,-0.428658579159
ACH-001050,-0.318169516761
ACH-001053,-0.437118642821
ACH-001054,-0.37537830652500004
ACH-001061,-0.24627545146899998
ACH-001067,-0.379914150978
ACH-001075,-0.166850495944
ACH-001096,-0.541347938316
ACH-001128,-0.13874545634500002
ACH-001134,-0.569118563986
ACH-001151,-0.681448813407
ACH-001163,-0.303135503533
ACH-001164,-0.335229223194
ACH-001173,-0.11584396813799999
ACH-001183,-0.265327735916
ACH-001184,-0.42331649798199994
ACH-001190,-0.34603632198
ACH-001192,-0.409536747957
ACH-001193,-0.122603253881
ACH-001196,-0.302213434069
ACH-001197,-0.45519193143200004
ACH-001205,-0.238500791342
ACH-001211,-0.322266434562
ACH-001212,-0.333424632318
ACH-001228,-0.23100165785399998
ACH-001232,-0.39907214621200005
ACH-001239,-0.375872823137
ACH-001274,-0.16927094784000002
ACH-001275,-0.464328967056
ACH-001277,-0.21354644327300001
ACH-001278,-0.506930873179
ACH-001280,-0.24916462785500001
ACH-001283,-0.34983313278899997
ACH-001289,-0.572960713865
ACH-001295,-0.504108118852
ACH-001300,-0.475055029733
ACH-001301,-0.35266926437
ACH-001302,-0.558064304215
ACH-001303,-0.40426942836900004
ACH-001306,-0.231818007327
ACH-001318,-0.41217574019500003
ACH-001322,-0.27649813755999997
ACH-001328,-0.341578612057
ACH-001332,-0.260970171727
ACH-001333,-0.396980321988
ACH-001336,-0.361946187453
ACH-001340,-0.265159426489
ACH-001346,-0.286406741561
ACH-001353,-0.441771557605
ACH-001354,-0.122004495401
ACH-001367,-0.5325218982050001
ACH-001368,-0.233962176085
ACH-001374,-0.234240788756
ACH-001375,-0.311153822287
ACH-001377,-0.200854069677
ACH-001380,-0.489793216089
ACH-001391,-0.0798329081478
ACH-001407,-0.163849224765
ACH-001408,-0.292597514935
ACH-001413,-0.333772383948
ACH-001430,-0.016678575478299998
ACH-001431,-0.328569030438
ACH-001450,-0.582744993089
ACH-001496,-0.25275652701900003
ACH-001500,-0.456542172087
ACH-001521,-0.524026836518
ACH-001523,-0.25147137966099997
ACH-001532,-0.568864973606
ACH-001536,-0.561280460044
ACH-001550,-0.393728071093
ACH-001552,-0.578350415829
ACH-001554,-0.393951942262
ACH-001645,-0.30372475266
ACH-001654,-0.33520842676
ACH-001715,-0.218295902826
ACH-001735,-0.334311680602
ACH-001736,-0.460792459745
ACH-001737,-0.412542754264
ACH-001740,-0.48322414243699996
ACH-001745,-0.44118274221000003
ACH-001750,-0.539380772301
ACH-001765,-0.33358998332600004
ACH-001956,-0.291520421112
ACH-001957,-0.376113431299
