,BDNF (627)
ACH-000004,0.062081984591
ACH-000007,-0.229243575064
ACH-000009,-0.148673988359
ACH-000011,0.0320169849194
ACH-000012,-0.028909636741299996
ACH-000013,-0.0402721804353
ACH-000014,0.0491351984736
ACH-000015,0.030765127931400002
ACH-000017,0.00919741723182
ACH-000018,0.1617495897
ACH-000019,-0.22223260407099998
ACH-000021,-0.056744282587400004
ACH-000022,-0.162389414903
ACH-000025,-0.22939543710299998
ACH-000028,-0.125330144202
ACH-000030,-0.077461537359
ACH-000035,-0.046481128909
ACH-000036,-0.0839750933678
ACH-000037,0.0762611242568
ACH-000039,-0.0589628819536
ACH-000040,0.016513331979399998
ACH-000041,-0.025606161544900002
ACH-000042,-0.108751808241
ACH-000045,-0.107646357864
ACH-000047,0.06553900065030001
ACH-000052,-0.273275532609
ACH-000053,-0.0218848541316
ACH-000054,0.08437194295520001
ACH-000055,-0.121774454766
ACH-000060,0.04303232296540001
ACH-000067,-0.038080047201699996
ACH-000070,-0.0005741365668119999
ACH-000075,0.0282005636068
ACH-000078,0.0862873475362
ACH-000082,-0.00453713543854
ACH-000085,0.08214799671919999
ACH-000086,-0.0813488377174
ACH-000087,0.0356008222089
ACH-000092,0.10717312727499999
ACH-000095,0.0192650781853
ACH-000097,0.0471005852656
ACH-000098,-0.11061720937000001
ACH-000099,-0.00764864205511
ACH-000108,0.0465078451518
ACH-000113,-0.102741652894
ACH-000115,-0.007892900993369999
ACH-000116,-0.0489917316174
ACH-000118,0.006863660550729999
ACH-000120,-0.0636813481781
ACH-000123,-0.0654588603253
ACH-000127,-0.018144746404900002
ACH-000128,0.012299717358299999
ACH-000132,-0.0888829146376
ACH-000133,-0.17219116820099997
ACH-000137,-0.0330769043606
ACH-000138,-0.0533526354345
ACH-000142,-0.223342447044
ACH-000143,-0.284665313188
ACH-000146,0.0396257586388
ACH-000148,-0.064436542967
ACH-000150,0.19278262094999998
ACH-000152,0.00848219654746
ACH-000153,-0.09295927138260002
ACH-000159,0.04974503008140001
ACH-000160,0.061367695371900004
ACH-000163,0.09880384082499999
ACH-000167,-0.0934525086574
ACH-000168,0.0597870348118
ACH-000169,-0.021928749215599997
ACH-000178,-0.00671330879991
ACH-000182,0.00582147691477
ACH-000183,-0.128924994925
ACH-000188,-0.0869836496483
ACH-000189,-0.026113704018799998
ACH-000190,0.11020584440999999
ACH-000198,-0.0124615692255
ACH-000204,0.07216559035680001
ACH-000206,0.0079935904741
ACH-000207,-0.159139749915
ACH-000211,-0.047947785656599996
ACH-000215,-0.018572752828900002
ACH-000221,-0.171888631343
ACH-000222,0.06332789423219999
ACH-000223,-0.018995946039
ACH-000226,-0.113414789584
ACH-000227,0.06899589037119999
ACH-000228,0.275756369698
ACH-000231,-0.0809003924118
ACH-000232,-0.264024744885
ACH-000233,-0.08821764866489999
ACH-000234,0.0582819678097
ACH-000235,-0.0629494570591
ACH-000237,0.019118382717900003
ACH-000238,0.0157524078981
ACH-000243,-0.105243096801
ACH-000244,-0.154404066889
ACH-000246,-0.11218215714000002
ACH-000248,0.025504017529700003
ACH-000250,-0.142897267229
ACH-000251,0.08594124640619999
ACH-000253,-0.04577956076859999
ACH-000255,-0.0106043770232
ACH-000256,-0.24213790975000002
ACH-000257,-0.247877401563
ACH-000258,-0.0378749416306
ACH-000259,0.0444288042445
ACH-000260,0.018968997015400002
ACH-000261,-0.03802903388830001
ACH-000262,0.111953844124
ACH-000263,0.174084785106
ACH-000264,0.106481177808
ACH-000265,-0.16825724829
ACH-000266,0.0387050029817
ACH-000272,0.0266570706233
ACH-000273,-0.252895361096
ACH-000274,-0.039979816513099994
ACH-000277,-0.131248461822
ACH-000278,-0.137969102552
ACH-000279,-0.0428572193621
ACH-000280,-0.00677085909217
ACH-000281,-0.0755891784172
ACH-000288,-0.010707793808799998
ACH-000291,0.197550456974
ACH-000293,0.042932434779199995
ACH-000294,-0.107059104013
ACH-000295,0.12229033426100001
ACH-000296,0.0771929693254
ACH-000302,-0.025267748215099996
ACH-000304,-0.09538136349269999
ACH-000307,0.000402435506508
ACH-000308,-0.0718825585441
ACH-000310,-0.12931370168
ACH-000311,-0.0717329229314
