,CTCFL (140690)
ACH-000004,0.0722233644767
ACH-000007,0.295150508104
ACH-000009,0.139684658954
ACH-000011,0.18797516895599997
ACH-000012,0.228239239234
ACH-000013,0.319271890779
ACH-000014,0.242584518167
ACH-000015,0.156506407173
ACH-000017,0.011587487417099999
ACH-000018,0.21754111146699998
ACH-000019,-0.187187893253
ACH-000021,0.17944037327399998
ACH-000022,0.23270685294399998
ACH-000025,0.232910965441
ACH-000028,-0.0580996894168
ACH-000030,0.133734417214
ACH-000035,0.232906628347
ACH-000036,0.05383909614540001
ACH-000037,0.08440278871689999
ACH-000039,0.31143897602
ACH-000040,0.247752807799
ACH-000041,0.412805269938
ACH-000042,0.07762062882160001
ACH-000045,0.070611220115
ACH-000047,0.260459711216
ACH-000052,0.230366145548
ACH-000053,0.162425021725
ACH-000054,0.152672789767
ACH-000055,0.132437734843
ACH-000060,0.172419066197
ACH-000067,0.267845358486
ACH-000070,-0.049365498366700004
ACH-000075,0.10457045204500001
ACH-000078,0.391148723591
ACH-000082,0.26437591419900003
ACH-000085,0.17546133292399999
ACH-000086,0.09851484836850001
ACH-000087,0.143182756447
ACH-000092,0.301488862217
ACH-000095,0.112325637658
ACH-000097,0.186455744978
ACH-000098,0.35050487426
ACH-000099,0.0978830957667
ACH-000108,0.1711623009
ACH-000113,0.0767651555484
ACH-000115,0.0131512537244
ACH-000116,0.19671606221299998
ACH-000118,0.234865049787
ACH-000120,0.0783976141616
ACH-000123,0.1306804055
ACH-000127,0.282551529318
ACH-000128,0.188687174082
ACH-000132,0.37404053089199996
ACH-000133,0.11469895388599999
ACH-000137,0.15377870243
ACH-000138,0.169095512944
ACH-000142,0.32633350880999995
ACH-000143,0.127414442223
ACH-000146,0.113212543293
ACH-000148,0.141961705033
ACH-000150,0.115966491919
ACH-000152,0.33872470532399995
ACH-000153,0.193095305807
ACH-000159,0.157554795718
ACH-000160,0.46859033751900003
ACH-000163,0.305740147483
ACH-000167,0.6421246402440001
ACH-000168,0.115270183217
ACH-000169,0.18446414365400002
ACH-000178,0.0676044957897
ACH-000182,0.166746280461
ACH-000183,0.08964133342839999
ACH-000188,0.251730547375
ACH-000189,-0.0385232723571
ACH-000190,0.44072278420500005
ACH-000198,0.150656540748
ACH-000204,0.468167332712
ACH-000206,0.0808023976774
ACH-000207,0.243588274917
ACH-000211,0.194555550535
ACH-000215,0.239466075115
ACH-000221,0.206725628369
ACH-000222,0.08929915121510001
ACH-000223,0.279912318085
ACH-000226,0.192866415789
ACH-000227,0.157000277834
ACH-000228,0.45119979012199996
ACH-000231,0.103749990004
ACH-000232,0.226448587654
ACH-000233,0.136674518251
ACH-000234,0.42529262195699996
ACH-000235,0.248264247701
ACH-000237,0.210230408393
ACH-000238,0.176771484077
ACH-000243,0.180207170939
ACH-000244,0.0492083559191
ACH-000246,0.16986003788100001
ACH-000248,0.314686197305
ACH-000250,0.244383429212
ACH-000251,0.052955494599
ACH-000253,0.080477705687
ACH-000255,0.0888495534543
ACH-000256,-0.0302635598402
ACH-000257,0.0478362313225
ACH-000258,-0.169765725931
ACH-000259,0.12363736568900001
ACH-000260,0.166772292496
ACH-000261,0.284164397954
ACH-000262,0.19003551052700002
ACH-000263,0.116110023794
ACH-000264,0.187327230427
ACH-000265,0.11556058813799999
ACH-000266,0.194511605895
ACH-000272,0.131510288875
ACH-000273,0.25235444561000003
ACH-000274,0.0954651292218
ACH-000277,0.010362171600099999
ACH-000278,0.230642424507
ACH-000279,0.172619337643
ACH-000280,0.266911517724
ACH-000281,0.0628865580238
ACH-000288,0.286265696375
ACH-000291,0.112760151904
ACH-000293,0.0529683413
ACH-000294,0.196540915026
ACH-000295,0.20939285386
ACH-000296,0.0189645819509
ACH-000302,0.238774808123
ACH-000304,0.273524415005
ACH-000307,0.187799293797
ACH-000308,0.130880070603
ACH-000310,0.198262199336
ACH-000311,0.19739696338399998
ACH-000312,0.0612218835369
ACH-000315,0.14585889827600002
ACH-000316,0.276198506711
ACH-000317,0.198968083926
ACH-000318,0.18469035361299999
ACH-000319,0.137331298471
ACH-000320,0.111004506164
ACH-000322,0.149468444259
ACH-000323,0.39774657915899997
ACH-000324,0.12306971002900001
ACH-000329,0.0966516952919
ACH-000330,0.0486767360955
ACH-000331,0.20951785098099998
ACH-000332,0.145521108319
ACH-000334,0.29634570258299997
ACH-000335,0.23629869024300001
ACH-000336,0.270270498273
ACH-000337,0.167705039881
ACH-000339,0.232036447285
ACH-000341,0.236513072158
ACH-000348,0.24400253991999998
ACH-000350,0.44701389469499997
ACH-000352,0.09595469931
ACH-000356,0.113857897832
ACH-000361,0.105717671631
ACH-000362,0.101000141875
ACH-000363,0.11311194055299999
ACH-000364,0.23974014415699998
ACH-000365,0.046873160925400004
ACH-000366,0.140878582643
ACH-000368,0.144600907821
ACH-000374,0.194472095341
ACH-000375,0.168395210898
ACH-000376,0.200463546036
ACH-000381,0.143660710498
ACH-000383,0.196871718779
ACH-000387,0.320393712766
ACH-000389,-0.0412567099821
ACH-000390,0.232430342372
ACH-000393,0.111675394872
ACH-000395,0.00197439540863
ACH-000397,0.15399059606499998
ACH-000401,-0.00401791326609
ACH-000402,-0.156353524128
ACH-000403,-0.0098626220327
ACH-000404,0.35528606841399996
ACH-000406,0.19393091880199997
ACH-000407,0.066517191988
ACH-000408,0.315891971289
ACH-000410,0.14790673645400002
ACH-000411,0.299697949604
ACH-000414,0.24386008077799998
ACH-000415,0.270171724487
ACH-000416,0.277688912299
ACH-000420,0.07232078499210001
ACH-000421,0.19410232129799998
ACH-000424,0.0519769019264
ACH-000425,0.196385120581
ACH-000426,0.06765239176490001
ACH-000427,0.05284506888669999
ACH-000433,0.12962696882400002
ACH-000436,0.274917694352
ACH-000444,0.12479088319000001
ACH-000445,0.14121104259
ACH-000448,0.174545458825
ACH-000450,-0.00714832602613
ACH-000452,0.132104684981
ACH-000454,0.156472703357
ACH-000458,0.20643685574499998
ACH-000459,0.270212161068
ACH-000460,0.213893513882
ACH-000461,0.105026844053
ACH-000463,0.281164246826
ACH-000464,0.20091236994199999
ACH-000466,0.0347955004893
ACH-000467,0.182828771743
ACH-000468,0.292775036583
ACH-000469,0.08296667431429999
ACH-000470,0.214136196045
ACH-000471,0.28067179712400003
ACH-000472,0.297153923728
ACH-000473,0.14614183559
ACH-000475,0.244570459109
ACH-000476,0.20435951622600002
ACH-000477,0.364960351732
ACH-000480,0.20283184067899998
ACH-000481,0.156339021007
ACH-000483,0.11489890751599999
ACH-000484,0.21622432795899998
ACH-000485,0.10464268715500001
ACH-000486,0.18637558099800003
ACH-000487,0.027666656973299997
ACH-000488,0.09372857428760001
ACH-000490,0.167934594672
ACH-000491,0.0742533854802
ACH-000495,0.153396676749
ACH-000496,0.229689260201
ACH-000499,0.0891383864434
ACH-000500,0.32985789766999996
ACH-000502,0.160852323256
ACH-000503,0.222530542836
ACH-000505,0.256278531299
ACH-000507,0.24050089150600001
ACH-000510,0.175458385605
ACH-000511,0.192061918497
ACH-000512,0.253768876068
ACH-000516,0.18466354301600002
ACH-000517,0.11763032061300001
ACH-000518,0.251378615853
ACH-000520,0.210547666695
ACH-000521,0.143343412913
ACH-000522,0.221994381661
ACH-000524,0.20417736366099998
ACH-000527,0.158228030113
ACH-000528,0.148585936274
ACH-000537,0.206949429153
ACH-000541,0.19284553356800002
ACH-000542,0.22046346282499998
ACH-000544,0.22655717689399998
ACH-000545,0.016437145799499998
ACH-000547,0.27121665485700003
ACH-000548,0.186157246527
ACH-000549,0.0930022187104
ACH-000550,0.32975112546
