,RSF1 (51773)
ACH-000004,0.102196260111
ACH-000007,0.08108643787480001
ACH-000009,0.26532096682100004
ACH-000011,0.160644078981
ACH-000012,0.0029031013028000003
ACH-000013,0.532716847372
ACH-000014,0.485027881068
ACH-000015,0.319524894512
ACH-000017,0.11499791695
ACH-000018,0.0261908864266
ACH-000019,-0.230617551231
ACH-000021,0.16429944327999998
ACH-000022,0.19023118056699997
ACH-000025,0.381812971612
ACH-000028,-0.138527677155
ACH-000030,0.029735402393799997
ACH-000035,-0.0274196139707
ACH-000036,0.411615019393
ACH-000037,0.07109150895710001
ACH-000039,-0.0251373662785
ACH-000040,0.396979077019
ACH-000041,-0.191003354025
ACH-000042,0.134190830051
ACH-000045,0.186141253867
ACH-000047,0.13967589512599998
ACH-000052,0.0293846468175
ACH-000053,0.271550323396
ACH-000054,0.39323446174099996
ACH-000055,0.175818478227
ACH-000060,0.41885739492299995
ACH-000067,-0.0173901995062
ACH-000070,-0.176131560003
ACH-000075,0.177713626775
ACH-000078,-0.06070912574850001
ACH-000082,0.228788501255
ACH-000085,0.312348709708
ACH-000086,-0.0687558517237
ACH-000087,0.09632227780069999
ACH-000092,0.180378934286
ACH-000095,-0.10515144065099999
ACH-000097,0.0627045685058
ACH-000098,0.329558182246
ACH-000099,0.321902125308
ACH-000108,0.227612565809
ACH-000113,-0.0848182532811
ACH-000115,0.328543689188
ACH-000116,-0.0352570722249
ACH-000118,0.19814593257899998
ACH-000120,-0.120847957717
ACH-000123,-0.0316771530672
ACH-000127,0.45696145950000006
ACH-000128,0.215300224324
ACH-000132,0.274132021776
ACH-000133,0.22650848510899999
ACH-000137,0.21593167356100001
ACH-000138,0.254219030526
ACH-000142,0.144669768353
ACH-000143,0.0885588066276
ACH-000146,0.21712321222699998
ACH-000148,0.27567760465999996
ACH-000150,0.203689020797
ACH-000152,0.261554592867
ACH-000153,-0.0234600123808
ACH-000159,0.303645070788
ACH-000160,0.588020564661
ACH-000163,0.216725876836
ACH-000167,0.801454448227
ACH-000168,0.299294986811
ACH-000169,0.0632581495981
ACH-000178,0.340866541779
ACH-000182,0.294097358854
ACH-000183,0.054670016390699995
ACH-000188,-0.0005966973763109999
ACH-000189,0.329960677395
ACH-000190,0.493516250127
ACH-000198,-0.284191721959
ACH-000204,-0.00532540935686
ACH-000206,0.293861769722
ACH-000207,-0.0572899248026
ACH-000211,0.392395603361
ACH-000215,0.34837004518799997
ACH-000221,0.138740840569
ACH-000222,0.0821374196545
