,PSMG4 (389362)
ACH-000004,-1.4882260914899998
ACH-000007,-1.6316361348800001
ACH-000009,-1.27801253753
ACH-000011,-1.69672352894
ACH-000012,-1.37355701766
ACH-000013,-1.56058439509
ACH-000014,-1.49540284743
ACH-000015,-1.4919993959
ACH-000017,-1.60575226217
ACH-000018,-1.76857441074
ACH-000019,-1.1315131354799999
ACH-000021,-1.4679994359900002
ACH-000022,-1.6751178285
ACH-000025,-1.3256588250499999
ACH-000028,-1.58295157286
ACH-000030,-1.52409725334
ACH-000035,-1.07783596221
ACH-000036,-1.45791361683
ACH-000037,-1.68678015526
ACH-000039,-1.31029092669
ACH-000040,-1.6910276694400002
ACH-000041,-1.54315506692
ACH-000042,-1.71820070967
ACH-000045,-1.48248433364
ACH-000047,-1.2496069625
ACH-000052,-1.7117812923500002
ACH-000053,-1.25595253782
ACH-000054,-1.6159546453
ACH-000055,-1.1911171561299998
ACH-000060,-1.3957376579799998
ACH-000067,-1.72373588535
ACH-000070,-1.90563814677
ACH-000075,-1.8640571220099997
ACH-000078,-1.48684479239
ACH-000082,-1.69225140178
ACH-000085,-1.38044473534
ACH-000086,-1.3585343304100002
ACH-000087,-1.5327800128100002
ACH-000092,-1.2919325262
ACH-000095,-1.37398780035
ACH-000097,-1.4955054457499999
ACH-000098,-1.40434942575
ACH-000099,-1.5311510787
ACH-000108,-1.23322440283
ACH-000113,-1.3684717063999998
ACH-000115,-1.52531478188
ACH-000116,-1.54465434162
ACH-000118,-1.54225590236
ACH-000120,-1.33053216454
ACH-000123,-1.19506293239
ACH-000127,-1.47254404872
ACH-000128,-1.7371062120599996
ACH-000132,-1.3708716643399999
ACH-000133,-1.5396356679700003
ACH-000137,-1.7510298119099998
ACH-000138,-1.43139242176
ACH-000142,-1.29979012911
ACH-000143,-1.75637083437
ACH-000146,-1.60207380059
ACH-000148,-1.63370783931
ACH-000150,-1.4229903529899999
ACH-000152,-1.71027095097
ACH-000153,-1.79236138587
ACH-000159,-1.2105219402200003
ACH-000160,-1.57523875002
ACH-000163,-1.6878730399200002
ACH-000167,-1.8088071270599997
ACH-000168,-1.67908675211
ACH-000169,-1.66090275495
ACH-000178,-1.50175997799
ACH-000182,-1.57761927231
ACH-000183,-1.33721500685
ACH-000188,-1.62056662783
ACH-000189,-1.09199524018
ACH-000190,-1.61597850313
ACH-000198,-1.25407641858
ACH-000204,-1.7929654260599999
ACH-000206,-1.3835508544400001
ACH-000207,-1.4128258492899999
ACH-000211,-1.6532338440600003
ACH-000215,-1.48251097111
ACH-000221,-1.4780271149899997
ACH-000222,-1.22070753765
ACH-000223,-1.3580339686200003
ACH-000226,-1.36837532924
ACH-000227,-1.03745160988
ACH-000228,-1.5333091367899998
ACH-000231,-1.48292000269
ACH-000232,-1.4396505877
ACH-000233,-1.3786487297
ACH-000234,-1.2849530461799998
ACH-000235,-1.49136949605
ACH-000237,-1.56369358188
ACH-000238,-1.5837151198500001
ACH-000243,-1.19679162326
ACH-000244,-1.5768868451499998
ACH-000246,-1.31598739167
ACH-000248,-1.7571678182599997
ACH-000250,-1.6179121798700002
ACH-000251,-1.71429271413
ACH-000253,-1.8184251357700003
ACH-000255,-1.5872088973899998
ACH-000256,-1.41272369003
ACH-000257,-1.5704690137000001
ACH-000258,-1.6533553172400002
ACH-000259,-1.30729747317
ACH-000260,-1.35085034628
ACH-000261,-1.61972682979
ACH-000262,-1.49776594
ACH-000263,-1.4388415242200001
ACH-000264,-1.63890328294
ACH-000265,-1.55654155848
