,PHKG2 (5261)
ACH-000004,-0.0777191831685
ACH-000007,-0.241983544259
ACH-000009,0.10479971722999999
ACH-000011,0.1287753866
ACH-000012,-0.041352516691099996
ACH-000013,-0.14753580356499998
ACH-000014,-0.117967880453
ACH-000015,-0.11797182099400001
ACH-000017,0.110854650407
ACH-000018,0.0284652185615
ACH-000019,-0.019633032011099998
ACH-000021,-0.170279055376
ACH-000022,-0.127679870826
ACH-000025,-0.14886940558599998
ACH-000028,-0.081824890261
ACH-000030,0.043659021189199995
ACH-000035,-0.107783500033
ACH-000036,-0.273838115723
ACH-000037,-0.120942015387
ACH-000039,-0.218617152417
ACH-000040,-0.131203207226
ACH-000041,0.20351568210299997
ACH-000042,-0.029988324131999998
ACH-000045,-0.294706792448
ACH-000047,-0.21135217909499998
ACH-000052,-0.0479339659547
ACH-000053,-0.0124208121606
ACH-000054,-0.09755538061789999
ACH-000055,-0.275009663851
ACH-000060,0.0677171752429
ACH-000067,-0.291523905051
ACH-000070,-0.20898965342700002
ACH-000075,-0.683262287864
ACH-000078,0.0192243669542
ACH-000082,-0.176995977163
ACH-000085,0.145910773427
ACH-000086,0.0480197328847
ACH-000087,-0.10638173297499999
ACH-000092,-0.13700471597799999
ACH-000095,-0.113518952391
ACH-000097,-0.00760176882324
ACH-000098,-0.27359700837699996
ACH-000099,-0.051969056971
ACH-000108,-0.008225106611600001
ACH-000113,-0.033671362191200004
ACH-000115,-0.44235394949699997
ACH-000116,-0.0701411648323
ACH-000118,-0.055254031140400006
ACH-000120,-0.337814026426
ACH-000123,-0.184608674376
ACH-000127,-0.20409906141399997
ACH-000128,-0.111401734491
ACH-000132,-0.0448643200407
ACH-000133,0.12454228439300001
ACH-000137,-0.0757919061977
ACH-000138,0.0382446037881
ACH-000142,-0.15055760869
ACH-000143,-0.213711463009
ACH-000146,-0.15548124780300002
ACH-000148,-0.054304776917399995
ACH-000150,-0.0690762271355
ACH-000152,0.047211337422
ACH-000153,0.23648186390999998
ACH-000159,-0.130170053393
ACH-000160,0.139188183199
ACH-000163,0.0325711438098
ACH-000167,0.022755273170400003
ACH-000168,-0.21795657608600003
ACH-000169,-0.14998215856
ACH-000178,-0.023461254093400004
ACH-000182,-0.10275599501299999
ACH-000183,-0.0647677748215
ACH-000188,0.0344482459655
ACH-000189,0.0296615840301
ACH-000190,0.0569571493392
ACH-000198,-0.09161878695560001
ACH-000204,0.028215291247299996
ACH-000206,0.201463921512
ACH-000207,0.216338328981
ACH-000211,-0.172774849073
ACH-000215,-0.162261978782
ACH-000221,-0.261349501046
ACH-000222,-0.104695739386
ACH-000223,-0.028719055781299997
ACH-000226,-0.104945167887
ACH-000227,0.233643876705
ACH-000228,0.158328990151
ACH-000231,-0.138391481414
ACH-000232,-0.0504187174593
ACH-000233,-0.049228425218099996
ACH-000234,0.06369146482509999
ACH-000235,-0.0753385018697
ACH-000237,-0.0801604198204
ACH-000238,0.368774909207
ACH-000243,-0.125226089977
ACH-000244,0.021926491987400005
ACH-000246,-0.145551383192
ACH-000248,0.0194082156824
ACH-000250,-0.0695539008891
ACH-000251,-0.050284405244000005
ACH-000253,-0.0316617566752
ACH-000255,-0.224823462929
ACH-000256,0.044214319710099995
ACH-000257,0.223450861455
ACH-000258,-0.248400664171
ACH-000259,-0.0230119494098
ACH-000260,-0.157324321701
ACH-000261,-0.129686830143
ACH-000262,-0.183220661265
ACH-000263,0.295331344697
ACH-000264,-0.07266764412
ACH-000265,-0.12048483929000002
ACH-000266,-0.0209228964162
ACH-000272,-0.0502684657398
ACH-000273,-0.13265491799
ACH-000274,-0.0200471573278
ACH-000277,0.06983052516589999
ACH-000278,-0.037821268459300006
ACH-000279,0.112042545791
ACH-000280,-0.281293982407
ACH-000281,0.186601245116
ACH-000288,-0.253925576004
ACH-000291,0.131728001738
ACH-000293,-0.203110538413
ACH-000294,-0.07164912341739998
ACH-000295,0.237572174073
ACH-000296,0.032483145584
ACH-000302,0.010485691014000001
ACH-000304,0.012326812213399999
ACH-000307,-0.143345481427
ACH-000308,-0.0678380115036
ACH-000310,-0.155524542897
ACH-000311,-0.163410510951
ACH-000312,-0.0104590784521
ACH-000315,-0.0114734553378
ACH-000316,-0.206676667785
ACH-000317,0.14290696071200001
ACH-000318,0.0233916819577
ACH-000319,-0.19157879695099997
ACH-000320,-0.120782348463
ACH-000322,-0.36372654605
ACH-000323,-0.13648368298900002
ACH-000324,-0.0882152239369
ACH-000329,-0.125718107035
ACH-000330,-0.5036940999499999
ACH-000331,0.039161941093599995
ACH-000332,0.00159896216484
ACH-000334,-0.369053464573
ACH-000335,0.00158163967218
ACH-000336,0.38459016798900003
ACH-000337,-0.09671196443219998
ACH-000339,-0.152258997885
ACH-000341,0.204750108406
ACH-000348,-0.155022218979
ACH-000350,0.0458668409109
ACH-000352,-0.155785614389
ACH-000356,-0.33838635175899995
ACH-000361,0.026465147790299997
ACH-000362,-0.044400426116
ACH-000363,-0.17357829572
ACH-000364,0.119639837256
ACH-000365,-0.305691866704
ACH-000366,-0.00954395643907
ACH-000368,0.103722003177
ACH-000374,-0.266062189212
ACH-000375,-0.0662928782301
ACH-000376,-0.144850288928
