,HOOK2 (29911)
ACH-000004,0.0373188654322
ACH-000007,0.015404708372500001
ACH-000009,0.17830612159899997
ACH-000011,0.14504779716900001
ACH-000012,0.128563298913
ACH-000013,-0.134225864356
ACH-000014,-0.047598372934999994
ACH-000015,-0.10062982186899999
ACH-000017,-0.064874345044
ACH-000018,-0.0780946665064
ACH-000019,0.0802722541645
ACH-000021,-0.005604502459859999
ACH-000022,0.119202677415
ACH-000025,0.11822679596300001
ACH-000028,0.20546797113600002
ACH-000030,-0.012069940546200001
ACH-000035,-0.0370276489257
ACH-000036,-0.0435450032048
ACH-000037,0.284190238127
ACH-000039,0.0749614387927
ACH-000040,0.18430027655200001
ACH-000041,0.0724411744197
ACH-000042,-0.011802077030200002
ACH-000045,0.0263008992892
ACH-000047,-0.117073824655
ACH-000052,-0.0416020382944
ACH-000053,-0.0309451185678
ACH-000054,0.161008552538
ACH-000055,0.0981271543905
ACH-000060,-0.0510296190288
ACH-000067,0.0523234423129
ACH-000070,0.0411892768343
ACH-000075,-0.0638547036644
ACH-000078,0.103826641451
ACH-000082,0.018638703481
ACH-000085,0.019470232849400002
ACH-000086,-0.13544840256
ACH-000087,-0.181344750339
ACH-000092,0.174237083025
ACH-000095,-0.0224449701827
ACH-000097,0.127055685178
ACH-000098,-0.037030760315
ACH-000099,0.151457465658
ACH-000108,0.0163581168197
ACH-000113,-0.0493095677461
ACH-000115,-0.159415182549
ACH-000116,0.0657590877185
ACH-000118,0.0605686240535
ACH-000120,0.228149434445
ACH-000123,-0.0029017963876200002
ACH-000127,0.130943182128
ACH-000128,-0.0627116670803
ACH-000132,0.00278410372056
ACH-000133,0.0698461872734
ACH-000137,-0.275282870653
ACH-000138,0.0367491172062
ACH-000142,-0.061797789991199996
ACH-000143,-0.017582106683900003
ACH-000146,-0.0433073412955
ACH-000148,-0.0502531284138
ACH-000150,-0.108984142347
ACH-000152,0.0491615689333
ACH-000153,-0.0821221816827
ACH-000159,-0.013785684736899999
ACH-000160,-0.014640790361
ACH-000163,-0.246526737868
ACH-000167,0.10230194473099999
ACH-000168,-0.05936794998869999
ACH-000169,0.103508560089
ACH-000178,0.053910754266099994
ACH-000182,-0.08779183383940001
ACH-000183,0.0805068585929
ACH-000188,-0.304636470476
ACH-000189,0.108248924691
ACH-000190,0.0159233592005
ACH-000198,-0.044576538914299996
ACH-000204,-0.153296844099
ACH-000206,-0.128440242145
ACH-000207,0.00331171596682
ACH-000211,0.08655923459899999
ACH-000215,0.120573174166
ACH-000221,0.087074964137
ACH-000222,-0.0574936996853
ACH-000223,-0.073792750248
ACH-000226,-0.06245967302469999
ACH-000227,-0.08580147498780001
ACH-000228,-0.22277814728300002
ACH-000231,-0.00964994385442
ACH-000232,0.0562245600526
ACH-000233,0.0670125141901
ACH-000234,-0.239001896203
ACH-000235,0.00160447120223
ACH-000237,0.120246174407
ACH-000238,-0.011990405906599999
ACH-000243,0.0626262883277
ACH-000244,0.0529486655265
ACH-000246,0.08058523052899999
ACH-000248,0.015142876288799999
ACH-000250,0.0537133702837
ACH-000251,0.11790246464500001
ACH-000253,0.09564253089670001
ACH-000255,0.12292311420999998
ACH-000256,-0.10962297348099999
ACH-000257,-0.0610441507824
ACH-000258,0.086425991703
ACH-000259,0.148243723583
ACH-000260,0.122249213913
ACH-000261,-0.0162276253928
ACH-000262,0.133802036526
ACH-000263,-0.0596649074448
ACH-000264,-0.023824695786
ACH-000265,0.152171593429
ACH-000266,0.161972150167
ACH-000272,-0.100500841176
ACH-000273,0.09157188686529999
ACH-000274,-0.0695087407187
ACH-000277,0.055475608654399995
ACH-000278,-0.045407108836099996
ACH-000279,-0.103355883312
ACH-000280,-0.0763477920097
ACH-000281,0.0784008527184
ACH-000288,0.017230255728
ACH-000291,0.0508964217089
ACH-000293,0.028224360713400003
ACH-000294,-0.266466026177
ACH-000295,0.044664196473900006
ACH-000296,-0.0380125926665
ACH-000302,-0.17001359280699999
ACH-000304,0.34193192130000005
ACH-000307,-0.0423859051975
ACH-000308,0.054350973565999994
ACH-000310,0.369533345822
ACH-000311,0.18986498504000002
ACH-000312,0.10408596431099999
ACH-000315,-0.110041863627
ACH-000316,0.2758755787
ACH-000317,0.23401863464000003
ACH-000318,-0.20336187584100002
ACH-000319,0.0165239586258
ACH-000320,0.0626105462027
ACH-000322,0.202744992427
ACH-000323,-0.0101113053588
ACH-000324,-0.0864096663852
ACH-000329,0.303710297759
