,DNALI1 (7802)
ACH-000004,-0.08184835930619999
ACH-000007,0.146441006339
ACH-000009,-0.00947361516806
ACH-000011,0.08631375788380001
ACH-000012,-0.007057126769399999
ACH-000013,-0.033296012016
ACH-000014,-0.09621044122610001
ACH-000015,-0.0792305596711
ACH-000017,0.0393770190113
ACH-000018,-0.0442831136495
ACH-000019,0.15291109706599998
ACH-000021,0.0666470938155
ACH-000022,0.051291089164899994
ACH-000025,0.229588663393
ACH-000028,0.025129194121699998
ACH-000030,0.053201753210899996
ACH-000035,-0.157598554508
ACH-000036,0.120559298021
ACH-000037,0.057642644067900005
ACH-000039,0.0396377553419
ACH-000040,-0.038159372583499995
ACH-000041,0.133428781809
ACH-000042,-0.00130614620397
ACH-000045,-0.17299228490600002
ACH-000047,-0.12924603269
ACH-000052,0.00570221573661
ACH-000053,0.0188941820149
ACH-000054,-0.0115172911778
ACH-000055,-0.00172781436987
ACH-000060,-0.0434395568664
ACH-000067,0.0424466867059
ACH-000070,0.10690340414899999
ACH-000075,-0.0264535414678
ACH-000078,-0.22801387601
ACH-000082,0.124054761458
ACH-000085,0.141802862497
ACH-000086,0.0604676588726
ACH-000087,-0.262916979271
ACH-000092,-0.201150497709
ACH-000095,0.0702482722152
ACH-000097,0.0659327208392
ACH-000098,-0.229238615061
ACH-000099,-0.00843749853752
ACH-000108,-0.0924442738103
ACH-000113,0.12994402028
ACH-000115,-0.15238149131200002
ACH-000116,-0.09976508263469999
ACH-000118,0.005777369672739999
ACH-000120,0.00916685130375
ACH-000123,-0.0471912579122
ACH-000127,0.0422794029931
ACH-000128,-0.417325438461
ACH-000132,-0.140840450165
ACH-000133,0.07035542637350001
ACH-000137,0.055682378464599995
ACH-000138,-0.088165653311
ACH-000142,0.0005224990734609999
ACH-000143,0.0221646343877
ACH-000146,-0.119995570846
ACH-000148,0.0744277008358
ACH-000150,-0.265548321772
ACH-000152,-0.055609737862800004
ACH-000153,0.23073505563700003
ACH-000159,0.0126753777489
ACH-000160,0.032546818575
ACH-000163,0.047454752653999996
ACH-000167,-0.0192042482788
ACH-000168,-0.15931614361
ACH-000169,-0.144665223372
ACH-000178,-0.0420132625393
ACH-000182,0.11242725604800001
ACH-000183,0.114005364661
ACH-000188,-0.115522737062
ACH-000189,-0.16046412235
ACH-000190,-0.0414931555616
ACH-000198,-0.0026474426938200004
ACH-000204,0.0405614143166
ACH-000206,0.0061565991406
ACH-000207,-0.0033715018510399996
ACH-000211,0.218536876869
ACH-000215,-0.066861014171
ACH-000221,0.0316657353059
ACH-000222,0.0185078212936
ACH-000223,-0.0314269665228
ACH-000226,0.0125486183958
ACH-000227,-0.050410475399199996
ACH-000228,0.100190269552
ACH-000231,0.0258879028125
ACH-000232,0.07559286342739999
ACH-000233,0.115388086367
ACH-000234,-0.0169511316301
ACH-000235,-0.040752536401999995
ACH-000237,0.0700440122062
ACH-000238,-0.087672413673
ACH-000243,0.0501763803916
ACH-000244,-0.1343399905
ACH-000246,-0.0425227677423
ACH-000248,-0.0494413590439
ACH-000250,0.027194593139200002
ACH-000251,0.24022392273200002
ACH-000253,0.106332167829
ACH-000255,-0.06950923574810002
ACH-000256,0.17770891704300001
ACH-000257,0.0925033009123
ACH-000258,0.009274225990280001
ACH-000259,-0.2311884622
ACH-000260,-0.0100820946609
ACH-000261,-0.0174521364016
ACH-000262,-0.242473258055
ACH-000263,0.015586473469200002
ACH-000264,-0.012444445249100001
ACH-000265,-0.022118344534299998
ACH-000266,0.0131377835996
ACH-000272,-0.0761412688585
ACH-000273,0.193009738594
ACH-000274,0.000343072985662
ACH-000277,0.09148651132249999
ACH-000278,-0.0346584236375
ACH-000279,-0.0145075532291
ACH-000280,0.114833832541
ACH-000281,0.054481360759199994
ACH-000288,-0.0785905988172
ACH-000291,0.056622931833199996
ACH-000293,-0.10870553849999999
ACH-000294,0.00238150447557
ACH-000295,0.28611695296399997
ACH-000296,-0.043844866975699996
ACH-000302,0.030749639171199997
ACH-000304,-0.0696737526269
ACH-000307,-0.0611701148345
ACH-000308,0.06821268133410001
ACH-000310,-0.121162433829
ACH-000311,-0.00724267605742
ACH-000312,-0.0265866814764
ACH-000315,-0.404028005854
ACH-000316,-0.08588465320569999
ACH-000317,-0.127050475623
ACH-000318,0.09659937513439999
ACH-000319,0.054008699815600004
ACH-000320,-0.289762170792
ACH-000322,-0.100181804032
ACH-000323,-0.0989236140882
ACH-000324,-0.0719050334828
ACH-000329,0.0663867062268
ACH-000330,-0.0994893233178
ACH-000331,0.00377293669582
ACH-000332,-0.0832588409997
ACH-000334,-0.106605776189
ACH-000335,-0.21306852480500002
ACH-000336,-0.0139587926241
ACH-000337,0.194261530377
ACH-000339,0.031138756674599997
ACH-000341,-0.172284591919
ACH-000348,-0.10818799064099999
ACH-000350,0.0562105235706
ACH-000352,0.0609570748508
ACH-000356,-0.104090248766
ACH-000361,0.040294434732699995
ACH-000362,0.00042706456218400004
ACH-000363,0.117353574464
ACH-000364,-0.0306760229066
ACH-000365,0.0793628928307
ACH-000366,0.14311729411
ACH-000368,0.09960566545399999
ACH-000374,0.0909660430703
ACH-000375,-0.0535909323824
ACH-000376,-0.133189570395
ACH-000381,-0.0379136734386
ACH-000383,-0.053569782796
ACH-000387,0.134302934471
ACH-000389,0.042336449297699995
ACH-000390,-0.110743035004
ACH-000393,-0.060604555717000005
ACH-000395,0.008605107493709999
ACH-000397,0.06344780985859999
ACH-000401,0.143841860241
ACH-000402,0.335642973044
ACH-000403,-0.0710513264012
ACH-000404,0.14938041765
ACH-000406,0.0266341979734
ACH-000407,0.0809099900432
ACH-000408,-0.0513419303768
ACH-000410,-0.0438882573646
ACH-000411,0.00872697350974
ACH-000414,-0.128946129484
ACH-000415,0.0426423621875
ACH-000416,0.0649804827408
ACH-000420,0.07732100078089998
ACH-000421,0.0473155691905
ACH-000424,0.12238441469
ACH-000425,0.09383848351160001
