,UQCRFS1 (7386)
ACH-000223,-1.0776868162200002
ACH-000226,-0.858751356579
ACH-000227,-0.962397775125
ACH-000228,-0.7292679580600001
ACH-000231,-0.381999722103
ACH-000232,-0.593186853842
ACH-000233,-0.954592942969
ACH-000234,-0.503395488376
ACH-000235,-0.955323974241
ACH-000237,-0.307902615358
ACH-000238,-0.611836792541
ACH-000243,-0.7055797912180001
ACH-000244,-0.764521814254
ACH-000246,-0.9600681735590001
ACH-000248,-0.916213215271
ACH-000250,-0.232995896257
ACH-000251,-0.856867475009
ACH-000253,-0.962203107581
ACH-000255,-0.708939970341
ACH-000256,-0.8568368795829999
ACH-000257,-1.0570202297600002
ACH-000258,-0.5171363319569999
ACH-000259,-0.745719567535
ACH-000260,-0.613951500455
ACH-000261,-0.562125272394
ACH-000262,-0.606079119794
ACH-000263,-0.61701139695
ACH-000264,-0.530668638915
ACH-000265,-0.916291701017
ACH-000266,-0.559943635119
ACH-000272,-0.6876743701710001
ACH-000273,-0.685883236726
ACH-000274,-0.6586865143289999
ACH-000277,-1.12257849569
ACH-000278,-0.6993758518150001
ACH-000279,-0.930461175644
ACH-000280,-0.781519938965
ACH-000281,-0.7336497300229999
ACH-000288,-0.681580515995
ACH-000291,-0.902679778898
ACH-000293,-0.7198898962379999
ACH-000294,-1.26465169066
ACH-000295,-0.768956327924
ACH-000296,-0.378799141121
ACH-000302,-0.7642001737440001
ACH-000304,-1.1811254472
ACH-000307,-0.894053002444
ACH-000308,-0.6279161490190001
ACH-000310,-0.7660788451980001
ACH-000311,-1.0749727275299998
ACH-000312,-0.961376071608
ACH-000315,-1.0107106596200002
ACH-000316,-0.44751187098399997
ACH-000317,-1.14643425636
ACH-000318,-0.847017841736
ACH-000319,-0.635454730496
ACH-000320,-1.02492965832
ACH-000322,-0.8185309054269999
ACH-000323,-0.7137057312010001
ACH-000324,-0.577787331589
ACH-000329,-1.17982412153
ACH-000330,-1.0607530788400001
ACH-000331,-0.458096638602
ACH-000332,-0.418979482102
ACH-000334,-0.636329589849
ACH-000335,-0.8267255576770001
ACH-000336,-0.74027310046
ACH-000337,-1.0078220411299998
ACH-000339,-1.19336030177
ACH-000341,-0.537797264106
ACH-000348,-0.647348908313
ACH-000350,-0.733943653524
ACH-000352,-0.845323178844
ACH-000356,-0.600187238249
ACH-000361,-0.770641237174
ACH-000362,-0.9236178355850001
ACH-000363,-1.01215144659
ACH-000364,-0.8653990453910001
ACH-000365,-0.848793968127
ACH-000366,-0.716983353934
ACH-000368,-0.649529733531
ACH-000374,-0.919687508011
ACH-000375,-0.7434991681209999
ACH-000376,-0.870854918692
ACH-000381,-0.888536851736
ACH-000383,-1.02100389902
ACH-000387,-0.9528612786830001
ACH-000389,-0.381926853907
ACH-000390,-0.9274140359630001
ACH-000393,-0.46419369684699996
ACH-000395,-0.600642246581
ACH-000397,-0.6441964229689999
ACH-000401,-0.981964810916
ACH-000402,-0.834941412113
ACH-000403,-0.800603881811
ACH-000404,-0.682035753986
ACH-000406,-1.1592854891600002
ACH-000407,-0.6068929916470001
ACH-000408,-0.9675823718100001
ACH-000410,-0.862544830618
ACH-000411,-0.523229465744
ACH-000414,-0.902311807511
ACH-000415,-0.6077181195019999
ACH-000416,-1.06081071957
ACH-000420,-0.576988017835
ACH-000421,-0.774224444138
ACH-000424,-0.554351496189
ACH-000425,-1.01073938033
ACH-000426,-1.18418599691
ACH-000427,-0.871938283559
ACH-000433,-0.334310513034
ACH-000436,-0.83543293296
ACH-000444,-0.931284898002
ACH-000445,-0.600004878758
ACH-000448,-0.606483191174
ACH-000450,-1.00765957855
ACH-000452,-0.422083051228
ACH-000454,-1.28708900774
ACH-000458,-0.7122220822130001
ACH-000459,-1.04704278627
ACH-000460,-0.883571986188
ACH-000461,-0.91215417751
ACH-000463,-0.485001665635
ACH-000464,-0.45028046704700003
ACH-000466,-0.894546130673
ACH-000467,-0.9276442133339999
ACH-000468,-0.708386273666
ACH-000469,-0.829531803504
ACH-000470,-0.42417625888599997
ACH-000471,-0.444218033573
ACH-000472,-0.8555457445739999
ACH-000473,-0.666494053256
ACH-000475,-0.786333922958
ACH-000476,-0.9739180768529999
ACH-000477,-1.14725903229
ACH-000480,-0.7751794038850001
ACH-000481,-0.508820764171
ACH-000483,-0.990655706629
ACH-000484,-0.7158564319580001
ACH-000485,-0.6757320166249999
ACH-000486,-0.8532442395990001
ACH-000487,-0.8724707218459999
ACH-000488,-1.1002488196100002
ACH-000490,-0.477178899065
ACH-000491,-1.0638483807999999
ACH-000495,-0.120906469938
ACH-000496,-0.606696078058
ACH-000499,-1.0193010495100001
ACH-000500,-1.19637382929
ACH-000502,-0.605528345161
ACH-000503,-0.7712977836589999
ACH-000505,-0.666915260951
ACH-000507,-0.85733643607
ACH-000510,-0.694940653568
ACH-000511,-0.496810660494
ACH-000512,-0.659795930859
ACH-000516,-0.6710122376950001
ACH-000517,-0.498514391113
ACH-000518,-0.739991424366
ACH-000520,-0.197805206633
ACH-000521,-0.7267365691709999
ACH-000522,-0.511832983775
ACH-000524,-0.830156650546
ACH-000527,-0.786786619162
ACH-000528,-1.14105216792
ACH-000537,-0.784411842675
ACH-000541,-0.561276369763
ACH-000542,-0.42257846339599997
ACH-000544,-0.701853921167
ACH-000545,-0.688837532509
ACH-000547,-0.778182401266
ACH-000548,-0.265581182327
ACH-000549,-1.12424815974
ACH-000550,-0.38881165886
ACH-000552,-0.705309585997
ACH-000556,-0.871197116115
ACH-000557,-0.865224749957
ACH-000570,-0.63893044834
ACH-000571,-0.7297431528489999
ACH-000573,-1.0378284098100001
ACH-000576,-0.638655859977
ACH-000580,-0.713787230352
ACH-000584,-0.903919893284
ACH-000585,-0.7168147838869999
ACH-000588,-0.80069559632
ACH-000589,-1.24615516677
ACH-000591,-0.783584748741
ACH-000593,-0.903742694826
ACH-000600,-0.37529906681999997
ACH-000601,-0.841753672018
ACH-000604,-0.94595032281
ACH-000605,-0.82726934685
ACH-000606,-0.7286149418950001
ACH-000608,-0.7554079437160001
ACH-000614,-1.31442345808
ACH-000616,-0.6769225436759999
ACH-000618,-1.58731360414
ACH-000619,-0.532303685951
ACH-000620,-1.15759875735
ACH-000621,-0.5623409867979999
ACH-000622,-0.456127470508
ACH-000623,-0.7912572189049999
ACH-000624,-0.6380460423200001
ACH-000627,-1.0353761851899999
ACH-000630,-0.6799889605149999
ACH-000632,-0.561188106568
ACH-000633,-1.0381428533900001
ACH-000637,-0.88438322771
ACH-000638,-0.896379467409
ACH-000646,-1.38637591907
ACH-000647,-0.762937947641
ACH-000648,-0.753352585857
ACH-000649,-0.357619288197
ACH-000651,-1.11972312172
ACH-000652,-1.28782795028
ACH-000653,-0.833832543231
ACH-000657,-0.709371253443
ACH-000658,-0.725616559792
ACH-000661,-0.949626074968
ACH-000662,-1.08779538961
ACH-000663,-0.9565600804909999
ACH-000665,-0.632119503572
ACH-000671,-1.16561711641
ACH-000673,-0.279031034639
ACH-000676,-0.9470407620389999
ACH-000677,-1.8319919650299998
ACH-000681,-0.839383633316
ACH-000682,-0.830329963882
ACH-000683,-0.706152900187
ACH-000684,-0.535082195064
ACH-000688,-0.567596672295
ACH-000693,-0.927036575689
ACH-000694,-1.5487243874
ACH-000695,-0.6077519187129999
ACH-000696,-0.721343666692
ACH-000697,-0.762803500643
ACH-000699,-0.731212067558
ACH-000701,-0.972679996785
ACH-000706,-1.04176081622
ACH-000711,-0.764146279542
ACH-000713,-0.7872040681929999
ACH-000714,-0.682350877436
ACH-000718,-0.569404053764
ACH-000720,-0.745337106038
ACH-000721,-0.683592209497
ACH-000724,-1.12652173252
ACH-000725,-1.62545624399
ACH-000732,-0.648388037061
ACH-000734,-1.05271771019
ACH-000735,-0.617745521547
ACH-000736,-0.630171927434
ACH-000738,-0.994943069646
ACH-000746,-1.33198218443
ACH-000747,-1.02862382855
ACH-000748,-0.36073429996399997
ACH-000753,-1.19147199366
ACH-000756,-0.39439340887400004
ACH-000757,-1.3146962122299999
ACH-000758,-0.9817322854899999
ACH-000760,-0.8290139064040001
ACH-000763,-1.01747911088
ACH-000764,-0.611386882641
ACH-000765,-0.974681883971
ACH-000766,-0.646381198117
ACH-000767,-0.966544879927
ACH-000768,-0.8391383357619999
ACH-000769,-0.783860033988
ACH-000770,-0.7600032645839999
ACH-000771,-0.368274911413
ACH-000773,-0.5824661614159999
ACH-000776,-0.662458910468
ACH-000777,-0.7832650663709999
ACH-000778,-0.8279905611380001
ACH-000781,-0.823342094681
ACH-000782,-0.648719889794
ACH-000783,-0.384487426542
ACH-000784,-0.796823030467
ACH-000785,-0.744714109537
ACH-000787,-0.864652666922
ACH-000788,-0.570175501604
ACH-000791,-0.885815502236
ACH-000792,-0.275293680359
ACH-000794,-0.346799733834
ACH-000796,-1.02881955895
ACH-000799,-0.47685875969400005
ACH-000800,-0.556803509039
ACH-000802,-0.7413249655249999
ACH-000804,-0.718597548176
ACH-000805,-0.9504816985719999
ACH-000809,-0.7608109602230001
ACH-000810,-0.8291821743619999
ACH-000811,-0.308009263194
ACH-000817,-1.03211412673
ACH-000819,-0.787175026525
ACH-000820,-1.11595828656
ACH-000821,-0.831924826813
ACH-000822,-1.1344051811799998
ACH-000823,-0.738946286303
ACH-000824,-0.594177527989
ACH-000827,-0.46226975465099995
ACH-000829,-0.887588206107
ACH-000831,-0.6732440044689999
ACH-000832,-0.54178825035
ACH-000833,-0.7472026965199999
ACH-000834,-0.974166879443
ACH-000835,-0.7036493785019999
ACH-000836,-0.707112235325
ACH-000837,-1.2168139179100002
ACH-000838,-1.03006224963
ACH-000839,-0.306689517927
ACH-000840,-0.882881760655
ACH-000841,-0.813833201164
ACH-000843,-1.3967963563999999
ACH-000846,-0.726873688697
ACH-000847,-0.8163721514569999
ACH-000848,-1.10662607904
ACH-000849,-0.721414348389
ACH-000851,-1.0994922948
ACH-000855,-1.04254089258
ACH-000856,-1.00895870455
ACH-000858,-1.00518445754
ACH-000859,-0.895284366838
ACH-000861,-0.885138535589
ACH-000862,-1.36571574508
ACH-000865,-0.899629042183
ACH-000866,-1.0
ACH-000867,-0.765047042515
ACH-000869,-0.7857835775990001
ACH-000872,-0.798317469358
ACH-000873,-0.851860966204
ACH-000876,-1.17377582081
ACH-000878,-0.987598962396
ACH-000880,-0.823376203436
ACH-000881,-0.786856051133
ACH-000882,-0.938646374498
ACH-000884,-0.8834687167919999
ACH-000885,-1.14003928997
ACH-000887,-0.664294969952
ACH-000888,-0.975902326629
ACH-000889,-0.9163054359430001
ACH-000890,-0.988651087824
ACH-000896,-1.0159299338799999
ACH-000898,-1.0195224578
ACH-000900,-0.6861283374060001
ACH-000901,-0.844811281683
ACH-000905,-0.6282071022860001
ACH-000906,-0.990924061943
ACH-000907,-0.7223952252670001
ACH-000910,-1.44717807619
ACH-000911,-0.850222877312
ACH-000912,-0.5597614818419999
ACH-000913,-0.740597345387
ACH-000915,-0.682239176377
ACH-000916,-0.673160850854
ACH-000917,-0.996728848533
ACH-000921,-0.832563071855
ACH-000924,-0.968500592211
ACH-000926,-0.733949778045
ACH-000928,-1.12415472552
ACH-000929,-0.791410467973
ACH-000932,-0.825784246829
ACH-000935,-0.617419162927
ACH-000936,-1.23053286214
ACH-000937,-0.8497151498989999
ACH-000938,-0.7506659598379999
ACH-000939,-0.6799318673479999
ACH-000941,-0.932283413462
ACH-000943,-1.03180826001
ACH-000946,-0.8710515962000001
ACH-000947,-1.18199865061
ACH-000948,-1.18138775247
ACH-000950,-0.8738586481
ACH-000953,-0.631287858565
ACH-000957,-0.8089533530149999
ACH-000958,-0.711689081016
ACH-000960,-0.749813968752
ACH-000963,-0.8746631499680001
ACH-000968,-1.1456306225200001
ACH-000969,-1.1925827601299999
ACH-000973,-0.686978544163
ACH-000974,-0.601383059717
ACH-000975,-0.8281675799189999
ACH-000976,-0.75827741923
ACH-000978,-0.5745089527830001
ACH-000980,-1.0569206349
ACH-000984,-0.633633781119
ACH-000986,-0.905088343996
ACH-000988,-0.836740602897
ACH-000993,-0.44360826565899997
ACH-000994,-1.13599998662
ACH-000996,-0.736892669285
ACH-001001,-0.986359689595
ACH-001020,-0.487442660306
ACH-001028,-0.680198039452
ACH-001031,-0.7769797994709999
ACH-001038,-1.1205907178399999
ACH-001048,-0.9585486881659999
ACH-001050,-0.359629558362
ACH-001053,-0.9506809808259999
ACH-001054,-0.863612736366
ACH-001061,-0.8496122898459999
ACH-001067,-0.511539177905
ACH-001075,-0.42009129176700005
ACH-001096,-0.9563753428980001
ACH-001128,-0.620274739329
ACH-001134,-0.8589006551549999
ACH-001151,-0.854122136391
ACH-001163,-0.916488796293
ACH-001164,-0.729038613597
ACH-001173,-0.797867034624
ACH-001183,-0.515559376324
ACH-001184,-0.645459729398
ACH-001190,-0.870876461057
ACH-001192,-0.606318729373
ACH-001193,-0.641833239634
ACH-001196,-0.637348163587
ACH-001197,-0.71919679272
ACH-001205,-0.353434353389
ACH-001211,-0.782803117808
ACH-001212,-0.604302457967
ACH-001228,-0.880038279545
ACH-001232,-0.357829757628
ACH-001239,-0.831968709838
ACH-001274,-0.8542653608409999
ACH-001275,-0.804539963585
ACH-001277,-0.580587218664
ACH-001278,-0.829429894471
ACH-001280,-0.518911608031
ACH-001283,-0.882841875175
ACH-001289,-0.798774282431
ACH-001295,-0.338741060297
ACH-001300,-0.614978580207
ACH-001301,-0.651029852948
ACH-001302,-0.777535130412
ACH-001303,-0.668798918747
ACH-001306,-0.585746680282
ACH-001318,-0.838397827314
ACH-001322,-0.642887753179
ACH-001328,-0.97685133499
ACH-001332,-0.968194530741
ACH-001333,-1.19523246707
ACH-001336,-0.634688033754
ACH-001340,-0.48969676281999996
ACH-001346,-0.6834836574169999
ACH-001353,-0.344508070471
ACH-001354,-0.676902020151
ACH-001367,-0.994468323135
ACH-001368,-0.782406644542
ACH-001374,-0.434737706256
ACH-001375,-0.518352086409
ACH-001377,-0.8000754013770001
ACH-001380,-0.877914942779
ACH-001391,-0.795255044518
ACH-001407,-0.864817939797
ACH-001408,-0.36599656417599996
ACH-001413,-0.3506803122
ACH-001430,-0.416641108611
ACH-001431,-0.586821624909
ACH-001450,-0.8655591565299999
ACH-001496,-1.28413784134
ACH-001500,-0.717006560724
ACH-001521,-0.7844481953970001
ACH-001523,-0.8844469117980001
ACH-001532,-0.724710050544
ACH-001536,-0.750220901009
ACH-001550,-1.536666156
ACH-001552,-0.556017068302
ACH-001554,-0.958978789712
ACH-001645,-0.638825748822
ACH-001654,-0.630541418036
ACH-001715,-0.755237118389
ACH-001735,-0.762635603124
ACH-001736,-0.744685381557
ACH-001737,-0.314377657572
ACH-001740,-0.9722670800059999
ACH-001745,-0.8999711278829999
ACH-001750,-0.719842438871
ACH-001765,-0.628585045642
ACH-001956,-0.30119144900899997
ACH-001957,-0.47217904171499997
