,PIP4K2B (8396)
ACH-000004,-0.0927078135296
ACH-000007,0.0463999853625
ACH-000009,-0.17379536578
ACH-000011,0.193358154433
ACH-000012,-0.22457636969300002
ACH-000013,0.0280802507403
ACH-000014,-0.150124914219
ACH-000015,0.037884538790800004
ACH-000017,-0.100915083976
ACH-000018,0.0177724744368
ACH-000019,0.0536141560234
ACH-000021,0.028089352763900004
ACH-000022,0.0686861258945
ACH-000025,0.0555720300656
ACH-000028,-0.021406124312299997
ACH-000030,-0.0189611262231
ACH-000035,-0.110067431905
ACH-000036,0.0346817306449
ACH-000037,0.261849597331
ACH-000039,-0.07616980458339999
ACH-000040,-0.0412315189354
ACH-000041,-0.046504952934099994
ACH-000042,0.00182162929221
ACH-000045,0.0240951883978
ACH-000047,0.107891601465
ACH-000052,-0.0643774436636
ACH-000053,-0.07087228710360001
ACH-000054,0.11318328029100001
ACH-000055,0.127024580333
ACH-000060,0.0023830641231999995
ACH-000067,0.0342674585716
ACH-000070,0.22047616240100001
ACH-000075,-0.0579847154017
ACH-000078,0.013944957827
ACH-000082,-0.0751461745515
ACH-000085,0.0333744331048
ACH-000086,-0.18782771077100002
ACH-000087,0.19758883847
ACH-000092,-0.0976633838764
ACH-000095,-0.0324027940146
ACH-000097,-0.0352840085217
ACH-000098,-0.07304068261689999
ACH-000099,0.292574376638
ACH-000108,-0.228940268365
ACH-000113,-0.0802736093826
ACH-000115,0.005888005196939999
ACH-000116,0.0522051293841
ACH-000118,0.0759735105116
ACH-000120,-0.020632423259
ACH-000123,-0.0971869277829
ACH-000127,0.10946931464700001
ACH-000128,-0.0877858066652
ACH-000132,0.0330505028189
ACH-000133,0.00739393182436
ACH-000137,-0.0378525509326
ACH-000138,-0.211382362188
ACH-000142,0.042209222059599996
ACH-000143,0.11211929700300001
ACH-000146,0.0583806077206
ACH-000148,0.0888569045153
ACH-000150,0.12460603770199999
ACH-000152,-0.124771579358
ACH-000153,-0.0764980521967
ACH-000159,0.0552381410147
ACH-000160,-0.33638564611500005
ACH-000163,-0.008955001324660001
ACH-000167,0.09035688648870001
ACH-000168,-0.00943497870526
ACH-000169,0.08935735894510001
ACH-000178,0.06131653920630001
ACH-000182,-0.233586817181
ACH-000183,-0.158499573486
ACH-000188,-0.0891037317062
ACH-000189,0.33773752596999995
ACH-000190,-0.154896600614
ACH-000198,0.0105522332326
ACH-000204,0.016621114545200003
ACH-000206,-0.121365593683
ACH-000207,-0.145860328626
ACH-000211,-0.14258117280500002
ACH-000215,-0.0318966200741
ACH-000221,-0.0517952787294
ACH-000222,0.192892916327
ACH-000223,0.0890282041189
