,U2AF2 (11338)
ACH-000238,-1.5460176871
ACH-000243,-1.3604197093500001
ACH-000244,-1.4633036242700002
ACH-000246,-1.54628331136
ACH-000248,-1.52017695521
ACH-000250,-1.5544700012600001
ACH-000251,-1.67581773201
ACH-000253,-1.5719626712299999
ACH-000255,-1.33129118808
ACH-000256,-1.50591889558
ACH-000257,-1.4693911394999999
ACH-000258,-1.44108713748
ACH-000259,-1.56767377784
ACH-000260,-1.44374136113
ACH-000261,-1.5231304452899999
ACH-000262,-1.60204859976
ACH-000263,-1.4701258454700001
ACH-000264,-1.30942592259
ACH-000265,-1.55337499351
ACH-000266,-1.32224598565
ACH-000272,-1.3023247628299999
ACH-000273,-1.69350561894
ACH-000274,-1.41459411967
ACH-000277,-1.7316039311400002
ACH-000278,-1.1834314619
ACH-000279,-1.59919245368
ACH-000280,-1.4081031580899999
ACH-000281,-1.0960880805600002
ACH-000288,-1.13684728591
ACH-000291,-1.2362066684200002
ACH-000293,-1.56611153208
ACH-000294,-1.6386872800999999
ACH-000295,-1.3471013090600001
ACH-000296,-1.24763476036
ACH-000302,-1.7246041327500001
ACH-000304,-1.2762975657200002
ACH-000307,-1.5193226325100002
ACH-000308,-1.59370337153
ACH-000310,-1.5424371974000002
ACH-000311,-1.4694451243
ACH-000312,-1.5768417776800001
ACH-000315,-1.42260267715
ACH-000316,-1.4595937393599998
ACH-000317,-1.29798891059
ACH-000318,-1.33028138677
ACH-000319,-1.0047381984200001
ACH-000320,-1.4264234075100002
ACH-000322,-1.4579135825299998
ACH-000323,-1.47108506482
ACH-000324,-1.5130501174000002
ACH-000329,-1.65054895371
ACH-000330,-0.854673300156
ACH-000331,-1.23964075249
ACH-000332,-1.3865366124399998
ACH-000334,-1.73834472117
ACH-000335,-1.1048448693000001
ACH-000336,-1.23858178969
ACH-000337,-1.3491718587000001
ACH-000339,-1.30251818131
ACH-000341,-1.66544778551
ACH-000348,-1.5431010325499999
ACH-000350,-1.76585822224
ACH-000352,-1.24516439983
ACH-000356,-1.15183089522
ACH-000361,-1.1456081663
ACH-000362,-1.45165177601
ACH-000363,-1.7956049399599998
ACH-000364,-1.3021166392499999
ACH-000365,-1.51745808341
ACH-000366,-1.7886815071900002
ACH-000368,-1.28193900863
ACH-000374,-1.09492436582
ACH-000375,-1.60064499528
ACH-000376,-1.32930858021
ACH-000381,-1.26162180421
ACH-000383,-1.38929895167
ACH-000387,-1.1803165651799998
ACH-000389,-1.2546623670100001
ACH-000390,-1.24194252958
ACH-000393,-1.17160841955
ACH-000395,-1.05929577546
ACH-000397,-1.47921027302
ACH-000401,-1.29494376493
ACH-000402,-1.7809404985
ACH-000403,-1.58912831852
ACH-000404,-1.04525272916
ACH-000406,-1.28470559503
ACH-000407,-1.23960414979
ACH-000408,-1.44535332348
ACH-000410,-1.4812244885699999
ACH-000411,-1.4109185957100001
ACH-000414,-1.36189246206
ACH-000415,-1.3664303273299998
ACH-000416,-1.25324694645
ACH-000420,-1.33876255954
ACH-000421,-1.25228602315
ACH-000424,-1.2958317696100001
ACH-000425,-0.9953598041089999
ACH-000426,-1.65470151629
ACH-000427,-1.3577404600299998
ACH-000433,-1.3929011334099999
ACH-000436,-1.3288513551799999
ACH-000444,-1.21428486839
ACH-000445,-1.03399637462
ACH-000448,-1.41249056187
ACH-000450,-1.34275715972
ACH-000452,-1.10756887636
ACH-000454,-1.27801292809
ACH-000458,-1.5657126298100001
ACH-000459,-1.7447859721599999
ACH-000460,-1.36392271887
ACH-000461,-1.6550999304499998
ACH-000463,-1.38504355734
ACH-000464,-1.60308463329
ACH-000466,-1.65756875137
ACH-000467,-1.42209783257
ACH-000468,-1.40018465171
ACH-000469,-1.21107935878
ACH-000470,-1.64670965138
ACH-000471,-1.19327689817
ACH-000472,-1.66603731125
ACH-000473,-1.3904235919299999
ACH-000475,-1.34889078165
ACH-000476,-1.5449013147400001
ACH-000477,-2.0609973893099998
ACH-000480,-1.57134261132
ACH-000481,-1.41184210593
ACH-000483,-1.64633605343
ACH-000484,-1.4302330573
ACH-000485,-1.4557772150900001
ACH-000486,-1.55268391484
ACH-000487,-1.38387768242
ACH-000488,-1.3779512260799998
ACH-000490,-1.44454640197
ACH-000491,-1.65962019936
ACH-000495,-1.20311339004
ACH-000496,-1.2313369187799998
ACH-000499,-1.54830604515
ACH-000500,-1.03149558522
ACH-000502,-1.47711809761
ACH-000503,-1.61850261691
ACH-000505,-1.53602096051
ACH-000507,-1.51906153791
ACH-000510,-1.50714710046
ACH-000511,-1.49914096235
ACH-000512,-1.28828590824
ACH-000516,-1.4979806123100001
ACH-000517,-1.66275253306
ACH-000518,-1.21888000646
ACH-000520,-1.6724912771399998
ACH-000521,-1.22739240971
ACH-000522,-1.4280612659099998
ACH-000524,-1.6711155719600002
ACH-000527,-1.00590690589
ACH-000528,-1.09555483612
ACH-000537,-1.1139201526
ACH-000541,-1.8159411082499999
ACH-000542,-1.1932276900799998
ACH-000544,-1.3802186082299999
ACH-000545,-1.62799838957
ACH-000547,-1.30342231252
ACH-000548,-1.19223849518
ACH-000549,-1.4185029701499998
ACH-000550,-1.3671854046899998
ACH-000552,-1.26236683584
ACH-000556,-1.4458749634499999
ACH-000557,-1.89488194293
ACH-000570,-1.4320965983200002
ACH-000571,-1.91084493985
ACH-000573,-1.3595242510499999
ACH-000576,-1.46716277
ACH-000580,-1.25233626444
ACH-000584,-1.28679441184
ACH-000585,-1.49407655373
ACH-000588,-1.15201647787
ACH-000589,-1.4731641356999998
ACH-000591,-1.53305186867
ACH-000593,-1.4036816828299998
ACH-000600,-1.50250606521
ACH-000601,-1.39401674928
ACH-000604,-1.53974608404
ACH-000605,-1.3154825186399999
ACH-000606,-1.11007441411
ACH-000608,-1.89173261222
ACH-000614,-0.7801682450480001
ACH-000616,-1.5987146209399998
ACH-000618,-1.2146625093899999
ACH-000619,-1.41041061922
ACH-000620,-1.4108454619
ACH-000621,-1.2545497051299999
ACH-000622,-1.69468317713
ACH-000623,-1.38955538198
ACH-000624,-1.3071423333299999
ACH-000627,-1.1699807658499999
ACH-000630,-1.39676833144
ACH-000632,-1.43949287071
ACH-000633,-1.4115144623700002
ACH-000637,-1.5409366009099998
ACH-000638,-1.33620265685
ACH-000646,-1.89159651815
ACH-000647,-1.18368898823
ACH-000648,-1.5345739464200001
ACH-000649,-1.4496630267299997
ACH-000651,-1.3423115222400002
ACH-000652,-1.1626965507
ACH-000653,-1.3749471908500002
ACH-000657,-1.6700207064500001
ACH-000658,-1.5703946681299998
ACH-000661,-1.7818841651400004
ACH-000662,-1.3663582782400001
ACH-000663,-1.40134411101
ACH-000665,-1.35752328045
ACH-000671,-1.33302719298
ACH-000673,-1.52885869164
ACH-000676,-1.10717998539
ACH-000677,-1.20160246079
ACH-000681,-1.4622359175200002
ACH-000682,-1.31852256003
ACH-000683,-1.3718253166699999
ACH-000684,-1.4140794825100003
ACH-000688,-1.71893580121
ACH-000693,-1.4322183284399999
ACH-000694,-1.23661381451
ACH-000695,-1.33615345414
ACH-000696,-1.52000735057
ACH-000697,-1.2776041386599999
ACH-000699,-1.8292989444599999
ACH-000701,-1.5438402020200002
ACH-000706,-1.3711192884999999
ACH-000711,-1.33244311208
ACH-000713,-1.31949766111
ACH-000714,-1.70218744731
ACH-000718,-1.56109170053
ACH-000720,-1.59947492178
ACH-000721,-1.6436414906799999
ACH-000724,-2.2244736863599996
ACH-000725,-1.83245559091
ACH-000732,-1.2419706543200002
ACH-000734,-1.26842565471
ACH-000735,-1.2757477258399998
ACH-000736,-1.3283299720000001
ACH-000738,-1.5961677763600002
ACH-000746,-1.35515034565
ACH-000747,-1.44452761881
ACH-000748,-1.2958060897399999
ACH-000753,-1.4959171579100001
ACH-000756,-1.67561546009
ACH-000757,-1.21064254776
ACH-000758,-1.4729635458700001
ACH-000760,-1.41005470537
ACH-000763,-1.37026807638
ACH-000764,-1.48187290914
ACH-000765,-1.08223591263
ACH-000766,-1.4943639852700001
ACH-000767,-1.38601303732
ACH-000768,-1.1111332117000001
ACH-000769,-1.5315665402599998
ACH-000770,-1.62532009854
ACH-000771,-1.39567455447
ACH-000773,-1.465472171
ACH-000776,-1.4301853949399999
ACH-000777,-1.4213073942899999
ACH-000778,-1.74654515942
ACH-000781,-1.34326857179
ACH-000782,-1.33357818614
ACH-000783,-1.71826636439
ACH-000784,-1.4604869121899997
ACH-000785,-1.3529038974599998
ACH-000787,-1.46307912216
ACH-000788,-1.34364052896
ACH-000791,-1.26006624902
ACH-000792,-1.42483268942
ACH-000794,-1.4174615916
ACH-000796,-1.5002533317200002
ACH-000799,-1.28336168486
ACH-000800,-1.2700348204
ACH-000802,-1.69112619725
ACH-000804,-1.5834506733000002
ACH-000805,-1.11772990957
ACH-000809,-1.50246073229
ACH-000810,-1.7350225611599999
ACH-000811,-1.58001039783
ACH-000817,-1.641442672
ACH-000819,-1.13829371335
ACH-000820,-0.627563038216
ACH-000821,-1.8198984623299999
ACH-000822,-1.30267861485
ACH-000823,-1.2880600073200001
ACH-000824,-1.4830235781099999
ACH-000827,-1.43439687945
ACH-000829,-1.49606270993
ACH-000831,-1.35676987875
ACH-000832,-1.57052962006
ACH-000833,-1.6342458152500001
ACH-000834,-1.35796702335
ACH-000835,-1.1688958527700002
ACH-000836,-1.22504983386
ACH-000837,-1.16754919933
ACH-000838,-1.34519629558
ACH-000839,-1.28151168506
ACH-000840,-0.9060609272210001
ACH-000841,-1.3842091323399999
ACH-000843,-1.55840784738
ACH-000846,-1.725598646
ACH-000847,-1.34897663628
ACH-000848,-1.3259456986700002
ACH-000849,-1.28020437896
ACH-000851,-1.23950180339
ACH-000855,-1.13871222418
ACH-000856,-1.5069059640399998
ACH-000858,-1.59789711014
ACH-000859,-1.01360904774
ACH-000861,-1.70976686935
ACH-000862,-1.5614625426700002
ACH-000865,-1.30235670138
ACH-000866,-1.57899859456
ACH-000867,-1.46607442652
ACH-000869,-1.3476440426700003
ACH-000872,-1.16743328315
ACH-000873,-1.3164792106
ACH-000876,-1.77231855558
ACH-000878,-1.16957867624
ACH-000880,-1.3140658518500001
ACH-000881,-1.42544852743
ACH-000882,-1.33536678799
ACH-000884,-1.1786717691700002
ACH-000885,-1.40599604333
ACH-000887,-1.42180845189
ACH-000888,-1.43013741199
ACH-000889,-1.64014308426
ACH-000890,-1.50480979745
ACH-000896,-1.2652960228399999
ACH-000898,-1.18491057337
ACH-000900,-1.51417470355
ACH-000901,-1.5079610488600002
ACH-000905,-1.30099781564
ACH-000906,-1.3165310029600001
ACH-000907,-1.21795142124
ACH-000910,-1.72751726667
ACH-000911,-1.60719871582
ACH-000912,-1.3728867627899999
ACH-000913,-1.31372403825
ACH-000915,-1.0516107321
ACH-000916,-1.6160011598299997
ACH-000917,-1.2042143060200001
ACH-000921,-1.0942394578399999
ACH-000924,-1.30162256222
ACH-000926,-1.0824301081399998
ACH-000928,-1.7610002965
ACH-000929,-1.5119544173100001
ACH-000932,-1.61385705088
ACH-000935,-1.5181906792
ACH-000936,-1.5005272440600002
ACH-000937,-1.7740146400299999
ACH-000938,-1.43890860449
ACH-000939,-1.31517080544
ACH-000941,-1.19536680468
ACH-000943,-1.4634772862399998
ACH-000946,-1.41998855083
ACH-000947,-1.2264690834799998
ACH-000948,-1.54694120435
ACH-000950,-1.57044952625
ACH-000953,-1.7824236318900002
ACH-000957,-1.33673358769
ACH-000958,-1.50055053648
ACH-000960,-1.57567984653
ACH-000963,-1.66420543402
ACH-000968,-1.13395339994
ACH-000969,-1.37477115317
ACH-000973,-1.40246759917
ACH-000974,-1.41162482393
ACH-000975,-1.05576670401
ACH-000976,-1.4195926804799999
ACH-000978,-2.17372471841
ACH-000980,-1.30551316006
ACH-000984,-1.34140276823
ACH-000986,-1.2489283339
ACH-000988,-1.3944681083700001
ACH-000993,-1.4175818872200001
ACH-000994,-1.92990790472
ACH-000996,-1.38373640189
ACH-001001,-1.60449574178
ACH-001020,-1.35707827995
ACH-001028,-1.58989952806
ACH-001031,-1.3157805852600002
ACH-001038,-1.52908939244
ACH-001048,-1.26540520356
ACH-001050,-1.34540810919
ACH-001053,-1.0614333199200001
ACH-001054,-1.38157025222
ACH-001061,-1.33059767893
ACH-001067,-1.49263857224
ACH-001075,-1.17189843803
ACH-001096,-1.5944487310100002
ACH-001128,-1.26772707689
ACH-001134,-1.42095775567
ACH-001151,-1.37187697018
ACH-001163,-1.45003805658
ACH-001164,-1.25808217768
ACH-001173,-1.47564976618
ACH-001183,-1.60963297936
ACH-001184,-1.4817704015200002
ACH-001190,-1.2123266454200001
ACH-001192,-1.5894356996799999
ACH-001193,-1.28145236522
ACH-001196,-1.52076602692
ACH-001197,-1.7388414210599998
ACH-001205,-1.43159057472
ACH-001211,-1.3709501454
ACH-001212,-1.34287535285
ACH-001228,-1.41558546669
ACH-001232,-1.2727014025799999
ACH-001239,-1.3815566884700001
ACH-001274,-1.451122592
ACH-001275,-1.50464878192
ACH-001277,-1.30946820434
ACH-001278,-1.72569786363
ACH-001280,-1.7643234320599996
ACH-001283,-1.40658196581
ACH-001289,-1.56899735353
ACH-001295,-1.5098161568900001
ACH-001300,-1.4266992771899998
ACH-001301,-1.2092590834
ACH-001302,-1.46996674684
ACH-001303,-1.4775864905899998
ACH-001306,-1.2555576723100002
ACH-001318,-1.3492985712
ACH-001322,-1.4209340276499998
ACH-001328,-1.2807333689
ACH-001332,-1.30634174287
ACH-001333,-1.53574719053
ACH-001336,-1.64636367986
ACH-001340,-1.60804962178
ACH-001346,-1.2795842581899999
ACH-001353,-1.43724527879
ACH-001354,-1.07973844011
ACH-001367,-1.42256321986
ACH-001368,-1.4990644585100001
ACH-001374,-1.4026675097999999
ACH-001375,-1.5020988117200003
ACH-001377,-1.60878529803
ACH-001380,-1.50771363569
ACH-001391,-1.39509776368
ACH-001407,-1.54752874155
ACH-001408,-1.3759505404799999
ACH-001413,-1.5243027077899998
ACH-001430,-1.08443155912
ACH-001431,-1.1896069312100002
ACH-001450,-1.3589974787799999
ACH-001496,-1.4732248720299999
ACH-001500,-1.35135646869
ACH-001521,-1.6824958377500001
ACH-001523,-1.47650997109
ACH-001532,-1.6353826328299998
ACH-001536,-1.4937849528100002
ACH-001550,-1.0576186709200002
ACH-001552,-1.3322529084299999
ACH-001554,-1.45064869377
ACH-001645,-1.25029240768
ACH-001654,-1.44634833228
ACH-001715,-1.3913002139500001
ACH-001735,-1.6550300935
ACH-001736,-1.48170638204
ACH-001737,-0.9562435575210001
ACH-001740,-1.6166130572600002
ACH-001745,-1.28283498525
ACH-001750,-1.53739800224
ACH-001765,-1.71198062305
ACH-001956,-1.53155653915
ACH-001957,-1.18491376274
