,RALGAPA1 (253959)
ACH-000004,0.167254025244
ACH-000007,0.143771868302
ACH-000009,-0.0233720193153
ACH-000011,0.341822348059
ACH-000012,-0.255157604696
ACH-000013,-0.007209186613010001
ACH-000014,0.0979827241853
ACH-000015,-0.0380697202734
ACH-000017,0.033310999192499996
ACH-000018,-0.0862610648488
ACH-000019,-0.618555797273
ACH-000021,-0.125452475032
ACH-000022,-0.05042488790130001
ACH-000025,-0.0602548172786
ACH-000028,-0.0894348501007
ACH-000030,0.06333522327430001
ACH-000035,-0.05660842895959999
ACH-000036,-0.084102654564
ACH-000037,-0.152561555677
ACH-000039,-0.00269671752486
ACH-000040,0.039571189171800004
ACH-000041,-0.329886591076
ACH-000042,-0.09799272612389999
ACH-000045,-0.16809406446199998
ACH-000047,-0.0917672878925
ACH-000052,-0.233421228673
ACH-000053,-0.05331494681250001
ACH-000054,0.125336863272
ACH-000055,0.0187052756462
ACH-000060,-0.00991675957552
ACH-000067,0.137414011989
ACH-000070,-0.21589456617699998
ACH-000075,-0.332118914983
ACH-000078,-0.0394409671075
ACH-000082,0.151971314141
ACH-000085,-0.22418936691
ACH-000086,-0.161129771155
ACH-000087,-0.255470247845
ACH-000092,0.0520995751497
ACH-000095,-0.102332981396
ACH-000097,-0.09766160604689998
ACH-000098,-0.0326941857341
ACH-000099,-0.0726139268454
ACH-000108,-0.24461909814
ACH-000113,-0.25934464438
ACH-000115,-0.1544945437
ACH-000116,0.0027779399173899996
ACH-000118,-0.27191872200100003
ACH-000120,-0.046263520812400004
ACH-000123,-0.23950714146
ACH-000127,0.08170373646160001
ACH-000128,-0.214643338972
ACH-000132,-0.201031381946
ACH-000133,-0.11668207225999999
ACH-000137,-0.0474385719042
ACH-000138,0.0004912055457109999
ACH-000142,-0.143233773725
ACH-000143,-0.0615612329119
ACH-000146,-0.173551790638
ACH-000148,-0.22342083755699998
ACH-000150,0.362505602724
ACH-000152,-0.12619550443299998
ACH-000153,-0.23287290535799998
ACH-000159,-0.232592057
ACH-000160,-0.315894917351
ACH-000163,-0.252053350809
ACH-000167,-0.11913297149
ACH-000168,-0.23780591355099998
ACH-000169,-0.0185238570805
ACH-000178,-0.0845800492905
ACH-000182,-0.20597987509
ACH-000183,-0.10252614585400001
ACH-000188,0.00396336928328
ACH-000189,-0.00801352012123
ACH-000190,-0.356285728529
ACH-000198,0.004153221379
ACH-000204,0.164841788443
ACH-000206,-0.233647835351
ACH-000207,-0.08312223861889999
ACH-000211,-0.14869714670999998
ACH-000215,-0.213188396103
ACH-000221,-0.247640719052
ACH-000222,-0.192067203997
ACH-000223,-0.0165787248092
ACH-000226,-0.36221045590000006
ACH-000227,-0.230846259657
ACH-000228,0.127022077938
ACH-000231,-0.213761190803
ACH-000232,-0.019063513917099997
ACH-000233,0.022882048340500002
ACH-000234,0.0832072992732
ACH-000235,0.034725747075499996
ACH-000237,0.165224968109
ACH-000238,-0.10669609863099999
ACH-000243,-0.330009245317
ACH-000244,0.277525244593
ACH-000246,0.027461267658799998
ACH-000248,-0.33031872253899996
ACH-000250,-0.0949429415017
ACH-000251,0.305841595283
ACH-000253,-0.110445209868
ACH-000255,-0.08502274286219999
ACH-000256,-0.158337828623
ACH-000257,-0.371067323548
ACH-000258,0.483566617018
ACH-000259,0.0817191197849
ACH-000260,-0.20411992666700002
ACH-000261,-0.115183066339
ACH-000262,-0.0682153408835
ACH-000263,-0.454409324766
ACH-000264,-0.041682213263
ACH-000265,-0.166534984512
