,NTHL1 (4913)
ACH-000004,0.07008291142300001
ACH-000007,-0.27101559993
ACH-000009,-0.013996526945200002
ACH-000011,-0.29857810781800004
ACH-000012,-0.130360327829
ACH-000013,-0.142273509228
ACH-000014,-0.0875694154376
ACH-000015,-0.10387481227399999
ACH-000017,-0.27517854550500004
ACH-000018,-0.140857857669
ACH-000019,-0.246001294547
ACH-000021,-0.0183956201169
ACH-000022,-0.275656904629
ACH-000025,-0.38874214463600004
ACH-000028,-0.0232162232041
ACH-000030,0.00362884849912
ACH-000035,-0.0708837866145
ACH-000036,-0.262589348348
ACH-000037,-0.236536399798
ACH-000039,-0.0468565305941
ACH-000040,-0.277429713421
ACH-000041,-0.07719178373930001
ACH-000042,-0.0766762533319
ACH-000045,-0.137784588159
ACH-000047,0.0398776984504
ACH-000052,-0.3183918539
ACH-000053,-0.0482952737964
ACH-000054,-0.36310677464599994
ACH-000055,-0.239859429074
ACH-000060,-0.29867815392499997
ACH-000067,-0.272856322804
ACH-000070,-0.197207147426
ACH-000075,-0.363087723791
ACH-000078,0.134438841702
ACH-000082,-0.249610044667
ACH-000085,-0.32558225399
ACH-000086,0.0280268300146
ACH-000087,-0.14325047560100002
ACH-000092,-0.292122926688
ACH-000095,-0.17052713090799998
ACH-000097,-0.290602923871
ACH-000098,-0.156122988874
ACH-000099,-0.251426980701
ACH-000108,-0.09237798758989998
ACH-000113,-0.04980091458890001
ACH-000115,-0.123310779038
ACH-000116,-0.251936480439
ACH-000118,-0.106437421663
ACH-000120,-0.0645138567827
ACH-000123,-0.212836259813
ACH-000127,0.103273536086
ACH-000128,-0.23537225075800003
ACH-000132,-0.130467705153
ACH-000133,-0.349188331735
ACH-000137,-0.338925862281
ACH-000138,-0.033399590469400005
ACH-000142,-0.170521730275
ACH-000143,-0.297091428958
ACH-000146,0.00826453700124
ACH-000148,-0.236067000924
ACH-000150,-0.0305392712115
ACH-000152,-0.116073353248
ACH-000153,-0.194713980522
ACH-000159,-0.48030132663900005
ACH-000160,-0.165997356615
ACH-000163,-0.11512146996
ACH-000167,-0.206118204093
ACH-000168,-0.269214117744
ACH-000169,-0.29497453859
ACH-000178,-0.207692491432
ACH-000182,-0.17975618406899999
ACH-000183,0.115265698717
ACH-000188,-0.292286959534
ACH-000189,-0.612888823517
ACH-000190,-0.38962226776000003
ACH-000198,-0.022149983342
ACH-000204,-0.6960183679530001
ACH-000206,-0.0137322439423
ACH-000207,-0.23820154441999997
ACH-000211,-0.20395812072900002
ACH-000215,0.0129381530145
ACH-000221,-0.00146637060768
ACH-000222,-0.055147942750800004
ACH-000223,-0.257280593485
ACH-000226,-0.0449177629253
ACH-000227,-0.31870478254
