,GOLGA1 (2800)
ACH-000004,0.042593150858899996
ACH-000007,-0.106175560806
ACH-000009,-0.156376467268
ACH-000011,-0.171262575418
ACH-000012,-0.152681958541
ACH-000013,-0.14419012768300002
ACH-000014,-0.10820382500600001
ACH-000015,-0.182744715215
ACH-000017,-0.0335918915577
ACH-000018,-0.016304658899100002
ACH-000019,-0.0312690799519
ACH-000021,-0.916088838278
ACH-000022,-0.07521559362689999
ACH-000025,0.025347361611900005
ACH-000028,0.134223494733
ACH-000030,-0.08531852598680001
ACH-000035,0.00445932037892
ACH-000036,-0.35963965173600004
ACH-000037,-0.246191535803
ACH-000039,0.155056782095
ACH-000040,-0.184433878658
ACH-000041,0.034776008605699994
ACH-000042,-0.192027179294
ACH-000045,-0.0672705927966
ACH-000047,-0.202623969776
ACH-000052,0.142678039351
ACH-000053,-0.114573679773
ACH-000054,-0.28234585511300003
ACH-000055,-0.174047356373
ACH-000060,0.015389444419899999
ACH-000067,-0.167914962443
ACH-000070,0.022761001404400003
ACH-000075,-0.284888760954
ACH-000078,-0.33146182899
ACH-000082,-0.11443522737600001
ACH-000085,-0.00190594096612
ACH-000086,-0.0741864691875
ACH-000087,0.0286917673624
ACH-000092,-0.209692373506
ACH-000095,-0.0378585158627
ACH-000097,-0.151136798036
ACH-000098,0.06002924503069999
ACH-000099,-0.205679744846
ACH-000108,-0.221792506802
ACH-000113,0.016307332490700002
ACH-000115,-0.216629866417
ACH-000116,-0.11557179815199999
ACH-000118,-0.0606610574801
ACH-000120,-0.0907130851165
ACH-000123,-0.148701548353
ACH-000127,-0.0654000772356
ACH-000128,-0.009874437406180001
ACH-000132,-0.0639114841658
ACH-000133,-0.23217241435400002
ACH-000137,-0.118386711851
ACH-000138,-0.09800596802960002
ACH-000142,-0.210418773231
ACH-000143,-0.285425249838
ACH-000146,-0.0825158488513
ACH-000148,-0.104830127412
ACH-000150,-0.161727018914
ACH-000152,-0.0459907772171
ACH-000153,0.009749707051379999
ACH-000159,-0.0929391372277
ACH-000160,-0.0103234420351
ACH-000163,-0.368771418071
ACH-000167,0.315233449685
ACH-000168,0.0661646094791
ACH-000169,-0.23449199658300002
ACH-000178,-0.209534387777
ACH-000182,-0.0619971118812
ACH-000183,-0.142946668423
ACH-000188,-0.272794575512
ACH-000189,-0.315255482115
ACH-000190,-0.151354190567
ACH-000198,-0.144453936409
ACH-000204,0.0316179495338
ACH-000206,-0.194334413908
ACH-000207,-0.0790982387913
ACH-000211,-0.08924160808369999
ACH-000215,-0.22350946087200002
ACH-000221,-0.150256429336
ACH-000222,-0.24773633219
ACH-000223,-0.0356943930475
ACH-000226,0.0295194055014
ACH-000227,-0.0157062917998
ACH-000228,0.0639609114574
ACH-000231,-0.06448231974980001
ACH-000232,-0.150092908979
ACH-000233,-0.29212598069699997
ACH-000234,-0.0173198994486
ACH-000235,-0.0770987334977
ACH-000237,-0.125604824486
ACH-000238,-0.101597189314
ACH-000243,0.015156395048499999
ACH-000244,0.0793584922197
ACH-000246,-0.130737696185
ACH-000248,-0.142767008876
ACH-000250,-0.10509343399599999
ACH-000251,0.0367919747557
ACH-000253,-0.0933776002606
ACH-000255,-0.07294375048019999
ACH-000256,-0.0318989727907
ACH-000257,-0.15838601450200002
ACH-000258,-0.223898912658
ACH-000259,-0.293915084501
ACH-000260,-0.101491813574
ACH-000261,-0.168266979357
ACH-000262,-0.44465039637500003
ACH-000263,-0.357787463165
ACH-000264,-0.210064454918
ACH-000265,-0.0291922102884
ACH-000266,-0.0416586687138
ACH-000272,-0.07528657525339999
ACH-000273,-0.183677476373
ACH-000274,-0.11430433483699999
ACH-000277,-0.17391838582400002
ACH-000278,-0.126336133288
ACH-000279,0.017848455073099997
ACH-000280,-0.17873323711199998
ACH-000281,-0.179480922388
ACH-000288,0.059495248987300006
ACH-000291,-0.09482712628560001
ACH-000293,-0.238611999452
ACH-000294,0.0661558618327
ACH-000295,-0.315363345483
ACH-000296,0.0503952170812
ACH-000302,-0.0129749900036
ACH-000304,-0.0810738907996
ACH-000307,0.030670620600099997
ACH-000308,-0.187924018717
ACH-000310,-0.0656840511231
