,SEMA6C (10500)
ACH-000004,-0.033991033886099996
ACH-000007,0.121749060575
ACH-000009,-0.0576776504014
ACH-000011,0.177016027583
ACH-000012,-0.0166390575518
ACH-000013,-0.0337959390156
ACH-000014,-0.144562202503
ACH-000015,0.0266994836553
ACH-000017,0.061426455030100004
ACH-000018,-0.145867769013
ACH-000019,-0.007306351880430001
ACH-000021,0.0549355912701
ACH-000022,0.0120790680102
ACH-000025,-0.161413120668
ACH-000028,0.0170719125727
ACH-000030,0.0447972970809
ACH-000035,0.06731007522999999
ACH-000036,-0.102199701631
ACH-000037,0.0488123761442
ACH-000039,-0.167554150716
ACH-000040,0.025458744030299997
ACH-000041,0.0650478648172
ACH-000042,0.0653620350243
ACH-000045,0.137129678893
ACH-000047,0.0832288288909
ACH-000052,0.0824892499017
ACH-000053,-0.056130744194099996
ACH-000054,0.04212564309780001
ACH-000055,0.005773842079060001
ACH-000060,0.0220924893748
ACH-000067,0.010580478202299999
ACH-000070,-0.125441274442
ACH-000075,0.21992726922800002
ACH-000078,0.010614242125600002
ACH-000082,0.017758571587900004
ACH-000085,0.0372617614152
ACH-000086,-0.137432663412
ACH-000087,-0.0929721005765
ACH-000092,-0.0493413268491
ACH-000095,0.007758433641649999
ACH-000097,0.061635851491900005
ACH-000098,-0.0766235541547
ACH-000099,0.0649411492684
ACH-000108,0.111289952914
ACH-000113,-0.0538540301
ACH-000115,-0.04847229652
ACH-000116,0.112264404641
ACH-000118,0.08429553159469999
ACH-000120,0.157075133035
ACH-000123,0.0461745254618
ACH-000127,0.004148972823709999
ACH-000128,0.140283273543
ACH-000132,0.0241594316073
ACH-000133,-0.161397422506
ACH-000137,0.136651425424
ACH-000138,0.11123167530400001
ACH-000142,-0.14522841815999998
ACH-000143,-0.194347021159
ACH-000146,0.023992175540299997
ACH-000148,-0.0290591808383
ACH-000150,-0.23982778766399998
ACH-000152,0.08496143768799999
ACH-000153,-0.158310374197
ACH-000159,0.0387244261019
ACH-000160,0.0714820556841
ACH-000163,-0.212228159239
ACH-000167,-0.021735877516900003
ACH-000168,0.18952612362100002
ACH-000169,-0.0246563667432
ACH-000178,0.13459571123400002
ACH-000182,0.038046572372199994
ACH-000183,-0.0199461362967
ACH-000188,-0.030401617466
ACH-000189,-0.104249205501
ACH-000190,0.0164107356695
ACH-000198,0.122307614132
ACH-000204,-0.195625656331
ACH-000206,-0.104264011655
ACH-000207,-0.0789474897799
ACH-000211,-0.0044152232971800005
ACH-000215,-0.048113683080799996
ACH-000221,-0.120066969866
ACH-000222,-0.0245448201987
ACH-000223,0.11782447897
ACH-000226,0.00872837376202
ACH-000227,0.249608275156
ACH-000228,-0.0794041186801
ACH-000231,-0.12828881656899999
ACH-000232,-0.044896732225
ACH-000233,0.0442138361098
ACH-000234,-0.00483653446154
ACH-000235,-0.0502951403325
ACH-000237,0.00257540521304
ACH-000238,0.055134804831499996
ACH-000243,0.07127699098899999
ACH-000244,0.39255478961199997
ACH-000246,-0.0343485082907
ACH-000248,-0.0181318550417
ACH-000250,-0.013660906972
ACH-000251,-0.187749305493
ACH-000253,0.12173000174000001
ACH-000255,0.047951590820300004
ACH-000256,-0.12352461147299999
ACH-000257,0.116336513731
ACH-000258,0.488660718192
ACH-000259,0.130057695505
ACH-000260,0.10640456651699999
ACH-000261,-0.000517643238178
ACH-000262,-0.151616561731
ACH-000263,-0.262794094185
ACH-000264,-0.08502782858269999
ACH-000265,0.109933267732
ACH-000266,0.0554307784688
ACH-000272,0.138372716821
ACH-000273,-0.0859715529857
ACH-000274,-0.0102492469864
ACH-000277,0.0757504171649
ACH-000278,0.12295526617699999
ACH-000279,-0.0540687739262
ACH-000280,-0.10956030025699999
ACH-000281,0.22193185720699998
ACH-000288,-0.0151748716395
ACH-000291,0.0464337098521
ACH-000293,-0.009955516267879999
ACH-000294,-0.058655775663199995
ACH-000295,0.07140936501680001
ACH-000296,-0.018687134251700002
ACH-000302,-0.044200290532599995
ACH-000304,-0.211610157926
ACH-000307,-0.020465193132
ACH-000308,-0.0439522042645
ACH-000310,-0.028460670871799997
ACH-000311,-0.0614418412815
ACH-000312,0.115480651192
ACH-000315,-0.264223791885
ACH-000316,-0.0588909338693
ACH-000317,0.0012319049578399998
ACH-000318,-0.0957145113727
ACH-000319,-0.06803309992409999
ACH-000320,0.292795000805
ACH-000322,0.0114173176889
ACH-000323,-0.132854286363
ACH-000324,0.0727317203929
ACH-000329,-0.19995168929999999
ACH-000330,0.26408623085099997
ACH-000331,-0.14000841705
ACH-000332,0.041334129967
ACH-000334,-0.306695704951
ACH-000335,-0.143774273141
ACH-000336,0.03475973376
ACH-000337,0.0678535555366
ACH-000339,0.10595723898000001
ACH-000341,0.0975559742251
ACH-000348,0.09413440224
ACH-000350,0.05518976504649999
ACH-000352,0.050721929201699996
ACH-000356,0.027910186114500003
ACH-000361,0.229602093087
ACH-000362,0.0436916265481
ACH-000363,-0.0420412890578
ACH-000364,-0.08349177520289999
ACH-000365,-0.0156795908977
ACH-000366,0.047986440382000006
ACH-000368,0.0410128605021
ACH-000374,-0.027268596795000002
ACH-000375,0.07934272584180001
ACH-000376,0.12394459614
ACH-000381,-0.292745388344
ACH-000383,-0.0072794036834200005
ACH-000387,0.028947297093700003
ACH-000389,0.196269583507
ACH-000390,-0.06982684434139999
ACH-000393,-0.179732932834
ACH-000395,-0.280057424796
ACH-000397,0.06671535490130001
ACH-000401,-0.0536443828702
ACH-000402,-0.42873946455300005
ACH-000403,-0.00344626690528
ACH-000404,-0.00120853484775
ACH-000406,0.0121284355862
ACH-000407,0.149408617588
ACH-000408,-0.13645810959899998
ACH-000410,-0.0740989233162
ACH-000411,0.157665941062
ACH-000414,0.0696003546707
ACH-000415,-0.0405059028132
ACH-000416,-0.028758033640400003
ACH-000420,0.00235483305992
ACH-000421,-0.0353897573802
ACH-000424,-0.14294716148
