,RAI14 (26064)
ACH-000004,0.173569227467
ACH-000007,0.271231828269
ACH-000009,-0.120148001601
ACH-000011,-0.42290578448
ACH-000012,0.0642516090482
ACH-000013,0.310361382339
ACH-000014,0.0444743303964
ACH-000015,0.0684596804768
ACH-000017,0.140218843469
ACH-000018,0.18033768198199998
ACH-000019,-0.006593310249859999
ACH-000021,0.264598681486
ACH-000022,0.20472637221599999
ACH-000025,0.227997233825
ACH-000028,0.22175068954100002
ACH-000030,0.171358323998
ACH-000035,-0.014836754351700001
ACH-000036,0.183355939265
ACH-000037,-0.0456091648988
ACH-000039,-0.050234394690399996
ACH-000040,-0.07420931894610001
ACH-000041,0.0437712273075
ACH-000042,0.099466675273
ACH-000045,0.0697189141902
ACH-000047,0.169284472103
ACH-000052,0.19076877926199998
ACH-000053,0.0137964432222
ACH-000054,0.198787970427
ACH-000055,0.162410560776
ACH-000060,-0.024664771260700002
ACH-000067,-0.0588695963675
ACH-000070,0.0698203884345
ACH-000075,0.161335924363
ACH-000078,0.153396243141
ACH-000082,0.100789122642
ACH-000085,0.339006087052
ACH-000086,0.231277913732
ACH-000087,-0.0914615430298
ACH-000092,0.152435411126
ACH-000095,0.131513866734
ACH-000097,0.162359849562
ACH-000098,-0.159804405636
ACH-000099,0.0820358860311
ACH-000108,0.044149503909499996
ACH-000113,0.11311214304000002
ACH-000115,0.07541149441039999
ACH-000116,-0.120006643596
ACH-000118,0.10307951024499999
ACH-000120,-0.12696589872199998
ACH-000123,0.039386523758
ACH-000127,-0.0816371584663
ACH-000128,0.09615442995210001
ACH-000132,0.17720568843899998
ACH-000133,0.184916144719
ACH-000137,0.150241758498
ACH-000138,0.116451114758
ACH-000142,0.0610840429693
ACH-000143,0.125287204599
ACH-000146,0.109020277316
ACH-000148,0.016331107249499998
ACH-000150,0.248709690096
ACH-000152,0.277292367044
ACH-000153,0.569308173631
ACH-000159,0.00218822928305
ACH-000160,0.180549161908
ACH-000163,0.230583071945
ACH-000167,0.154198304265
ACH-000168,-0.022911234377599995
ACH-000169,0.0577972378106
ACH-000178,-0.0247223392666
ACH-000182,0.0762710220562
ACH-000183,0.00400945360874
