,CREBZF (58487)
ACH-000004,-0.281880749743
ACH-000007,0.016467976739499998
ACH-000009,-0.298270047854
ACH-000011,-0.399028812649
ACH-000012,-0.0843023393683
ACH-000013,-0.14433206432700002
ACH-000014,-0.08911632361670001
ACH-000015,-0.13976151933
ACH-000017,-0.174711502722
ACH-000018,-0.223932331883
ACH-000019,-0.375684489622
ACH-000021,-0.130113257797
ACH-000022,-0.0878088582137
ACH-000025,-0.0105672158289
ACH-000028,-0.261252055723
ACH-000030,-0.27240813081
ACH-000035,-0.181944620545
ACH-000036,-0.22401819383000002
ACH-000037,-0.0200775846088
ACH-000039,-0.308921078009
ACH-000040,-0.246234273598
ACH-000041,-0.08000923977689998
ACH-000042,-0.223180385928
ACH-000045,-0.25707582079700003
ACH-000047,-0.09156424590220001
ACH-000052,-0.375202804387
ACH-000053,-0.20649117622299998
ACH-000054,-0.16175805846400002
ACH-000055,-0.0834945262403
ACH-000060,-0.0097204855016
ACH-000067,0.015057039352799999
ACH-000070,0.058343822034300004
ACH-000075,-0.08354598392439999
ACH-000078,0.039683266880800004
ACH-000082,-0.160211589874
ACH-000085,-0.19655648939800002
ACH-000086,-0.172577652584
ACH-000087,-0.226161921937
ACH-000092,-0.081206995558
ACH-000095,-0.09882686275630001
ACH-000097,-0.408398012275
ACH-000098,-0.230095089872
ACH-000099,-0.09393840564750001
ACH-000108,-0.112791700326
ACH-000113,-0.33762869689
ACH-000115,-0.20812576717
ACH-000116,-0.225117039737
ACH-000118,-0.245729378939
ACH-000120,-0.139828383628
ACH-000123,-0.265716048127
ACH-000127,-0.158149919144
ACH-000128,-0.202078958335
ACH-000132,-0.279631047576
ACH-000133,-0.15673419741800002
ACH-000137,-0.085694476088
ACH-000138,-0.20269306505100002
ACH-000142,-0.165108810346
ACH-000143,-0.0733386140994
ACH-000146,-0.146907345462
ACH-000148,-0.114166246432
ACH-000150,-0.098390588165
ACH-000152,-0.24140729536299999
ACH-000153,0.0640844603531
ACH-000159,-0.174543387211
ACH-000160,-0.09257277551580001
ACH-000163,-0.0126732654295
ACH-000167,-0.371760500207
ACH-000168,-0.174576406591
ACH-000169,-0.11474036269099999
ACH-000178,-0.0993996089573
ACH-000182,-0.21718135999699997
ACH-000183,-0.309127221989
ACH-000188,-0.13301546166099998
ACH-000189,-0.34834500360200005
