,SDHAF1 (644096)
ACH-000004,-0.147892575759
ACH-000007,-0.234911964637
ACH-000009,-0.384239962958
ACH-000011,-0.263198325416
ACH-000012,-0.647775924284
ACH-000013,-0.621583223488
ACH-000014,-0.617442395224
ACH-000015,-0.5659305412860001
ACH-000017,-0.397736508803
ACH-000018,-0.7272110131980001
ACH-000019,-0.668452089466
ACH-000021,-0.446183060362
ACH-000022,-0.587735554523
ACH-000025,-0.343148404915
ACH-000028,-0.560209649205
ACH-000030,-0.414028874374
ACH-000035,-0.419899926678
ACH-000036,0.0614646858878
ACH-000037,-0.397387687582
ACH-000039,-0.562224391957
ACH-000040,-0.298189119549
ACH-000041,-0.3013499913
ACH-000042,-0.277633743509
ACH-000045,-0.293424282783
ACH-000047,-0.357030983781
ACH-000052,-0.36049882641900005
ACH-000053,-0.433069811553
ACH-000054,-0.34421522933
ACH-000055,-0.6084587739980001
ACH-000060,-0.46143730228
ACH-000067,-0.348443112002
ACH-000070,-0.331903884903
ACH-000075,-0.394922280919
ACH-000078,-0.273147427464
ACH-000082,-0.338024987839
ACH-000085,-0.39917042022
ACH-000086,-0.45782460527900004
ACH-000087,-0.396072291628
ACH-000092,-0.531017433077
ACH-000095,-0.316913876483
ACH-000097,-0.644611746424
ACH-000098,-0.464023377404
ACH-000099,-0.45368104801299997
ACH-000108,-0.636692656112
ACH-000113,-0.32200080888300003
ACH-000115,-0.792128578979
ACH-000116,-0.49573256056000004
ACH-000118,-0.5060605151950001
ACH-000120,-0.304661630127
ACH-000123,-0.340604089256
ACH-000127,-0.478523635651
ACH-000128,-0.27562995192
ACH-000132,-0.338463302598
ACH-000133,-0.28333897403999997
ACH-000137,-0.770457180226
ACH-000138,-0.529577028411
ACH-000142,-0.487629902097
ACH-000143,-0.402923728592
ACH-000146,-0.573022763473
ACH-000148,-0.297558936087
ACH-000150,-0.33806288029200005
ACH-000152,-0.461677089431
ACH-000153,-0.637950203508
ACH-000159,-0.646465957462
ACH-000160,-0.39209016879
ACH-000163,-0.415926004648
ACH-000167,-0.6618114129370001
ACH-000168,-0.281770243841
ACH-000169,-0.318532671812
ACH-000178,-0.340916565256
ACH-000182,-0.601795023556
ACH-000183,-0.513645218534
ACH-000188,-0.315937938032
ACH-000189,-0.931618550667
ACH-000190,-0.673632648585
ACH-000198,-0.649275030491
ACH-000204,-0.21251134909299998
ACH-000206,-0.401347724542
ACH-000207,-0.486042011307
ACH-000211,-0.368850804279
ACH-000215,-0.444300209791
ACH-000221,-0.5771186046819999
ACH-000222,-0.577953748173
ACH-000223,-0.44324062169600004
ACH-000226,-0.443677426845
ACH-000227,-0.32918098463
ACH-000228,-0.34815012241099996
ACH-000231,-0.198142103877
ACH-000232,-0.270583319246
ACH-000233,-0.536005593875
ACH-000234,-0.33998586550099996
ACH-000235,-0.59143005086
ACH-000237,-0.50946169939
ACH-000238,-0.35747976147699995
ACH-000243,-0.353752364077
ACH-000244,-0.5454696332419999
ACH-000246,-0.462544347812
ACH-000248,-0.392514405493
ACH-000250,-0.404178544943
ACH-000251,-0.768843597973
ACH-000253,-0.481301929375
ACH-000255,-0.5847017756189999
ACH-000256,-0.5821825431409999
ACH-000257,-0.284630388233
ACH-000258,-0.7684352808220001
ACH-000259,-0.808519248329
ACH-000260,-0.409059415448
ACH-000261,-0.49554248393600003
ACH-000262,-0.46807430383299997
ACH-000263,-0.37436268865
ACH-000264,-0.358736105713
ACH-000265,-0.41404664138
ACH-000266,-0.457684416669
ACH-000272,-0.473314862629
ACH-000273,-0.381483973083
ACH-000274,-0.40414593923000003
ACH-000277,-0.5403688642369999
ACH-000278,-0.40494756905100004
ACH-000279,-0.260444998411
ACH-000280,-0.444406193658
ACH-000281,-0.104878832783
ACH-000288,-0.237676526758
ACH-000291,-0.463438252852
ACH-000293,-1.05195631456
ACH-000294,-0.12246485148399999
ACH-000295,-0.509903799063
ACH-000296,0.0871869882222
ACH-000302,-0.709400175256
ACH-000304,-0.500546497049
ACH-000307,-0.265481395056
ACH-000308,-0.506276772901
ACH-000310,-0.332240098712
ACH-000311,-0.268255550603
ACH-000312,-0.367726673485
ACH-000315,-0.34678634401299996
ACH-000316,-0.260176910255
ACH-000317,0.0653353063409
ACH-000318,-0.762524580228
ACH-000319,-0.540056786469
ACH-000320,-0.060358140815
ACH-000322,-0.026124671558400002
ACH-000323,-0.349317157482
ACH-000324,-0.43109538464100006
ACH-000329,-0.602428539128
ACH-000330,-0.566745620191
ACH-000331,-0.249417212267
ACH-000332,-0.273679907635
ACH-000334,-0.639448085551
ACH-000335,-0.236117553216
ACH-000336,-0.356126625634
ACH-000337,-0.762532052224
ACH-000339,-0.452918223327
ACH-000341,-0.298702633584
ACH-000348,-0.37752897118199996
ACH-000350,-0.148095481414
ACH-000352,-0.466086801599
ACH-000356,-0.517431160503
ACH-000361,-0.590167364443
ACH-000362,-0.277167928444
ACH-000363,-0.549652346629
ACH-000364,-0.26017031687
ACH-000365,-0.413075336202
ACH-000366,-0.425896429814
ACH-000368,-0.459731733433
ACH-000374,-0.23003941483399998
ACH-000375,-0.458711705981
ACH-000376,-0.46569502603600005
ACH-000381,-0.421115174378
ACH-000383,-0.37502122898699997
ACH-000387,-0.39610595554300004
ACH-000389,-0.803087559129
ACH-000390,-0.521729961577
ACH-000393,-0.424851860048
ACH-000395,-0.36490775459299996
ACH-000397,-0.597466700182
ACH-000401,-0.520145023728
ACH-000402,-0.883142866012
ACH-000403,-0.415719238434
ACH-000404,-0.329875408187
ACH-000406,-0.49488441162
ACH-000407,-0.547652194978
ACH-000408,-0.48125502132200004
ACH-000410,-0.30786075563
ACH-000411,-0.370338452747
ACH-000414,-0.36864750646
ACH-000415,-0.27895006828499996
ACH-000416,-0.380065011038
ACH-000420,-0.6175599050020001
ACH-000421,-0.283880229712
ACH-000424,-0.486963687353
ACH-000425,-0.496996727014
ACH-000426,-0.6779347059819999
