,CDIP1 (29965)
ACH-000004,0.280056492268
ACH-000007,-0.114941865054
ACH-000009,0.145606483726
ACH-000011,0.20983984943300002
ACH-000012,0.170292603675
ACH-000013,0.06961323048939999
ACH-000014,-0.0280350963064
ACH-000015,0.026128423892
ACH-000017,0.179983114797
ACH-000018,0.148804024175
ACH-000019,-0.000494710347501
ACH-000021,0.20168454074900002
ACH-000022,0.1971808577
ACH-000025,0.0837734894032
ACH-000028,0.04419282338719999
ACH-000030,0.219790170463
ACH-000035,0.0830711166159
ACH-000036,-0.226730814392
ACH-000037,-0.164811036701
ACH-000039,0.2593887105
ACH-000040,0.07339417429110001
ACH-000041,0.16893579192000002
ACH-000042,0.0618230244665
ACH-000045,0.0030645428501399996
ACH-000047,-0.12241187598600001
ACH-000052,0.140454473055
ACH-000053,0.15817574765
ACH-000054,0.15449879779200001
ACH-000055,0.200210347865
ACH-000060,0.0964596779067
ACH-000067,0.0580780701279
ACH-000070,-0.089805311677
ACH-000075,-0.16380252052000002
ACH-000078,0.222633922069
ACH-000082,0.012888265050899999
ACH-000085,0.0526911726983
ACH-000086,0.297561632352
ACH-000087,0.048419210094800005
ACH-000092,0.0664125776201
ACH-000095,0.13334232326
ACH-000097,0.008976311204270001
ACH-000098,-0.0021897617514699996
ACH-000099,0.162372690838
ACH-000108,-0.029748439711000003
ACH-000113,0.0822263546268
ACH-000115,0.0986100732439
ACH-000116,0.0520266642942
ACH-000118,0.127229768982
ACH-000120,0.129434016884
ACH-000123,0.05687144127640001
ACH-000127,0.11176507687899999
ACH-000128,0.192334579427
ACH-000132,0.18121001618500002
ACH-000133,-0.0550670556511
ACH-000137,-0.206337493158
ACH-000138,0.16942119380399998
ACH-000142,0.0596356970077
ACH-000143,0.18243398245900003
ACH-000146,0.147126248269
ACH-000148,0.0212416666755
ACH-000150,-0.20925119002099998
ACH-000152,0.195714558728
ACH-000153,0.14236603031300002
ACH-000159,0.170105533051
ACH-000160,0.179645523219
ACH-000163,0.0688740519932
ACH-000167,-0.0928959012611
ACH-000168,0.0873469598064
ACH-000169,0.0948554562063
ACH-000178,0.0029236232451399996
ACH-000182,0.075970399983
ACH-000183,0.161821189608
ACH-000188,0.239444417412
ACH-000189,0.0601090377195
ACH-000190,0.166206576358
ACH-000198,0.255570093933
ACH-000204,0.0930543224859
ACH-000206,0.07624197510210001
ACH-000207,0.0182515815318
ACH-000211,0.0636872811349
ACH-000215,0.0718951553997
ACH-000221,0.0957504554871
ACH-000222,0.0530118857254
ACH-000223,0.20697495769699997
ACH-000226,0.150289748402
ACH-000227,0.254291732141
ACH-000228,0.27928531232
ACH-000231,0.039485104085
ACH-000232,0.127561073399
ACH-000233,0.12784604265799998
ACH-000234,0.0914336001932
ACH-000235,0.18075954211800002
ACH-000237,0.0925170844134
ACH-000238,0.146522217719
ACH-000243,0.0346175812211
ACH-000244,0.145225965741
ACH-000246,0.07882780098639999
ACH-000248,0.0552238153875
ACH-000250,0.0640141957683
ACH-000251,0.157289854204
ACH-000253,0.0918177705214
ACH-000255,0.227792158373
ACH-000256,0.27927371112
ACH-000257,0.33614703951999997
ACH-000258,0.284160424803
ACH-000259,0.16402284920600002
ACH-000260,0.0477222551107
ACH-000261,0.0220863839071
ACH-000262,0.150842822798
ACH-000263,0.0074339071452000005
ACH-000264,0.0029246366007399994
ACH-000265,0.129150818498
ACH-000266,0.20394948409400002
ACH-000272,0.208579946557
ACH-000273,0.139835173465
ACH-000274,0.161294422602
ACH-000277,0.227614367965
ACH-000278,0.124470980479
ACH-000279,0.20163119788699999
ACH-000280,0.21230986851
ACH-000281,0.262004850513
ACH-000288,-0.0371142073735
ACH-000291,0.170216057014
ACH-000293,0.150457538403
ACH-000294,0.19152007143199998
ACH-000295,0.42618094418200003
ACH-000296,0.0899706447856
ACH-000302,0.022302389611200003
ACH-000304,0.16895294277399997
ACH-000307,0.19350612557900002
ACH-000308,0.10048191326099999
ACH-000310,0.304468381628
ACH-000311,0.153435497581
ACH-000312,0.24941458828899998
ACH-000315,0.0384749634839
ACH-000316,0.137411767068
ACH-000317,0.235454489529
ACH-000318,0.28924587243
ACH-000319,0.176510134106
ACH-000320,0.207482733445
ACH-000322,-0.226437943158
ACH-000323,-0.0693530125348
ACH-000324,0.137335781295
ACH-000329,0.030014673190099997
ACH-000330,0.18758010526399999
ACH-000331,0.0767264269386
ACH-000332,0.041446649563300006
ACH-000334,0.0821829839882
ACH-000335,0.14091242788799999
ACH-000336,0.145388464595
ACH-000337,-0.0144193590005
ACH-000339,0.07196384696010001
ACH-000341,0.350048574432
ACH-000348,-0.031197828855499998
ACH-000350,0.10922161594100001
ACH-000352,0.15343154439200002
ACH-000356,0.020062005361799997
ACH-000361,0.048513436719800004
ACH-000362,0.20138597147999998
ACH-000363,0.255041671837
ACH-000364,0.135878863562
ACH-000365,0.215759325172
ACH-000366,0.14262301124399998
ACH-000368,0.145707520579
ACH-000374,0.270860483207
ACH-000375,0.0646400657535
ACH-000376,0.007538426389180001
ACH-000381,0.167177502233
ACH-000383,0.13638655038699998
ACH-000387,0.24922325312600002
ACH-000389,-0.043289791766
ACH-000390,0.0879442071096
ACH-000393,0.172316287936
ACH-000395,0.187942834932
ACH-000397,0.042250152722899996
