,ABCG1 (9619)
ACH-000004,-0.9483001342799999
ACH-000007,-0.429393821772
ACH-000009,-0.443703888664
ACH-000011,-0.341987454498
ACH-000012,-0.440413662133
ACH-000013,-0.942522875725
ACH-000014,-0.533106173013
ACH-000015,-0.644609543882
ACH-000017,-0.605989893985
ACH-000018,-0.19370403264199998
ACH-000019,-0.369609194882
ACH-000021,-0.410641253128
ACH-000022,-0.47084387291
ACH-000025,-0.28172075128699997
ACH-000028,-0.43249176363799996
ACH-000030,-0.528688804683
ACH-000035,-0.364951114031
ACH-000036,-0.202808714885
ACH-000037,-0.9214027987000001
ACH-000039,-0.6995812849590001
ACH-000040,-0.121557397446
ACH-000041,-0.921450494539
ACH-000042,-0.538492010282
ACH-000045,-0.609504746111
ACH-000047,-0.46001414790600004
ACH-000052,-0.18219683739
ACH-000053,-0.461461263269
ACH-000054,-0.28358492915600003
ACH-000055,-0.286727726242
ACH-000060,-0.526313593588
ACH-000067,-0.0666701771062
ACH-000070,-0.48433174695500003
ACH-000075,-0.117220416477
ACH-000078,-0.587046264753
ACH-000082,-0.462178959436
ACH-000085,-0.55325815359
ACH-000086,-0.592949705448
ACH-000087,-0.717154340442
ACH-000092,-0.43136335648699997
ACH-000095,-0.549348066672
ACH-000097,-0.538307356143
ACH-000098,-0.261901083612
ACH-000099,-0.541325714233
ACH-000108,-0.467858642495
ACH-000113,-0.682655174083
ACH-000115,-0.68814286933
ACH-000116,-0.611958397296
ACH-000118,-0.470439970135
ACH-000120,-0.347412966142
ACH-000123,-0.569816226449
ACH-000127,-0.753857780652
ACH-000128,-0.241633925975
ACH-000132,-0.32803226358000004
ACH-000133,-0.34028512416100004
ACH-000137,-0.211259209373
ACH-000138,-0.373031147668
ACH-000142,-0.26822473040899997
ACH-000143,-0.28142050512899996
ACH-000146,-0.8639893579379999
ACH-000148,-0.560205482227
ACH-000150,-0.38769044135799996
ACH-000152,-0.143894866987
ACH-000153,-0.395611494714
ACH-000159,-0.5383126985109999
ACH-000160,-0.7275666856380001
ACH-000163,-0.510886307485
ACH-000167,-0.874397337278
ACH-000168,-0.559627794111
ACH-000169,-0.22961289420000003
ACH-000178,-0.453611113359
ACH-000182,-0.8093051522600001
ACH-000183,-0.591122601057
ACH-000188,-0.517903093886
ACH-000189,-0.617094404748
ACH-000190,-0.582381370739
ACH-000198,-0.412726590641
ACH-000204,-0.168855305603
ACH-000206,-1.05693323746
ACH-000207,-0.610085008978
ACH-000211,-0.470568708878
ACH-000215,-0.532159799767
ACH-000221,-0.840406027938
ACH-000222,-0.185081591514
ACH-000223,-0.49827763287199994
ACH-000226,-0.637899709597
ACH-000227,-0.7077750619069999
ACH-000228,-0.616965354129
ACH-000231,-0.510672411316
ACH-000232,-0.545627628651
ACH-000233,-0.576036996211
ACH-000234,-0.74224366191
ACH-000235,-0.6529259082810001
ACH-000237,-0.496653461162
ACH-000238,-0.0732707909518
ACH-000243,-0.336791842192
ACH-000244,-0.353452623935
ACH-000246,-0.552283044513
ACH-000248,-0.221403405044
ACH-000250,-0.5862122179
ACH-000251,-0.09521331843599999
ACH-000253,-0.375206028165
ACH-000255,-0.36958991511999995
ACH-000256,-0.502301835847
ACH-000257,-0.511403360871
ACH-000258,-0.33917839685
ACH-000259,-0.613758749808
ACH-000260,-0.638314205973
ACH-000261,-0.666653518534
ACH-000262,-0.108475778202
ACH-000263,-0.749988967667
ACH-000264,-0.58777376734
ACH-000265,-0.530984126088
ACH-000266,-0.5324557840590001
ACH-000272,-0.512560508114
ACH-000273,-0.24803911249699997
ACH-000274,-0.532105932214
ACH-000277,-0.5108080178769999
ACH-000278,-0.456231477746
ACH-000279,-0.664125659277
ACH-000280,-0.610627520391
ACH-000281,-0.35951928780500003
ACH-000288,-0.496141525116
ACH-000291,-0.514144788239
