,PPCDC (60490)
ACH-000004,-0.645180905622
ACH-000007,-0.18587792882800003
ACH-000009,-0.194786343945
ACH-000011,-0.128505044776
ACH-000012,0.09203073211660001
ACH-000013,-0.0300297607534
ACH-000014,-0.608754725678
ACH-000015,-0.0627003040208
ACH-000017,-0.471970611228
ACH-000018,-0.146208579048
ACH-000019,-0.364074116618
ACH-000021,-0.123417125941
ACH-000022,-0.177812164828
ACH-000025,-0.27909905031800003
ACH-000028,-0.531491719592
ACH-000030,-0.9725874246089999
ACH-000035,-0.29970081882599997
ACH-000036,0.109857469059
ACH-000037,-0.18722052276
ACH-000039,-0.19519157146299998
ACH-000040,-0.318836611183
ACH-000041,-0.21879394211199998
ACH-000042,-0.37949424191500003
ACH-000045,-0.943972617067
ACH-000047,-0.711788640951
ACH-000052,-0.414436841849
ACH-000053,-0.38313163055
ACH-000054,-0.00409458303592
ACH-000055,-0.24160836282499998
ACH-000060,-0.0510489703407
ACH-000067,-0.31740205382500003
ACH-000070,-0.540110910783
ACH-000075,-0.259125487616
ACH-000078,-0.0239130584464
ACH-000082,-0.133734335359
ACH-000085,0.218519581614
ACH-000086,-0.16544510455999997
ACH-000087,-0.190772183084
ACH-000092,-0.22310642584000004
ACH-000095,0.12938947093
ACH-000097,-0.393628155849
ACH-000098,-0.051039517797499996
ACH-000099,0.0270079103584
ACH-000108,-0.452886885245
ACH-000113,-0.653139231724
ACH-000115,-0.437477903493
ACH-000116,-0.0865432427312
ACH-000118,-0.755231554164
ACH-000120,-0.16817397664500003
ACH-000123,0.0165562932876
ACH-000127,-0.089347931931
ACH-000128,-0.340797254227
ACH-000132,-0.338958868913
ACH-000133,-0.128184845636
ACH-000137,-0.42584988635
ACH-000138,-0.17777158167100002
ACH-000142,0.0463531171634
ACH-000143,-0.00363556586416
ACH-000146,-0.324445495605
ACH-000148,-0.220267753537
ACH-000150,0.187768517016
ACH-000152,-0.168274881469
ACH-000153,-0.39081503595600003
ACH-000159,-0.280731696618
ACH-000160,-0.19751756367800002
ACH-000163,-0.32902249149999996
ACH-000167,-0.5257938334660001
ACH-000168,-0.298552476108
ACH-000169,-0.111571934155
ACH-000178,-0.241086262406
ACH-000182,-0.142894289827
ACH-000183,-0.836395405617
ACH-000188,0.0180833318855
ACH-000189,-0.282847365848
ACH-000190,-0.173783928963
ACH-000198,-0.818147816642
ACH-000204,-0.5004694735149999
ACH-000206,-0.689415339171
ACH-000207,-0.41380641997699996
ACH-000211,-0.11105030251499999
ACH-000215,-0.1182577481
ACH-000221,-0.026318417831799997
ACH-000222,-0.700437291268
ACH-000223,-0.430337966997
ACH-000226,-0.805594584123
ACH-000227,-0.0754204009854
ACH-000228,-0.121838753068
ACH-000231,-0.119434043568
ACH-000232,0.1209378807
ACH-000233,-0.8321260927509999
ACH-000234,-0.34534691200499995
ACH-000235,-0.31780241215599997
ACH-000237,-0.208700971077
ACH-000238,-0.15770000087000002
ACH-000243,-0.09193596430600001
ACH-000244,-0.11783131183800001
ACH-000246,-0.13917156342700002
ACH-000248,-0.903003634595
ACH-000250,-0.0464737052279
ACH-000251,-0.6050530999939999
ACH-000253,-0.128114806961
ACH-000255,-0.026925068271
ACH-000256,-0.17685877281100001
ACH-000257,-0.194856204861
ACH-000258,-0.151074028405
ACH-000259,-0.00508353351618
ACH-000260,-0.0854450684073
ACH-000261,-0.09301965636080001
ACH-000262,-0.04415316590940001
ACH-000263,-0.38359007893200003
ACH-000264,-0.254945410782
ACH-000265,-0.14715276917
ACH-000266,-0.29709855555
ACH-000272,-0.977942239609
ACH-000273,-0.21598603431299998
ACH-000274,-0.30910845426600003
ACH-000277,-0.21088862914999998
ACH-000278,-0.358819543383
ACH-000279,-0.63281441954
ACH-000280,-0.0524548039668
ACH-000281,-0.40268573341799996
ACH-000288,-0.09821466124889999
ACH-000291,-0.125568289333
ACH-000293,-0.24948964732700002
ACH-000294,-1.0340352009
ACH-000295,-0.41273320705399996
ACH-000296,-0.105008143813
ACH-000302,-0.153492608565
ACH-000304,-0.0895915798174
ACH-000307,-0.680720521366
ACH-000308,-0.259092813898
ACH-000310,-0.328615980469
ACH-000311,-0.318395669566
ACH-000312,-0.0509644066978
ACH-000315,-0.7147251111949999
ACH-000316,-0.379662990421
ACH-000317,-0.473143881338
ACH-000318,-0.171295074043
ACH-000319,-0.0630039210697
ACH-000320,-0.0520890634298
ACH-000322,-0.0322115427099
ACH-000323,-0.17326990465999997
ACH-000324,0.033786913816800004
ACH-000329,-0.261227071227
ACH-000330,-0.29886536169399996
ACH-000331,0.0323714696263
ACH-000332,-0.0430039549333
ACH-000334,-0.0134399140684
ACH-000335,-0.132688226037
ACH-000336,-0.518919795833
ACH-000337,-0.8306082601989999
ACH-000339,-0.937245924761
ACH-000341,-0.09492105061969999
ACH-000348,-0.154158407144
ACH-000350,-0.248281501847
ACH-000352,-0.302898958635
ACH-000356,-0.07360727319560001
ACH-000361,-0.0468530740881
ACH-000362,-0.6743228874449999
ACH-000363,-0.206943830033
ACH-000364,-0.0426392821846
ACH-000365,-0.9725113612899999
ACH-000366,-0.0253375988762
ACH-000368,-0.645718959855
ACH-000374,-0.291015315105
ACH-000375,-0.51478900711
ACH-000376,-0.09520880416279999
ACH-000381,-0.212611671211
ACH-000383,-0.269972638677
ACH-000387,-0.42855570845799995
ACH-000389,-0.004736186659899999
ACH-000390,-0.139770192343
ACH-000393,-0.235563289102
ACH-000395,-0.328944337059
ACH-000397,-0.0540235845103
ACH-000401,-1.11357249722
ACH-000402,-0.36318425059299997
ACH-000403,0.007213870732109999
