,RHAG (6005)
ACH-000004,-0.0145605102616
ACH-000007,0.12082233032800001
ACH-000009,0.215914039877
ACH-000011,0.108178257796
ACH-000012,0.0782865605096
ACH-000013,0.0991528424946
ACH-000014,0.0164807078641
ACH-000015,0.0901965893527
ACH-000017,0.0967175023209
ACH-000018,-0.236676557833
ACH-000019,0.373863113949
ACH-000021,0.172281275239
ACH-000022,0.109915582128
ACH-000025,0.131903180439
ACH-000028,-0.0540290944971
ACH-000030,0.107904287166
ACH-000035,-0.136774828659
ACH-000036,0.0633103662765
ACH-000037,0.1832993456
ACH-000039,-0.07349350713189999
ACH-000040,0.18063207268599998
ACH-000041,0.18994658559900002
ACH-000042,0.0583521062256
ACH-000045,0.19345797386100003
ACH-000047,0.017053446346400002
ACH-000052,-0.25876465031199997
ACH-000053,0.0923509997635
ACH-000054,0.124077712829
ACH-000055,0.0753710648487
ACH-000060,0.0517597130444
ACH-000067,-0.0318300728011
ACH-000070,0.0693393842606
ACH-000075,0.347959270365
ACH-000078,0.0323398994813
ACH-000082,0.0413128788543
ACH-000085,0.14492537761
ACH-000086,0.137891817635
ACH-000087,0.47120049267499997
ACH-000092,0.19687962194699998
ACH-000095,0.13111935395500002
ACH-000097,0.09462802612230001
ACH-000098,0.10376874952299998
ACH-000099,0.034345501473699996
ACH-000108,0.08485115937439999
ACH-000113,0.041844393473
ACH-000115,-0.133234065595
ACH-000116,0.08363235987039999
ACH-000118,0.113869404342
ACH-000120,0.174008928121
ACH-000123,-0.058659356463599995
ACH-000127,-0.0391233488919
ACH-000128,-0.0700838138364
ACH-000132,0.04655907105069999
ACH-000133,-0.0549204226406
ACH-000137,0.28528881459800004
ACH-000138,0.013339063665799998
ACH-000142,0.10538337112299999
ACH-000143,0.212637406167
ACH-000146,0.158872925504
ACH-000148,0.471570929898
ACH-000150,0.29920639263500004
ACH-000152,0.116973885787
ACH-000153,0.162504132684
ACH-000159,0.07738335502060001
ACH-000160,-0.10349188063300001
ACH-000163,0.10690242752399999
ACH-000167,0.309098179586
ACH-000168,0.23121787046700001
ACH-000169,0.164951385792
ACH-000178,0.175840763156
ACH-000182,0.1644952437
ACH-000183,0.11538996014
ACH-000188,0.108899452666
ACH-000189,-0.205098528346
ACH-000190,-0.0657475262161
ACH-000198,0.0770256073867
ACH-000204,0.134140013402
ACH-000206,0.189314986004
ACH-000207,0.260519055066
ACH-000211,0.08037676625260001
ACH-000215,0.045510027082000006
ACH-000221,0.265396704722
ACH-000222,-0.07302247189450001
ACH-000223,-0.117769733407
ACH-000226,0.0445860525098
ACH-000227,0.21037777838100002
ACH-000228,0.08052351320210001
ACH-000231,0.135048140195
ACH-000232,0.06359459472620001
ACH-000233,-0.108399140452
ACH-000234,0.351785539085
ACH-000235,0.039910970928
ACH-000237,0.310057152372
ACH-000238,0.21360148630800002
ACH-000243,0.0870682434197
ACH-000244,-0.11169765784000002
ACH-000246,0.11691069240700001
ACH-000248,0.20183188269299998
ACH-000250,0.110315388258
ACH-000251,0.00631401540731
ACH-000253,0.034823121066
ACH-000255,0.253010950541
ACH-000256,0.212100994663
ACH-000257,0.000438773262874
ACH-000258,-0.059533572339399994
ACH-000259,0.036095611904699995
ACH-000260,0.09198338452030001
ACH-000261,0.0345055852193
ACH-000262,0.047904457852999995
ACH-000263,0.396839963948
ACH-000264,0.184233521021
ACH-000265,0.0559618702878
ACH-000266,0.08989129299000001
ACH-000272,0.12175754105799999
ACH-000273,0.055404566679400004
ACH-000274,0.358903326214
ACH-000277,-0.010569936054
ACH-000278,0.241869315759
ACH-000279,-0.0389461683432
ACH-000280,0.120703350852
ACH-000281,0.00538135725687
ACH-000288,0.235310202262
ACH-000291,0.165280878412
ACH-000293,0.07228502186439999
ACH-000294,0.134334991011
ACH-000295,-0.122214201536
ACH-000296,-0.055588406749
ACH-000302,0.066855598543
ACH-000304,0.0756087378222
ACH-000307,0.137011296273
ACH-000308,0.121673680383
ACH-000310,0.135170605359
ACH-000311,0.221632808482
ACH-000312,0.0943416577805
ACH-000315,0.296634730518
ACH-000316,0.318083184542
ACH-000317,0.0738176106101
ACH-000318,0.0922918882322
ACH-000319,0.20205194873100002
ACH-000320,-0.010971653189399999
ACH-000322,0.044813076254
ACH-000323,0.23217644579900001
ACH-000324,0.181714973567
ACH-000329,0.027658618547299996
ACH-000330,0.0559182962339
ACH-000331,-0.0181794619123
ACH-000332,0.0661267028544
ACH-000334,0.029245603775800003
ACH-000335,-0.157524118966
ACH-000336,0.212115595353
ACH-000337,0.013074512851200001
ACH-000339,0.151077808489
ACH-000341,0.15064795788899998
ACH-000348,0.0816371893035
ACH-000350,0.258193571602
ACH-000352,0.220573581737
ACH-000356,-0.112982758956
ACH-000361,-0.019680704143099997
ACH-000362,-0.0611037362952
ACH-000363,0.276078031506
ACH-000364,0.08647212833370001
ACH-000365,0.154552123724
ACH-000366,0.152216916374
ACH-000368,0.05762267995900001
ACH-000374,0.16646696509
ACH-000375,0.119451989331
ACH-000376,0.0889827268213
ACH-000381,0.0593056674025
ACH-000383,0.055325096076300005
ACH-000387,0.09389442422430001
ACH-000389,0.09865341877089999
ACH-000390,0.100831347691
ACH-000393,0.024792893359500003
ACH-000395,0.0569770712686
ACH-000397,0.0574789469314
ACH-000401,0.134136996869
ACH-000402,0.18658873805999998
ACH-000403,0.18534995443500002
ACH-000404,0.0390844767615
ACH-000406,0.166468406623
ACH-000407,0.13836501696599998
ACH-000408,0.0915140633641
ACH-000410,0.000361226110346
ACH-000411,0.099073952534
ACH-000414,0.119250388992
ACH-000415,0.126886234884
ACH-000416,0.0739214939588
ACH-000420,-0.0180187985237
ACH-000421,0.0367872654423
ACH-000424,0.15032569013900002
ACH-000425,0.09341619974089999
ACH-000426,0.08232027728189999
ACH-000427,-0.026739556344400003
ACH-000433,-0.102289689212
ACH-000436,0.21926302281800003
ACH-000444,0.0893323045967
ACH-000445,0.0652055147326
ACH-000448,0.188163797608
ACH-000450,0.211075474465
ACH-000452,0.142090378333
ACH-000454,-0.09793372710899999
ACH-000458,0.08173195871689999
ACH-000459,-0.10148861374
ACH-000460,0.263132223594
ACH-000461,-0.0651859819329
ACH-000463,0.183744672853
ACH-000464,0.248123364306
ACH-000466,-0.00548357562161
ACH-000467,0.119596912307
ACH-000468,0.06774553499750001
ACH-000469,0.106538837261
ACH-000470,0.0416195604149
ACH-000471,0.277661678525
ACH-000472,0.11645936215
ACH-000473,0.00395502482446
ACH-000475,0.0526803012625
ACH-000476,0.32242975059900003
ACH-000477,0.105502806943
ACH-000480,0.23759279236699998
ACH-000481,0.0506098940092
ACH-000483,0.386105788882
ACH-000484,0.16398869533399998
ACH-000485,0.0703762821329
ACH-000486,0.0565344683988
ACH-000487,0.0165579986646
ACH-000488,0.0197520412107
ACH-000490,0.084533247542
ACH-000491,0.0735315633488
ACH-000495,0.280274504072
ACH-000496,0.201756783182
ACH-000499,-0.185654541114
ACH-000500,0.30459996055599997
ACH-000502,-0.0045286296919700006
ACH-000503,0.15222421545
ACH-000505,0.113256606274
ACH-000507,0.107821137939
ACH-000510,0.0996479960434
ACH-000511,0.0875770958467
ACH-000512,0.148915264529
ACH-000516,0.11972714269000001
ACH-000517,0.177732185443
ACH-000518,0.0825758888804
ACH-000520,0.0813221087438
ACH-000521,0.17750122548
ACH-000522,0.112948523866
ACH-000524,0.13518859957499998
ACH-000527,0.09331467408010001
ACH-000528,0.140666924706
ACH-000537,0.0804486479734
ACH-000541,0.461169301192
ACH-000542,0.158545321357
ACH-000544,0.198821542663
ACH-000545,0.007309824551630001
ACH-000547,-0.0618545762759
ACH-000548,0.0436482901561
