,PEF1 (553115)
ACH-000843,-0.534111321434
ACH-000846,-0.503501729467
ACH-000847,-0.628674623568
ACH-000848,-0.43468559817900004
ACH-000849,-0.48451976106399997
ACH-000851,-0.769305957596
ACH-000855,-0.484743839085
ACH-000856,-0.365782752002
ACH-000858,-0.595632508294
ACH-000859,-0.323846270351
ACH-000861,-0.704001827102
ACH-000862,-0.45085037714599996
ACH-000865,-0.44892034714400003
ACH-000866,-0.48837217404399996
ACH-000867,-0.429748708243
ACH-000869,-0.09449965395360001
ACH-000872,-0.639706478342
ACH-000873,-0.5958245745709999
ACH-000876,-0.513979389569
ACH-000878,-0.20584534082199998
ACH-000880,-0.493723260401
ACH-000881,-0.447596547505
ACH-000882,-0.604685849529
ACH-000884,-0.406359151774
ACH-000885,-0.42710281348800005
ACH-000887,-0.6639571673920001
ACH-000888,-0.431642124908
ACH-000889,-0.473426889314
ACH-000890,-0.421276012226
ACH-000896,-0.473959967112
ACH-000898,-0.428710862692
ACH-000900,-0.648727728501
ACH-000901,-0.604244957757
ACH-000905,-0.666890174111
ACH-000906,-0.440419758918
ACH-000907,-0.6703845512600001
ACH-000910,-0.670344400463
ACH-000911,-0.6976882023209999
ACH-000912,-0.465695358256
ACH-000913,-0.469374389626
ACH-000915,-0.587670091334
ACH-000916,-0.335840848287
ACH-000917,-0.261173770608
ACH-000921,-0.50258206559
ACH-000924,-0.500016532645
ACH-000926,-0.500790643174
ACH-000928,-0.451798650355
ACH-000929,-0.598589265435
ACH-000932,-0.550097857287
ACH-000935,-0.546547844609
ACH-000936,-0.728110647097
ACH-000937,-0.619419243724
ACH-000938,-0.299141170572
ACH-000939,-0.49810918847900004
ACH-000941,-0.265251547667
ACH-000943,-0.46158780563900004
ACH-000946,-0.560917406118
ACH-000947,-0.539367980446
ACH-000948,-0.43710664853200004
ACH-000950,-0.340851066391
ACH-000953,-0.6686565255899999
ACH-000957,-0.498630868991
ACH-000958,-0.485726134265
ACH-000960,-0.441476863433
ACH-000963,-0.443435739467
ACH-000968,-0.56249268687
ACH-000969,-0.6127455334699999
ACH-000973,-0.41202644636
ACH-000974,-0.579445176039
ACH-000975,-0.43482045976800004
ACH-000976,-0.6952101063789999
ACH-000978,-0.439352176738
ACH-000980,-0.498662090893
ACH-000984,-0.610011757495
ACH-000986,-0.515234372388
ACH-000988,-0.514821625071
ACH-000993,-0.47700178219899997
ACH-000994,-0.463126979481
ACH-000996,-0.738776158529
ACH-001001,-0.455143809701
ACH-001020,-0.670912740854
ACH-001028,-0.398636903056
ACH-001031,-0.522846586819
ACH-001038,-0.44589991647699995
ACH-001048,-0.40563547401699995
ACH-001050,-0.5268024652750001
ACH-001053,-0.7180807042
ACH-001054,-0.587097066228
ACH-001061,-0.41405305835999995
ACH-001067,-0.667148840736
ACH-001075,-0.603931813535
ACH-001096,-0.634124853645
ACH-001128,-0.639943107955
ACH-001134,-0.49641255427599995
ACH-001151,-0.447750038011
ACH-001163,-0.6362720350600001
ACH-001164,-0.8749136781899999
ACH-001173,-0.42015527875500003
ACH-001183,-0.458789824001
ACH-001184,-0.7617601435979999
ACH-001190,-0.532919996092
ACH-001192,-0.55984967221
ACH-001193,-0.751355587217
ACH-001196,-0.7579162348190001
ACH-001197,-0.48267706195200005
ACH-001205,-0.633779853318
ACH-001211,-0.5625934553549999
ACH-001212,-0.428173303351
ACH-001228,-0.444414961484
ACH-001232,-0.658799997647
ACH-001239,-0.512355155423
ACH-001274,-0.47484989928599997
ACH-001275,-0.6154943131239999
ACH-001277,-0.527890850636
ACH-001278,-0.531155834713
ACH-001280,-0.46344885491899995
ACH-001283,-0.387362878235
ACH-001289,-0.590431159106
ACH-001295,-0.565506162342
ACH-001300,-0.496751475625
ACH-001301,-0.451794184745
ACH-001302,-0.339842470207
ACH-001303,0.0415489935569
ACH-001306,-0.594151894929
ACH-001318,-0.514838660081
ACH-001322,-0.42306987118100003
ACH-001328,-0.554661109744
ACH-001332,-0.492591461422
ACH-001333,-0.509942648968
ACH-001336,-0.501101160555
ACH-001340,-0.400608490818
ACH-001346,-0.474406786579
ACH-001353,-0.4684210385
ACH-001354,-0.842250444914
ACH-001367,-0.453412901896
ACH-001368,-0.42337945957199996
ACH-001374,-0.609031788197
ACH-001375,-0.577778441921
ACH-001377,-0.571512434057
ACH-001380,-0.495010525145
ACH-001391,-0.19258305463
ACH-001407,-0.47669810476499996
ACH-001408,-0.634626747316
ACH-001413,-0.522296703864
ACH-001430,-0.449832104504
ACH-001431,-0.5234231855899999
ACH-001450,-0.287239408714
ACH-001496,-0.380161426199
ACH-001500,-0.459820610891
ACH-001521,-0.537954305092
ACH-001523,-0.37646270414399996
ACH-001532,-0.44069361915
ACH-001536,-0.59943168897
ACH-001550,-0.6116854042759999
ACH-001552,-0.529559407814
ACH-001554,-0.526696766729
ACH-001645,-0.695595028767
ACH-001654,-0.44068112534299997
ACH-001715,-0.609836461337
ACH-001735,-0.367875498027
ACH-001736,-0.415727991865
ACH-001737,-0.14074492095799998
ACH-001740,-0.706190493615
ACH-001745,-0.621164969934
ACH-001750,-0.6116322810729999
ACH-001765,-0.536158094254
ACH-001956,-0.47572270711099995
ACH-001957,-0.540134877718
