,PEF1 (553115)
ACH-000004,-0.465733672201
ACH-000007,-0.318897185127
ACH-000009,-0.708811066539
ACH-000011,-0.43214308761299997
ACH-000012,-0.574988721168
ACH-000013,-0.542796275018
ACH-000014,-0.554094250065
ACH-000015,-0.422183080473
ACH-000017,-0.37294751540700005
ACH-000018,-0.6634980345220001
ACH-000019,-0.5728524590690001
ACH-000021,-0.416035896425
ACH-000022,-0.40916104227600003
ACH-000025,-0.559602699483
ACH-000028,-0.769760525087
ACH-000030,-0.463096418214
ACH-000035,-0.8059093913969999
ACH-000036,-0.589728875512
ACH-000037,-0.373904981968
ACH-000039,-0.44875730238999995
ACH-000040,-0.428029185598
ACH-000041,-0.629260542359
ACH-000042,-0.507712859905
ACH-000045,-0.498669351643
ACH-000047,-0.547758255391
ACH-000052,-0.42031078741899996
ACH-000053,-0.43201699301000007
ACH-000054,-0.372703158516
ACH-000055,-0.733760736376
ACH-000060,-0.469640475273
ACH-000067,-0.5699272661300001
ACH-000070,-0.530298521664
ACH-000075,-0.576443926851
ACH-000078,-0.625128161759
ACH-000082,-0.431206244423
ACH-000085,-0.514895214801
ACH-000086,-0.601534962299
ACH-000087,-0.5082136617199999
ACH-000092,-0.6855602478749999
ACH-000095,-0.601072384897
ACH-000097,-0.439274049103
ACH-000098,-0.47403443029299996
ACH-000099,-0.461541855513
ACH-000108,-0.6999036041560001
ACH-000113,-0.496820977894
ACH-000115,-0.319144771063
ACH-000116,-0.488492834895
ACH-000118,-0.547159291747
ACH-000120,-0.609820085391
ACH-000123,-0.589191590339
ACH-000127,-0.431250276888
ACH-000128,-0.46720748958499997
ACH-000132,-0.686084121408
ACH-000133,-0.559650898627
ACH-000137,-0.478419627932
ACH-000138,-0.516307063539
ACH-000142,-0.549142246017
ACH-000143,-0.44531205534400004
ACH-000146,-0.554696733083
ACH-000148,-0.591319053724
ACH-000150,-0.54911352958
ACH-000152,-0.561052214112
ACH-000153,-0.67200403877
ACH-000159,-0.572317747664
ACH-000160,-0.494623281391
ACH-000163,-0.304957685091
ACH-000167,-0.37543552035300004
ACH-000168,-0.53899529065
ACH-000169,-0.557194970389
ACH-000178,-0.5050463278339999
ACH-000182,-0.594066925168
ACH-000183,-0.575178190042
ACH-000188,-0.498172551526
ACH-000189,-0.501472993322
ACH-000190,-0.478453848107
ACH-000198,-0.6080316932100001
ACH-000204,-0.534509092161
ACH-000206,-0.42250771023500006
ACH-000207,-0.578779428136
ACH-000211,-0.368214096655
ACH-000215,-0.593035265768
ACH-000221,-0.286426530259
ACH-000222,-0.43145055572999996
ACH-000223,-0.510620665184
ACH-000226,-0.679155580761
ACH-000227,-0.553454618221
ACH-000228,-0.576146587505
ACH-000231,-0.326855758207
ACH-000232,-0.37809921638899996
ACH-000233,-0.622063333821
ACH-000234,-0.512289521708
ACH-000235,-0.552446893692
ACH-000237,-0.519937712446
ACH-000238,-0.765406871708
ACH-000243,-0.574841763225
ACH-000244,-0.333362219051
ACH-000246,-0.5591590610530001
ACH-000248,-0.43980520450000005
ACH-000250,-0.457962452876
ACH-000251,-0.21731268987100003
ACH-000253,-0.592532854026
ACH-000255,-0.471323022085
ACH-000256,-0.47584520192900004
ACH-000257,-0.60750585147
ACH-000258,-0.404614891325
ACH-000259,-0.48324373711699997
ACH-000260,-0.529607107593
ACH-000261,-0.461032250264
ACH-000262,-0.359377847018
ACH-000263,-0.631725687716
ACH-000264,-0.635197681139
ACH-000265,-0.457695619702
ACH-000266,-0.388682202564
ACH-000272,-0.640675146794
ACH-000273,-0.591586138419
ACH-000274,-0.622964000425
ACH-000277,-0.288845284303
ACH-000278,-0.487706466356
ACH-000279,-0.376926941934
ACH-000280,-0.591732446981
ACH-000281,-0.767303736366
ACH-000288,-0.68549702652
ACH-000291,-0.506476077425
ACH-000293,-0.615659214123
ACH-000294,-0.489452362699
ACH-000295,-0.507550422531
ACH-000296,-0.556146532826
ACH-000302,-0.528081004238
ACH-000304,-0.717014771488
ACH-000307,-0.554009420524
ACH-000308,-0.321118731245
ACH-000310,-0.596656361945
ACH-000311,-0.650602169129
ACH-000312,-0.624402038119
ACH-000315,-0.19710323185800002
ACH-000316,-0.582246282959
ACH-000317,-0.6877197330500001
ACH-000318,-0.840109188404
ACH-000319,-0.240145750493
ACH-000320,-0.7132869035100001
ACH-000322,-0.652851706992
ACH-000323,-0.6865473270229999
ACH-000324,-0.750305328081
ACH-000329,-0.637011706516
ACH-000330,-0.551435508005
ACH-000331,-0.45234919381300004
ACH-000332,-0.510264175591
ACH-000334,-0.415637726249
ACH-000335,-0.571868934268
ACH-000336,-0.42896910326899995
ACH-000337,-0.468264706971
ACH-000339,-0.49143365791199994
ACH-000341,-0.771762873512
ACH-000348,-0.40173448488799995
ACH-000350,-0.610161403083
ACH-000352,-0.5089540177040001
ACH-000356,-0.6704472434709999
ACH-000361,-0.556717571636
ACH-000362,-0.48481070006000004
ACH-000363,-0.32312026803000005
ACH-000364,-0.457539032102
ACH-000365,-0.346558464824
ACH-000366,-0.47516172631399994
ACH-000368,-0.45976446730899995
ACH-000374,-0.5506604387830001
ACH-000375,-0.499260594843
ACH-000376,-0.559694581879
ACH-000381,-0.6139814100600001
ACH-000383,-0.52894150017
ACH-000387,-0.410642120463
ACH-000389,-0.65459387779
ACH-000390,-0.569720434856
ACH-000393,-0.387310568529
ACH-000395,-0.641409264426
ACH-000397,-0.35165353890199996
ACH-000401,-0.525977294664
ACH-000402,-0.244354964732
ACH-000403,-0.494518999493
ACH-000404,-0.649306550668
ACH-000406,-0.436188275467
ACH-000407,-0.519655763455
ACH-000408,-0.564884353369
ACH-000410,-0.636880566157
ACH-000411,-0.607946750085
ACH-000414,-0.49733302033200005
ACH-000415,-0.627534799256
ACH-000416,-0.523159574413
ACH-000420,-0.6635108616040001
ACH-000421,-0.565185021975
ACH-000424,-0.672614949982
ACH-000425,-0.441506137802
ACH-000426,0.0262471799601
ACH-000427,-0.5138818848160001
ACH-000433,-0.42988419086499996
ACH-000436,-0.487604792954
ACH-000444,-0.27273030678000004
ACH-000445,-0.384129217791
ACH-000448,-0.589137313807
ACH-000450,-0.46863080234399995
ACH-000452,-0.343152092265
ACH-000454,-0.45125105875699995
ACH-000458,-0.48906814092100004
ACH-000459,-0.384962203982
ACH-000460,-0.521063987865
ACH-000461,-0.770616159789
ACH-000463,-0.529034571097
ACH-000464,-0.506254379871
ACH-000466,-0.28632694091899996
ACH-000467,-0.594859357549
ACH-000468,-0.5123735630290001
ACH-000469,-0.49749135280699996
ACH-000470,-0.083185083092
ACH-000471,-0.37714498009099995
ACH-000472,-0.508071067671
ACH-000473,-0.479789873988
ACH-000475,-0.536330284111
ACH-000476,-0.583548266532
ACH-000477,-0.473816851178
ACH-000480,-0.445602339257
ACH-000481,-0.36070383481
ACH-000483,-0.46878481857500004
ACH-000484,-0.457295071604
ACH-000485,-0.380616604648
ACH-000486,-0.628117810129
ACH-000487,-0.4501124204
ACH-000488,-0.47603590771399995
ACH-000490,-0.330931612082
ACH-000491,-0.567169595406
ACH-000495,-0.690993174811
ACH-000496,-0.513681247415
ACH-000499,-0.50380471068
ACH-000500,-0.472963078285
ACH-000502,-0.5016071623080001
ACH-000503,-0.49457253787699995
ACH-000505,-0.5132313445109999
ACH-000507,-0.6136221183899999
ACH-000510,-0.368347648348
ACH-000511,-0.466002992538
ACH-000512,-0.444675217879
ACH-000516,-0.431156345472
ACH-000517,-0.48003828870899995
ACH-000518,-0.44183817777900003
ACH-000520,-0.7088669974519999
ACH-000521,-0.35883996023500003
ACH-000522,-0.33027241844099997
ACH-000524,-0.545922667704
ACH-000527,-0.43718365716700003
ACH-000528,-0.46428793909599997
ACH-000537,-0.650665073133
ACH-000541,-0.559087698599
ACH-000542,-0.397242002499
ACH-000544,-0.455527813247
ACH-000545,-0.37148369538599996
ACH-000547,-0.49618237454899994
ACH-000548,-0.482624480456
ACH-000549,-0.571922784106
ACH-000550,-0.782471373002
ACH-000552,-0.475889705705
ACH-000556,-0.514619803481
ACH-000557,-0.374898882179
ACH-000570,-0.509050315818
ACH-000571,-0.41078462947800004
ACH-000573,-0.544182205238
ACH-000576,-0.443283949184
ACH-000580,-0.6726242098180001
ACH-000584,-0.578532945307
ACH-000585,-0.568783063917
ACH-000588,-0.39109189613300005
ACH-000589,-0.617667882772
ACH-000591,-0.30116421638
ACH-000593,-0.586904697579
ACH-000600,-0.553556243942
ACH-000601,-0.575102507104
ACH-000604,-0.46789899354
ACH-000605,-0.479529915915
ACH-000606,-0.550599018086
ACH-000608,-0.437078889444
ACH-000614,-0.45713533304799997
ACH-000616,-0.43830696011299997
ACH-000618,-0.604095814196
ACH-000619,-0.523434617166
ACH-000620,-0.663043167711
ACH-000621,-0.4831226262100001
ACH-000622,-0.3958687689
ACH-000623,-0.497045243294
ACH-000624,-0.5049601167369999
ACH-000627,-0.7224988400010001
ACH-000630,-0.604877073377
ACH-000632,-0.558084441166
ACH-000633,-0.485733794918
ACH-000637,-0.381797378403
ACH-000638,-0.6945621552069999
ACH-000646,-0.327402140787
ACH-000647,-0.37838595932499997
ACH-000648,-0.7724933579809999
ACH-000649,-0.602542488194
ACH-000651,-0.42820504130599996
ACH-000652,-0.46093412945
ACH-000653,-0.30269017494399997
ACH-000657,-0.580212184714
ACH-000658,-0.526191673257
ACH-000661,-0.383348301998
ACH-000662,-0.601723867757
ACH-000663,-0.475959406718
ACH-000665,-0.5833441823
ACH-000671,-0.422975733599
ACH-000673,-0.591313402008
ACH-000676,-0.570144498261
ACH-000677,-0.333805526245
ACH-000681,-0.5646365059480001
ACH-000682,-0.650492591577
ACH-000683,-0.549596405935
ACH-000684,-0.556367883273
ACH-000688,-0.598631170501
ACH-000693,-0.535003751087
ACH-000694,-0.519453116914
ACH-000695,-0.35388929908100003
ACH-000696,-0.45316578009999997
ACH-000697,-0.745412095404
ACH-000699,-0.607835425459
ACH-000701,-0.582210977161
ACH-000706,-0.569345772105
ACH-000711,-0.434144674106
ACH-000713,-0.496066301849
ACH-000714,-0.350040316719
ACH-000718,-0.5140899915630001
ACH-000720,-0.5655721580799999
ACH-000721,-0.477846645612
ACH-000724,-0.599542630115
ACH-000725,-0.563476391835
ACH-000732,-0.280640856072
ACH-000734,-0.371700144883
ACH-000735,-0.607037966462
ACH-000736,-0.21350374378800002
ACH-000738,-0.354011043192
ACH-000746,-0.41291513941
ACH-000747,-0.45693965069700004
ACH-000748,-0.534929939595
ACH-000753,-0.5641242399549999
ACH-000756,-0.545082711103
ACH-000757,-0.518891149201
ACH-000758,-0.551921847164
ACH-000760,-0.483112919603
ACH-000763,-0.47753842757299997
ACH-000764,-0.206573576809
ACH-000765,-0.521782025868
ACH-000766,-0.389756819738
ACH-000767,-0.497196837246
ACH-000768,-0.31006439637
ACH-000769,-0.512958321214
ACH-000770,-0.448085457107
ACH-000771,-0.466854214433
ACH-000773,-0.379321821922
ACH-000776,-0.610750654654
ACH-000777,-0.624074916406
ACH-000778,-0.522165291671
ACH-000781,-0.5019333604039999
ACH-000782,-0.35147437440800006
ACH-000783,-0.5052816903549999
ACH-000784,-0.449411076446
ACH-000785,-0.622588165977
ACH-000787,-0.5275937704879999
ACH-000788,-0.532714470645
ACH-000791,-0.6507391152800001
ACH-000792,-0.299822636581
ACH-000794,-0.47353660680299997
ACH-000796,-0.330348303994
ACH-000799,-0.5845935368899999
ACH-000800,-0.547530141426
ACH-000802,-0.40682594706299996
ACH-000804,-0.480999746719
ACH-000805,-0.36085660102399997
ACH-000809,-0.397137478265
ACH-000810,-0.403036201054
ACH-000811,-0.573754672036
ACH-000817,-0.412725610877
ACH-000819,-0.424747056727
ACH-000820,-0.666682403642
ACH-000821,-0.179024800125
ACH-000822,-0.36013973485100004
ACH-000823,-0.369753205642
ACH-000824,-0.428639450707
ACH-000827,-0.388901246282
ACH-000829,-0.229532506801
ACH-000831,-0.46609404143399996
ACH-000832,-0.45658239988899996
ACH-000833,-0.40673383926
ACH-000834,-0.617415482684
ACH-000835,-0.333815413325
ACH-000836,-0.41065190663199996
ACH-000837,-0.5151366119430001
ACH-000838,-0.408018467998
ACH-000839,-0.586864816977
ACH-000840,-0.583199577241
ACH-000841,-0.48392441963
