,TBCD (6904)
ACH-000004,-1.08132008754
ACH-000007,-0.820737608732
ACH-000009,-1.04724916204
ACH-000011,-0.775071662788
ACH-000012,-1.1034284914499999
ACH-000013,-1.01317066924
ACH-000014,-0.949419501124
ACH-000015,-0.935259812519
ACH-000017,-0.812357539452
ACH-000018,-1.0252711269900001
ACH-000019,-0.862901291584
ACH-000021,-0.9736462354819999
ACH-000022,-1.17854326911
ACH-000025,-1.0650512771
ACH-000028,-0.869218518047
ACH-000030,-1.19134924526
ACH-000035,-0.901732456435
ACH-000036,-1.0369854443100002
ACH-000037,-1.3170133972799998
ACH-000039,-1.18905492305
ACH-000040,-1.11953119768
ACH-000041,-1.1254312870899998
ACH-000042,-0.896561940319
ACH-000045,-1.0989447323100001
ACH-000047,-0.823561515342
ACH-000052,-1.08183783806
ACH-000053,-1.1119870691
ACH-000054,-1.04058684246
ACH-000055,-0.8834836930600001
ACH-000060,-0.8939914815109999
ACH-000067,-0.852723153185
ACH-000070,-0.853982529265
ACH-000075,-0.9833898650439999
ACH-000078,-0.9282422737780001
ACH-000082,-1.2579022909200002
ACH-000085,-0.718582778257
ACH-000086,-1.0599991849200001
ACH-000087,-0.836648728935
ACH-000092,-1.2006641851
ACH-000095,-0.970916952328
ACH-000097,-0.8261455881440001
ACH-000098,-1.2392097953299999
ACH-000099,-1.08987816439
ACH-000108,-0.971154638326
ACH-000113,-0.9637746545739999
ACH-000115,-1.33586592325
ACH-000116,-0.934264460715
ACH-000118,-0.987186174876
ACH-000120,-0.9482188387649999
ACH-000123,-1.0632013635700002
ACH-000127,-1.0641050162899999
ACH-000128,-0.8088505183879999
ACH-000132,-0.9368791287129999
ACH-000133,-1.23522424105
ACH-000137,-1.16313113692
ACH-000138,-0.9662927965899999
ACH-000142,-1.01757927689
ACH-000143,-0.6734982868680001
ACH-000146,-1.1368005936299999
ACH-000148,-1.06687021059
ACH-000150,-0.904946325525
ACH-000152,-1.16825647511
ACH-000153,-0.804088682087
ACH-000159,-0.657076748324
ACH-000160,-1.33897820387
ACH-000163,-0.7322313748729999
