,CUX2 (23316)
ACH-000004,-0.228950273327
ACH-000007,0.127071037354
ACH-000009,-0.17711364238400001
ACH-000011,-0.119241138579
ACH-000012,-0.09144243260469999
ACH-000013,-0.165866717612
ACH-000014,-0.0144025914316
ACH-000015,-0.09381010431369999
ACH-000017,-0.340432027272
ACH-000018,-0.141216025432
ACH-000019,-0.636459892764
ACH-000021,-0.35239619249700005
ACH-000022,-0.203286156175
ACH-000025,-0.0762320230749
ACH-000028,-0.20591882431699998
ACH-000030,-0.04538661629480001
ACH-000035,-0.160656752804
ACH-000036,-0.0948760920496
ACH-000037,-0.190907738184
ACH-000039,-0.0456439148431
ACH-000040,-0.25980128523
ACH-000041,-0.0747750230139
ACH-000042,-0.331341005868
ACH-000045,-0.138405154369
ACH-000047,-0.11827869988800001
ACH-000052,-0.13874547886
ACH-000053,-0.048698236569499995
ACH-000054,-0.040387361410199996
ACH-000055,-0.164369059091
ACH-000060,-0.184161547019
ACH-000067,-0.32848074327599996
ACH-000070,-0.10733857999
ACH-000075,-0.369914356628
ACH-000078,-0.274719170312
ACH-000082,-0.247867922542
ACH-000085,-0.30558363953699996
ACH-000086,-0.169132626822
ACH-000087,-0.278639636244
ACH-000092,-0.17866040172800002
ACH-000095,-0.08047614161660001
ACH-000097,-0.11624124074200001
ACH-000098,-0.242583229071
ACH-000099,-0.265617796102
ACH-000108,-0.199296754434
ACH-000113,-0.279908911826
ACH-000115,0.0277975310543
ACH-000116,-0.218870866551
ACH-000118,-0.101032827577
ACH-000120,-0.18540070482299997
ACH-000123,-0.0846490466252
ACH-000127,-0.101913996813
ACH-000128,0.08733184507740001
ACH-000132,-0.13539895931
ACH-000133,-0.312267008608
ACH-000137,-0.337769113853
ACH-000138,-0.124273797555
ACH-000142,-0.17061290100999998
ACH-000143,-0.171334004926
ACH-000146,-0.15504723719799998
ACH-000148,-0.23053621749400002
ACH-000150,-0.274626127815
ACH-000152,-0.37353407965400004
ACH-000153,-0.16822071778
ACH-000159,-0.23033071098000002
ACH-000160,-0.360347480384
ACH-000163,-0.163177026679
ACH-000167,-0.25116975045
ACH-000168,-0.362675483532
ACH-000169,-0.0404686326938
ACH-000178,-0.207962121503
ACH-000182,-0.30320848328
ACH-000183,-0.141120177869
ACH-000188,-0.11424190893200001
ACH-000189,-0.19594240070500002
