,GTF2F1 (2962)
ACH-000876,-0.784155378388
ACH-000878,-0.7608095862950001
ACH-000880,-0.44420706146399996
ACH-000881,-0.446821703471
ACH-000882,-0.445464533223
ACH-000884,-0.37775266367700006
ACH-000885,-0.372205511061
ACH-000887,-0.550135109098
ACH-000888,-0.39931858839100004
ACH-000889,-0.348440054978
ACH-000890,-0.467749821821
ACH-000896,-0.330441056983
ACH-000898,-0.501947221677
ACH-000900,-0.511155489299
ACH-000901,-0.32454313661
ACH-000905,-0.37844212926299997
ACH-000906,-0.251082120503
ACH-000907,-0.262368498489
ACH-000910,-0.403340100172
ACH-000911,-0.47314108538000005
ACH-000912,-0.40348916992600004
ACH-000913,-0.261751927475
ACH-000915,-0.44282833034100005
ACH-000916,-0.907045814895
ACH-000917,-0.575004303975
ACH-000921,-0.562690778937
ACH-000924,-0.602985265615
ACH-000926,-0.185203222653
ACH-000928,-0.5709685996639999
ACH-000929,-0.454628701466
ACH-000932,-0.283341863164
ACH-000935,-0.284865983502
ACH-000936,-0.48195775489200005
ACH-000937,-0.42328923150200004
ACH-000938,-0.48042205181000003
ACH-000939,-0.449840602488
ACH-000941,-0.681598503176
ACH-000943,-0.35659310448200005
ACH-000946,-0.5374654299180001
ACH-000947,-0.37603291081
ACH-000948,-0.440885521959
ACH-000950,-0.319288925984
ACH-000953,-0.417182175995
ACH-000957,-0.278388533851
ACH-000958,-0.512841873887
ACH-000960,-0.531177052482
ACH-000963,-0.399437616682
ACH-000968,-0.248965177984
ACH-000969,-0.5214009775630001
ACH-000973,-0.275182130113
ACH-000974,-0.471829385248
ACH-000975,-0.478790860306
ACH-000976,-0.302092831014
ACH-000978,-0.199154675462
ACH-000980,-0.38473576140199994
ACH-000984,-0.7540640525300001
ACH-000986,-0.453882733775
ACH-000988,-0.39178719854000005
ACH-000993,-0.582151708313
ACH-000994,-0.405982488036
ACH-000996,-0.554293377912
ACH-001001,-0.35008473701
ACH-001020,-0.304871634269
ACH-001028,-0.25703772301399996
ACH-001031,-0.547419993215
ACH-001038,-0.43541325515699997
ACH-001048,-0.434625704755
ACH-001050,-0.485159448516
ACH-001053,0.17219865038499998
ACH-001054,-0.376040547266
ACH-001061,-0.421071709448
ACH-001067,-0.525076516428
ACH-001075,-0.247950490862
ACH-001096,-0.5475165689
ACH-001128,0.10132588101399999
ACH-001134,-0.8789141546729999
ACH-001151,-0.600126159027
ACH-001163,-0.301300770357
ACH-001164,-0.300280322245
ACH-001173,-0.671182251672
ACH-001183,-0.606475542611
ACH-001184,-0.600689935564
ACH-001190,-0.6401355654640001
ACH-001192,-0.422420655293
ACH-001193,-0.32082113953200003
ACH-001196,-0.530204063797
ACH-001197,-0.41959585151999995
ACH-001205,-0.40051202833099997
ACH-001211,-0.454858522333
ACH-001212,-0.137782151889
ACH-001228,-0.943337117015
ACH-001232,-0.383606267346
ACH-001239,-0.396115196577
ACH-001274,-0.23401672679299998
ACH-001275,-0.594798357196
ACH-001277,-0.119078337018
ACH-001278,-0.530626220333
ACH-001280,-0.300210447458
ACH-001283,-0.47565050532200004
ACH-001289,-0.546013767529
ACH-001295,-0.315865522227
ACH-001300,-0.45951777957900003
ACH-001301,-0.593056007619
ACH-001302,-0.662770332367
ACH-001303,-0.522962555419
ACH-001306,-0.629167367048
ACH-001318,-0.573575750284
ACH-001322,-0.753475128852
ACH-001328,-0.729307501075
ACH-001332,-0.576635290691
ACH-001333,-0.6899460520899999
ACH-001336,-0.403012698191
ACH-001340,-0.641436979244
ACH-001346,-0.610120741715
ACH-001353,-0.45841260519199994
ACH-001354,-0.279483988889
ACH-001367,-0.336794957742
ACH-001368,-0.361170766801
ACH-001374,-0.725947512369
ACH-001375,-0.684566343233
ACH-001377,-0.33948602559
ACH-001380,-0.533450511109
ACH-001391,-0.384778000997
ACH-001407,-0.36796401736100004
ACH-001408,-0.558683462864
ACH-001413,-0.9369381960690001
ACH-001430,-0.332029527992
ACH-001431,-0.481907315812
ACH-001450,-0.41118969004100003
ACH-001496,-0.39788483581
ACH-001500,-0.16773480195999999
ACH-001521,-0.775675063988
ACH-001523,-0.355692551704
ACH-001532,-0.43696827214199996
ACH-001536,-0.805882317176
ACH-001550,-0.06776413389080001
ACH-001552,-0.548819762203
ACH-001554,-0.43739922686899996
ACH-001645,-0.60022716784
ACH-001654,-0.526857853928
ACH-001715,-0.48317490865900004
ACH-001735,-0.604445934327
ACH-001736,-0.634249719763
ACH-001737,-1.0340106817899999
ACH-001740,-0.466322848703
ACH-001745,-0.560875906035
ACH-001750,-0.422773510563
ACH-001765,-0.525177533723
ACH-001956,-0.28350114812800004
ACH-001957,-0.308019948384
