,GTF2F1 (2962)
ACH-000004,-0.318586367506
ACH-000007,-0.457567356809
ACH-000009,-0.37208092092600004
ACH-000011,-0.146698442853
ACH-000012,-0.399887802799
ACH-000013,-0.639639155719
ACH-000014,-0.526629081146
ACH-000015,-0.509800902297
ACH-000017,-0.599517992106
ACH-000018,-0.455141515435
ACH-000019,-0.711361697132
ACH-000021,-0.49890949508599997
ACH-000022,-0.7637051004800001
ACH-000025,-0.315390074671
ACH-000028,-0.625878129561
ACH-000030,-0.45384598953999994
ACH-000035,-0.769758486546
ACH-000036,-0.6862590170720001
ACH-000037,-0.352507440064
ACH-000039,-0.39813435020599997
ACH-000040,-0.201762025575
ACH-000041,-0.45894866855
ACH-000042,-0.413099950598
ACH-000045,-0.207196597293
ACH-000047,-0.500598017994
ACH-000052,-0.5304137360310001
ACH-000053,-0.394908163776
ACH-000054,-0.509638196369
ACH-000055,-0.595813451734
ACH-000060,-0.416889427712
ACH-000067,-0.5741437973560001
ACH-000070,-0.643872535378
ACH-000075,-0.621223250063
ACH-000078,-0.214475421213
ACH-000082,-0.45546957147600003
ACH-000085,-0.57289552022
ACH-000086,-0.36751581868699995
ACH-000087,-0.42512514263000006
ACH-000092,-0.409850337892
ACH-000095,-0.240011644846
ACH-000097,-0.533415608169
ACH-000098,-0.5016740875919999
ACH-000099,-0.338223332697
ACH-000108,-0.46331205835699996
ACH-000113,-0.618949270229
ACH-000115,-0.7299306225069999
ACH-000116,-0.699118082384
ACH-000118,-0.320411091812
ACH-000120,-0.40772386963
ACH-000123,-0.270343607863
ACH-000127,-0.46243099388000003
ACH-000128,-0.598903076424
ACH-000132,-0.48026341695
ACH-000133,-0.5069944933330001
ACH-000137,-0.631030514393
ACH-000138,-0.5573117696600001
ACH-000142,-0.653191845308
ACH-000143,-0.503120287527
ACH-000146,-0.531434608892
ACH-000148,-0.45171673757700004
ACH-000150,-0.455690406407
ACH-000152,-0.526781501525
ACH-000153,-0.356498558059
ACH-000159,-0.573272556042
ACH-000160,-0.0629063032804
ACH-000163,-0.258844468744
ACH-000167,-0.260362998883
ACH-000168,-0.5065874157460001
ACH-000169,-0.358326432392
ACH-000178,-0.486191594551
ACH-000182,-0.8393600515690001
ACH-000183,-0.5014817371379999
ACH-000188,-0.499590130391
ACH-000189,-0.589910955508
ACH-000190,-0.18661327565299998
ACH-000198,-0.45194651383999995
ACH-000204,-0.44386632331500003
ACH-000206,-0.612230816815
ACH-000207,-0.561453856838
ACH-000211,-0.317597552901
ACH-000215,-0.415577029091
ACH-000221,-0.644319463517
ACH-000222,-0.398232036637
ACH-000223,-0.693586968799
ACH-000226,-0.41469818824
ACH-000227,-0.318440790462
ACH-000228,-0.38584381683200003
ACH-000231,-0.510688176337
ACH-000232,-0.394098199124
ACH-000233,-0.461324509438
ACH-000234,-0.802899801363
ACH-000235,-0.6251852919049999
ACH-000237,-0.601377984049
ACH-000238,-0.168092343421
ACH-000243,-0.45597492466399997
ACH-000244,-0.6184978528980001
ACH-000246,-0.40075539025799994
ACH-000248,-0.676804469737
ACH-000250,-0.683688823449
ACH-000251,-0.511951258656
ACH-000253,-0.46919809595299994
ACH-000255,-0.518398431462
ACH-000256,-0.42670806772799996
ACH-000257,-0.321910422318
ACH-000258,-0.539093440011
ACH-000259,-0.28931677124
ACH-000260,-0.39792636281300003
ACH-000261,-0.488584051245
ACH-000262,-0.4678412081
ACH-000263,-0.528668150086
ACH-000264,-0.48563390438000004
ACH-000265,-0.198361079952
ACH-000266,-0.594196097019
ACH-000272,-0.390686472116
ACH-000273,-0.5008692206199999
ACH-000274,-0.391131977735
ACH-000277,-0.414242240752
ACH-000278,-0.7777460973729999
ACH-000279,-0.180863458233
ACH-000280,-0.561392294612
ACH-000281,-0.336064574285
ACH-000288,-0.14981471919199998
ACH-000291,-0.620212361526
ACH-000293,-0.535973650261
ACH-000294,-0.1263090688
ACH-000295,-0.09217281347230001
ACH-000296,-0.292750052585
ACH-000302,-0.707499054255
ACH-000304,-0.246933300536
ACH-000307,-0.638505054076
ACH-000308,-0.539857299642
ACH-000310,-0.324788642148
ACH-000311,-0.264223295754
ACH-000312,-0.456119118033
ACH-000315,-0.405250426021
ACH-000316,-0.308571697094
ACH-000317,-0.171691896844
ACH-000318,-0.528407100032
ACH-000319,-0.697349438721
ACH-000320,-0.230103813197
ACH-000322,-0.294791003226
ACH-000323,-0.4798985407
ACH-000324,-0.42274785670299997
ACH-000329,-0.510358797945
ACH-000330,-0.346139050309
ACH-000331,-0.6711427927079999
ACH-000332,-0.610897145016
ACH-000334,-0.306173500564
ACH-000335,-0.287225548233
ACH-000336,-0.5437465993280001
ACH-000337,-0.701019034081
ACH-000339,-0.499774882879
ACH-000341,-0.38318703264700005
ACH-000348,-0.415441629428
ACH-000350,-0.295064558507
ACH-000352,-0.811267605097
ACH-000356,-0.37112313974399996
ACH-000361,-0.0890732135815
ACH-000362,-0.28484095622
ACH-000363,-0.617536245702
ACH-000364,-0.574987236588
ACH-000365,-0.340090600605
ACH-000366,-0.493155199011
ACH-000368,-0.523900280366
ACH-000374,-0.44082322938100005
ACH-000375,-0.45122386746200005
ACH-000376,-0.257757521288
ACH-000381,-0.563009306075
ACH-000383,-0.36225949300800003
ACH-000387,-0.450510220071
ACH-000389,-0.236708420191
ACH-000390,-0.784306668505
ACH-000393,-0.5399169803580001
ACH-000395,-0.437789164951
ACH-000397,-0.432295942383
ACH-000401,-0.607868184401
ACH-000402,-0.472907826774
ACH-000403,-0.540263398995
ACH-000404,-0.534186127231
ACH-000406,-0.185648643615
ACH-000407,-0.23037351892299998
ACH-000408,-0.294430560746
ACH-000410,-0.45449482621799997
ACH-000411,-0.487088014106
ACH-000414,-0.55754289008
ACH-000415,-0.38630742160400006
ACH-000416,-0.609271424557
ACH-000420,-0.793757018342
ACH-000421,-0.817840606541
ACH-000424,-0.650284474316
ACH-000425,-0.343961575907
ACH-000426,-0.400958818277
ACH-000427,-0.510297256508
ACH-000433,-0.48145686740800003
ACH-000436,-0.447637582384
ACH-000444,-0.556302000134
ACH-000445,-0.534148029704
ACH-000448,-0.42320057424699997
ACH-000450,-0.08518845840919999
ACH-000452,-0.53303911459
ACH-000454,-0.531961488702
ACH-000458,-0.462932443634
ACH-000459,-0.219173802969
ACH-000460,-0.573295536029
ACH-000461,-0.488826713838
ACH-000463,-0.356743427811
ACH-000464,-0.250578435482
ACH-000466,-0.508411058084
ACH-000467,-0.448773529829
ACH-000468,-0.351796502671
ACH-000469,-0.261504051408
ACH-000470,-0.35821380702
ACH-000471,-0.7320530911900001
ACH-000472,-0.43085914686000004
ACH-000473,-0.375381184752
ACH-000475,-0.454083098172
ACH-000476,-0.381368612354
ACH-000477,-0.450184458492
ACH-000480,-0.588708473549
ACH-000481,-0.53836751308
ACH-000483,-0.440367160207
ACH-000484,-0.462162540184
ACH-000485,-0.40152305964100005
ACH-000486,-0.40066800978699996
ACH-000487,-0.62965958619
ACH-000488,-0.610733127373
ACH-000490,-0.554127731338
ACH-000491,-0.384987475801
ACH-000495,-0.42376180907899996
ACH-000496,-0.323781788811
ACH-000499,-0.22942744821699998
ACH-000500,-0.8798768576170001
ACH-000502,-0.546044174054
ACH-000503,-0.544004619233
ACH-000505,-0.48739036087300003
ACH-000507,-0.6504433298960001
ACH-000510,-0.41886460941
ACH-000511,-0.434637356106
ACH-000512,-0.316366849048
ACH-000516,-0.5187410094389999
ACH-000517,-0.5342915322199999
ACH-000518,-0.456942738556
ACH-000520,-0.5867667364060001
ACH-000521,-0.281183166466
ACH-000522,-0.376454829841
ACH-000524,-0.549747655304
ACH-000527,-0.671544120076
ACH-000528,-0.540772983542
ACH-000537,-0.374064681145
ACH-000541,-0.728399059153
ACH-000542,-0.316808742163
ACH-000544,-0.17964673965599998
ACH-000545,-0.331325041965
ACH-000547,-0.47596027010799996
ACH-000548,-0.563487377156
ACH-000549,-0.637615439384
ACH-000550,-0.263180349852
ACH-000552,-0.530374528326
ACH-000556,-0.837781697061
ACH-000557,-0.420187684597
ACH-000570,-0.338802471655
ACH-000571,-0.43769837814999996
ACH-000573,-0.433044403423
ACH-000576,-0.42938858204499997
ACH-000580,-0.333668770958
ACH-000584,-0.460394199311
ACH-000585,-0.45678400289300003
ACH-000588,-0.17481466862599998
ACH-000589,-0.5127376879300001
ACH-000591,-0.518923554674
ACH-000593,-0.612589251149
ACH-000600,-0.41972136088699996
ACH-000601,-0.40813202472300003
ACH-000604,-0.623207092985
ACH-000605,-0.615033228113
ACH-000606,-0.41127727611500003
ACH-000608,-0.529205259535
ACH-000614,-0.274702952982
ACH-000616,-0.421107929123
ACH-000618,-0.42034721680200005
ACH-000619,-0.27314785826099997
ACH-000620,-0.650218376099
ACH-000621,-0.496413253857
ACH-000622,-0.558663571263
ACH-000623,-0.290542111285
ACH-000624,-0.411992437179
ACH-000627,-0.227612196314
ACH-000630,-0.317312548481
ACH-000632,-0.48966331438
ACH-000633,-0.5969932882760001
ACH-000637,-0.6168050034660001
ACH-000638,-0.431909282914
ACH-000646,-0.737727974602
ACH-000647,-0.694211275665
ACH-000648,-0.433844757393
ACH-000649,-0.338779673749
ACH-000651,-0.493047783952
ACH-000652,-0.400201345697
ACH-000653,-0.506755033697
ACH-000657,-0.49142356683999994
ACH-000658,-0.361520989862
ACH-000661,-0.543118899929
ACH-000662,-0.7863647589139999
ACH-000663,-0.506694092835
ACH-000665,-0.620976371201
ACH-000671,-0.35931529084700004
ACH-000673,-0.400268573394
ACH-000676,-0.43223416846600005
ACH-000677,-0.329718639272
ACH-000681,-0.385162411998
ACH-000682,-0.42746362602399995
ACH-000683,-0.507661038011
ACH-000684,-0.102805523028
ACH-000688,-0.433521548008
ACH-000693,-0.5047486726789999
ACH-000694,-0.18947822086899999
ACH-000695,-0.6795400483059999
ACH-000696,-0.485420109017
ACH-000697,-0.43089389156900004
ACH-000699,-0.584878555962
ACH-000701,-0.825593458635
ACH-000706,-0.40969023772200003
ACH-000711,-0.51130829128
ACH-000713,-0.568776974223
ACH-000714,-0.693642872378
ACH-000718,-0.292962225101
ACH-000720,-0.497026456949
ACH-000721,-0.38218582835500003
ACH-000724,-0.641057584579
ACH-000725,-0.624645576321
ACH-000732,-0.46283219289
ACH-000734,-0.42221068198399997
ACH-000735,-0.281463253587
ACH-000736,-0.590953686968
ACH-000738,-0.434098430938
ACH-000746,-0.676620526295
ACH-000747,-0.371589368939
ACH-000748,-0.47386943798500003
ACH-000753,-0.180703934711
ACH-000756,-0.7021014235430001
ACH-000757,-0.37146836703100006
ACH-000758,-0.5558605334669999
ACH-000760,-0.360237418769
ACH-000763,-0.356877532439
ACH-000764,-0.462391596787
ACH-000765,-0.509461311503
ACH-000766,-0.502574247546
ACH-000767,-0.817115905782
ACH-000768,-0.516202814759
ACH-000769,-0.332369977104
ACH-000770,-0.358222651981
ACH-000771,-0.289007458926
ACH-000773,-0.328930817564
ACH-000776,-0.5169516381279999
ACH-000777,-0.456002211861
ACH-000778,-0.521262000985
ACH-000781,-0.516816731674
ACH-000782,-0.37327431197899996
ACH-000783,-0.425486855215
ACH-000784,-0.34918283282300006
ACH-000785,-0.7074373067120001
ACH-000787,-0.31370083926
ACH-000788,-0.457790308611
ACH-000791,-0.491065862707
ACH-000792,-0.45605344372400003
ACH-000794,-0.32198011489
ACH-000796,-0.38600396024000005
ACH-000799,-0.513185110792
ACH-000800,-0.460865265968
ACH-000802,-0.528787592289
ACH-000804,-0.294714964346
ACH-000805,-0.5594056750859999
ACH-000809,-0.36717779342100004
ACH-000810,-0.301868170619
ACH-000811,-0.48217870885700004
ACH-000817,-0.417847795787
ACH-000819,-0.708477068211
ACH-000820,-0.40880883577
ACH-000821,-0.43925314571199997
ACH-000822,-0.54611050705
ACH-000823,-0.396119787336
ACH-000824,-0.31766773928500003
ACH-000827,-0.522618764869
ACH-000829,-0.5818674131
ACH-000831,-0.584647569856
ACH-000832,-0.269796428096
ACH-000833,-0.394270757731
ACH-000834,-0.34917610133500004
ACH-000835,-0.2523312758
ACH-000836,-0.36178064204099997
ACH-000837,-0.403754362815
ACH-000838,-0.420697361298
ACH-000839,-0.464144892739
ACH-000840,-0.50463149569
ACH-000841,-0.353350917853
ACH-000843,-0.683103516082
ACH-000846,-0.552139863367
ACH-000847,-0.20109715399300002
ACH-000848,-0.390674697884
ACH-000849,-0.406193308411
ACH-000851,-0.17620098036100001
ACH-000855,-0.360160770049
ACH-000856,-0.212472309388
ACH-000858,-0.5812174104460001
ACH-000859,-0.5069096305699999
ACH-000861,-0.5762547053279999
ACH-000862,-0.41909785275300004
ACH-000865,-0.465764539661
ACH-000866,-0.40785274423100004
ACH-000867,-0.887991552482
ACH-000869,-0.47076158559799997
ACH-000872,-0.630790066566
ACH-000873,-0.509746965259
