,TPM4 (7171)
ACH-000004,-0.25778172542
ACH-000007,-0.593509576062
ACH-000009,-0.19947589721200001
ACH-000011,-0.426779463684
ACH-000012,-0.414280048631
ACH-000013,-0.4508719171600001
ACH-000014,-0.357429467455
ACH-000015,-0.37640817543899996
ACH-000017,-0.600179545696
ACH-000018,-0.626949432562
ACH-000019,-0.597791947743
ACH-000021,-0.334743601195
ACH-000022,-0.454286717831
ACH-000025,-0.41376249922700004
ACH-000028,-0.534676690858
ACH-000030,-0.396456536711
ACH-000035,-0.504496413878
ACH-000036,-0.44894751644599995
ACH-000037,-0.33401928071
ACH-000039,-0.6869584568029999
ACH-000040,-0.860989529111
ACH-000041,-0.7514406753389999
ACH-000042,-0.253859898324
ACH-000045,-0.46410236906499996
ACH-000047,-0.37447920999
ACH-000052,-0.445560585885
ACH-000053,-0.38199246915
ACH-000054,-0.5383290655290001
ACH-000055,-0.48240973079599997
ACH-000060,-0.631742331269
ACH-000067,-0.46030737531000004
ACH-000070,-0.327041505826
ACH-000075,-0.217102229133
ACH-000078,-0.187540210909
ACH-000082,-0.569517004269
ACH-000085,-0.307959501041
ACH-000086,-0.345342283217
ACH-000087,-0.46918157700900004
ACH-000092,-0.451699051787
ACH-000095,-0.376025806659
ACH-000097,-0.3750159219
ACH-000098,-0.564636495956
ACH-000099,-0.509607261251
ACH-000108,-0.17015360555300002
ACH-000113,-0.44089997644400003
ACH-000115,-0.564521202048
ACH-000116,-0.591301390143
ACH-000118,-0.45436927226400003
ACH-000120,-0.501862101526
ACH-000123,-0.339719253046
ACH-000127,-0.597839359973
ACH-000128,-0.425406618121
ACH-000132,-0.307034719106
ACH-000133,-0.587332136258
ACH-000137,-0.417422610094
ACH-000138,-0.312173880671
ACH-000142,-0.391678885057
ACH-000143,-0.565667408333
ACH-000146,-0.46576907914300003
ACH-000148,-0.387112928552
ACH-000150,-0.660053689546
ACH-000152,-0.429488614099
ACH-000153,-0.798488029413
ACH-000159,-0.7157020405600001
ACH-000160,-0.332695299195
ACH-000163,-0.7712797822399999
ACH-000167,-0.650809030732
ACH-000168,-0.267952830169
ACH-000169,-0.38873722535899996
ACH-000178,-0.629509675419
ACH-000182,-0.38833016747500004
ACH-000183,-0.228014782034
ACH-000188,-0.301499039181
ACH-000189,-0.7159032452869999
ACH-000190,-0.629356790548
ACH-000198,-0.45958426285400006
ACH-000204,-0.4617815402
ACH-000206,-0.338418202663
ACH-000207,-0.720159205704
ACH-000211,-0.370205413571
ACH-000215,-0.381258152689
ACH-000221,-0.306410928448
ACH-000222,0.061827799799899996
ACH-000223,-0.548755302463
ACH-000226,-0.329823682216
ACH-000227,-0.45335021166100004
ACH-000228,-0.372548519277
ACH-000231,-0.46342636297300005
ACH-000232,-0.423846313943
ACH-000233,-0.5669959551479999
ACH-000234,-0.619240507158
ACH-000235,-0.494435030057
ACH-000237,-0.5450524920409999
ACH-000238,-0.27616679079900003
ACH-000243,-0.35995915985
ACH-000244,-0.5868681421999999
ACH-000246,-0.39905363428999996
ACH-000248,-0.504981031305
ACH-000250,-0.406710522615
ACH-000251,-0.474349903587
ACH-000253,-0.291910258315
ACH-000255,-0.486478859372
ACH-000256,-0.46947287007399996
ACH-000257,-0.410518438916
ACH-000258,-0.442175792067
ACH-000259,-0.253793276306
ACH-000260,-0.30944988074499996
ACH-000261,-0.42189971099699997
ACH-000262,-0.459353574613
ACH-000263,-0.44495468563900004
ACH-000264,-0.651939234382
ACH-000265,-0.28643177857700003
ACH-000266,-0.305052117705
ACH-000272,-0.364012384944
ACH-000273,-0.37282948609399996
ACH-000274,-0.386180246264
ACH-000277,-0.399238983531
ACH-000278,-0.7089658961409999
ACH-000279,-0.43612003156
ACH-000280,-0.328584747991
ACH-000281,-0.12565970407
ACH-000288,-0.120496849997
ACH-000291,-0.585812815647
ACH-000293,-0.49936617095799996
ACH-000294,-0.50522493464
ACH-000295,-0.28915592881700003
ACH-000296,-0.38444447544200006
ACH-000302,-0.58593372522
ACH-000304,-0.839927980778
ACH-000307,-0.377122531166
ACH-000308,-0.29972984101
ACH-000310,-0.331265004187
ACH-000311,-0.24541602705499999
ACH-000312,-0.238871515922
ACH-000315,-0.42362824610600003
ACH-000316,-0.124421841639
ACH-000317,-0.259348273175
ACH-000318,-0.388057411126
ACH-000319,-0.5561970595610001
ACH-000320,-0.22439850257399999
ACH-000322,-0.177990811706
ACH-000323,-0.42458875840000004
ACH-000324,-0.240062625513
ACH-000329,-0.302087401006
ACH-000330,-0.276496989492
ACH-000331,-0.49291677238799997
ACH-000332,-0.503552819176
ACH-000334,-0.457246697363
ACH-000335,-0.41924519068599997
ACH-000336,-0.13671423414699999
ACH-000337,-0.367797302091
ACH-000339,-0.556908662377
ACH-000341,-0.769997608971
ACH-000348,-0.5702863929959999
ACH-000350,-0.0997072541198
ACH-000352,-0.525331101787
ACH-000356,-0.160851022372
ACH-000361,-0.478808676116
ACH-000362,-0.323616157904
ACH-000363,-0.666485564799
ACH-000364,-0.459338562642
ACH-000365,-0.236962099046
ACH-000366,-0.27697756361
ACH-000368,-0.519097018984
ACH-000374,-0.256422196213
ACH-000375,-0.39597407436300003
ACH-000376,-0.28196617572
ACH-000381,-0.232141421214
ACH-000383,-0.426760226636
ACH-000387,-0.38000727228799996
ACH-000389,-0.37315452475
ACH-000390,-0.459634730704
ACH-000393,-0.43098073881800003
ACH-000395,-0.649367103138
ACH-000397,-0.382839684089
ACH-000401,-0.608697043274
ACH-000402,-0.753949969267
ACH-000403,-0.329326879663
ACH-000404,-0.12521357760399998
ACH-000406,-0.412968506356
ACH-000407,-0.257544629675
ACH-000408,-0.35310460068899996
ACH-000410,-0.447652231664
ACH-000411,-0.158962828139
ACH-000414,-0.348546721094
ACH-000415,-0.20885444867800002
ACH-000416,-0.524881379766
ACH-000420,-0.490932327648
ACH-000421,-0.41233115921700003
ACH-000424,-0.545632907889
ACH-000425,-0.380124631813
ACH-000426,-0.608947675925
ACH-000427,-0.35833807547799995
ACH-000433,-0.49937102493999996
ACH-000436,-0.585611535918
ACH-000444,-0.5746324848709999
ACH-000445,-0.08844653452060001
ACH-000448,-0.39093767777800004
ACH-000450,-0.45017645688100005
ACH-000452,-0.419573409475
ACH-000454,-0.7556211246690001
ACH-000458,-0.562151906777
ACH-000459,-0.15906555020500002
ACH-000460,-0.38079059420999994
ACH-000461,-0.38324856306999994
ACH-000463,-0.219810561067
ACH-000464,-0.527684434435
ACH-000466,-0.483906484675
ACH-000467,-0.208324368466
ACH-000468,-0.354795297936
ACH-000469,-0.25826581366900003
ACH-000470,-0.48499713008
ACH-000471,-0.419650319494
ACH-000472,-0.5704013863399999
ACH-000473,-0.31539719473
ACH-000475,-0.425690253337
ACH-000476,-0.270023627458
ACH-000477,-0.478738370121
ACH-000480,-0.667507585714
ACH-000481,-0.276319844379
