,RALGPS2 (55103)
ACH-000004,0.0555698162268
ACH-000007,0.07363150580660001
ACH-000009,-0.103457847927
ACH-000011,-0.0991809407985
ACH-000012,0.141384113877
ACH-000013,0.08759943337000001
ACH-000014,-0.08863677745580001
ACH-000015,0.190345330382
ACH-000017,0.0773915721491
ACH-000018,-0.17511753114999998
ACH-000019,-0.10637374269500001
ACH-000021,0.09168279835169998
ACH-000022,0.09926128919119999
ACH-000025,0.21387149527199997
ACH-000028,0.11919392318399999
ACH-000030,0.0190820666314
ACH-000035,0.07717859092839999
ACH-000036,0.032863575158
ACH-000037,0.0659166897308
ACH-000039,0.153506977455
ACH-000040,0.0880332912906
ACH-000041,0.206031657738
ACH-000042,0.167004259896
ACH-000045,0.055836425160900004
ACH-000047,-0.005995135854260001
ACH-000052,0.0730445658779
ACH-000053,0.182929006374
ACH-000054,-0.076516558134
ACH-000055,-0.22519531173000001
ACH-000060,-0.030285871750599998
ACH-000067,-0.013900286238299999
ACH-000070,-0.015190032732400001
ACH-000075,0.230948853697
ACH-000078,0.337675438138
ACH-000082,0.125710346452
ACH-000085,0.133628850606
ACH-000086,-0.06004475345909999
ACH-000087,-0.116580881086
ACH-000092,0.16152693767999998
ACH-000095,-0.20724210109700003
ACH-000097,0.0241467723525
ACH-000098,-0.0318795461072
ACH-000099,0.188040947009
ACH-000108,0.297850000926
ACH-000113,0.13760601812200002
ACH-000115,0.123824777734
ACH-000116,0.060265748094199996
ACH-000118,0.05488995973540001
ACH-000120,0.24017141003000003
ACH-000123,0.022880199181900002
ACH-000127,-0.0523435147388
ACH-000128,0.265483468055
ACH-000132,0.18266477695
ACH-000133,-0.19809005966899998
ACH-000137,-0.14980010047700001
ACH-000138,0.139379374293
ACH-000142,0.0734684452846
ACH-000143,0.185798503941
ACH-000146,0.340305389432
ACH-000148,0.100217660975
ACH-000150,0.20811955114300001
ACH-000152,0.123976481522
ACH-000153,0.296339259355
ACH-000159,0.0520423081355
ACH-000160,0.161124252913
ACH-000163,0.0615146609026
ACH-000167,0.11044568823100001
ACH-000168,0.0322677488196
ACH-000169,0.18451251250700001
ACH-000178,0.127367783392
ACH-000182,0.116163395853
ACH-000183,0.17840893540199998
ACH-000188,0.108303151226
ACH-000189,0.09837592478660001
ACH-000190,-0.08111280725610001
ACH-000198,0.0398385990615
ACH-000204,0.242421480306
ACH-000206,0.09761211796219998
ACH-000207,0.21511079464400001
ACH-000211,0.0665185492459
ACH-000215,0.20599533955200003
ACH-000221,0.228486562713
ACH-000222,0.220113569634
ACH-000223,0.0711685027163
ACH-000226,0.050110495756199996
