,STRADA (92335)
ACH-000004,-0.21160899525
ACH-000007,0.0516981225629
ACH-000009,-0.29513796821800004
ACH-000011,-0.181140782956
ACH-000012,-0.024628428228199998
ACH-000013,-0.00663295622748
ACH-000014,-0.160040068421
ACH-000015,-0.140714279913
ACH-000017,-0.165927209831
ACH-000018,-0.259678013344
ACH-000019,-0.340685435346
ACH-000021,-0.195303048638
ACH-000022,-0.0764830914625
ACH-000025,-0.140687254198
ACH-000028,-0.30643321405
ACH-000030,-0.142599337252
ACH-000035,-0.0272980998418
ACH-000036,-0.21840786033100001
ACH-000037,-0.291262870508
ACH-000039,-0.0801846119259
ACH-000040,-0.313640784923
ACH-000041,-0.04155783513280001
ACH-000042,-0.20786374697700002
ACH-000045,-0.412959938099
ACH-000047,-0.319649598615
ACH-000052,-0.132174008582
ACH-000053,-0.168212625057
ACH-000054,-0.30202365562399996
ACH-000055,-0.290873463416
ACH-000060,-0.233606987213
ACH-000067,-0.248714319998
ACH-000070,0.116745224614
ACH-000075,-0.329983754765
ACH-000078,-0.333484581843
ACH-000082,-0.34145837802400003
ACH-000085,-0.379709655771
ACH-000086,-0.274181863794
ACH-000087,-0.06181204781219999
ACH-000092,-0.23668170321600002
ACH-000095,-0.230204665209
ACH-000097,-0.016932005801699998
ACH-000098,-0.314176878775
ACH-000099,-0.121136408661
ACH-000108,-0.24344276303100001
ACH-000113,-0.398662922429
ACH-000115,-0.264541461747
ACH-000116,-0.346153753106
ACH-000118,-0.192368169567
ACH-000120,-0.246155269123
ACH-000123,0.0641669126188
ACH-000127,-0.12853316340600002
ACH-000128,0.0010131287223200001
ACH-000132,-0.0784328716549
ACH-000133,-0.250215520162
ACH-000137,-0.09126587055130002
ACH-000138,-0.402403310259
ACH-000142,-0.389316263705
ACH-000143,0.130404097741
ACH-000146,-0.221936103703
ACH-000148,-0.15652149072000002
ACH-000150,-0.110279416316
ACH-000152,-0.32069052803000003
ACH-000153,0.36574688219800006
ACH-000159,-0.216932119814
ACH-000160,-0.0025819979006799997
ACH-000163,-0.286108989527
ACH-000167,-0.515534929726
ACH-000168,-0.146936082119
ACH-000169,-0.126150788738
ACH-000178,-0.09399911363800001
ACH-000182,-0.04123943705119999
ACH-000183,-0.034043516692900004
ACH-000188,-0.205744791743
ACH-000189,-0.330553394745
ACH-000190,-0.31829014940699996
ACH-000198,-0.40594102439499996
ACH-000204,-0.0537577449163
ACH-000206,-0.06701980351869999
ACH-000207,0.0573873307108
ACH-000211,-0.142695081153
ACH-000215,-0.182288183488
ACH-000221,-0.09329540894239999
ACH-000222,-0.11230433355599999
ACH-000223,-0.09932326647
ACH-000226,0.0075475372663399995
ACH-000227,-0.459254325245
ACH-000228,-0.09809060194199999
ACH-000231,-0.29107227543200004
ACH-000232,-0.0374945143525
ACH-000233,-0.12086301647500002
ACH-000234,-0.127353750122
ACH-000235,-0.215130454705
ACH-000237,-0.236723285956
ACH-000238,-0.477208546034
ACH-000243,-0.32780958338599997
ACH-000244,-0.157095028572
ACH-000246,-0.192168503249
ACH-000248,-0.344275269217
ACH-000250,-0.121397004344
ACH-000251,-0.136215537356
ACH-000253,-0.134002861178
ACH-000255,-0.26846881619
ACH-000256,-0.238107686329
ACH-000257,-0.00437609339809
ACH-000258,-0.294513854944
ACH-000259,-0.065938469133
ACH-000260,-0.117275279988
ACH-000261,0.0156053065385
ACH-000262,-0.209883477037
ACH-000263,-0.349854041651
ACH-000264,-0.150773615131
ACH-000265,-0.239378932938
ACH-000266,-0.0836435964381
ACH-000272,-0.137777776479
ACH-000273,-0.342528107315
ACH-000274,-0.23865689903499998
ACH-000277,-0.113617513531
ACH-000278,-0.0760274709865
ACH-000279,-0.309087148039
ACH-000280,-0.180498723154
ACH-000281,-0.241057391407
ACH-000288,-0.30638569189599996
ACH-000291,-0.301610620117
ACH-000293,-0.24221698039099998
ACH-000294,-0.45378849291199996
ACH-000295,-0.725799988986
ACH-000296,-0.11618625976199999
ACH-000302,-0.031344552497
ACH-000304,-0.16177798220999998
ACH-000307,-0.08241237442589999
ACH-000308,-0.10267778760299999
ACH-000310,-0.195282224543
ACH-000311,-0.19518931737700002
ACH-000312,-0.0554435048217
ACH-000315,-0.10044608135199999
ACH-000316,-0.312998935202
ACH-000317,-0.0892902601173
ACH-000318,-0.123698822088
ACH-000319,-0.241603622595
ACH-000320,-0.178452870145
ACH-000322,0.0268032658434
ACH-000323,-0.193341371822
ACH-000324,-0.340387213485
ACH-000329,-0.159863469197
ACH-000330,-0.15195813218499998
ACH-000331,-0.127308008903
ACH-000332,-0.292087765341
ACH-000334,-0.26886010917500003
ACH-000335,-0.309486809335
ACH-000336,-0.0975965777396
ACH-000337,-0.49642483057899994
ACH-000339,-0.15702810898800001
ACH-000341,0.034033367589199996
ACH-000348,-0.297218175398
ACH-000350,-0.153888450117
ACH-000352,-0.124945170336
ACH-000356,-0.060637820436199995
ACH-000361,-0.19765769604000002
ACH-000362,-0.517247923708
ACH-000363,-0.147991849929
ACH-000364,-0.12220893215
ACH-000365,-0.179446299539
ACH-000366,-0.052342298394599994
ACH-000368,-0.143819891432
ACH-000374,-0.30111635874299997
ACH-000375,-0.021659811807300002
ACH-000376,-0.0839263411919
ACH-000381,-0.445230770014
ACH-000383,-0.114244839646
ACH-000387,-0.255874756384
ACH-000389,-0.21804749636300003
ACH-000390,-0.240758380163
ACH-000393,-0.192744175381
ACH-000395,0.015081900353700002
ACH-000397,-0.301127542022
ACH-000401,-0.13650321971100002
ACH-000402,-0.45438047014
ACH-000403,-0.0908441459155
ACH-000404,0.0544010790002
ACH-000406,-0.0732095220428
ACH-000407,-0.340113447733
ACH-000408,0.0213614576336
ACH-000410,-0.183965782469
ACH-000411,-0.222199564483
ACH-000414,-0.184186070924
ACH-000415,-0.220052694355
ACH-000416,-0.216497486016
ACH-000420,-0.305262451318
ACH-000421,-0.0394021222001
ACH-000424,-0.0908402411079
ACH-000425,-0.227740849148
ACH-000426,-0.22252929824999998
ACH-000427,-0.444731881945
ACH-000433,-0.25756982712
ACH-000436,-0.046803772390800004
ACH-000444,-0.144116454606
ACH-000445,-0.271498104387
ACH-000448,-0.224966795193
ACH-000450,-0.132655671344
ACH-000452,-0.131364647136
ACH-000454,0.20714431914999998
ACH-000458,-0.258832909691
ACH-000459,-0.00466811224521
ACH-000460,-0.0883567984083
ACH-000461,-0.041085507908199995
ACH-000463,-0.176768321122
ACH-000464,-0.0059531062570699995
ACH-000466,-0.174933901015
ACH-000467,-0.12337938070900001
ACH-000468,-0.425442096589
ACH-000469,-0.047968048782400005
ACH-000470,-0.320240743581
ACH-000471,-0.148467486897
ACH-000472,-0.20605264153499997
ACH-000473,0.0186555654129
ACH-000475,-0.0248880932906
ACH-000476,-0.17153660878199997
ACH-000477,-0.102060812629
ACH-000480,-0.14354139722
ACH-000481,-0.14169055955499998
ACH-000483,-0.190363012409
ACH-000484,-0.05330308488319999
ACH-000485,-0.11141060243300001
ACH-000486,-0.278920055173
ACH-000487,-0.08557465745989999
ACH-000488,0.0462306295017
ACH-000490,0.0829582437204
ACH-000491,-0.0650773445749
ACH-000495,-0.039391764760199996
ACH-000496,-0.211430473764
ACH-000499,0.110544648446
ACH-000500,-0.361812910317
ACH-000502,-0.165947194392
ACH-000503,-0.34640566145199997
ACH-000505,-0.226169331523
ACH-000507,-0.0790902010793
ACH-000510,-0.161016343389
ACH-000511,-0.16180025795800002
ACH-000512,-0.221784613658
ACH-000516,-0.215306221573
ACH-000517,-0.18209380570999997
ACH-000518,-0.0920603456969
ACH-000520,-0.214983056099
ACH-000521,-0.29997396089699996
ACH-000522,-0.237140004201
ACH-000524,-0.07143072767780001
ACH-000527,-0.20335808716899997
ACH-000528,-0.215299779032
ACH-000537,-0.281612431259
ACH-000541,0.057685827279400005
ACH-000542,-0.163557668897
ACH-000544,-0.372874088718
ACH-000545,-0.143118038357
ACH-000547,0.00319498930359
ACH-000548,-0.28471361704
ACH-000549,0.041429664787800004
ACH-000550,-0.390398013654
ACH-000552,-0.10631550575899999
ACH-000556,-0.126203229901
ACH-000557,-0.0790427908137
ACH-000570,-0.34920159430500003
ACH-000571,-0.103621689319
ACH-000573,-0.0383296276136
ACH-000576,-0.413493157073
ACH-000580,-0.0796922509546
ACH-000584,-0.00595181664488
ACH-000585,0.00318795869756
ACH-000588,-0.31584217254
ACH-000589,-0.0624373691645
ACH-000591,-0.305393705187
ACH-000593,-0.233920315077
ACH-000600,-0.251878652024
ACH-000601,-0.175248775903
ACH-000604,-0.13873209126
ACH-000605,-0.0250488842308
ACH-000606,-0.210837031958
ACH-000608,-0.028085594051599997
ACH-000614,0.049487653095899996
ACH-000616,-0.346940473014
ACH-000618,-0.183624840137
ACH-000619,-0.182053055484
ACH-000620,-0.0107097891227
ACH-000621,-0.285820086644
ACH-000622,-0.190434908264
ACH-000623,-0.159506327195
ACH-000624,-0.305621231308
ACH-000627,-0.272825987717
ACH-000630,-0.30577361058
ACH-000632,-0.0331645959798
ACH-000633,-0.10626489510399999
ACH-000637,-0.0246882338931
ACH-000638,-0.0898010152328
ACH-000646,-0.231084667663
ACH-000647,-0.277352666887
ACH-000648,0.0758553478952
ACH-000649,-0.178737174227
ACH-000651,-0.300274290552
ACH-000652,-0.0204669964544
ACH-000653,-0.368728499292
ACH-000657,-0.11927349895
ACH-000658,-0.30523675622900004
ACH-000661,-0.18584244352499998
