,LIN28A (79727)
ACH-000004,0.21942571246599998
ACH-000007,0.013141594495600002
ACH-000009,-0.0584838404038
ACH-000011,-0.0036664251014800003
ACH-000012,-0.030671261736
ACH-000013,-0.0648463333063
ACH-000014,-0.224150759547
ACH-000015,-0.155474241853
ACH-000017,-0.0803268428774
ACH-000018,-0.0439096485061
ACH-000019,0.08797450954639999
ACH-000021,-0.056757975675599995
ACH-000022,0.0106684531388
ACH-000025,-0.07593583281260001
ACH-000028,0.0230116731329
ACH-000030,-0.08910268427319999
ACH-000035,-0.158114994817
ACH-000036,-0.112723628931
ACH-000037,0.134667617127
ACH-000039,-0.12320342957000001
ACH-000040,-0.118353158753
ACH-000041,0.249267534906
ACH-000042,0.0480555295581
ACH-000045,-0.189899194441
ACH-000047,-0.119595700567
ACH-000052,-0.249044991722
ACH-000053,-0.115245231019
ACH-000054,0.0427036223078
ACH-000055,0.20361447667
ACH-000060,-0.191275379608
ACH-000067,-0.26272837029199997
ACH-000070,0.0729023107944
ACH-000075,-0.11825357175899999
ACH-000078,-0.0848628282762
ACH-000082,0.0634486420138
ACH-000085,0.08056745789419999
ACH-000086,-0.06191976101840001
ACH-000087,0.144289435813
ACH-000092,-0.230379121614
ACH-000095,0.0398205555932
ACH-000097,0.120361984467
ACH-000098,0.0461001528865
ACH-000099,-0.06531375033390001
ACH-000108,-0.0181216765919
ACH-000113,0.012062863860200002
ACH-000115,-0.462145629114
ACH-000116,-0.0516907345726
ACH-000118,0.13902272260600002
ACH-000120,-0.027738459950900005
ACH-000123,0.219995215801
ACH-000127,-0.129103505748
ACH-000128,-0.375517181513
ACH-000132,0.073308238018
ACH-000133,-0.0951510628387
ACH-000137,-0.453148868496
ACH-000138,0.00815204873742
ACH-000142,-0.16161363558800002
ACH-000143,0.315131401747
ACH-000146,-0.0997114461946
ACH-000148,-0.248925991445
ACH-000150,-0.246142368153
ACH-000152,-0.0540425454342
ACH-000153,0.139835138206
ACH-000159,-0.0326461529965
ACH-000160,-0.0931555402737
ACH-000163,0.210393241792
ACH-000167,0.394448328548
ACH-000168,-0.046780405347100006
ACH-000169,-0.048601182753999994
ACH-000178,0.0449791071802
ACH-000182,0.0838357116632
ACH-000183,0.0276181337542
ACH-000188,-0.21739706655299998
ACH-000189,-0.314230513524
ACH-000190,-0.242740021707
ACH-000198,-0.106570551845
ACH-000204,-0.14131893498099998
ACH-000206,-0.10098141740199999
ACH-000207,0.240614679408
ACH-000211,-0.0814328406559
ACH-000215,-0.0102396190682
ACH-000221,-0.23471979088599998
ACH-000222,0.0980933686123
ACH-000223,0.131727252788
ACH-000226,-0.016411809420700002
ACH-000227,-0.049436937096699995
ACH-000228,0.00270261794589
ACH-000231,0.0329346377895
ACH-000232,-0.0017807643580599998
ACH-000233,-0.045526513450699996
ACH-000234,0.0048387798825
ACH-000235,-0.084530989827
ACH-000237,0.0421968536019
ACH-000238,-0.0594094706076
ACH-000243,0.0774702183348
ACH-000244,-0.174038793541
ACH-000246,-0.0295657728934
ACH-000248,-0.14004643366699998
ACH-000250,0.023568479546199998
ACH-000251,-0.00415547226045
ACH-000253,0.0765721201403
ACH-000255,-0.07992506154660001
ACH-000256,-0.138629279693
ACH-000257,0.0598432161205
ACH-000258,0.171768566716
ACH-000259,-0.0337845785286
ACH-000260,-0.0774338612622
ACH-000261,-0.0922900137105
ACH-000262,-0.055328720454
ACH-000263,-0.09059199521780001
ACH-000264,-0.0280396373481
ACH-000265,-0.174514338583
ACH-000266,0.135609902393
ACH-000272,0.0899793658625
ACH-000273,-0.23493530148800001
ACH-000274,-0.187017593294
ACH-000277,0.23245440660500002
ACH-000278,0.137207063919
ACH-000279,-0.0485842774962
ACH-000280,-0.0394109163488
ACH-000281,-0.0376326122905
ACH-000288,-0.0661069203216
ACH-000291,-0.0955238669049
ACH-000293,-0.332601191224
ACH-000294,-0.0706258869007
ACH-000295,0.03782445625980001
ACH-000296,-0.0502412253094
ACH-000302,-0.155510083541
ACH-000304,0.254954031709
ACH-000307,-0.040224790615
ACH-000308,-0.0155396151909
ACH-000310,-0.17312523160799997
ACH-000311,0.08718961125600001
ACH-000312,-0.12684651625600002
ACH-000315,0.217197292472
ACH-000316,-0.09567218661139999
ACH-000317,-0.124617667715
ACH-000318,0.0551015946298
ACH-000319,-0.18386624242600003
ACH-000320,0.0668867157809
ACH-000322,0.247355694463
ACH-000323,-0.425882021075
ACH-000324,-0.0597470920187
ACH-000329,-0.263611560515
ACH-000330,-0.192740307207
ACH-000331,-0.118505857887
ACH-000332,-0.020105996639700002
ACH-000334,-0.00447940798677
ACH-000335,-0.41899808252099996
ACH-000336,-0.166966687863
ACH-000337,0.111464396366
ACH-000339,0.0789017773554
ACH-000341,-0.204423593851
ACH-000348,0.0817889104187
ACH-000350,-0.15270612817600002
ACH-000352,-0.0950773281034
ACH-000356,-0.295787867668
ACH-000361,-0.00688650876609
ACH-000362,0.0499048193439
ACH-000363,-0.233757302502
ACH-000364,-0.299284867692
ACH-000365,-0.021723213916500003
ACH-000366,-0.161301705069
ACH-000368,-0.161627082802
ACH-000374,-0.00848862538954
ACH-000375,-0.405947819542
ACH-000376,0.035455712828300005
ACH-000381,-0.228881853813
ACH-000383,-0.0716992049952
ACH-000387,-0.0780584936146
ACH-000389,-0.11112609342499999
ACH-000390,0.084059087499
ACH-000393,-0.25155850115899997
ACH-000395,-0.523176716502
ACH-000397,0.0525085175751
ACH-000401,0.0759631774736
ACH-000402,-0.15289590107599998
ACH-000403,0.11142836536299999
ACH-000404,0.22395164499499998
ACH-000406,-0.129460777518
ACH-000407,-0.171740614551
ACH-000408,-0.18255309644200002
ACH-000410,-0.106909650821
ACH-000411,-0.00895538230116
ACH-000414,-0.19616823948800002
ACH-000415,-0.0704317103242
ACH-000416,-0.04114023717780001
ACH-000420,0.174577723627
ACH-000421,0.04857431982319999
ACH-000424,-0.12316047105399999
ACH-000425,-0.0674284727829
ACH-000426,-0.041073422075800003
ACH-000427,0.014012169477699999
ACH-000433,0.105529818082
ACH-000436,-0.0225032834429
ACH-000444,0.04054416243569999
ACH-000445,-0.224628907166
ACH-000448,-0.0204330458349
ACH-000450,-0.29674676451299997
ACH-000452,-0.0742301475287
ACH-000454,-0.14724100334100002
ACH-000458,-0.262996574159
ACH-000459,-0.08095391961080001
ACH-000460,0.036052589947599994
ACH-000461,-0.0909020325626
ACH-000463,-0.0827285158183
ACH-000464,0.00787435116542
ACH-000466,-0.0483924650512
ACH-000467,0.0374153573773
ACH-000468,-0.15729220056399998
ACH-000469,-0.022876579486700004
ACH-000470,0.228249169842
ACH-000471,-0.0758806308923
ACH-000472,0.0662437837492
ACH-000473,-0.05783974365180001
ACH-000475,0.04827970057440001
ACH-000476,-0.0762362522903
ACH-000477,-0.0775752400837
ACH-000480,-0.0063930557302
ACH-000481,0.0279927755988
ACH-000483,-0.0890814857025
ACH-000484,-0.077786758278
ACH-000485,0.227957114486
ACH-000486,-0.0130483141465
ACH-000487,-0.0680716703815
ACH-000488,0.0355318489085
ACH-000490,-0.311755232729
ACH-000491,-0.053906740528699995
ACH-000495,0.0447958620611
ACH-000496,-0.0255025473383
ACH-000499,-0.24074243798300002
ACH-000500,-0.22391571171
ACH-000502,-0.048501147226099994
ACH-000503,0.107142927428
ACH-000505,-0.103824960524
ACH-000507,-0.15417509706399998
ACH-000510,0.0431665938019
ACH-000511,-0.109464834284
ACH-000512,-0.19391747672899998
ACH-000516,0.03736002839640001
ACH-000517,0.0191651037832
ACH-000518,0.07132486380889999
ACH-000520,-0.0334338645627
ACH-000521,-0.379081873778
ACH-000522,-0.146850266394
ACH-000524,-0.102741817854
ACH-000527,-0.020572761157799997
ACH-000528,-0.017785328002
ACH-000537,0.106304872621
ACH-000541,-0.209904635715
ACH-000542,0.0134817533548
ACH-000544,0.009316629272129999
ACH-000545,-0.07204089042789999
ACH-000547,-0.236539819743
ACH-000548,-0.121166712357
ACH-000549,0.013046907385200002
ACH-000550,-0.233977869216
ACH-000552,0.007079954832210001
ACH-000556,0.034339544597200004
ACH-000557,-0.015318699012500001
ACH-000570,0.0962338876599
ACH-000571,-0.0962248521721
ACH-000573,0.09542103866910001
ACH-000576,0.09630520035019999
ACH-000580,-0.17662564731199998
ACH-000584,-0.0488524354376
ACH-000585,-0.0852750517173
ACH-000588,0.136151711224
ACH-000589,0.0994674621372
ACH-000591,-0.305850720365
ACH-000593,-0.226374321752
ACH-000600,-0.150757028277
ACH-000601,0.0
ACH-000604,-0.0293050751987
ACH-000605,-0.17947750609700003
ACH-000606,-0.160953841227
ACH-000608,0.053741213639900004
ACH-000614,-0.313698217301
ACH-000616,-0.0284114864448
ACH-000618,-0.0212578837552
ACH-000619,0.161899920868
ACH-000620,-0.114128567361
ACH-000621,-0.0111007201012
ACH-000622,0.0197533142886
ACH-000623,-0.0527420059406
ACH-000624,-0.0398949012409
ACH-000627,-0.16473628258099998
ACH-000630,-0.0871734722378
ACH-000632,-0.0533100688519
ACH-000633,-0.102819499784
ACH-000637,-0.052239833956199994
ACH-000638,-0.206155740152
ACH-000646,-0.375299255249
ACH-000647,0.126746224865
ACH-000648,-0.030336575075500003
ACH-000649,-0.21157973247499998
ACH-000651,-0.0536259181498
ACH-000652,0.143846614227
ACH-000653,-0.10266145046
ACH-000657,-0.13889298934900002
ACH-000658,-0.08858341694800001
ACH-000661,-0.035280487275
ACH-000662,0.20068953597300002
ACH-000663,0.121755022809
ACH-000665,-0.024499429076099997
ACH-000671,-0.25656129481600004
ACH-000673,-0.031315327892400005
ACH-000676,-0.05709991646530001
ACH-000677,0.000241472039051
ACH-000681,-0.170729555598
ACH-000682,-0.175174787407
ACH-000683,-0.220917177644
ACH-000684,0.0975822452923
ACH-000688,-0.285152066521
ACH-000693,-0.0442437735819
ACH-000694,-0.167702557882
ACH-000695,0.24174087666900002
ACH-000696,-0.027160947232400003
ACH-000697,-0.233733197029
ACH-000699,-0.020746699179200002
ACH-000701,-0.0343100386205
ACH-000706,0.0199580050402
ACH-000711,-0.0223750432688
ACH-000713,-0.197533875386
ACH-000714,-0.246585649701
ACH-000718,0.056053772798300004
ACH-000720,-0.00477853365989
ACH-000721,-0.0627516066972
ACH-000724,-0.005481886200890001
ACH-000725,0.0398856206872
ACH-000732,-0.08394945142610001
ACH-000734,-0.14544620631400001
ACH-000735,-0.07802324660280001
ACH-000736,-0.130908998301
ACH-000738,-0.020169609513099998
ACH-000746,0.0821591024988
ACH-000747,-0.14332275851600002
ACH-000748,-0.043256606133500006
ACH-000753,-0.16289774926
ACH-000756,0.270489587548
ACH-000757,-0.213788390563
ACH-000758,-0.41598257720200005
ACH-000760,0.0365691856045
ACH-000763,-0.0075584790554900005
ACH-000764,0.0
ACH-000765,-0.0906224262813
ACH-000766,0.049897710176200004
ACH-000767,0.13481899359000002
ACH-000768,-0.0483930826376
ACH-000769,-0.18615044159299998
ACH-000770,-0.10863961700899999
ACH-000771,-0.254635175015
ACH-000773,-0.148609691831
ACH-000776,0.031860839062799996
ACH-000777,-0.03853713899819999
ACH-000778,-0.0617875577794
ACH-000781,0.00868113128627
ACH-000782,-0.203000672599
ACH-000783,-0.0799776571144
ACH-000784,-0.0522587191011
ACH-000785,-0.152591387852
ACH-000787,-0.11554301857
ACH-000788,-0.0218564190717
ACH-000791,0.0821154176162
ACH-000792,0.227516918626
ACH-000794,0.04030368893090001
ACH-000796,0.0523600886376
ACH-000799,0.271073732776
ACH-000800,-0.234367540702
ACH-000802,-0.0670266062592
ACH-000804,0.07876473258830001
ACH-000805,-0.24524486823199998
ACH-000809,0.0183707916324
ACH-000810,-0.07351235499030001
ACH-000811,-0.0757783064629
ACH-000817,-0.26991182428000005
ACH-000819,-0.00717718070986
ACH-000820,0.266251711159
ACH-000821,0.22054770089899997
ACH-000822,-0.107358472597
ACH-000823,0.053300937016
ACH-000824,-0.24567887671100003
ACH-000827,-0.020363087243700003
ACH-000829,-0.0650616260811
ACH-000831,0.09796841710930002
ACH-000832,-0.10260395632099999
ACH-000833,-0.335967839216
ACH-000834,-0.00496610515196
ACH-000835,-0.0268907320924
ACH-000836,-0.028320655627700003
ACH-000837,-0.119086869475
ACH-000838,-0.027497006467499998
ACH-000839,-0.09430606513010001
ACH-000840,0.12292708173
ACH-000841,0.106902522651
ACH-000843,-0.168822547229
ACH-000846,-0.0298158761334
ACH-000847,0.0939235515303
ACH-000848,0.060747022474
ACH-000849,-0.128813823126
ACH-000851,-0.170364615933
ACH-000855,-0.027022637958400004
ACH-000856,-0.27179830234200003
ACH-000858,0.0241446158922
ACH-000859,0.00606008773919
ACH-000861,0.09576314925769999
ACH-000862,0.0059772542063299995
ACH-000865,0.041114313905000005
