,CHMP4C (92421)
ACH-000004,-0.0762366343368
ACH-000007,-0.25235661084100003
ACH-000009,-0.08551378431630001
ACH-000011,-0.173121324767
ACH-000012,-0.21311705763900002
ACH-000013,-0.11128701691199999
ACH-000014,-0.222997706434
ACH-000015,-0.115103662503
ACH-000017,0.000410013751987
ACH-000018,-0.229116499476
ACH-000019,0.05878816510430001
ACH-000021,-0.09660595918019999
ACH-000022,-0.10715634819299999
ACH-000025,-0.13362844034399998
ACH-000028,-0.0417599910111
ACH-000030,-0.0808233675431
ACH-000035,-0.103091566351
ACH-000036,-0.0550285502617
ACH-000037,-0.08692526397780001
ACH-000039,0.0177482581946
ACH-000040,-0.128398921112
ACH-000041,-0.144700496787
ACH-000042,0.00570433359558
ACH-000045,-0.09953783075960002
ACH-000047,-0.15302406452
ACH-000052,-0.200152755754
ACH-000053,-0.132445111567
ACH-000054,0.023918995919900002
ACH-000055,-0.20671774520300001
ACH-000060,0.134854688673
ACH-000067,-0.0522334672094
ACH-000070,-0.171992596446
ACH-000075,-0.19917943279599998
ACH-000078,-0.117858945264
ACH-000082,-0.208273340814
ACH-000085,-0.29052780468
ACH-000086,-0.026610259666200002
ACH-000087,-0.066767448595
ACH-000092,-0.242048222462
ACH-000095,-0.014975143966
ACH-000097,-0.197159171137
ACH-000098,-0.132107733573
ACH-000099,-0.0903443461207
ACH-000108,-0.12940233005899998
ACH-000113,0.011944816018100001
ACH-000115,0.039079312028900005
ACH-000116,0.00954019417517
ACH-000118,-0.127856072602
ACH-000120,0.014004912715499999
ACH-000123,-0.04910761685909999
ACH-000127,-0.0185165378928
ACH-000128,-0.343104293281
ACH-000132,-0.160838754084
ACH-000133,-0.110213128076
ACH-000137,-0.0324430995219
ACH-000138,-0.11380312402899999
ACH-000142,0.08301762435110001
ACH-000143,-0.14527372985099998
ACH-000146,-0.038709546127699994
ACH-000148,-0.128471862412
ACH-000150,-0.370011217747
ACH-000152,-0.31125611707899997
ACH-000153,-0.19818282515299998
ACH-000159,-0.0913428253142
ACH-000160,-0.199404584427
ACH-000163,-0.191534610209
ACH-000167,-0.0988087907416
ACH-000168,-0.10786258905
ACH-000169,-0.144445976056
ACH-000178,-0.181281930524
ACH-000182,-0.125965173612
ACH-000183,-0.14807128600199998
ACH-000188,0.0504364407057
ACH-000189,0.23567683068300002
ACH-000190,-0.21186406107500003
ACH-000198,-0.029398857563900004
ACH-000204,0.00400230267223
ACH-000206,-0.155407739283
ACH-000207,0.349757429265
ACH-000211,-0.10085984650699999
ACH-000215,-0.0390303685621
ACH-000221,-0.0015879161699
ACH-000222,0.0164979250104
ACH-000223,-0.190377297694
ACH-000226,-0.289492702526
ACH-000227,-0.191579534737
ACH-000228,4.75783377287e-05
ACH-000231,-0.18906881532699998
ACH-000232,-0.04958875236219999
ACH-000233,-0.223042883948
ACH-000234,-0.111297314004
ACH-000235,-0.252099168479
ACH-000237,-0.166669336264
ACH-000238,-0.0376917537832
ACH-000243,-0.108301716718
ACH-000244,-0.068634381941
ACH-000246,-0.16490681038
ACH-000248,-0.0574279636861
ACH-000250,-0.13348064813899999
ACH-000251,0.22513883421300002
ACH-000253,-0.12237716025699999
ACH-000255,-0.0665728028876
ACH-000256,-0.209494106835
ACH-000257,-0.266080504888
ACH-000258,-0.150985319779
ACH-000259,-0.0831452668508
ACH-000260,-0.051188361322999996
ACH-000261,-0.244392195947
ACH-000262,-0.183434914278
ACH-000263,-0.256413078503
ACH-000264,-0.169521171657
ACH-000265,-0.245518779581
ACH-000266,-0.15356076971
