,TPGS1 (91978)
ACH-000004,0.156633535001
ACH-000007,-0.32372112511100004
ACH-000009,-0.227144708293
ACH-000011,-0.385551158771
ACH-000012,-0.284834128142
ACH-000013,-0.15230667997400002
ACH-000014,-0.24540488337699998
ACH-000015,-0.16350262482
ACH-000017,-0.119188462358
ACH-000018,-0.19857706454100002
ACH-000019,-0.143234637291
ACH-000021,-0.26899925164599997
ACH-000022,-0.281672301763
ACH-000025,-0.352337386737
ACH-000028,-0.161547532606
ACH-000030,-0.159813799832
ACH-000035,-0.00349135425629
ACH-000036,-0.231292471439
ACH-000037,-0.0715913444153
ACH-000039,-0.283007696466
ACH-000040,-0.251996823132
ACH-000041,-0.146208611264
ACH-000042,-0.129973770801
ACH-000045,-0.347385876369
ACH-000047,-0.21047743348
ACH-000052,-0.0196902807679
ACH-000053,-0.156781170098
ACH-000054,-0.222885545242
ACH-000055,-0.228371138044
ACH-000060,-0.287733407866
ACH-000067,-0.375496806967
ACH-000070,-0.025391115173
ACH-000075,-0.518217323117
ACH-000078,-0.339212679917
ACH-000082,-0.246368726394
ACH-000085,-0.231111692775
ACH-000086,-0.104543014268
ACH-000087,-0.17127830304400002
ACH-000092,-0.25924946536
ACH-000095,-0.22044256156300002
ACH-000097,-0.0759573939736
ACH-000098,-0.367262454189
ACH-000099,-0.282098804878
ACH-000108,-0.231086681956
ACH-000113,-0.222438848687
ACH-000115,-0.300294714655
ACH-000116,-0.0854190323917
ACH-000118,-0.17517019667199998
ACH-000120,-0.172260154679
ACH-000123,-0.417733928857
ACH-000127,-0.23678171324
ACH-000128,-0.144771730351
ACH-000132,-0.184356589828
ACH-000133,-0.0689600068757
ACH-000137,-0.154805681094
ACH-000138,-0.207849574749
ACH-000142,-0.163714514145
ACH-000143,-0.251009630298
ACH-000146,-0.21201133280200002
ACH-000148,-0.172281937752
ACH-000150,-0.354289674745
ACH-000152,-0.199263130344
ACH-000153,0.0251918298259
ACH-000159,-0.395991350462
ACH-000160,-0.08620766897320001
ACH-000163,-0.294564419401
ACH-000167,-0.0878293061215
ACH-000168,-0.136429912304
ACH-000169,-0.266024708432
ACH-000178,-0.28359312229
ACH-000182,-0.036864043157
ACH-000183,-0.110176953511
ACH-000188,-0.17963753212499997
ACH-000189,-0.283959261477
ACH-000190,-0.215369689487
ACH-000198,-0.260493565764
ACH-000204,-0.18341503102
ACH-000206,-0.265243114599
ACH-000207,-0.532739815629
ACH-000211,-0.159236751281
ACH-000215,-0.134512448707
ACH-000221,-0.103658720002
ACH-000222,-0.344225363848
ACH-000223,-0.29400357827
ACH-000226,-0.03483832580480001
ACH-000227,0.20714232809099997
ACH-000228,-0.146181469474
ACH-000231,-0.11384674423800001
ACH-000232,-0.151633322198
ACH-000233,-0.20735683739799998
ACH-000234,-0.37535345028000006
ACH-000235,-0.211703438281
ACH-000237,-0.355519103618
ACH-000238,-0.09505665798669999
ACH-000243,-0.0218704295817
ACH-000244,-0.15904228787
ACH-000246,-0.289586312577
ACH-000248,-0.36135169048199994
ACH-000250,-0.12694661828
ACH-000251,-0.344220406597
ACH-000253,-0.304515094127
ACH-000255,-0.00518018405662
ACH-000256,-0.139441921488
ACH-000257,-0.165219472377
ACH-000258,-0.122979814889
ACH-000259,-0.15064116433900002
ACH-000260,-0.0578460368571
ACH-000261,-0.189989553639
ACH-000262,-0.159000349756
ACH-000263,-0.41372602335
ACH-000264,-0.277005964287
ACH-000265,-0.115850119943
ACH-000266,-0.335566053716
ACH-000272,-0.136945889145
ACH-000273,-0.14417771285599998
ACH-000274,-0.38156265591
ACH-000277,-0.346104890224
ACH-000278,-0.17131935582000002
ACH-000279,-0.028512302145099998
ACH-000280,-0.277027439777
ACH-000281,-0.08436982053169999
ACH-000288,-0.12183569351700001
ACH-000291,-0.006284228525839999
ACH-000293,-0.0352115097949
ACH-000294,-0.10777961675
ACH-000295,-0.00308447461336
ACH-000296,-0.45420169493999996
ACH-000302,-0.21295631945500001
ACH-000304,0.292809473305
ACH-000307,-0.17508738409699998
ACH-000308,-0.295345792296
ACH-000310,-0.112667646198
ACH-000311,-0.435645606484
ACH-000312,-0.18945111496199998
ACH-000315,-0.290679130734
ACH-000316,-0.32487619428000003
ACH-000317,-0.249675680068
ACH-000318,-0.204698655169
ACH-000319,-0.05525627004369999
ACH-000320,-0.513620512871
ACH-000322,-0.187455402839
ACH-000323,-0.15274711646800002
ACH-000324,-0.08589793570910001
ACH-000329,-0.3562998644
ACH-000330,-0.19501779354499998
ACH-000331,-0.288721639174
