,TCHP (84260)
ACH-000004,-0.130109053529
ACH-000007,-0.09431127648839999
ACH-000009,-0.0399336953103
ACH-000011,-0.23461310521200002
ACH-000012,-0.0758061229979
ACH-000013,-0.0969430811984
ACH-000014,0.13191619947
ACH-000015,-0.034361145904199995
ACH-000017,-0.100184587501
ACH-000018,0.0930532843558
ACH-000019,-0.07664549649739999
ACH-000021,-0.0632439703868
ACH-000022,0.0136551490558
ACH-000025,-0.0065714616128599995
ACH-000028,0.051237966088699995
ACH-000030,0.0493237397497
ACH-000035,0.21715901053599998
ACH-000036,-0.005658750502609999
ACH-000037,-0.08597641724860001
ACH-000039,-0.102409422311
ACH-000040,-0.348352755251
ACH-000041,-0.28537193815
ACH-000042,-0.0603869564715
ACH-000045,-0.148793214407
ACH-000047,0.005751008923109999
ACH-000052,-0.213070466182
ACH-000053,0.0211389994047
ACH-000054,-0.175917934613
ACH-000055,-0.025895024726100002
ACH-000060,-0.060337342385
ACH-000067,-0.31815026478
ACH-000070,0.134780946688
ACH-000075,-0.204542836999
ACH-000078,-0.16587259122099998
ACH-000082,-0.41704478416900004
ACH-000085,-0.162298119544
ACH-000086,-0.129256113437
ACH-000087,0.360404102596
ACH-000092,-0.15863576188
ACH-000095,-0.138486995328
ACH-000097,-0.0376526178867
ACH-000098,-0.186118007451
ACH-000099,-0.009891314638040001
ACH-000108,-0.00979168382509
ACH-000113,0.091147700183
ACH-000115,-0.112241479691
ACH-000116,-0.150327372746
ACH-000118,-0.0603774549166
ACH-000120,0.020891531863400002
ACH-000123,0.046561589731999996
ACH-000127,0.0431773465653
ACH-000128,0.08229036358519999
ACH-000132,0.0634831874891
ACH-000133,-0.0495860967319
ACH-000137,-0.127899972469
ACH-000138,0.00199935963384
ACH-000142,-0.07390699171699999
ACH-000143,-0.0719369196928
ACH-000146,-0.151782013389
ACH-000148,-0.112971679373
ACH-000150,-0.310900601893
ACH-000152,-0.127274067968
ACH-000153,0.147882036236
ACH-000159,-0.0977328379958
ACH-000160,0.126762333104
ACH-000163,-0.126770535524
ACH-000167,-0.26171769728300004
ACH-000168,0.189152194502
ACH-000169,-0.0761931096389
ACH-000178,-0.0993253332935
ACH-000182,-0.20066515719
ACH-000183,-0.11785383720899999
ACH-000188,-0.379726875285
ACH-000189,-0.0242510543947
ACH-000190,-0.043297158919900006
ACH-000198,-0.147495280482
ACH-000204,0.201010812924
ACH-000206,-0.1292933065
ACH-000207,-0.097805589868
ACH-000211,-0.288986276406
ACH-000215,-0.31431760177900003
ACH-000221,0.08047815046210001
ACH-000222,0.026604558514200002
ACH-000223,-0.110198349423
ACH-000226,-0.21224307062
ACH-000227,-0.18958679725900002
ACH-000228,-0.0545387454132
ACH-000231,0.0144822664024
ACH-000232,-0.146942585121
ACH-000233,0.07603739787080001
ACH-000234,-0.150996335707
ACH-000235,-0.028672370874400003
ACH-000237,-0.0563173722299
ACH-000238,-0.185178452209
ACH-000243,-0.12875198451300002
ACH-000244,-0.051012824350699995
ACH-000246,0.0241830329335
ACH-000248,-0.0967655337816
ACH-000250,-0.212842475303
ACH-000251,-0.34237966029399997
ACH-000253,0.00028867999852099995
ACH-000255,-0.046624583579000005
ACH-000256,-0.263237814625
ACH-000257,-0.6694445326640001
ACH-000258,0.11287728024900001
ACH-000259,-0.0813208431934
ACH-000260,-0.0793663932423
ACH-000261,-0.0699497978948
ACH-000262,-0.24615911005399999
ACH-000263,0.125739048631
ACH-000264,-0.104998167948
ACH-000265,0.047625567606899996
ACH-000266,-0.0844845161292
ACH-000272,0.0712215106465
ACH-000273,-0.105243296545
ACH-000274,-0.228590516078
ACH-000277,-0.251246347295
ACH-000278,-0.154613920248
ACH-000279,0.0291090363316
ACH-000280,0.012819910893
ACH-000281,-0.152593583205
ACH-000288,-0.282518821281
ACH-000291,0.014213725088799999
ACH-000293,-0.07933834574080001
ACH-000294,-0.0021603578270399998
ACH-000295,-0.389011766845
ACH-000296,-0.215789732206
ACH-000302,-0.15922736342
ACH-000304,-0.24043924198199998
ACH-000307,-0.0611147159357
ACH-000308,-0.00796244840015
ACH-000310,-0.031073630449399998
ACH-000311,-0.0315339276564
ACH-000312,0.062372491948499996
ACH-000315,0.09308752231669999
ACH-000316,0.0470468916855
ACH-000317,-0.102811324211
ACH-000318,-0.091466882778
ACH-000319,0.0712833874788
ACH-000320,0.039118523146
ACH-000322,-0.0770435017703
ACH-000323,0.195592658673
ACH-000324,-0.09555430548350001
ACH-000329,-0.0630409752529
ACH-000330,-0.0949956835538
ACH-000331,-0.183752869137
ACH-000332,-0.0397771421205
ACH-000334,-0.21039144189800002
ACH-000335,-0.176475225425
ACH-000336,0.0306982423647
ACH-000337,0.0801386227855
ACH-000339,-0.0901660320377
ACH-000341,-0.09897552213260001
ACH-000348,-0.18812291263300002
ACH-000350,-0.0642539601996
ACH-000352,-0.125565553256
ACH-000356,0.174120918338
ACH-000361,0.0509542755947
ACH-000362,-0.13962834771500002
ACH-000363,-0.173515945068
ACH-000364,0.177196067155
ACH-000365,-0.0736008721937
ACH-000366,-0.23540747603300002
ACH-000368,0.06598159333880001
ACH-000374,-0.181910160074
ACH-000375,-0.065885858497
ACH-000376,-0.152086149039
ACH-000381,0.192642542171
ACH-000383,-0.019447446457900003
ACH-000387,-0.11234151824500001
ACH-000389,-0.0529441172091
ACH-000390,0.019068949613
ACH-000393,-0.0808840005452
ACH-000395,0.109498491098
ACH-000397,-0.0734608202372
ACH-000401,-0.009502542537809999
ACH-000402,-0.377285313335
ACH-000403,-0.305123576877
ACH-000404,-0.0301289007834
ACH-000406,0.0320712515477
ACH-000407,-0.310386516194
ACH-000408,0.0347884547087
ACH-000410,-0.113638504805
ACH-000411,-0.0723903993999
ACH-000414,-0.0229225890907
ACH-000415,0.01053549536
ACH-000416,-0.134596436549
ACH-000420,0.0879997872673
ACH-000421,-0.249330354611
ACH-000424,0.251642585847
ACH-000425,-0.209667645356
ACH-000426,-0.18187234594
ACH-000427,-0.252711925768
ACH-000433,-0.110065858191
ACH-000436,-0.0878328130522
ACH-000444,0.0603289508122
ACH-000445,-0.11008539668600001
ACH-000448,-0.0492718278818
ACH-000450,-0.180111108535
ACH-000452,-0.261521511082
ACH-000454,-0.126656695996
ACH-000458,-0.179765663304
ACH-000459,0.131377433151
ACH-000460,0.009249110779540002
ACH-000461,-0.0736445668393
ACH-000463,0.0695780086224
ACH-000464,-0.13359850636499998
ACH-000466,-0.178466172044
ACH-000467,-0.244801539299
ACH-000468,-0.103277890921
ACH-000469,0.000567342688832
ACH-000470,-0.00565493493079
ACH-000471,-0.044834118832199996
ACH-000472,-0.00511384151307
ACH-000473,0.0931008414385
ACH-000475,-0.127485973518
ACH-000476,-0.114057611363
ACH-000477,-0.249170238663
ACH-000480,-0.295192488418
ACH-000481,-0.0113784377615
