,GFI1B (8328)
ACH-000004,-0.937385270221
ACH-000007,-0.0984611540229
ACH-000009,-0.11106409923800001
ACH-000011,-0.0909242408123
ACH-000012,-0.152161032676
ACH-000013,-0.260284552888
ACH-000014,-0.0145450313549
ACH-000015,-0.09111564420839999
ACH-000017,-0.15926582556399999
ACH-000018,-0.152909324458
ACH-000019,-0.22200998170000003
ACH-000021,-0.220520000601
ACH-000022,-0.14235095489
ACH-000025,-0.174305413646
ACH-000028,0.0188257178586
ACH-000030,-0.0918700911851
ACH-000035,0.045641199270900004
ACH-000036,-0.151436788342
ACH-000037,-0.20151733120999998
ACH-000039,-0.08333224661069999
ACH-000040,-0.180719485559
ACH-000041,-0.020420094615799998
ACH-000042,-0.329651233129
ACH-000045,-0.181318822321
ACH-000047,-0.15075059791
ACH-000052,-0.21682479865499998
ACH-000053,-0.09975852113849999
ACH-000054,-0.12406343814899999
ACH-000055,-0.134815212136
ACH-000060,-0.12034267278100001
ACH-000067,0.031983039004
ACH-000070,0.09161252934049999
ACH-000075,-0.200948079128
ACH-000078,-0.131983147197
ACH-000082,0.013724328911800001
ACH-000085,-0.0575379631332
ACH-000086,-0.047394575739500004
ACH-000087,-0.262436269556
ACH-000092,-0.16554647085000002
ACH-000095,-0.152115588573
ACH-000097,-0.0691777660843
ACH-000098,-0.08439499451549999
ACH-000099,-0.134615672824
ACH-000108,-0.10336581182499999
ACH-000113,-0.110115283551
ACH-000115,-0.17531945387000003
ACH-000116,-0.11241808370100001
ACH-000118,-0.20860702803199999
ACH-000120,-0.101970470428
ACH-000123,-0.136101226688
ACH-000127,0.0163094383163
ACH-000128,-0.052250945466599995
ACH-000132,-0.158184840878
ACH-000133,-0.20637328491300003
ACH-000137,-0.152049521623
ACH-000138,-0.154151558233
ACH-000142,-0.229124391827
ACH-000143,-0.0004905479819639999
ACH-000146,-0.07839502764280001
ACH-000148,-0.10670755821599999
ACH-000150,-0.248457214463
ACH-000152,-0.130558063234
ACH-000153,0.07792969365239999
ACH-000159,-0.117357359921
ACH-000160,0.258963479939
ACH-000163,-0.112856978706
ACH-000167,0.25286399406300003
ACH-000168,-0.305764681598
ACH-000169,-0.169559606954
ACH-000178,-0.0662045598852
ACH-000182,-0.139689449585
ACH-000183,-0.109972970774
ACH-000188,-0.285067201815
ACH-000189,0.0030166314286799996
ACH-000190,0.33012724698
ACH-000198,-0.0916132486422
ACH-000204,0.07170896154739999
ACH-000206,-0.044846068180599996
ACH-000207,-0.23448543077300002
ACH-000211,-0.157000232677
ACH-000215,-0.119724153017
ACH-000221,-0.021508137498300002
ACH-000222,-0.0516645456273
ACH-000223,-0.0790980761444
ACH-000226,-0.112148258433
ACH-000227,-0.25623247351100004
ACH-000228,0.0972071784282
ACH-000231,-0.0530680742409
ACH-000232,-0.0317961899659
ACH-000233,-0.145378879098
ACH-000234,-0.0916172640115
ACH-000235,-0.125074591471
ACH-000237,-0.211343513719
ACH-000238,-0.320001053468
ACH-000243,-0.043537303345499996
ACH-000244,-0.171899610976
ACH-000246,-0.00519707990888
ACH-000248,0.06013344411759999
ACH-000250,-0.08730852252699998
ACH-000251,-0.28481500469300003
ACH-000253,-0.130889658005
ACH-000255,-0.140454264843
ACH-000256,-0.112098397518
ACH-000257,-0.0565266427337
ACH-000258,0.0561472931561
ACH-000259,-0.11114211325300001
ACH-000260,-0.105127264447
ACH-000261,-0.0870750684413
ACH-000262,-0.305694701299
ACH-000263,-0.305626005706
ACH-000264,-0.14745197147199998
ACH-000265,-0.032520295611200005
ACH-000266,-0.152052229376
ACH-000272,-0.05132905416130001
ACH-000273,-0.282622464608
ACH-000274,-0.125500925733
ACH-000277,-0.250780228208
ACH-000278,-0.13973585264
ACH-000279,0.0268726421364
ACH-000280,-0.30130341555999995
ACH-000281,-0.12229328028799999
ACH-000288,0.0453140872079
ACH-000291,-0.121650710384
ACH-000293,-0.213834030521
ACH-000294,-0.07596767290739999
ACH-000295,0.064096251642
ACH-000296,-0.09616318091460001
ACH-000302,-0.0933400725716
ACH-000304,-0.166590254636
ACH-000307,-0.0584384616655
ACH-000308,-0.05909332616909999
ACH-000310,-0.020663526819
ACH-000311,-0.12094930508400001
ACH-000312,-0.17925913226100001
ACH-000315,-0.19038503039500002
ACH-000316,-0.233077198366
ACH-000317,-0.11929693678600001
ACH-000318,-0.17536771938999998
ACH-000319,-0.0916954350988
ACH-000320,0.0186899413443
ACH-000322,-0.464907873206
ACH-000323,-0.139350313137
ACH-000324,-0.19220059823600003
ACH-000329,-0.151202160646
ACH-000330,-0.127344641648
ACH-000331,-0.179249522324
ACH-000332,-0.0843155799798
ACH-000334,0.0315347318692
ACH-000335,-0.078023490318
ACH-000336,-0.140242675701
ACH-000337,-0.19133754479499998
ACH-000339,-0.09047160435019999
ACH-000341,-0.0726572995653
ACH-000348,0.019952706174500002
ACH-000350,-0.175104308733
ACH-000352,-0.0701439203652
ACH-000356,-0.18800390776999998
ACH-000361,-0.272857076387
ACH-000362,-0.18019283358600002
ACH-000363,-0.194295111116
ACH-000364,-0.0243227743749
ACH-000365,-0.150138163858
ACH-000366,-0.189198387341
ACH-000368,0.00647915511117
ACH-000374,-0.0617897456898
ACH-000375,-0.016329984922700002
ACH-000376,-0.018269553211900002
ACH-000381,-0.162890349426
ACH-000383,-0.029075896169699997
ACH-000387,-0.8044695284110001
ACH-000389,-0.220423788092
ACH-000390,-0.150926355279
ACH-000393,-0.157002269665
ACH-000395,-0.261617584137
ACH-000397,-0.06917291794210001
ACH-000401,-0.42647619785999996
ACH-000402,-0.22660638375
ACH-000403,-0.29607802443000003
ACH-000404,-0.35845343857600004
ACH-000406,-0.101151562112
ACH-000407,-0.032750136913700004
ACH-000408,-0.195772835583
ACH-000410,-0.0904325603906
ACH-000411,-0.152243722576
ACH-000414,-0.219349262079
ACH-000415,0.024540621322499998
ACH-000416,-0.219477967399
ACH-000420,0.102673882137
ACH-000421,-0.11208719468499999
ACH-000424,-0.0778444770315
ACH-000425,-0.101250975734
ACH-000426,-0.0205011583191
ACH-000427,-0.291362361277
ACH-000433,0.10766351158
ACH-000436,-0.043337887328199994
ACH-000444,-0.0497415427195
ACH-000445,-0.384905621708
ACH-000448,-0.09614328903169998
ACH-000450,-0.203023136593
ACH-000452,-0.12236414606399999
ACH-000454,-0.279990654254
ACH-000458,-0.25640429745
ACH-000459,-0.21087933428199998
ACH-000460,-0.024371535499299997
ACH-000461,-0.070045121361
ACH-000463,0.0633570399307
ACH-000464,-0.16786034229400001
ACH-000466,-0.21798683109099998
ACH-000467,-0.119269912749
ACH-000468,-0.122972000395
ACH-000469,-0.132115634212
ACH-000470,-0.112658280994
ACH-000471,-0.0865646608083
ACH-000472,-0.09930935011910001
ACH-000473,-0.143173764634
ACH-000475,-0.07697036838610001
ACH-000476,-0.0775559519046
ACH-000477,0.252397141268
ACH-000480,0.0029898018936799996
ACH-000481,-0.0950342015041
ACH-000483,-0.123272561919
ACH-000484,-0.25728639590700003
ACH-000485,-0.161360306749
ACH-000486,0.0151528612916
ACH-000487,-0.407983135171
ACH-000488,-0.216593017944
ACH-000490,-0.141694320272
ACH-000491,-0.10425392074100001
ACH-000495,-0.305558142091
ACH-000496,-0.0533560534746
ACH-000499,0.09151858736330001
ACH-000500,-0.266305058272
ACH-000502,-0.092880101164
ACH-000503,0.0409433032494
ACH-000505,-0.0629982097169
ACH-000507,-0.192144992597
ACH-000510,-0.0737582499311
ACH-000511,-0.047595809509
ACH-000512,0.172338152203
ACH-000516,-0.047335189454
ACH-000517,-0.178676363048
ACH-000518,-0.0421479840571
ACH-000520,-0.23600263252700002
ACH-000521,-0.163164720351
ACH-000522,-0.0479128245923
ACH-000524,-0.139171510403
ACH-000527,-0.055774406282800004
ACH-000528,-0.0825977106268
ACH-000537,-0.08394106196170001
ACH-000541,-0.0876183901279
ACH-000542,-0.00252997074998
ACH-000544,-0.24309276058499998
ACH-000545,-0.0204218433631
ACH-000547,-0.153108116502
ACH-000548,-0.034248363992099996
ACH-000549,-0.253118134137
ACH-000550,-0.168825996062
ACH-000552,-0.175191370033
ACH-000556,-0.19559615179
ACH-000557,-0.176700642553
ACH-000570,-0.11508099237700001
ACH-000571,-0.100523214394
ACH-000573,-0.0532894260477
ACH-000576,-0.293287281273
ACH-000580,0.12303644272
ACH-000584,-0.168460200927
ACH-000585,-0.0822730942579
ACH-000588,-0.0446560082921
ACH-000589,-0.24110000839499998
ACH-000591,-0.0879094087306
ACH-000593,-0.352545603437
ACH-000600,-0.180900474683
ACH-000601,-0.17319861975900003
ACH-000604,-0.660624546564
ACH-000605,-0.146897426974
ACH-000606,-0.0477355533232
ACH-000608,-0.180224013702
ACH-000614,0.18569000704
ACH-000616,0.0535407992078
ACH-000618,-0.04071721149819999
ACH-000619,-0.379758767073
ACH-000620,-0.0203253095745
ACH-000621,-0.132021484897
ACH-000622,-0.25421601481999995
ACH-000623,-0.165411009618
ACH-000624,-0.10473032220100001
ACH-000627,-0.110694531679
ACH-000630,-0.135752425468
ACH-000632,0.0932780081649
ACH-000633,-0.104311143409
ACH-000637,-0.0891803737875
ACH-000638,-0.125026313261
ACH-000646,-0.183942679332
ACH-000647,-0.13716127468800002
ACH-000648,-0.430489691528
ACH-000649,-0.0633781273102
ACH-000651,-0.155173837271
ACH-000652,-0.0968567397226
ACH-000653,-0.11733885806199999
ACH-000657,-0.206193323467
ACH-000658,-0.321823200097
ACH-000661,0.0030859594794
ACH-000662,-0.242554282161
ACH-000663,-0.11479388375999998
ACH-000665,-0.0192402491724
ACH-000671,-0.10972784529999999
ACH-000673,-0.102039426195
ACH-000676,-0.20718385349399998
