,DCDC1 (341019)
ACH-000004,0.514755606786
ACH-000007,0.26452008663000004
ACH-000009,0.18279428622699997
ACH-000011,0.08734765341
ACH-000012,0.24605159114999997
ACH-000013,0.25553867441399997
ACH-000014,0.135151081733
ACH-000015,0.10681615843
ACH-000017,0.291549858281
ACH-000018,0.430241311721
ACH-000019,0.0486331632132
ACH-000021,0.160597932468
ACH-000022,0.103128883397
ACH-000025,0.203474440963
ACH-000028,0.15878336475500002
ACH-000030,0.175764752858
ACH-000035,0.218542509525
ACH-000036,0.16734629753
ACH-000037,0.24939472683299999
ACH-000039,0.131596224761
ACH-000040,0.15798566955999999
ACH-000041,0.258388177161
ACH-000042,0.257243497751
ACH-000045,0.21906614674000002
ACH-000047,0.157770316024
ACH-000052,0.206679252149
ACH-000053,0.14553430293
ACH-000054,0.0959378062585
ACH-000055,0.382799440025
ACH-000060,0.14531731716600002
ACH-000067,0.228630086966
ACH-000070,0.168518151412
ACH-000075,0.260957571041
ACH-000078,0.307726786832
ACH-000082,0.224978825062
ACH-000085,0.29376460415600003
ACH-000086,0.368752144709
ACH-000087,0.264584641391
ACH-000092,0.251486681842
ACH-000095,0.25618482940299997
ACH-000097,0.306781242676
ACH-000098,0.316696774236
ACH-000099,0.20180192719300002
ACH-000108,0.266362107804
ACH-000113,0.285062072236
ACH-000115,0.23442674669100003
ACH-000116,0.285671661849
ACH-000118,0.247035000255
ACH-000120,0.0686006314846
ACH-000123,0.289533161017
ACH-000127,0.229943173866
ACH-000128,0.239828353388
ACH-000132,0.35789984083099996
ACH-000133,0.27847344862
ACH-000137,0.339396447721
ACH-000138,0.183694730569
ACH-000142,0.179827294021
ACH-000143,0.223648498087
ACH-000146,0.201286007981
ACH-000148,0.24258720335099998
ACH-000150,0.23447902361900003
ACH-000152,0.245375003204
ACH-000153,0.408267430819
ACH-000159,0.143572076131
ACH-000160,0.398300996371
ACH-000163,0.28765934726500003
ACH-000167,0.185827678114
ACH-000168,0.260409945837
ACH-000169,0.23620195165600003
ACH-000178,0.148449322774
ACH-000182,0.15321887549000002
ACH-000183,0.33650455992
ACH-000188,0.22415680039299998
ACH-000189,0.160415124986
ACH-000190,0.16029119650999998
ACH-000198,0.155499036496
ACH-000204,0.340327646816
ACH-000206,0.382488769005
ACH-000207,0.0291176617234
ACH-000211,0.317231875227
ACH-000215,0.14148483135099998
ACH-000221,0.163476668488
ACH-000222,0.027572938969099996
ACH-000223,0.280162434903
ACH-000226,0.061689960037599995
ACH-000227,0.386108679653
ACH-000228,0.326380232893
ACH-000231,0.291216788166
ACH-000232,0.09752473808589998
ACH-000233,0.21764814800299997
ACH-000234,0.0949468277168
ACH-000235,0.1742747742
ACH-000237,0.206258530374
ACH-000238,0.215144433517
ACH-000243,0.143877269196
ACH-000244,0.373177704683
ACH-000246,0.20781681056200002
ACH-000248,0.157288135921
ACH-000250,0.220755133127
ACH-000251,0.302118977946
ACH-000253,0.303886610583
