,MDH2 (4191)
ACH-000004,-0.114541676597
ACH-000007,-0.459383007759
ACH-000009,-0.255259088117
ACH-000011,-0.13226425707699999
ACH-000012,-0.025417668058599997
ACH-000013,-0.0955395092815
ACH-000014,-0.223502048021
ACH-000015,-0.11172325086200001
ACH-000017,0.04877273885819999
ACH-000018,0.161654703755
ACH-000019,-0.611045222636
ACH-000021,-0.43962161871100003
ACH-000022,-0.16720908426699999
ACH-000025,-0.283892441007
ACH-000028,-0.574816409293
ACH-000030,-0.130593573407
ACH-000035,-0.5456059279150001
ACH-000036,-0.0182328366607
ACH-000037,-0.185350225803
ACH-000039,-0.23401678054400002
ACH-000040,-0.285021877564
ACH-000041,-0.13397784198899998
ACH-000042,-0.122558565089
ACH-000045,-1.22765884492
ACH-000047,-0.417340611934
ACH-000052,-0.103946856329
ACH-000053,-0.335480963166
ACH-000054,-0.20192317742600002
ACH-000055,-0.332627528274
ACH-000060,-0.12982904012
ACH-000067,-0.324015585366
ACH-000070,-0.791582644159
ACH-000075,-0.38689449313600005
ACH-000078,-0.09477036405480001
ACH-000082,-0.33800365596299997
ACH-000085,-0.17406458422
ACH-000086,-0.0695121378055
ACH-000087,-0.554721638763
ACH-000092,-0.18089237458000001
ACH-000095,-0.328813442797
ACH-000097,-0.152307184011
ACH-000098,-0.23234043360399997
ACH-000099,-0.0752892151128
ACH-000108,-0.0638556920729
ACH-000113,-0.49275486920100003
ACH-000115,-0.0888841550285
ACH-000116,-0.11085943912900001
ACH-000118,-0.5483085080100001
ACH-000120,-0.0038207724163499997
ACH-000123,-0.306234679788
ACH-000127,-0.624724056373
ACH-000128,-0.226369786373
ACH-000132,-0.23012870656599999
ACH-000133,-0.298686766719
ACH-000137,-0.376796401964
ACH-000138,-0.432705014048
ACH-000142,-0.257633845042
ACH-000143,0.0040621031917999996
ACH-000146,-0.313631238981
ACH-000148,-0.37973328395000006
ACH-000150,-0.0141565545306
ACH-000152,-0.0424109480088
ACH-000153,-0.166886915923
ACH-000159,-0.315194833362
ACH-000160,-0.27964947829500003
ACH-000163,-0.303809265602
ACH-000167,-0.397774820573
ACH-000168,-0.368320770123
ACH-000169,-0.24994672064399998
ACH-000178,-0.17478954723499998
ACH-000182,-0.317928255609
ACH-000183,-0.11691990692700001
ACH-000188,-0.29171730020500003
ACH-000189,-0.35676650323200004
ACH-000190,-0.36268674842200005
ACH-000198,-0.792663021645
ACH-000204,-0.215778619348
ACH-000206,-0.334190878475
ACH-000207,-0.426267328405
ACH-000211,-0.287057647468
ACH-000215,-0.21127099917800002
ACH-000221,-0.228836230253
ACH-000222,-0.445001490764
ACH-000223,-0.290736904518
ACH-000226,-0.407395256976
ACH-000227,-0.10343683898600001
ACH-000228,-0.139309583169
ACH-000231,-0.20556063356499998
ACH-000232,-0.0606592590038
ACH-000233,-0.443236972701
ACH-000234,-0.05974022132669999
