,TACO1 (51204)
ACH-000004,-0.22572422481499999
ACH-000007,-0.132292121292
ACH-000009,-0.28334272758
ACH-000011,-0.0035808605494499998
ACH-000012,-0.219096626343
ACH-000013,-0.117818883927
ACH-000014,-0.11366310635099999
ACH-000015,-0.17551173749
ACH-000017,-0.118766420021
ACH-000018,-0.0853184113507
ACH-000019,-0.260971518181
ACH-000021,-0.190328606536
ACH-000022,-0.151321865275
ACH-000025,-0.165723268832
ACH-000028,-0.24013458857900002
ACH-000030,-0.198391792392
ACH-000035,-0.36015601709399997
ACH-000036,0.0154424580158
ACH-000037,-0.369036104037
ACH-000039,-0.595414110939
ACH-000040,-0.35332648436499997
ACH-000041,-0.209053837236
ACH-000042,-0.103949744596
ACH-000045,-0.134949442956
ACH-000047,-0.0557902706372
ACH-000052,-0.040859705142800004
ACH-000053,-0.114001203885
ACH-000054,-0.185356036712
ACH-000055,0.202481880975
ACH-000060,-0.2667446851
ACH-000067,-0.269990186601
ACH-000070,-0.123789230584
ACH-000075,-0.05191226211180001
ACH-000078,-0.295150137438
ACH-000082,0.015556812080399999
ACH-000085,-0.0131719632401
ACH-000086,-0.175582128068
ACH-000087,-0.19969929274300002
ACH-000092,-0.247009449979
ACH-000095,-0.275604738967
ACH-000097,-0.08556801457260002
ACH-000098,-0.128629806657
ACH-000099,-0.201914729639
ACH-000108,-0.121252064593
ACH-000113,-0.674246353404
ACH-000115,-0.181618137883
ACH-000116,-0.161434892956
ACH-000118,-0.308121419927
ACH-000120,-0.301604038843
ACH-000123,-0.216133859971
ACH-000127,-0.047180489919699996
ACH-000128,-0.428747704649
ACH-000132,-0.232157648
ACH-000133,-0.0735684552329
ACH-000137,-0.013721843611700002
ACH-000138,-0.0954853432849
ACH-000142,-0.328697761613
ACH-000143,-0.18432643680999997
ACH-000146,-0.29333234049199997
ACH-000148,-0.352029005219
ACH-000150,-0.26567963082199997
ACH-000152,-0.23955456993299998
ACH-000153,0.102082623329
ACH-000159,-0.0667251327508
ACH-000160,-0.210702455806
ACH-000163,-0.10604324116599999
ACH-000167,-0.309811608698
ACH-000168,0.155558554752
ACH-000169,-0.08900508799389999
ACH-000178,0.0084784613283
ACH-000182,0.016806722474200002
ACH-000183,-0.150064928579
ACH-000188,-0.0757996000707
ACH-000189,0.18941896228100003
ACH-000190,-0.146522663055
ACH-000198,-0.20901514800299997
ACH-000204,-0.0469103910255
ACH-000206,-0.08109946548989999
ACH-000207,-0.13059101323300001
ACH-000211,-0.18706058635899997
ACH-000215,-0.0676506037364
ACH-000221,-0.0803322535831
ACH-000222,0.271693299231
ACH-000223,-0.191419134673
ACH-000226,-0.199620166378
ACH-000227,-0.254405440635
ACH-000228,-0.188989769606
ACH-000231,-0.102480747402
ACH-000232,-0.05879726316719999
ACH-000233,-0.010625800156399998
ACH-000234,-0.11827287396700001
ACH-000235,-0.14926332924
ACH-000237,-0.0681210158947
ACH-000238,-0.10361000560799999
ACH-000243,-0.19884689665999997
ACH-000244,-0.030298711474599997
ACH-000246,-0.222229056754
ACH-000248,-0.29688342396899997
ACH-000250,-0.037544041041199995
ACH-000251,-0.111241618198
ACH-000253,-0.18575559591600002
ACH-000255,-0.129692111656
ACH-000256,-0.274919107857
ACH-000257,-0.32658089123000006
ACH-000258,-0.18845086924600002
ACH-000259,-0.177512832775
ACH-000260,-0.036535030575199995
ACH-000261,-0.18568422140000002
ACH-000262,0.025109526440499998
ACH-000263,-0.3499778707
ACH-000264,0.0191319334237
ACH-000265,-0.284697639274
ACH-000266,-0.21339402223
ACH-000272,-0.18510330484999998
ACH-000273,-0.0866525191798
ACH-000274,-0.19899812920600002
ACH-000277,-0.113386873301
ACH-000278,-0.297879750636
ACH-000279,-0.121221778531
ACH-000280,0.050877109339800004
ACH-000281,-0.153658459866
ACH-000288,-0.18136803408100002
ACH-000291,-0.0685284482611
ACH-000293,-0.05933390221419999
ACH-000294,-0.09669178367589999
ACH-000295,-0.49250390083400003
ACH-000296,-0.270827215367
ACH-000302,0.064439598443
ACH-000304,-0.0313383029266
ACH-000307,-0.13359730837300002
ACH-000308,-0.044177503337000004
ACH-000310,-0.46975315546
ACH-000311,-0.0654655458455
ACH-000312,-0.242291174567
ACH-000315,-0.0757118179477
ACH-000316,-0.00155938621911
ACH-000317,-0.10863184552
ACH-000318,-0.255554136928
ACH-000319,-0.217513523602
ACH-000320,-0.110593981525
ACH-000322,0.0441009066801
ACH-000323,-0.26347424363099997
ACH-000324,-0.215144400169
ACH-000329,-0.18753136255800001
ACH-000330,-0.333704476167
ACH-000331,-0.239220474273
ACH-000332,-0.139851042731
ACH-000334,-0.0025443908474699997
ACH-000335,-0.19685557300599998
ACH-000336,-0.155254607115
ACH-000337,-0.345551971401
ACH-000339,-0.0875931690821
ACH-000341,0.00747539953327
ACH-000348,-0.11921405996099999
ACH-000350,-0.0911679863856
ACH-000352,-0.069827927243
ACH-000356,-0.12322651731499999
ACH-000361,0.234643646505
ACH-000362,-0.0221050323001
ACH-000363,-0.132797532384
ACH-000364,-0.226607037842
ACH-000365,-0.41041232251000004
ACH-000366,-0.011298372737200002
ACH-000368,-0.22195688283599999
ACH-000374,-0.0996640859063
ACH-000375,-0.068493326901
ACH-000376,-0.222693287768
ACH-000381,-0.319622426995
ACH-000383,-0.0620461049317
ACH-000387,-0.314821764136
ACH-000389,0.164934135679
ACH-000390,-0.283147027639
ACH-000393,0.005807158841170001
ACH-000395,-0.141132367127
ACH-000397,-0.0616336196617
ACH-000401,-0.134933054489
ACH-000402,0.357828753389
ACH-000403,-0.328384154335
ACH-000404,0.0638448783736
ACH-000406,-0.16790935510899999
ACH-000407,-0.358545845757
ACH-000408,-0.0685742558232
ACH-000410,-0.248779096528
ACH-000411,0.0666830778904
ACH-000414,0.000427262671845
ACH-000415,-0.11994562552400001
