,NPIPB6 (728741)
ACH-000004,-0.8027320689480001
ACH-000007,-0.316973585643
ACH-000009,-0.36885394176299996
ACH-000011,-0.413507574654
ACH-000012,-0.364139514485
ACH-000013,-0.60752068774
ACH-000014,-0.562194115859
ACH-000015,-0.6351648217539999
ACH-000017,-0.20703256305999998
ACH-000018,-0.40234014063600004
ACH-000019,-0.109664252232
ACH-000021,-0.6744201376800001
ACH-000022,-0.554473094934
ACH-000025,-0.557922478555
ACH-000028,-0.134110419408
ACH-000030,-0.512914362559
ACH-000035,-0.47601664208300004
ACH-000036,-0.49323115566799997
ACH-000037,-0.490581591175
ACH-000039,-0.34458349721799997
ACH-000040,-0.159668708829
ACH-000041,-0.395479113323
ACH-000042,-0.463898128593
ACH-000045,-0.5228304778149999
ACH-000047,-0.29448318743
ACH-000052,-0.155915841478
ACH-000053,-0.52519687389
ACH-000054,-0.30716332834800003
ACH-000055,-0.279096590003
ACH-000060,-0.252980062801
ACH-000067,-0.29699206033799996
ACH-000070,-0.19670666274300003
ACH-000075,-0.301668171235
ACH-000078,-0.452937557097
ACH-000082,-0.270004462076
ACH-000085,-0.0349171023259
ACH-000086,-0.415304433705
ACH-000087,-0.118686559281
ACH-000092,-0.315228799811
ACH-000095,-0.5757653196410001
ACH-000097,-0.327294767163
ACH-000098,-0.6321520387039999
ACH-000099,-0.41493009705600004
ACH-000108,-0.346935284698
ACH-000113,-0.60973517988
ACH-000115,-0.490582337835
ACH-000116,-0.298660318761
ACH-000118,-0.409085531319
ACH-000120,-0.288795643858
ACH-000123,-0.5712850641080001
ACH-000127,-0.682316402601
ACH-000128,-0.5587475941260001
ACH-000132,-0.39668802210799997
ACH-000133,-0.316455430482
ACH-000137,-0.504678787142
ACH-000138,-0.288483387065
ACH-000142,-0.40075119400799997
ACH-000143,-0.5758011598030001
ACH-000146,-0.612973935681
ACH-000148,-0.718856339825
ACH-000150,-0.287733720362
ACH-000152,0.010486234701100001
ACH-000153,-0.7953851718170001
ACH-000159,-0.611899275896
ACH-000160,-0.311772801648
ACH-000163,-0.250604500266
ACH-000167,-0.309781773863
ACH-000168,-0.5761880213130001
ACH-000169,-0.369862613578
ACH-000178,-0.510982887286
ACH-000182,-0.43498936196800003
ACH-000183,-0.467043149876
ACH-000188,-0.205190418211
ACH-000189,-0.41378037869
ACH-000190,-0.40704422440399995
ACH-000198,-0.442505645453
ACH-000204,-0.144470875675
ACH-000206,-0.9322496133470001
ACH-000207,-0.23484533996100002
ACH-000211,-0.35879430380000005
ACH-000215,-0.594314994176
ACH-000221,-0.640840186812
ACH-000222,-0.46530421628799995
ACH-000223,-0.255942093617
ACH-000226,-0.617033067112
ACH-000227,-0.7670782382800001
ACH-000228,-0.151550440941
ACH-000231,-0.460131502112
ACH-000232,-0.486476051345
ACH-000233,-0.6943573031710001
ACH-000234,-0.373451942403
ACH-000235,-0.385707352159
ACH-000237,-0.5448712113449999
ACH-000238,0.28253017301399996
ACH-000243,-0.7817773507350001
ACH-000244,-0.47899017343999994
ACH-000246,-0.112646133149
ACH-000248,-0.20615444854000003
ACH-000250,-0.37141171398199996
ACH-000251,-0.352137692311
ACH-000253,-0.488847509415
ACH-000255,-0.249246051279
ACH-000256,-0.525905760476
ACH-000257,0.0987874274968
ACH-000258,-0.407107172837
ACH-000259,-0.330523253269
ACH-000260,-0.639106190883
ACH-000261,-0.642242296463
ACH-000262,-0.38493420602899997
ACH-000263,-0.331965180321
ACH-000264,-0.419499798055
ACH-000265,-0.47262607523999994
ACH-000266,-0.530335550124
