,RAB11FIP4 (84440)
ACH-000004,-0.184257163226
ACH-000007,-0.331529216816
ACH-000009,-0.363660873862
ACH-000011,-0.27042588510000004
ACH-000012,-0.27185301998100003
ACH-000013,-0.424430712621
ACH-000014,-0.42263513336999997
ACH-000015,-0.309834889355
ACH-000017,-0.23790981743200001
ACH-000018,-0.22879556968800002
ACH-000019,0.013618366807
ACH-000021,-0.297685782567
ACH-000022,-0.281392127348
ACH-000025,-0.246422187778
ACH-000028,-0.381816760233
ACH-000030,-0.363274186351
ACH-000035,-0.609760912858
ACH-000036,-0.13112735709599999
ACH-000037,-0.17242739587699998
ACH-000039,-0.31336880643000004
ACH-000040,-0.26052372385
ACH-000041,-0.250850110684
ACH-000042,-0.27500960301800004
ACH-000045,-0.287719521694
ACH-000047,-0.279874188877
ACH-000052,-0.253093682658
ACH-000053,-0.265441111409
ACH-000054,-0.38505262394900003
ACH-000055,-0.285859430244
ACH-000060,-0.358825430663
ACH-000067,-0.300604092458
ACH-000070,0.055109683554499994
ACH-000075,-0.44042219736500005
ACH-000078,-0.417770773543
ACH-000082,-0.367818270202
ACH-000085,-0.39689467013499996
ACH-000086,-0.412208120827
ACH-000087,0.0252442065568
ACH-000092,-0.20756499956399999
ACH-000095,-0.378139525759
ACH-000097,-0.27199254112
ACH-000098,-0.31181459535
ACH-000099,-0.208955519848
ACH-000108,-0.266826996399
ACH-000113,-0.287092795144
ACH-000115,-0.511203561606
ACH-000116,-0.40665026718599995
ACH-000118,-0.35825292962
ACH-000120,-0.141880462729
ACH-000123,-0.366104351155
ACH-000127,-0.195755086805
ACH-000128,-0.24454155290500001
ACH-000132,-0.209872124538
ACH-000133,-0.121946529268
ACH-000137,-0.300742044647
ACH-000138,-0.416924020775
ACH-000142,-0.383510886418
ACH-000143,-0.24928242904
ACH-000146,-0.22921738537300002
ACH-000148,-0.25535085750799996
ACH-000150,0.13455451966499998
ACH-000152,-0.5038625600609999
ACH-000153,-0.352184834547
ACH-000159,-0.31574985390099997
ACH-000160,-0.22888209668
ACH-000163,-0.21748775732500003
ACH-000167,-0.476770177516
ACH-000168,-0.248402328826
ACH-000169,-0.18730937065499997
ACH-000178,-0.20512139647100003
ACH-000182,-0.242972919584
ACH-000183,-0.537231256694
ACH-000188,-0.344086624915
ACH-000189,-0.24462120572700002
ACH-000190,-0.364529780801
ACH-000198,-0.26673810402
ACH-000204,-0.14145607895600001
ACH-000206,-0.286986842618
ACH-000207,-0.137237937428
ACH-000211,-0.403057364513
ACH-000215,-0.352847534216
ACH-000221,-0.179812315422
ACH-000222,-0.418199571808
ACH-000223,-0.20034048422200001
ACH-000226,-0.0530064022981
ACH-000227,-0.265903605017
ACH-000228,-0.21797085969000002
ACH-000231,-0.294965352643
ACH-000232,-0.289604674457
ACH-000233,-0.195916386503
ACH-000234,-0.339961207663
ACH-000235,-0.446376688259
ACH-000237,-0.119546320266
ACH-000238,-0.281068662448
ACH-000243,-0.41018193937700004
ACH-000244,-0.346089664861
ACH-000246,-0.223265439819
ACH-000248,-0.420468334694
ACH-000250,-0.24544716529
ACH-000251,-0.9799883198129999
ACH-000253,-0.257758206686
ACH-000255,-0.38515216498300003
ACH-000256,-0.128249885283
ACH-000257,-0.12231698428200001
ACH-000258,-0.44466900091000006
ACH-000259,-0.364173908685
ACH-000260,-0.149420546546
ACH-000261,-0.244101294969
ACH-000262,-0.374753621499
ACH-000263,-0.189480805783
ACH-000264,-0.34482873511
ACH-000265,-0.473721954979
ACH-000266,-0.2749167867
ACH-000272,-0.36358274766800003
ACH-000273,-0.472512276796
ACH-000274,-0.256628478092
ACH-000277,-0.196299048959
ACH-000278,-0.173596641195
ACH-000279,-0.255244535095
ACH-000280,-0.397388641762
ACH-000281,-0.343928947744
ACH-000288,-0.42048691875200006
ACH-000291,-0.244605926307
ACH-000293,-0.131397013817
ACH-000294,-0.335522468047
ACH-000295,-0.514018075876
ACH-000296,-0.276649834575
ACH-000302,-0.154382875751
ACH-000304,-0.170890420384
ACH-000307,-0.265711943994
ACH-000308,-0.164221078925
ACH-000310,-0.173323514285
ACH-000311,-0.423993825225
ACH-000312,-0.279270202924
ACH-000315,-0.213208540326
ACH-000316,-0.193570746459
ACH-000317,-0.568498210673
ACH-000318,-0.409018266127
ACH-000319,-0.264511324349
ACH-000320,-0.5089413853270001
ACH-000322,-0.21943488022500002
ACH-000323,-0.142510855837
ACH-000324,-0.27847293015
ACH-000329,-0.27121404426999995
ACH-000330,-0.271877412445
ACH-000331,-0.258891164003
ACH-000332,-0.280373029115
ACH-000334,-0.190964086075
ACH-000335,-0.29600000545099997
ACH-000336,-0.267395646436
ACH-000337,-0.427344985411
ACH-000339,-0.314834765858
ACH-000341,-0.1992476413
ACH-000348,-0.241790918731
ACH-000350,-0.34497288071099996
ACH-000352,-0.147572299922
ACH-000356,-0.399128515477
ACH-000361,-0.52030852567
ACH-000362,-0.377771942949
ACH-000363,-0.29172840925
ACH-000364,-0.20882861299000002
ACH-000365,-0.240786464293
ACH-000366,-0.283412758323
ACH-000368,-0.08641561827580001
ACH-000374,-0.248351573933
ACH-000375,-0.191455917216
ACH-000376,-0.193445333509
ACH-000381,-0.322346660947
ACH-000383,-0.397550242214
ACH-000387,-0.27435969182500003
ACH-000389,-0.333958747245
ACH-000390,-0.601079660775
ACH-000393,-0.331189905529
ACH-000395,-0.0798140726554
ACH-000397,-0.270901671332
ACH-000401,-0.191989271023
ACH-000402,-0.0184376177133
ACH-000403,-0.20905680216800002
ACH-000404,-0.17377213110800002
ACH-000406,-0.28339542135699997
ACH-000407,-0.107491280214
ACH-000408,-0.28219747801
ACH-000410,-0.353301210489
ACH-000411,-0.121115196691
ACH-000414,-0.458337611862
ACH-000415,-0.513102069326
ACH-000416,-0.217318492502
ACH-000420,-0.31844759705
ACH-000421,-0.34034517925999996
ACH-000424,-0.532348840026
ACH-000425,-0.258344358893
ACH-000426,-0.202042949157
ACH-000427,-0.24249877146200002
ACH-000433,-0.363471241115
ACH-000436,-0.18127347994600002
ACH-000444,-0.279355853197
ACH-000445,-0.34505063115699997
ACH-000448,-0.445704653905
ACH-000450,-0.21131762561099998
ACH-000452,-0.259587870379
ACH-000454,-0.130773207085
ACH-000458,-0.305739504232
ACH-000459,-0.41495966265
ACH-000460,-0.238378003199
ACH-000461,-0.27319081010400004
ACH-000463,-0.38991950772
ACH-000464,-0.211445946309
ACH-000466,-0.657948133317
ACH-000467,-0.107742203754
ACH-000468,-0.386038164816
ACH-000469,-0.19201801194200002
ACH-000470,-0.31441698742199997
ACH-000471,-0.361112840907
ACH-000472,-0.293675041705
ACH-000473,-0.23622677625
ACH-000475,-0.302675355651
ACH-000476,-0.670836500757
ACH-000477,-0.0734112069458
ACH-000480,-0.232392344785
ACH-000481,-0.374973365745
ACH-000483,-0.279829429262
ACH-000484,-0.19308660957
ACH-000485,-0.218550654597
ACH-000486,-0.18604564885699998
ACH-000487,-0.221317701826
ACH-000488,-0.39680926857
ACH-000490,-0.361725638811
ACH-000491,-0.09658911506449999
ACH-000495,-0.227124212151
ACH-000496,-0.440346325019
ACH-000499,-0.197939823899
ACH-000500,-0.42843304732799997
ACH-000502,-0.34946204561800004
ACH-000503,0.34387224876999994
ACH-000505,-0.20043877163100002
ACH-000507,-0.0807959365569
ACH-000510,-0.310187845412
ACH-000511,-0.19851678835900002
ACH-000512,-0.0490988527451
ACH-000516,-0.371367051658
ACH-000517,-0.22154184287099998
ACH-000518,-0.273741694355
ACH-000520,-0.275041954779
ACH-000521,-0.514368715276
ACH-000522,-0.33670492630599996
ACH-000524,-0.149651368837
ACH-000527,-0.27035100471
ACH-000528,-0.244643153127
ACH-000537,-0.132409269559
ACH-000541,0.119988635811
ACH-000542,-0.113554886171
ACH-000544,-0.321134649569
ACH-000545,-0.23676882609400002
ACH-000547,-0.143303299345
ACH-000548,-0.29697928422200004
ACH-000549,-0.387605129375
ACH-000550,-0.284398642783
ACH-000552,-0.133215632874
ACH-000556,-0.43986051868000003
ACH-000557,-0.08886872991969999
ACH-000570,-0.363144637078
ACH-000571,-0.260485634742
ACH-000573,-0.164993683503
ACH-000576,-0.263304397965
ACH-000580,-0.0819352576403
ACH-000584,-0.280145833319
ACH-000585,-0.132533984819
ACH-000588,-0.117719929602
ACH-000589,-0.291051950564
ACH-000591,-0.0399939068272
ACH-000593,-0.331510426039
ACH-000600,-0.26665064316
ACH-000601,-0.273058015777
ACH-000604,-0.48861908096999995
ACH-000605,-0.34290358208300004
ACH-000606,-0.439992005565
ACH-000608,-0.156718868187
ACH-000614,-0.19951807632899998
ACH-000616,-0.0350532599504
ACH-000618,-0.271751873784
ACH-000619,-0.280815595615
ACH-000620,-0.279776748389
ACH-000621,-0.291020949905
ACH-000622,-0.426953042554
ACH-000623,-0.374679588111
ACH-000624,-0.259677816746
ACH-000627,-0.328860768493
ACH-000630,-0.42126775779200004
ACH-000632,-0.390916661342
ACH-000633,-0.06748194597070001
ACH-000637,-0.15681611293
ACH-000638,-0.364881435776
ACH-000646,-0.037059142073
ACH-000647,-0.429862051413
ACH-000648,-0.19529217257399997
ACH-000649,-0.27912300917
ACH-000651,-0.20658024351100002
ACH-000652,-0.212972920561
ACH-000653,-0.423682309881
ACH-000657,-0.336998877047
ACH-000658,-0.27042673661899996
ACH-000661,-0.207473783122
ACH-000662,-0.557508006118
ACH-000663,-0.640096400919
ACH-000665,-0.192313998165
ACH-000671,-0.147239953442
ACH-000673,-0.383978080372
ACH-000676,-0.350993323102
ACH-000677,0.006651616315330001
ACH-000681,-0.432997382269
ACH-000682,-0.28351533782
ACH-000683,-0.21767238116700002
ACH-000684,-0.37876814350500004
ACH-000688,-0.167665514318
ACH-000693,-0.39051994444300003
ACH-000694,-0.249331029158
ACH-000695,-0.502307969858
ACH-000696,-0.204955445397
ACH-000697,-0.20150138455
ACH-000699,-0.219892782998
ACH-000701,-0.230918505791
ACH-000706,-0.354643415036
ACH-000711,-0.47673347918799996
ACH-000713,-0.549144538129
ACH-000714,-0.453649764033
ACH-000718,-0.23386075145399998
ACH-000720,-0.277132866028
ACH-000721,-0.284804143399
ACH-000724,-0.230447396579
ACH-000725,-0.20386316633499998
ACH-000732,-0.49795097306599995
ACH-000734,-0.105448362113
ACH-000735,-0.28443873038899997
ACH-000736,-0.393688488276
ACH-000738,-0.18477487878899998
ACH-000746,-0.234132540781
ACH-000747,-0.4426510358
ACH-000748,-0.17296129938700003
ACH-000753,-0.310931196924
ACH-000756,-0.379268475441
ACH-000757,-0.161080325759
ACH-000758,-0.321649752174
ACH-000760,-0.328894894472
ACH-000763,-0.23588451345800002
ACH-000764,-0.240290875676
ACH-000765,0.00160088619312
ACH-000766,-0.274863061899
ACH-000767,-0.21285736087
ACH-000768,-0.352548057211
ACH-000769,-0.44680961289
ACH-000770,-0.259936118153
ACH-000771,-0.2351732616
ACH-000773,-0.159944467713
ACH-000776,-0.393852714002
ACH-000777,-0.221120134446
ACH-000778,-0.523819981098
ACH-000781,-0.291376232921
ACH-000782,-0.33503469178399997
ACH-000783,-0.023072008091099997
ACH-000784,-0.487362284444
ACH-000785,-0.455544365999
ACH-000787,-0.12613284469799999
ACH-000788,-0.38559510616400006
ACH-000791,-0.58179282092
ACH-000792,-0.427986157103
ACH-000794,-0.551219134415
ACH-000796,-0.326215618384
ACH-000799,-0.050403090097199996
ACH-000800,-0.372373708997
ACH-000802,-0.396206773544
ACH-000804,-0.12143183210899999
ACH-000805,-0.222842073503
ACH-000809,-0.183284062482
ACH-000810,-0.45291501063999995
ACH-000811,-0.29252770756700003
ACH-000817,-0.409187546391
ACH-000819,-0.231502281835
ACH-000820,-0.197363906194
ACH-000821,-0.547751710942
ACH-000822,-0.221767317675
ACH-000823,-0.321318136283
ACH-000824,-0.20478466789900002
ACH-000827,-0.326035580521
ACH-000829,-0.21155668431400002
ACH-000831,-0.177049421629
ACH-000832,-0.45836725021499997
ACH-000833,-0.33603211595700005
ACH-000834,-0.305095855795
ACH-000835,-0.2215006293
ACH-000836,0.027125765702999998
ACH-000837,-0.543528860521
ACH-000838,-0.317045037373
ACH-000839,-0.230736206209
ACH-000840,-0.24748987085700003
ACH-000841,-0.366674430444
ACH-000843,-0.363488408099
ACH-000846,-0.308719372173
ACH-000847,-0.623796010566
ACH-000848,-0.170282538873
ACH-000849,-0.147685755348
ACH-000851,-0.175581724863
ACH-000855,0.268250447008
ACH-000856,-0.197744541022
ACH-000858,-0.361799016143
ACH-000859,-0.18878641211199998
ACH-000861,-0.10222153381200001
ACH-000862,-0.12953565218399998
ACH-000865,-0.208925807962
ACH-000866,-0.26442535325399996
ACH-000867,-0.295308541327
ACH-000869,-0.400231281201
ACH-000872,-0.255666365515
ACH-000873,-0.107236161272
ACH-000876,-0.200206217306
ACH-000878,0.0892959808475
ACH-000880,-0.0420396699809
ACH-000881,-0.26508718115200003
ACH-000882,-0.169206642624
ACH-000884,-0.34715417940300003
