,TCERG1 (10915)
ACH-000648,-0.806429406286
ACH-000649,-0.607138374217
ACH-000651,-0.6724592269609999
ACH-000652,-0.426103263603
ACH-000653,-0.745853819587
ACH-000657,-0.5098658904460001
ACH-000658,-0.477678373547
ACH-000661,-0.7349942256440001
ACH-000662,-0.801032277653
ACH-000663,-0.6580094435480001
ACH-000665,-0.904236601626
ACH-000671,-0.719657261057
ACH-000673,-0.637633362226
ACH-000676,-0.26070629077199997
ACH-000677,-0.7575736571259999
ACH-000681,-0.573745563584
ACH-000682,-0.577691065399
ACH-000683,-0.494449449636
ACH-000684,-0.419821020628
ACH-000688,-0.6516496721689999
ACH-000693,-0.575206408694
ACH-000694,-0.435814047275
ACH-000695,-0.34188560496299997
ACH-000696,-0.559176621214
ACH-000697,-0.275284399853
ACH-000699,-0.616280904772
ACH-000701,-0.468969923834
ACH-000706,-0.5048077993810001
ACH-000711,-0.596992360277
ACH-000713,-0.294152446591
ACH-000714,-0.308337842707
ACH-000718,-0.704667582047
ACH-000720,-0.32356458900699997
ACH-000721,-0.499092533226
ACH-000724,0.000485909187656
ACH-000725,-0.8237376375159999
ACH-000732,-0.642818836225
ACH-000734,-0.455505161212
ACH-000735,-0.570010259613
ACH-000736,-0.670432165684
ACH-000738,-0.587635548166
ACH-000746,-0.645339296212
ACH-000747,-0.233988183963
ACH-000748,-0.659388176497
ACH-000753,-0.613952888336
ACH-000756,-0.588282151488
ACH-000757,-0.29901915352499997
ACH-000758,-0.6960221106460001
ACH-000760,-0.619208764086
ACH-000763,-0.445925634525
ACH-000764,-0.643810070503
ACH-000765,-0.36071879781599997
ACH-000766,-0.366033856206
ACH-000767,-0.552214109635
ACH-000768,-0.524022650462
ACH-000769,-0.6403225281530001
ACH-000770,-0.398611369243
ACH-000771,-0.536658383591
ACH-000773,-0.0803096478126
ACH-000776,-0.5314139235700001
ACH-000777,-0.449557353189
ACH-000778,-0.38816413927500004
ACH-000781,-0.45245737500100003
ACH-000782,-0.460036777275
ACH-000783,-0.396616884354
ACH-000784,-0.43260790870899996
ACH-000785,-0.765618862763
ACH-000787,-0.562316031974
ACH-000788,-0.5460839649229999
ACH-000791,-0.340563418003
ACH-000792,-0.542597267152
ACH-000794,-0.65505799346
ACH-000796,-0.552993343031
ACH-000799,-0.386242967975
ACH-000800,-0.539869974876
ACH-000802,-0.754860873757
ACH-000804,-0.186369753434
ACH-000805,-0.523164358122
ACH-000809,-0.384017945572
ACH-000810,-0.793296944412
ACH-000811,-0.639518583191
ACH-000817,-0.185948915165
ACH-000819,-0.441156427032
ACH-000820,-0.361863557165
ACH-000821,-0.281484561721
ACH-000822,-0.6911590607260001
ACH-000823,-0.625397261633
ACH-000824,-0.296734361349
ACH-000827,-0.743553695468
ACH-000829,-0.5984373005120001
ACH-000831,-0.300004382666
ACH-000832,-0.326528700121
ACH-000833,-0.277990560027
ACH-000834,-0.671838202694
ACH-000835,-0.507077205375
ACH-000836,-0.0824507844532
ACH-000837,-0.526272477771
ACH-000838,-0.486403650633
ACH-000839,-0.427690831477
ACH-000840,-0.792663018495
ACH-000841,-0.502103659552
ACH-000843,-0.43058876626000003
ACH-000846,-0.646573983352
ACH-000847,-0.710289980713
ACH-000848,-0.347557193777
ACH-000849,-0.42166583176600003
ACH-000851,-0.449250072716
ACH-000855,-0.739503659772
ACH-000856,-0.638190656958
ACH-000858,-0.5562028236450001
ACH-000859,-0.777148210386
ACH-000861,-0.5466934519860001
ACH-000862,-0.296592342904
ACH-000865,-0.546376647256
ACH-000866,-0.700885341948
ACH-000867,-0.554849084943
ACH-000869,-0.661530115149
ACH-000872,-0.6787072470559999
ACH-000873,-0.46495872960100004
ACH-000876,-0.424271732963
ACH-000878,-0.483391647758
ACH-000880,-0.7460001658750001
ACH-000881,-0.334555336017
ACH-000882,-0.641173919179
ACH-000884,-0.41411229105700004
ACH-000885,-0.564182027092
ACH-000887,-0.633104395179
ACH-000888,-0.574110417354
ACH-000889,-0.22294774769200001
ACH-000890,-0.768993836384
ACH-000896,-0.45282795670500003
ACH-000898,-0.6103750674289999
ACH-000900,-0.289738420942
ACH-000901,-0.5242233927090001
ACH-000905,-0.584042071694
ACH-000906,-0.55195083295
ACH-000907,-0.17229303258900003
ACH-000910,-0.276574560465
ACH-000911,-0.598960294629
ACH-000912,-0.693559737473
ACH-000913,-0.568198907852
ACH-000915,-0.36055234497199995
ACH-000916,-0.224265366802
ACH-000917,-0.805643686006
ACH-000921,-0.531632494578
ACH-000924,-0.7464768603540001
ACH-000926,-0.48714307000699997
ACH-000928,-0.78455709448
ACH-000929,-0.710874070899
ACH-000932,-0.559218116154
ACH-000935,-0.559079251654
ACH-000936,-0.36567866824600004
ACH-000937,-0.391485710663
ACH-000938,-0.615722125864
ACH-000939,0.016290080958
ACH-000941,-0.637917704863
ACH-000943,-0.478618671249
ACH-000946,-0.704439765466
ACH-000947,-0.6100982541300001
ACH-000948,-0.627071506876
ACH-000950,-0.570317231231
ACH-000953,-0.490551388235
ACH-000957,-0.6779168515449999
ACH-000958,-0.349961412038
ACH-000960,-0.232739391203
ACH-000963,-0.993760214501
ACH-000968,-0.5449027738000001
ACH-000969,-0.387159626733
ACH-000973,-0.33715694910599997
ACH-000974,-0.640893454074
ACH-000975,-0.747378105883
ACH-000976,-0.619003533592
ACH-000978,-1.14708286337
ACH-000980,-0.47552266742700006
ACH-000984,-1.00646877855
ACH-000986,-0.73556273015
ACH-000988,-0.6794008085780001
ACH-000993,-0.551102097139
ACH-000994,-0.637567154038
ACH-000996,-0.9661028883239999
ACH-001001,-0.42043427759199997
ACH-001020,-0.5263523097689999
ACH-001028,-0.550355253085
ACH-001031,-0.199975039813
ACH-001038,-0.658096586857
ACH-001048,-0.527563386091
ACH-001050,-0.346153025109
ACH-001053,-0.522648808633
ACH-001054,-0.8522605921269999
ACH-001061,-0.610085989377
ACH-001067,-0.625780000166
ACH-001075,-0.469990560173
ACH-001096,-0.43586198673199994
ACH-001128,0.464807715595
ACH-001134,-0.695528232764
ACH-001151,-0.481398576982
ACH-001163,-0.310325483418
ACH-001164,-0.9893076607729999
ACH-001173,-0.550063801739
ACH-001183,-0.568064505633
ACH-001184,-0.567625144019
ACH-001190,-0.6326710750460001
ACH-001192,-0.490728338015
ACH-001193,-0.103254827723
ACH-001196,-0.4788203061
ACH-001197,-0.45607091093
ACH-001205,-0.580472210504
ACH-001211,-0.5909974476100001
ACH-001212,-0.813867470889
ACH-001228,-0.8498763713490001
ACH-001232,-0.480920561064
ACH-001239,-0.6026307890820001
ACH-001274,-0.414914044508
ACH-001275,-0.579204752959
ACH-001277,-0.599217411845
ACH-001278,-0.548372487167
ACH-001280,-0.464469677147
ACH-001283,-0.412841447336
ACH-001289,-0.846343998247
ACH-001295,-0.552657893054
ACH-001300,-0.813818193779
ACH-001301,-0.640400750135
ACH-001302,-0.972719281946
ACH-001303,-0.871788587376
ACH-001306,-0.736992595521
ACH-001318,-0.36970355576200004
ACH-001322,-0.39956306901699995
ACH-001328,-0.630779223701
ACH-001332,-0.530731862337
ACH-001333,-0.7795233301710001
ACH-001336,-0.562151831901
ACH-001340,-0.5312156470830001
ACH-001346,-0.581756041362
ACH-001353,-0.467430114037
ACH-001354,-0.818626956707
ACH-001367,-0.7628995331790001
ACH-001368,-0.402935053047
ACH-001374,-0.561991919929
ACH-001375,-0.35507270368199995
ACH-001377,-0.47982420033900003
ACH-001380,-0.7320306763259999
ACH-001391,-0.467406302438
ACH-001407,-0.260454131223
ACH-001408,-0.645032862101
ACH-001413,-0.398934369084
ACH-001430,-0.72919187706
ACH-001431,-0.656160638681
ACH-001450,-0.576580154708
ACH-001496,-0.66097314422
ACH-001500,-0.40681997651999996
ACH-001521,-0.39534443829800003
ACH-001523,-0.576505825774
ACH-001532,-0.584690420582
ACH-001536,-0.587924456043
ACH-001550,-0.148349570011
ACH-001552,-0.587889463838
ACH-001554,-0.46981491793700003
ACH-001645,-1.0298066687
ACH-001654,-0.491993571274
ACH-001715,-0.470313532548
ACH-001735,-0.840751300592
ACH-001736,-0.46125064167400004
ACH-001737,-1.10483017893
ACH-001740,-0.6403474984449999
ACH-001745,-0.583994977588
ACH-001750,-0.49096430434699995
ACH-001765,-0.505357977685
ACH-001956,-0.5759999928840001
ACH-001957,-0.7267300876360001
