,GLRX5 (51218)
ACH-000004,-0.85388673358
ACH-000007,-0.587051530547
ACH-000009,-0.33467923215900003
ACH-000011,-0.37852119116099997
ACH-000012,-0.798384942651
ACH-000013,-0.787236142837
ACH-000014,-0.6859998134180001
ACH-000015,-0.676872771752
ACH-000017,-0.413651738309
ACH-000018,-0.606945889844
ACH-000019,-0.6951059405619999
ACH-000021,-0.497531823558
ACH-000022,-0.41305194462300004
ACH-000025,-0.8980281498810001
ACH-000028,-0.745791217781
ACH-000030,-0.602466694796
ACH-000035,-0.453524904972
ACH-000036,-0.485498480955
ACH-000037,-0.794981864342
ACH-000039,-0.597262394626
ACH-000040,-0.46539962745700003
ACH-000041,-0.615872362002
ACH-000042,-0.5311491706270001
ACH-000045,-0.506769826151
ACH-000047,-0.759527895038
ACH-000052,-0.24552171547899998
ACH-000053,-0.22161714927700002
ACH-000054,-0.845276852104
ACH-000055,-0.516755357903
ACH-000060,-0.720646488114
ACH-000067,-0.305663928476
ACH-000070,-0.784883008541
ACH-000075,-0.642301335735
ACH-000078,-0.657560444448
ACH-000082,-0.577406586822
ACH-000085,-0.455528001537
ACH-000086,-0.656247278008
ACH-000087,-0.7813141091329999
ACH-000092,-0.683224487536
ACH-000095,-0.342464704318
ACH-000097,-0.3930573102
ACH-000098,-0.522910930905
ACH-000099,-0.355147666643
ACH-000108,-0.573960234184
ACH-000113,-0.598222311573
ACH-000115,-0.412952255957
ACH-000116,-0.644812661242
ACH-000118,-0.87049798942
ACH-000120,-0.5394842464140001
ACH-000123,-0.250582754356
ACH-000127,-0.759784929718
ACH-000128,-0.944248864742
ACH-000132,-0.7796492817499999
ACH-000133,-0.642114676995
ACH-000137,-0.31282243313700003
ACH-000138,-0.626305532365
ACH-000142,-0.340070656024
ACH-000143,-0.6636666501290001
ACH-000146,-0.693257655509
ACH-000148,-0.610083170371
ACH-000150,-0.41736798438199996
ACH-000152,-0.828845980203
ACH-000153,-0.544526874997
ACH-000159,-0.718992019557
ACH-000160,-0.7224597383750001
ACH-000163,-0.316410416506
ACH-000167,-0.514412040731
ACH-000168,-0.512183917658
ACH-000169,-0.658757201401
ACH-000178,-0.551319687657
ACH-000182,-0.822572168257
ACH-000183,-0.327533258248
ACH-000188,-0.453175925922
ACH-000189,-0.263290749861
ACH-000190,-0.617786815159
ACH-000198,-0.7741312069859999
ACH-000204,-0.449078947771
ACH-000206,-0.406803051998
ACH-000207,-0.656284374646
ACH-000211,-0.532974679211
ACH-000215,-0.777616615524
ACH-000221,-0.928051262497
ACH-000222,-0.47981114643999995
ACH-000223,-0.522314109324
ACH-000226,-0.729998654559
ACH-000227,-0.61805075341
ACH-000228,-0.39631558991
ACH-000231,-0.664675589091
ACH-000232,-0.49431539668499996
ACH-000233,-0.0307904027953
ACH-000234,-0.39057385141
ACH-000235,-0.8563409737469999
ACH-000237,-0.11579421417199999
ACH-000238,-0.49078617281000003
ACH-000243,-0.625547659419
ACH-000244,-0.819853015793
ACH-000246,-0.858306422822
ACH-000248,-0.738318405958
ACH-000250,-0.37738536977
ACH-000251,-0.424452346237
ACH-000253,-0.593041939674
ACH-000255,-0.658097830487
ACH-000256,-0.517012598631
ACH-000257,-0.759286539205
ACH-000258,-0.121109902709
ACH-000259,-1.2706754932100002
ACH-000260,-0.155053910765
ACH-000261,-0.763035782051
ACH-000262,-0.45388993268399996
ACH-000263,-0.29262033557100003
ACH-000264,-0.60996392591
ACH-000265,-0.778352931128
ACH-000266,-0.511319990649
ACH-000272,-0.653731576676
ACH-000273,-0.765699352606
ACH-000274,-0.7180185415829999
ACH-000277,-1.0436642765200002
ACH-000278,-0.222258388851
ACH-000279,-0.7055261946529999
ACH-000280,-0.565028161219
ACH-000281,-0.616160435197
ACH-000288,-0.30379316612199997
ACH-000291,-0.378595457593
ACH-000293,-0.772121413741
ACH-000294,-0.038338912296000005
ACH-000295,-0.5398374660490001
ACH-000296,0.20521830911400002
ACH-000302,-0.433471609845
ACH-000304,-0.845646442426
ACH-000307,-0.385667243748
ACH-000308,-0.41520963923500004
ACH-000310,-0.484027193232
ACH-000311,-0.5415585578159999
ACH-000312,-0.721728097005
ACH-000315,-0.340380706797
ACH-000316,-0.5468961470229999
ACH-000317,-1.1348648116
ACH-000318,-0.49241285791
ACH-000319,-0.45674627314599997
ACH-000320,-0.593416835746
ACH-000322,-1.06850992625
ACH-000323,-0.446722878549
ACH-000324,-0.401494756468
ACH-000329,-1.11954820376
ACH-000330,-0.83376854163
ACH-000331,-0.48075289106299995
ACH-000332,-0.519424219202
ACH-000334,-0.740932377931
ACH-000335,-0.429909048308
ACH-000336,-0.40546745722599997
ACH-000337,-0.18159274739999998
ACH-000339,-0.7221282188600001
ACH-000341,-0.7640148237559999
ACH-000348,-1.0211351401
ACH-000350,-0.727285821579
ACH-000352,-0.7333002603190001
ACH-000356,-0.6868035195759999
ACH-000361,-0.36915426540299995
ACH-000362,-0.457382784199
ACH-000363,-0.597175940422
ACH-000364,-0.507293919887
ACH-000365,-1.11821506957
ACH-000366,-0.341310102127
ACH-000368,-0.5680042012300001
ACH-000374,-0.658190006013
ACH-000375,-0.524542626662
ACH-000376,-1.14024481632
ACH-000381,-0.552593832598
ACH-000383,-0.711693818729
ACH-000387,-0.34563992568199997
ACH-000389,-0.21968395044199998
ACH-000390,-0.70677533495
ACH-000393,-0.624438707834
ACH-000395,-0.465374509145
ACH-000397,-0.471736669286
ACH-000401,-1.03099677369
ACH-000402,-0.649491997315
ACH-000403,-0.808441445221
ACH-000404,-0.944126414992
ACH-000406,-1.5155190135699999
ACH-000407,-0.761593012597
ACH-000408,-0.168793170453
ACH-000410,-0.6933522562860001
ACH-000411,-0.640183451594
ACH-000414,-0.669037069498
ACH-000415,-0.536312832321
ACH-000416,-0.524639627763
ACH-000420,-0.648389825431
ACH-000421,-0.429171768582
ACH-000424,-0.6868943706399999
ACH-000425,-0.578802815062
ACH-000426,-0.5886432097600001
ACH-000427,-0.496554780541
ACH-000433,-0.42596178385899996
ACH-000436,-0.564044410319
ACH-000444,-0.9290664259520001
ACH-000445,-0.34401732788199996
ACH-000448,-0.661920506967
ACH-000450,-1.4113702111700002
ACH-000452,-0.5605829893959999
ACH-000454,-0.879570397993
ACH-000458,-0.5104830774469999
ACH-000459,-1.10942315906
ACH-000460,-0.493920650545
ACH-000461,-1.07907317031
ACH-000463,-0.179784126323
ACH-000464,-0.579487769824
ACH-000466,-1.00627585612
ACH-000467,-0.605230352507
ACH-000468,-0.47345629030599995
ACH-000469,-0.5343122020459999
ACH-000470,-0.33139070240699997
ACH-000471,-0.264823477259
ACH-000472,-0.6568155587919999
ACH-000473,-0.539124055831
ACH-000475,-0.42406100665299995
ACH-000476,-0.85857045979
ACH-000477,-1.1588677899700002
ACH-000480,-0.48850795875200004
ACH-000481,-0.34073441494999995
ACH-000483,-0.7368042557950001
ACH-000484,-0.6308060711
ACH-000485,-0.6800958460340001
ACH-000486,-0.9263826151700001
ACH-000487,-0.875491387883
ACH-000488,-0.812358304277
ACH-000490,-0.402583063768
ACH-000491,-0.7093408816329999
