,PRAME (23532)
ACH-000004,0.18047894514600002
ACH-000007,0.08873768868239999
ACH-000009,0.233521686831
ACH-000011,0.154656493418
ACH-000012,0.0582767973872
ACH-000013,0.107446566166
ACH-000014,0.209493011306
ACH-000015,-0.0936535222043
ACH-000017,0.08853009405659999
ACH-000018,0.136190721592
ACH-000019,0.0705309362946
ACH-000021,0.141123924077
ACH-000022,0.0265011199214
ACH-000025,-0.157231957688
ACH-000028,-0.13460465917
ACH-000030,-0.00780063029795
ACH-000035,0.00536908308956
ACH-000036,0.164778491812
ACH-000037,-0.00597652227127
ACH-000039,0.0175677681194
ACH-000040,0.048736424931899995
ACH-000041,-0.09010044229110001
ACH-000042,0.0377513544492
ACH-000045,-0.0638473863842
ACH-000047,0.164075799293
ACH-000052,0.0446073670179
ACH-000053,0.047518473545199995
ACH-000054,0.0387856291105
ACH-000055,0.15631279565700001
ACH-000060,-0.00272245894262
ACH-000067,0.110046497763
ACH-000070,0.10352800784499999
ACH-000075,-0.0211664314802
ACH-000078,0.118764014352
ACH-000082,0.308662699159
ACH-000085,0.0554004285504
ACH-000086,0.18574910295400002
ACH-000087,0.185614372758
ACH-000092,0.0494468030626
ACH-000095,0.08265135787160001
ACH-000097,0.10757874485999999
ACH-000098,-0.07360003985550001
ACH-000099,0.12225502628900001
ACH-000108,0.024715625814400004
ACH-000113,-0.0265431650258
ACH-000115,-0.136518698152
ACH-000116,-0.16325300762
ACH-000118,0.058915028148300005
ACH-000120,0.124020613872
ACH-000123,0.058352329013800004
ACH-000127,0.0800356918684
ACH-000128,0.0414820404974
ACH-000132,0.215469161199
ACH-000133,0.137319004552
ACH-000137,-0.0118616774711
ACH-000138,0.280270121351
ACH-000142,0.231364041932
ACH-000143,0.06937029467969999
ACH-000146,0.102537180528
ACH-000148,0.00285888412295
ACH-000150,0.110758076306
ACH-000152,0.170547317115
ACH-000153,0.0811312718183
ACH-000159,0.274048084969
ACH-000160,-0.060978107071199994
ACH-000163,0.180759305524
ACH-000167,0.024897070241099998
ACH-000168,0.0715003536298
ACH-000169,-0.108604792765
ACH-000178,0.272829007423
ACH-000182,0.277439313161
ACH-000183,-0.120723776389
ACH-000188,0.245440583057
ACH-000189,0.360977812065
ACH-000190,-0.19276111122499998
ACH-000198,0.110847334881
ACH-000204,0.0566284913308
ACH-000206,0.269305827696
ACH-000207,0.129696335383
ACH-000211,0.020268795381900004
ACH-000215,0.09269934273010001
ACH-000221,0.213735814694
ACH-000222,0.09564370916619999
ACH-000223,0.07635504692869999
ACH-000226,0.0991994062006
ACH-000227,0.12452480290100001
ACH-000228,0.0902128558806
ACH-000231,0.044481004582900004
ACH-000232,0.0310121779849
ACH-000233,0.0935023670971
ACH-000234,0.314827544914
ACH-000235,0.10517137932800001
ACH-000237,0.05114614889499999
ACH-000238,-0.037612294245599996
ACH-000243,0.046936272533400006
ACH-000244,0.24263090256900002
ACH-000246,0.207435652879
ACH-000248,0.00169797450795
ACH-000250,0.137298799916
ACH-000251,0.17505840646899998
ACH-000253,0.13950585749000002
ACH-000255,0.025673736667400002
ACH-000256,0.232809983788
ACH-000257,0.426453759934
ACH-000258,0.10940878596100001
ACH-000259,0.250362194079
ACH-000260,0.12877658522399998
ACH-000261,0.0365222251557
ACH-000262,0.18664248796500002
ACH-000263,0.189353168988
ACH-000264,-0.0139719068515
ACH-000265,0.0463208742282
ACH-000266,0.132954757443
ACH-000272,0.0822020558662
ACH-000273,0.17852392369800002
ACH-000274,0.112690654226
ACH-000277,0.0851501648483
ACH-000278,-0.0993607535682
ACH-000279,0.0763250198646
ACH-000280,0.0253444513828
ACH-000281,0.349011474138
ACH-000288,0.0871887499145
ACH-000291,-0.0059994348239200005
ACH-000293,0.130678211282
ACH-000294,0.22349182746399998
ACH-000295,-0.0326276599635
ACH-000296,0.265929435311
ACH-000302,-0.08564972769330001
ACH-000304,0.008951872382879998
ACH-000307,0.119991716392
ACH-000308,0.0315983996303
ACH-000310,0.0247389760604
ACH-000311,0.127771294112
ACH-000312,0.22037956531300001
ACH-000315,-0.0013770959401099999
ACH-000316,0.14962900876399998
ACH-000317,0.257713922322
ACH-000318,-0.00723397672336
ACH-000319,0.0630696161286
ACH-000320,-0.0698504873414
ACH-000322,-0.0599321887577
ACH-000323,0.08328895290350001
ACH-000324,0.029998709870099997
