,SLMAP (7871)
ACH-000542,-0.257847382274
ACH-000544,-0.36220666113399996
ACH-000545,-0.5166793959529999
ACH-000547,-0.425424962412
ACH-000548,-0.285103622158
ACH-000549,-0.478059228517
ACH-000550,-0.5951860786959999
ACH-000552,-0.19904388707899998
ACH-000556,-0.394239959529
ACH-000557,-0.139412159506
ACH-000570,-0.339103752194
ACH-000571,-0.20230508844700001
ACH-000573,-0.311178593953
ACH-000576,-0.462064138879
ACH-000580,-0.453577485861
ACH-000584,-0.331413674485
ACH-000585,-0.412881488773
ACH-000588,-0.240732756168
ACH-000589,-0.361338392544
ACH-000591,-0.197104253967
ACH-000593,-0.494318160179
ACH-000600,-0.355391660473
ACH-000601,-0.308344491518
ACH-000604,-0.574536944237
ACH-000605,-0.29779720168400003
ACH-000606,-0.163191454658
ACH-000608,-0.577037669665
ACH-000614,-0.634790209774
ACH-000616,-0.494692932187
ACH-000618,-0.101480015317
ACH-000619,-0.483250358425
ACH-000620,-0.30806177235800003
ACH-000621,-0.249884898547
ACH-000622,-0.0726221904725
ACH-000623,-0.15087770067
ACH-000624,-0.217353245725
ACH-000627,-0.502409443099
ACH-000630,-0.68656652772
ACH-000632,-0.257587610016
ACH-000633,-0.310273439349
ACH-000637,-0.132818662053
ACH-000638,-0.34023333534100003
ACH-000646,-0.373663054828
ACH-000647,-0.338066426465
ACH-000648,-0.586707576684
ACH-000649,-0.23737932693000005
ACH-000651,-0.262902493396
ACH-000652,-0.427555832305
ACH-000653,-0.561702137078
ACH-000657,-0.35435675133199995
ACH-000658,-0.221195148415
ACH-000661,-0.332297995214
ACH-000662,-0.467511246709
ACH-000663,-0.098669318406
ACH-000665,-0.100438029493
ACH-000671,-0.5532348558269999
ACH-000673,-0.281964331336
ACH-000676,-0.22938660589
ACH-000677,-0.6956589580120001
ACH-000681,-0.317752410833
ACH-000682,-0.30622504418900004
ACH-000683,-0.151639007074
ACH-000684,-0.313381714371
ACH-000688,-0.49263704069200004
ACH-000693,-0.415978788693
ACH-000694,-0.440198028126
ACH-000695,-0.386425820837
ACH-000696,-0.40415873541599995
ACH-000697,-0.400341574614
ACH-000699,-0.41063738256399995
ACH-000701,-0.38637585833300003
ACH-000706,-0.23737039353599998
ACH-000711,-0.406938567267
ACH-000713,-0.474711952377
ACH-000714,-0.208383640483
ACH-000718,-0.48919496685900005
ACH-000720,-0.663685152944
ACH-000721,-0.255220111482
ACH-000724,-0.0517671799603
ACH-000725,-0.09261030979049999
ACH-000732,-0.541031548144
ACH-000734,-0.27427255361200004
ACH-000735,-0.49727853079400003
ACH-000736,-0.28425023518000003
ACH-000738,-0.32045707291299996
ACH-000746,-0.382559708929
ACH-000747,-0.290701020097
ACH-000748,-0.182828195724
ACH-000753,-0.28492044664
ACH-000756,-0.673606467972
ACH-000757,-0.312359101906
ACH-000758,-0.493085747051
ACH-000760,-0.0694224265833
ACH-000763,-0.42374628700000005
ACH-000764,-0.024461198577099996
ACH-000765,-0.289905187967
ACH-000766,-0.37385702230800005
ACH-000767,-0.24361398780000001
ACH-000768,-0.444156796521
ACH-000769,-0.5425472662049999
ACH-000770,-0.370809296269
ACH-000771,-0.39345672097900003
ACH-000773,-0.599845178421
ACH-000776,-0.427934493671
ACH-000777,-0.368866063443
ACH-000778,-0.43434808819
ACH-000781,-0.258303184094
ACH-000782,-0.18986528715
ACH-000783,-0.269196464067
ACH-000784,-0.26613539442
ACH-000785,-0.537556702167
ACH-000787,-0.426462503449
ACH-000788,-0.304495815906
ACH-000791,-0.341627486188
ACH-000792,-0.389975055889
ACH-000794,-0.564457057034
ACH-000796,-0.451368438015
ACH-000799,-0.41218410218400003
ACH-000800,-0.179919329192
ACH-000802,-0.280932969327
ACH-000804,-0.118251440392
ACH-000805,0.0902006929202
ACH-000809,-0.287618940995
ACH-000810,-0.07176754728139999
ACH-000811,-0.443684754968
ACH-000817,-0.5516106997469999
ACH-000819,-0.392281727286
ACH-000820,-0.43082581901
ACH-000821,-0.293597716503
ACH-000822,-0.391603770553
ACH-000823,-0.6027563136240001
ACH-000824,-0.182586732877
ACH-000827,-0.43624324623599997
ACH-000829,-0.13270563902899998
ACH-000831,-0.257368252706
ACH-000832,-0.555696406898
ACH-000833,-0.17773739852899997
ACH-000834,-0.273184376094
ACH-000835,-0.25924321019
ACH-000836,-0.615696789777
ACH-000837,-0.32885842168400004
ACH-000838,-0.342587296763
ACH-000839,-0.56564754514
ACH-000840,-0.5765342993110001
ACH-000841,-0.29723336289999996
ACH-000843,-0.197345453257
ACH-000846,-0.466577197824
ACH-000847,-0.42002178560099995
ACH-000848,-0.48478251855800003
ACH-000849,-0.257283376411
ACH-000851,-0.32245908826999997
ACH-000855,-0.346558718173
ACH-000856,-0.46503940622699996
ACH-000858,-0.217335312929
ACH-000859,-0.579234399124
ACH-000861,-0.346950084471
ACH-000862,-0.0797209558991
ACH-000865,-0.19118811262000002
ACH-000866,-0.35862299055299995
ACH-000867,-0.233158502695
ACH-000869,-0.568038502294
ACH-000872,-0.18929552195
ACH-000873,-0.229126813522
ACH-000876,-0.45180164787199995
ACH-000878,-0.281533386582
ACH-000880,-0.532767308047
ACH-000881,-0.252247385376
ACH-000882,-0.09743928477769999
ACH-000884,-0.132406424568
ACH-000885,-0.504918173731
ACH-000887,-0.439156473963
ACH-000888,-0.23344909369800002
ACH-000889,-0.34422245126
ACH-000890,-0.31128078063299996
ACH-000896,-0.415602775169
ACH-000898,-0.286001822496
ACH-000900,-0.398623664321
ACH-000901,-0.232496564398
ACH-000905,-0.5196171439989999
ACH-000906,-0.307349378785
ACH-000907,-0.603643571263
ACH-000910,-0.266334626234
ACH-000911,-0.441050068499
ACH-000912,-0.283064071343
ACH-000913,-0.156521749204
ACH-000915,-0.29059771110800003
ACH-000916,0.0196927000123
ACH-000917,-0.47619607414899995
ACH-000921,-0.40952652324699995
ACH-000924,-0.441144311527
ACH-000926,-0.517714549345
ACH-000928,-0.36398332903999997
ACH-000929,-0.397998617042
ACH-000932,-0.30492340031599996
ACH-000935,-0.08792059946239998
ACH-000936,-0.256635110876
ACH-000937,-0.363788161441
ACH-000938,-0.40919765904
ACH-000939,-0.0218326367941
ACH-000941,-0.176617179728
ACH-000943,-0.37429814714599996
ACH-000946,-0.37096263241
ACH-000947,-0.133859990024
ACH-000948,-0.507630348551
ACH-000950,-0.466388621025
ACH-000953,-0.291658918989
ACH-000957,-0.383117685496
ACH-000958,-0.31657336555300003
ACH-000960,-0.380469372115
ACH-000963,-0.275938008693
ACH-000968,-0.37943629163500003
ACH-000969,-0.305176379094
ACH-000973,-0.46510742436499997
ACH-000974,-0.39272135629199995
ACH-000975,-0.25500116012400004
ACH-000976,-0.436472634767
ACH-000978,0.548330405856
ACH-000980,-0.302180439067
ACH-000984,-0.571890791607
ACH-000986,-0.5820928942670001
ACH-000988,-0.41747598745
ACH-000993,-0.281792256822
ACH-000994,-0.493540859809
ACH-000996,-0.306017895513
ACH-001001,-0.24027066030000002
ACH-001020,-0.400315229876
ACH-001028,-0.295864628529
ACH-001031,-0.188574461015
ACH-001038,-0.3030767504
ACH-001048,-0.5761906115250001
ACH-001050,-0.0426293986624
ACH-001053,-0.411295581382
ACH-001054,-0.21417152944499998
ACH-001061,-0.32673073144000003
ACH-001067,-0.419460880062
ACH-001075,-0.331333024171
ACH-001096,-0.231024172653
ACH-001128,-0.23994661027699998
ACH-001134,-0.21600094196699998
ACH-001151,-0.34223646763800003
ACH-001163,-0.45988604286300006
ACH-001164,-0.49294562311800005
ACH-001173,-0.345924961029
ACH-001183,-0.37659916594899995
ACH-001184,-0.278610216894
ACH-001190,-0.452308747531
ACH-001192,-0.505293951655
ACH-001193,-0.49950007685599995
ACH-001196,-0.276340736043
ACH-001197,-0.509507875286
ACH-001205,-0.605517541903
ACH-001211,-0.5574003657
ACH-001212,0.0856993094552
ACH-001228,-0.288362847132
ACH-001232,-0.473600946391
ACH-001239,-0.20184198218600002
ACH-001274,-0.468421185891
ACH-001275,-0.28552180788000003
ACH-001277,-0.22986688694000001
ACH-001278,-0.482642785625
ACH-001280,-0.232606994031
ACH-001283,-0.369421546774
ACH-001289,-0.43861133729999996
ACH-001295,-0.262323620543
ACH-001300,-0.0665199596806
ACH-001301,-0.214755054182
ACH-001302,-0.332630743746
ACH-001303,-0.29749786691
ACH-001306,-0.6634180941009999
ACH-001318,-0.229724652188
ACH-001322,-0.50229413155
ACH-001328,-0.346085479927
ACH-001332,-0.46537557205700003
ACH-001333,-0.46776696812799995
ACH-001336,-0.487210947702
ACH-001340,-0.419600044464
ACH-001346,-0.34218546146799994
ACH-001353,-0.638672836214
ACH-001354,-0.359279024534
ACH-001367,-0.551420443277
ACH-001368,-0.24817243161400002
ACH-001374,-0.432039080656
ACH-001375,-0.20505218134199998
ACH-001377,-0.372216715795
ACH-001380,-0.47505189244400003
ACH-001391,-0.165604069801
ACH-001407,-0.410246918802
ACH-001408,-0.50401302541
ACH-001413,-0.35551195114699996
ACH-001430,-0.6944608965710001
ACH-001431,-0.362563906289
ACH-001450,-0.430836834649
ACH-001496,-0.48897042043399996
ACH-001500,-0.45815100586499996
ACH-001521,-0.224939625334
ACH-001523,-0.483784042649
ACH-001532,-0.217556581146
ACH-001536,-0.779304730281
ACH-001550,-0.445882335157
ACH-001552,-0.364232070966
ACH-001554,-0.334563068928
ACH-001645,-0.33573215185599997
ACH-001654,-0.37585242472499997
ACH-001715,-0.215203083882
ACH-001735,-0.354014565233
ACH-001736,-0.4185526036300001
ACH-001737,-0.057684911879999995
ACH-001740,-0.210255625923
ACH-001745,-0.219870256422
ACH-001750,-0.219199416585
ACH-001765,-0.0577083280925
ACH-001956,-0.276273743095
ACH-001957,-0.252924973832
