,PGP (283871)
ACH-000004,-0.511074765472
ACH-000007,-0.025811958939799998
ACH-000009,0.0754269173593
ACH-000011,-0.317099521409
ACH-000012,-0.381919645728
ACH-000013,-0.206806035473
ACH-000014,-0.15231791816600002
ACH-000015,-0.151340194546
ACH-000017,-0.509574435312
ACH-000018,-0.0517807965557
ACH-000019,-0.08429157187979999
ACH-000021,-0.160343214346
ACH-000022,-0.19500616218800002
ACH-000025,-0.543218360629
ACH-000028,-0.24020928491000001
ACH-000030,-0.36175024420999996
ACH-000035,-0.520718335907
ACH-000036,-0.307000841302
ACH-000037,-0.393585306101
ACH-000039,0.047787702479300004
ACH-000040,-0.29312956464
ACH-000041,-0.0382261046034
ACH-000042,-0.156868648462
ACH-000045,0.365834360888
ACH-000047,-0.373990019163
ACH-000052,-0.178717681172
ACH-000053,-0.21675626085299998
ACH-000054,-0.19759640458900002
ACH-000055,-0.281734001959
ACH-000060,-0.457176801299
ACH-000067,-0.455022313707
ACH-000070,-0.239191596536
ACH-000075,-0.229785152239
ACH-000078,0.0565690714752
ACH-000082,-0.265958270438
ACH-000085,-0.36484392067599997
ACH-000086,-0.1607895525
ACH-000087,-0.497129383037
ACH-000092,0.06061411369730001
ACH-000095,-0.18942665850600002
ACH-000097,-0.33774819768799996
ACH-000098,-0.19219456311900002
ACH-000099,-0.42374996034900003
ACH-000108,-0.248245994438
ACH-000113,-0.0715425824301
ACH-000115,-0.373511045912
ACH-000116,-0.25571181334000004
ACH-000118,0.149439726963
ACH-000120,-0.202802825042
ACH-000123,-0.0156778338032
ACH-000127,-0.057257060869300005
ACH-000128,-0.286696245559
ACH-000132,-0.293349192488
ACH-000133,-0.31183416184
ACH-000137,-0.371142020529
ACH-000138,-0.634663378832
ACH-000142,-0.278058646364
ACH-000143,-0.283525157739
ACH-000146,0.0380753649627
ACH-000148,-0.08771554026630002
ACH-000150,-0.286042605325
ACH-000152,-0.23531943313499998
ACH-000153,-0.263753751847
ACH-000159,-0.422278601525
ACH-000160,0.125361673551
ACH-000163,-0.193218177895
ACH-000167,-0.0791630663019
ACH-000168,-0.09050431454430001
ACH-000169,-0.133972992885
ACH-000178,-0.47368889918799995
ACH-000182,-0.155194411869
ACH-000183,-0.324057754425
ACH-000188,-0.184370134626
ACH-000189,-0.433247692673
ACH-000190,-0.237869398948
ACH-000198,-0.108417940189
ACH-000204,-0.316556268018
ACH-000206,-0.158944111363
ACH-000207,-0.511767731109
ACH-000211,-0.157238203755
ACH-000215,-0.254574126419
ACH-000221,-0.109561706487
ACH-000222,-0.0532284093819
ACH-000223,-0.19246571524999997
ACH-000226,-0.199600290425
ACH-000227,0.0943098285317
ACH-000228,-0.05638007252169999
ACH-000231,-0.075931053042
ACH-000232,-0.115787063229
ACH-000233,-0.326282110609
ACH-000234,-0.480343971153
ACH-000235,-0.492249571713
ACH-000237,-0.149580996195
ACH-000238,0.0037014427680700005
ACH-000243,-0.0320552844546
ACH-000244,-0.09276743086339999
ACH-000246,0.0214008630731
ACH-000248,-0.898898623915
ACH-000250,-0.5891351453679999
ACH-000251,0.146251503694
ACH-000253,-0.385003511467
ACH-000255,-0.341837353328
ACH-000256,-0.133643886471
ACH-000257,-0.130673108393
ACH-000258,-0.261510841562
ACH-000259,-0.196609573266
ACH-000260,-0.49194315236100006
ACH-000261,-0.224672268433
ACH-000262,-0.159273152489
ACH-000263,-0.0739737371052
ACH-000264,-0.101243640826
ACH-000265,-0.384429269543
ACH-000266,-0.0384415514296
ACH-000272,-0.287739703699
ACH-000273,-0.0813404202216
ACH-000274,-0.45201143818499995
ACH-000277,-0.294677993833
ACH-000278,-0.30098444537700003
ACH-000279,-0.259525799756
ACH-000280,-0.272114442817
ACH-000281,-0.463644539469
ACH-000288,-0.19442857697500002
ACH-000291,-0.169381974126
ACH-000293,-0.309919260006
ACH-000294,0.681157263004
ACH-000295,-0.5383449710629999
ACH-000296,-0.193687574455
ACH-000302,-0.209095816022
ACH-000304,-0.23060229952199998
ACH-000307,-0.224838880262
ACH-000308,-0.105404889387
ACH-000310,0.0292549273005
ACH-000311,-0.152706282922
ACH-000312,-0.215320973319
ACH-000315,-0.524202185944
ACH-000316,-0.23735386568599998
ACH-000317,-0.323256827519
ACH-000318,-0.0582381928382
ACH-000319,-0.416368779846
ACH-000320,0.199031963903
ACH-000322,-0.5261603357069999
ACH-000323,-0.27061122260000003
ACH-000324,0.04515645731919999
ACH-000329,-0.317998343935
ACH-000330,-0.405617885937
