,GLCE (26035)
ACH-000004,0.0134047231929
ACH-000007,-0.17226438603900002
ACH-000009,-0.133894642542
ACH-000011,0.08971673972889999
ACH-000012,-0.10111037148499999
ACH-000013,0.040292372718
ACH-000014,-0.17346224410100003
ACH-000015,-0.271583993728
ACH-000017,-0.045491918359
ACH-000018,-0.0455192436824
ACH-000019,-0.017927863688700002
ACH-000021,0.0019242925678599999
ACH-000022,-0.026510170336199998
ACH-000025,-0.0583860835051
ACH-000028,-0.083453435596
ACH-000030,0.043606525341800005
ACH-000035,-0.11016491641899999
ACH-000036,-0.1595961725
ACH-000037,0.14609009844100002
ACH-000039,-0.15011459658600002
ACH-000040,-0.13014907050799998
ACH-000041,-0.121193997506
ACH-000042,-0.0900721400707
ACH-000045,-0.0416036319636
ACH-000047,-0.163655624499
ACH-000052,-0.0449669928866
ACH-000053,-0.029599809153800002
ACH-000054,-0.14602383207900002
ACH-000055,-0.04877392787769999
ACH-000060,0.028529589796500002
ACH-000067,-0.375386650404
ACH-000070,0.010640103207700001
ACH-000075,-0.30574039711199996
ACH-000078,-0.0997166338742
ACH-000082,-0.374095715386
ACH-000085,-0.0823199383006
ACH-000086,-0.209023786837
ACH-000087,-0.290915099907
ACH-000092,-0.0762822492981
ACH-000095,-0.224406501485
ACH-000097,0.0352367526642
ACH-000098,-0.357768686136
ACH-000099,-0.173898308997
ACH-000108,-0.103864136284
ACH-000113,-0.0266285876583
ACH-000115,-0.031224841575000002
ACH-000116,-0.133142372955
ACH-000118,0.07240536945949999
ACH-000120,-0.125168230947
ACH-000123,-0.17865931216400002
ACH-000127,-0.005672799796119999
ACH-000128,0.0475156598651
ACH-000132,-0.316314812166
ACH-000133,-0.32412483184
ACH-000137,0.048656122205
ACH-000138,-0.0309636609999
ACH-000142,-0.0637716195729
ACH-000143,-0.521100179619
ACH-000146,-0.0459078123614
ACH-000148,-0.24345696762400001
ACH-000150,-0.179121708244
ACH-000152,-0.23622833151099998
ACH-000153,0.060509946422499995
ACH-000159,0.0698399755819
ACH-000160,0.00576417154308
ACH-000163,-0.0919765205535
ACH-000167,0.051326974634300006
ACH-000168,-0.21204001129299999
ACH-000169,-0.029900080670699998
ACH-000178,-0.151119273498
ACH-000182,0.0429381699995
ACH-000183,0.018920691831900004
ACH-000188,-0.061716707066299996
ACH-000189,-0.0288615730284
ACH-000190,-0.07230107254080001
ACH-000198,0.020953577024
ACH-000204,-0.119995756131
ACH-000206,-0.0120254032411
ACH-000207,-0.19186932983199997
ACH-000211,0.00591794690711
ACH-000215,-0.006771733251500001
ACH-000221,0.0332128845698
ACH-000222,-0.10645397383199999
ACH-000223,-0.177050401347
ACH-000226,-0.036473114342099995
ACH-000227,-0.296990950733
ACH-000228,0.0243619528942
ACH-000231,-0.0742270348093
ACH-000232,-0.0941044359628
ACH-000233,-0.0351960027182
ACH-000234,-0.0522076345907
ACH-000235,-0.051832242707
ACH-000237,-0.10748657211200001
ACH-000238,-0.0122008407631
ACH-000243,-0.0471137117285
ACH-000244,-0.323560798354
ACH-000246,0.040037531141400004
ACH-000248,-0.0473353935107
ACH-000250,-0.052965867156400004
ACH-000251,-0.149579544678
ACH-000253,-0.09264023678500001
ACH-000255,-0.353983373679
ACH-000256,0.157620606916
ACH-000257,-0.450975461835
ACH-000258,0.259166041457
ACH-000259,-0.122439323323
ACH-000260,-0.032052180841
ACH-000261,-0.158988450906
ACH-000262,-0.0209378545013
ACH-000263,-0.182960008668
ACH-000264,-0.08733557515910001
ACH-000265,-0.166572331705
ACH-000266,-0.0777344020255
ACH-000272,-0.047929377676
ACH-000273,0.00944342809233
ACH-000274,0.054749679501300004
ACH-000277,0.152238329323
ACH-000278,0.08112520184389999
ACH-000279,-0.05613898135340001
ACH-000280,-0.035123503042500004
ACH-000281,-0.173746986808
ACH-000288,-0.13385011859999998
ACH-000291,-0.07691879522919999
ACH-000293,-0.024044981299299998
ACH-000294,-0.338331652057
ACH-000295,-0.11120936827899999
ACH-000296,-0.120086721361
ACH-000302,-0.06898201360339999
ACH-000304,0.000134764633894
ACH-000307,-0.197025403222
ACH-000308,0.106575940502
ACH-000310,-0.467718502208
ACH-000311,-0.261302301824
ACH-000312,-0.033600633496500006
ACH-000315,-0.107680087141
ACH-000316,-0.026146224519799997
ACH-000317,-0.145673265809
ACH-000318,0.179641969763
ACH-000319,-0.17219894736400002
ACH-000320,-0.00117689087115
ACH-000322,-0.0315454163248
ACH-000323,-0.11093583208699999
ACH-000324,-0.0203847929135
ACH-000329,0.0352176429924
ACH-000330,-0.1420603895
ACH-000331,-0.354973615923
ACH-000332,-0.07730791698719999
ACH-000334,0.017646193833900002
ACH-000335,-0.25875917852200003
ACH-000336,0.280163804848
ACH-000337,0.10821137454000002
ACH-000339,0.104067897475
ACH-000341,-0.298105968015
ACH-000348,-0.101455036482
ACH-000350,-0.240399078792
ACH-000352,-0.14238669292300002
ACH-000356,0.09119005471750001
ACH-000361,-0.267063207019
ACH-000362,0.0640940063982
ACH-000363,0.00335943250482
ACH-000364,-0.34687287347400003
ACH-000365,0.0539385666536
ACH-000366,-0.038752506243
ACH-000368,-0.589544878224
ACH-000374,0.119828479246
ACH-000375,-0.14532459702199998
ACH-000376,-0.147275119698
ACH-000381,-0.0490109379809
ACH-000383,0.053847591671400005
ACH-000387,0.0324407735032
ACH-000389,-0.302909511893
ACH-000390,-0.0292937176719
ACH-000393,-0.309796009328
ACH-000395,-0.031026354326
ACH-000397,0.112959367843
ACH-000401,-0.014531933023899999
ACH-000402,-0.37931443842600004
ACH-000403,-0.040384681447800004
ACH-000404,0.101285311711
ACH-000406,-0.0424912078448
ACH-000407,-0.064224114846
ACH-000408,0.06573051742819999
ACH-000410,-0.19189840380399997
ACH-000411,0.108747485214
ACH-000414,0.03609698642
ACH-000415,-0.06730442518299999
ACH-000416,-0.185461038115
ACH-000420,0.0981275086179
ACH-000421,0.041580093449199995
ACH-000424,0.038941260552
ACH-000425,0.0115487405886
ACH-000426,-0.158265733788
ACH-000427,0.023460624285200002
ACH-000433,0.23755019870900002
ACH-000436,0.043308558629300005
ACH-000444,-0.385676858923
ACH-000445,-0.573195994436
ACH-000448,-0.141333383935
ACH-000450,0.362925330991
ACH-000452,-0.17223156825
ACH-000454,-0.266318739382
ACH-000458,0.0299251785213
ACH-000459,0.193442077589
ACH-000460,0.029169643863300003
ACH-000461,0.0357369280144
ACH-000463,-0.143662490565
ACH-000464,-0.343216089898
ACH-000466,0.07314930140130001
ACH-000467,-0.0434859246365
ACH-000468,-0.0083972623512
ACH-000469,-0.14378354087
ACH-000470,-0.15257214680199999
ACH-000471,-0.41545674180200004
ACH-000472,0.0733836110037
ACH-000473,0.016499153944399998
ACH-000475,-0.06390529800919999
ACH-000476,-0.07084568446480001
ACH-000477,-0.231199688487
ACH-000480,0.0662374944649
ACH-000481,-0.0480215899346
