,LRP5L (91355)
ACH-000004,0.0273788337676
ACH-000007,-0.339803442537
ACH-000009,-0.282852247913
ACH-000011,-0.006133852483840001
ACH-000012,-0.137368326989
ACH-000013,-0.275692839274
ACH-000014,-0.180758911203
ACH-000015,-0.22584291151799998
ACH-000017,-0.048630880183800004
ACH-000018,-0.39735462166
ACH-000019,-0.07052424459
ACH-000021,-0.14762033219
ACH-000022,-0.21777106505199997
ACH-000025,-0.251646267782
ACH-000028,-0.190491559135
ACH-000030,-0.12136899872500001
ACH-000035,-0.156167724045
ACH-000036,-0.07633365223500001
ACH-000037,-0.182225973123
ACH-000039,-0.410524028683
ACH-000040,-0.175807963298
ACH-000041,-0.365662196015
ACH-000042,-0.323653433533
ACH-000045,0.0051830290527
ACH-000047,-0.24959910658599999
ACH-000052,-0.08483244498260001
ACH-000053,-0.0740628775183
ACH-000054,-0.15498733090999997
ACH-000055,-0.0654087535978
ACH-000060,-0.10639467247199999
ACH-000067,-0.0678833423596
ACH-000070,-0.0859956749883
ACH-000075,-0.20506884651700003
ACH-000078,-0.340552128614
ACH-000082,-0.296262504461
ACH-000085,-0.318561330194
ACH-000086,-0.07207107461889999
ACH-000087,-0.28208359753
ACH-000092,-0.21153702001400002
ACH-000095,-0.24834990987799999
ACH-000097,-0.28485255079300004
ACH-000098,-0.16673567899800001
ACH-000099,-0.0726199966389
ACH-000108,0.005374021142729999
ACH-000113,-0.11872042436
ACH-000115,-0.24118393464899998
ACH-000116,-0.0323215424237
ACH-000118,-0.139981403592
ACH-000120,-0.0396930159221
ACH-000123,-0.0117339517824
ACH-000127,-0.241175064228
ACH-000128,-0.0819556887297
ACH-000132,-0.198134937674
ACH-000133,-0.17865462714299998
ACH-000137,-0.0559952779648
ACH-000138,-0.049565934582199996
ACH-000142,-0.0425793993552
ACH-000143,-0.422569546571
ACH-000146,-0.0128374660558
ACH-000148,-0.137427921199
ACH-000150,-0.405453465696
ACH-000152,-0.17976904942299998
ACH-000153,-0.0879028844684
ACH-000159,-0.142106576402
ACH-000160,-0.231269303946
ACH-000163,-0.30519899692499997
ACH-000167,-0.037747239635099995
ACH-000168,-0.22336983320300002
ACH-000169,-0.0998523109378
ACH-000178,-0.105233399988
ACH-000182,-0.157267679814
ACH-000183,-0.31853060048799997
ACH-000188,-0.0144060973446
ACH-000189,-0.0900337530002
ACH-000190,-0.057644601614899996
ACH-000198,-0.09124327537839999
ACH-000204,-0.00997508119842
ACH-000206,-0.116965816851
ACH-000207,-0.43742086678900005
ACH-000211,-0.238104667029
ACH-000215,-0.19512497526
ACH-000221,-0.354810948736
ACH-000222,-0.199698666291
ACH-000223,-0.168740646386
ACH-000226,-0.206336665995
ACH-000227,-0.389266758234
ACH-000228,-0.244136705263
ACH-000231,-0.385527056873
ACH-000232,-0.11573196107599999
ACH-000233,0.0297014224019
ACH-000234,0.020865226649099997
ACH-000235,-0.039607335984400006
ACH-000237,-0.164959688131
ACH-000238,0.0286858314535
ACH-000243,-0.12021960421399999
ACH-000244,-0.070540364989
ACH-000246,-0.0940305997484
ACH-000248,0.0360948935253
ACH-000250,-0.133084745367
ACH-000251,-0.159180803533
ACH-000253,0.005064442520279999
ACH-000255,-0.297462741765
ACH-000256,-0.438938621579
ACH-000257,-0.091725533397
ACH-000258,-0.008115127569439998
ACH-000259,-0.279470954007
ACH-000260,-0.14634960637
ACH-000261,-0.212001097245
ACH-000262,-0.0660215309686
ACH-000263,-0.235643061983
ACH-000264,-0.142252051368
ACH-000265,-0.000615127573315
ACH-000266,-0.187931253746
ACH-000272,-0.230888822337
ACH-000273,-0.28974809665
ACH-000274,-0.0724226645614
ACH-000277,-0.39818177725299997
ACH-000278,-0.38403125373400004
ACH-000279,-0.0239369520591
ACH-000280,-0.0450816798817
ACH-000281,-0.22861905890200002
ACH-000288,-0.0772571123709
ACH-000291,-0.134738840828
ACH-000293,-0.225297941031
ACH-000294,-0.275641900032
ACH-000295,-0.412946041105
ACH-000296,-0.465703170282
ACH-000302,-0.194189094632
ACH-000304,-0.370786072187
ACH-000307,-0.13498247659499998
ACH-000308,-0.2181798091
ACH-000310,-0.14420722930500002
ACH-000311,-0.148642521459
ACH-000312,-0.193599600205
ACH-000315,-0.36501864541400003
ACH-000316,-0.059669423856699995
ACH-000317,-0.136339164982
ACH-000318,-0.206065823863
ACH-000319,-0.2422934047
