,UBE2Z (65264)
ACH-000837,-0.471612078033
ACH-000838,-0.199407899239
ACH-000839,-0.428842857706
ACH-000840,-0.38271920914700003
ACH-000841,-0.5315545287560001
ACH-000843,-0.49274737097800003
ACH-000846,-0.44906552147
ACH-000847,-0.49893654216000005
ACH-000848,-0.29855953489
ACH-000849,-0.417465787609
ACH-000851,-0.430911728421
ACH-000855,-0.27514182416099997
ACH-000856,-0.320014828079
ACH-000858,-0.495585125227
ACH-000859,-0.31951752458
ACH-000861,-0.38239425197899996
ACH-000862,-0.25412817404800003
ACH-000865,-0.413268923648
ACH-000866,-0.296575339677
ACH-000867,-0.266139556492
ACH-000869,-0.5609820567930001
ACH-000872,-0.39203222802500004
ACH-000873,-0.616629924834
ACH-000876,-0.51940270412
ACH-000878,-0.415351067863
ACH-000880,-0.8549308710079999
ACH-000881,-0.48569286618199997
ACH-000882,-0.416566634056
ACH-000884,-0.50943179891
ACH-000885,-0.47532838833400004
ACH-000887,-0.438795954291
ACH-000888,-0.40591817060999996
ACH-000889,-0.281675279346
ACH-000890,-0.142527628958
ACH-000896,-0.416205222689
ACH-000898,-1.02460372889
ACH-000900,-0.512365386605
ACH-000901,-0.324806044348
ACH-000905,-0.371077140146
ACH-000906,-0.503087885488
ACH-000907,-0.24096549510499998
ACH-000910,-0.432238702646
ACH-000911,-0.453504609019
ACH-000912,-0.286414722826
ACH-000913,-0.562318752316
ACH-000915,-0.7488832004639999
ACH-000916,-0.616814514789
ACH-000917,-0.507221112245
ACH-000921,-0.455413463681
ACH-000924,-0.44591786825
ACH-000926,-1.07295742519
ACH-000928,-0.188991661963
ACH-000929,-0.653576563009
ACH-000932,-0.608165117517
ACH-000935,-0.21977236326699998
ACH-000936,-0.33493701944000004
ACH-000937,-0.312367393052
ACH-000938,-0.335305602397
ACH-000939,-0.282370714613
ACH-000941,-0.23444319181200002
ACH-000943,-0.431232386167
ACH-000946,-0.394025860966
ACH-000947,-0.34756553011299995
ACH-000948,-0.689339396668
ACH-000950,-0.522762815209
ACH-000953,-0.5829338166929999
ACH-000957,-1.25154555692
ACH-000958,-1.11093939063
ACH-000960,-0.420870977138
ACH-000963,-0.411549972675
ACH-000968,-0.6803455872840001
ACH-000969,-0.276185706023
ACH-000973,-0.41874589674199997
ACH-000974,-0.467851933766
ACH-000975,-0.316149012476
ACH-000976,-0.520633559119
ACH-000978,-0.343597324829
ACH-000980,-0.42420040185099994
ACH-000984,-0.518291689247
ACH-000986,-0.251662442646
ACH-000988,-0.210663783232
ACH-000993,-0.34312072270800004
ACH-000994,-0.43345539971999997
ACH-000996,-0.552626616114
ACH-001001,-0.439686631043
ACH-001020,-0.325184684647
ACH-001028,-0.37841025135300005
ACH-001031,-0.477928563868
ACH-001038,-0.441041042411
ACH-001048,-0.512949702394
ACH-001050,-0.6978803487880001
ACH-001053,-0.659786966661
ACH-001054,-0.623047669176
ACH-001061,-0.7063506185680001
ACH-001067,-0.534555382574
ACH-001075,-0.443433465571
ACH-001096,-0.439577482888
ACH-001128,-0.681847141925
ACH-001134,-0.632824434045
ACH-001151,-0.421632359311
ACH-001163,-0.43438553053199996
ACH-001164,-0.730351222226
ACH-001173,-0.398695920779
ACH-001183,-0.5777025801910001
ACH-001184,-0.273025993636
ACH-001190,-0.41717010886100003
ACH-001192,-0.452889978506
ACH-001193,-0.731170723476
ACH-001196,-0.764834801619
ACH-001197,-0.637505799022
ACH-001205,-0.6871893022600001
ACH-001211,-0.293574575652
ACH-001212,-0.495161621267
ACH-001228,-0.261939264533
ACH-001232,-0.434027406145
ACH-001239,-0.649937694444
ACH-001274,-0.758370948284
ACH-001275,-0.43227126986500003
ACH-001277,-0.591275176843
ACH-001278,-0.482571097342
ACH-001280,-0.409821414591
ACH-001283,-0.655722877461
ACH-001289,-0.247056498729
ACH-001295,-0.464550268394
ACH-001300,-0.394485032096
ACH-001301,-0.337174014599
ACH-001302,-0.07903866860389999
ACH-001303,-0.37817532294600004
ACH-001306,-0.514204873852
ACH-001318,-0.391472874561
ACH-001322,-0.652314831745
ACH-001328,-0.0912167007106
ACH-001332,-0.583331948972
ACH-001333,-0.6190298417360001
ACH-001336,-0.449291296623
ACH-001340,-0.338242501362
ACH-001346,-0.403917115024
ACH-001353,-0.529428530546
ACH-001354,-0.48890321818300003
ACH-001367,-0.9817822053120001
ACH-001368,-0.408377194264
ACH-001374,-0.911267261859
ACH-001375,-0.41152943061499997
ACH-001377,-0.506574874069
ACH-001380,-0.415777380747
ACH-001391,-0.362654287155
ACH-001407,-0.601210165488
ACH-001408,-0.536922071274
ACH-001413,-0.575552754268
ACH-001430,-0.33953413266500004
ACH-001431,-0.64595846342
ACH-001450,-0.29918374095100003
ACH-001496,-0.378832793066
ACH-001500,-0.823405043733
ACH-001521,-0.6461175889649999
ACH-001523,-0.437842436294
ACH-001532,-0.45484057182
ACH-001536,-0.44022286648000003
ACH-001550,-0.444732993877
ACH-001552,-0.312003017833
ACH-001554,-0.469631097786
ACH-001645,-0.392676171232
ACH-001654,-0.403727324463
ACH-001715,-0.383881780066
ACH-001735,-0.327330777256
ACH-001736,-0.37375750842
ACH-001737,0.15892103013699999
ACH-001740,-0.323457391766
ACH-001745,-0.18428317209399997
ACH-001750,-0.516212825391
ACH-001765,-0.48129745385399997
ACH-001956,-0.558034491827
ACH-001957,-0.41705789586099995
