,UBE2Z (65264)
ACH-000004,-0.6945583155439999
ACH-000007,-0.929845694662
ACH-000009,-1.01101729139
ACH-000011,-0.320228290777
ACH-000012,-0.375382831344
ACH-000013,-0.23472501146699998
ACH-000014,-0.30825949276000003
ACH-000015,-0.42995693386699996
ACH-000017,-0.339101112541
ACH-000018,-0.352034021281
ACH-000019,-0.726906680378
ACH-000021,-0.341503352644
ACH-000022,-1.14187757069
ACH-000025,-0.636444092589
ACH-000028,-0.6207858060939999
ACH-000030,-0.400611030782
ACH-000035,-0.276714001414
ACH-000036,-0.486478293468
ACH-000037,-0.37923041115
ACH-000039,-0.24199399213599998
ACH-000040,-0.79350519443
ACH-000041,-0.530720317477
ACH-000042,-0.41607644425499996
ACH-000045,-0.40922670560099994
ACH-000047,-0.361798890999
ACH-000052,-0.568833471026
ACH-000053,-0.15119992801100002
ACH-000054,-0.7893970721570001
ACH-000055,-0.303577420699
ACH-000060,-0.428645207005
ACH-000067,-0.22703840022
ACH-000070,-0.535438064371
ACH-000075,-0.364376735269
ACH-000078,-0.293798498358
ACH-000082,-0.7442971353260001
ACH-000085,-0.35918135295000003
ACH-000086,-0.530720508894
ACH-000087,-0.527647515613
ACH-000092,-0.35177451950800004
ACH-000095,-0.573764037999
ACH-000097,-0.512336329797
ACH-000098,-0.41091666249200004
ACH-000099,-0.302329283231
ACH-000108,-0.45236892315099997
ACH-000113,-0.271074276972
ACH-000115,-0.527660903956
ACH-000116,-0.413246637552
ACH-000118,-0.405061156667
ACH-000120,-0.511100784943
ACH-000123,-0.388966585089
ACH-000127,-0.41856002608900006
ACH-000128,-0.231528602547
ACH-000132,-0.32549620600699997
ACH-000133,-0.597921425503
ACH-000137,-0.47297536752999997
ACH-000138,-0.734667939604
ACH-000142,-0.38813514612800004
ACH-000143,-0.209244389213
ACH-000146,-0.256529485856
ACH-000148,-0.430991633918
ACH-000150,-0.392254706297
ACH-000152,-0.491578630335
ACH-000153,-0.376065422433
ACH-000159,-0.456333427069
ACH-000160,-0.300917556227
ACH-000163,-0.5319378213699999
ACH-000167,-0.463383848221
ACH-000168,-0.278380424015
ACH-000169,-0.41685377195900003
ACH-000178,-0.25366828013099996
ACH-000182,-1.2215004050700002
ACH-000183,-0.25139629560800003
ACH-000188,-0.48453116814099995
ACH-000189,-0.775132780994
ACH-000190,-0.32885174705200004
ACH-000198,-0.40407680642099997
ACH-000204,-0.47781016703699997
ACH-000206,-0.44026291420599994
ACH-000207,-0.377007444285
ACH-000211,-0.458087949362
ACH-000215,-0.438036748839
ACH-000221,-0.575214057449
ACH-000222,-0.38162493322200003
ACH-000223,-0.29730391359
ACH-000226,-0.8061784222239999
ACH-000227,-0.541367444674
ACH-000228,-0.6176687789859999
ACH-000231,-0.505630094856
ACH-000232,-0.18377269921300002
ACH-000233,-0.280350595634
ACH-000234,-0.506752624128
ACH-000235,-0.670796281229
ACH-000237,-0.496921015507
ACH-000238,-0.75767719871
ACH-000243,-0.48789808625500003
ACH-000244,0.015128998029200001
ACH-000246,-0.488168452102
ACH-000248,-0.268948467717
ACH-000250,-0.610107212854
ACH-000251,-0.497608560691
ACH-000253,-1.07693624344
ACH-000255,-0.447444684939
ACH-000256,-0.31638842376299997
ACH-000257,-0.16311408902799998
ACH-000258,-0.365961470342
ACH-000259,-0.48259419116
ACH-000260,-0.35975765128700005
ACH-000261,-0.312658348012
ACH-000262,-0.503765275039
ACH-000263,-0.366061005848
ACH-000264,-0.552001750785
ACH-000265,-0.296669103128
ACH-000266,-0.5613299854580001
ACH-000272,-0.45243353570100003
ACH-000273,-0.319825451359
ACH-000274,-0.40073423359899996
ACH-000277,-0.765083508195
ACH-000278,-0.46581541916
ACH-000279,-0.551532472674
ACH-000280,-0.47275411152900004
ACH-000281,-0.7029006179809999
ACH-000288,-0.423387796656
ACH-000291,-0.491163933384
ACH-000293,-0.411403286219
ACH-000294,-0.32231961805500003
ACH-000295,-0.517212278772
ACH-000296,-0.533707927273
ACH-000302,-0.44248301952299995
ACH-000304,-0.866240646818
ACH-000307,-0.40621946858
ACH-000308,-0.47506625837399996
ACH-000310,-0.234159209711
ACH-000311,-0.352116216198
ACH-000312,-0.442921829986
ACH-000315,-0.181669252707
ACH-000316,-0.6738168585150001
ACH-000317,-0.44052475748099995
ACH-000318,-0.242436089175
ACH-000319,-0.436582191409
ACH-000320,-0.396773890263
ACH-000322,-0.559545864411
ACH-000323,-0.382164084406
ACH-000324,-0.44018544553000005
ACH-000329,-0.48395990754600005
ACH-000330,-0.188876079102
ACH-000331,-0.345228976623
ACH-000332,-0.653825984143
ACH-000334,-0.455975210836
ACH-000335,-0.105336595866
ACH-000336,-0.00272242590168
ACH-000337,-0.5086677704070001
ACH-000339,-0.392667288563
ACH-000341,-0.416561652442
ACH-000348,-0.666287605093
ACH-000350,-0.9084542318790001
ACH-000352,-0.5914783010679999
ACH-000356,-0.566278090608
ACH-000361,-0.10018546667099999
ACH-000362,-0.29985657750399997
ACH-000363,-0.32020904468
ACH-000364,-0.503001247448
ACH-000365,-0.196647040436
ACH-000366,-0.499204201404
ACH-000368,-0.28882542410100004
ACH-000374,-0.39463794165399996
ACH-000375,-0.34077230920999996
ACH-000376,-0.376194138151
ACH-000381,-0.769741184785
ACH-000383,-0.46938418139300003
ACH-000387,-0.430920021656
ACH-000389,-0.16121062773
ACH-000390,-0.474545173881
ACH-000393,-0.21458922644200001
ACH-000395,-0.44023630704800004
ACH-000397,-0.574173423932
ACH-000401,-0.44787645303499996
ACH-000402,-0.425420764578
ACH-000403,-0.48320529615400004
ACH-000404,-0.45989902919200004
ACH-000406,-0.311187168869
ACH-000407,-0.501432336142
ACH-000408,-0.27931533131999997
ACH-000410,-0.422004548197
ACH-000411,-0.5197936720499999
ACH-000414,-0.328132646309
ACH-000415,-0.47352590168200004
ACH-000416,-0.426747906434
ACH-000420,-0.610414887372
ACH-000421,-0.71332338787
ACH-000424,-0.664316980287
ACH-000425,-0.651116369383
ACH-000426,-0.517298444071
ACH-000427,-0.635321965745
ACH-000433,-0.623617670308
ACH-000436,-0.298944057323
ACH-000444,-0.158132108391
ACH-000445,-0.572956311461
ACH-000448,-0.309967954766
ACH-000450,-0.361394176828
ACH-000452,-0.380559055591
ACH-000454,-0.293810609853
ACH-000458,-0.380814656491
ACH-000459,-0.261658528474
ACH-000460,-0.379602668734
ACH-000461,-0.47086729886900003
ACH-000463,-0.304864315224
ACH-000464,-0.652439177816
ACH-000466,-0.4141142386300001
ACH-000467,-0.761313566826
ACH-000468,-0.615166851645
ACH-000469,-0.308502472458
ACH-000470,-0.666163978298
ACH-000471,-0.519628621621
ACH-000472,-0.648649330806
ACH-000473,-0.380296095832
ACH-000475,-0.246425847069
ACH-000476,-0.47816932992399996
ACH-000477,-0.281716689779
ACH-000480,-0.519570012258
ACH-000481,-0.437431162512
ACH-000483,-0.580396812925
ACH-000484,-0.149174339319
ACH-000485,-0.5963088887210001
ACH-000486,-0.545227484173
ACH-000487,-0.372068456537
ACH-000488,-0.587058486761
ACH-000490,-0.26977532200800003
ACH-000491,-0.462635952105
ACH-000495,-0.329253639664
ACH-000496,-0.41892746101899997
ACH-000499,-0.444662036777
ACH-000500,-0.7692759635590001
ACH-000502,-0.640503168396
ACH-000503,-0.5014080861300001
ACH-000505,-0.426582078733
ACH-000507,-0.5900104511550001
ACH-000510,-0.335571372392
ACH-000511,-0.40262794149000003
ACH-000512,-0.5155133398990001
ACH-000516,-0.598980652459
ACH-000517,-0.228510917273
ACH-000518,-0.346572745703
ACH-000520,-0.48295900143299997
ACH-000521,-0.39339515354599996
ACH-000522,-0.27793774692699996
ACH-000524,-0.306796748698
ACH-000527,-0.555661056197
ACH-000528,-0.271228764105
ACH-000537,-0.39080304240999997
ACH-000541,-0.47572356741300004
ACH-000542,-0.60905696562
ACH-000544,-0.486142175185
ACH-000545,-0.326703550591
ACH-000547,-0.34449761190899997
ACH-000548,-0.485156471713
ACH-000549,-0.5357212579280001
ACH-000550,-0.573174738082
ACH-000552,-0.7257916780149999
ACH-000556,-0.31708106829599997
ACH-000557,-0.29389093302200003
ACH-000570,-0.522532993547
ACH-000571,-0.26929176206
ACH-000573,-0.346055800638
ACH-000576,-0.30600375103599997
ACH-000580,-0.41198027248499997
ACH-000584,-0.459379112759
ACH-000585,-0.388433176188
ACH-000588,-0.1705630803
ACH-000589,-0.519063620063
ACH-000591,-0.49001343846199996
ACH-000593,-0.35934543008599995
ACH-000600,-0.486051026276
ACH-000601,-0.304131284375
ACH-000604,-0.28116052210299997
ACH-000605,-0.429299751067
ACH-000606,-0.25510774759
ACH-000608,-0.350380941258
ACH-000614,-0.264427974216
ACH-000616,-0.460141682132
ACH-000618,-0.364445731033
ACH-000619,-0.290000997628
ACH-000620,-0.34761790098300005
ACH-000621,-0.311716437044
ACH-000622,-0.178882245962
ACH-000623,-0.352136402375
ACH-000624,-0.40024093693199997
ACH-000627,-0.265665876257
ACH-000630,-0.356943603951
ACH-000632,-0.6796188389740001
ACH-000633,-0.656847256237
ACH-000637,-0.825218504723
ACH-000638,-0.432131858197
ACH-000646,-0.554195545198
ACH-000647,-0.7637453629080001
ACH-000648,-0.0640225037911
ACH-000649,-0.314341667391
ACH-000651,-0.204302699914
ACH-000652,-0.434557772466
ACH-000653,-0.181075973275
ACH-000657,-0.403435448363
ACH-000658,-0.351669089388
ACH-000661,-0.570797221586
ACH-000662,-0.272302929699
ACH-000663,-0.644752853219
ACH-000665,-0.392649176396
ACH-000671,-1.2232857497299998
ACH-000673,-0.298648827254
ACH-000676,-0.42284436178400003
ACH-000677,-0.669968740742
ACH-000681,-0.595455048295
ACH-000682,-0.403316158636
ACH-000683,-0.34500249796800003
ACH-000684,-0.491219961565
ACH-000688,-0.552341806683
ACH-000693,-0.289679027502
ACH-000694,-0.448617597526
ACH-000695,-0.590725646401
ACH-000696,-0.486721510188
ACH-000697,-0.313529654315
ACH-000699,-0.350060246844
ACH-000701,-0.44417767866
ACH-000706,-0.48871812501
ACH-000711,-0.269094064997
ACH-000713,-0.507718927871
ACH-000714,-0.36286000162500004
ACH-000718,-0.20632841507599997
ACH-000720,-0.541765236677
ACH-000721,-0.47165240761699995
ACH-000724,-0.413111812219
ACH-000725,-0.36279623036499997
ACH-000732,-0.463147285424
ACH-000734,-0.357033241283
ACH-000735,-0.371535183108
ACH-000736,-0.600260663438
ACH-000738,-0.31318289812
ACH-000746,-0.614683144952
ACH-000747,-0.5183600946060001
ACH-000748,-0.259831520346
ACH-000753,-0.400636692825
ACH-000756,-0.658451079195
ACH-000757,-0.229386598015
ACH-000758,-0.458141138728
ACH-000760,-0.336438713415
ACH-000763,-0.145099165761
ACH-000764,-0.501700875921
ACH-000765,-0.456961709636
ACH-000766,-0.478922126192
ACH-000767,-0.24281894178599997
ACH-000768,-0.36047217559
ACH-000769,-0.30583287027
ACH-000770,-0.279124611759
ACH-000771,-0.281727612743
ACH-000773,-0.306078167123
ACH-000776,-0.518048592205
ACH-000777,-0.39091914750699996
ACH-000778,-0.32488859983
ACH-000781,-0.303125288423
ACH-000782,-0.405929971394
ACH-000783,-0.580471382753
ACH-000784,-0.352814979744
ACH-000785,-0.389879412598
ACH-000787,-0.346645369397
ACH-000788,-0.520232599302
ACH-000791,-0.29152239108000005
ACH-000792,-0.356657971486
ACH-000794,-0.23949528322799998
ACH-000796,-0.733386307682
ACH-000799,-0.361636730691
ACH-000800,-0.361650492157
ACH-000802,-0.36700654036700003
ACH-000804,-0.16693613989
ACH-000805,-0.396413780929
ACH-000809,-0.40436498186399994
ACH-000810,-0.206711353399
ACH-000811,-0.5457277219300001
ACH-000817,-0.308574489459
ACH-000819,-0.313882793498
ACH-000820,-0.114749631355
ACH-000821,-0.32156846145199997
ACH-000822,-0.585105435159
ACH-000823,-0.307519077145
ACH-000824,-0.463039300597
ACH-000827,-0.249630199319
ACH-000829,-0.19784058042999997
ACH-000831,-0.383545021117
ACH-000832,-0.463364566923
ACH-000833,-0.266942874352
ACH-000834,-0.546628295894
ACH-000835,-0.43388058519199996
ACH-000836,-0.62454678747
