,EIF2S2 (8894)
ACH-000004,-0.8075528662710001
ACH-000007,-0.643464780163
ACH-000009,-0.505309862339
ACH-000011,-0.44435306776100003
ACH-000012,-0.578091144614
ACH-000013,-0.7400553297560001
ACH-000014,-0.56579399415
ACH-000015,-0.425005210234
ACH-000017,-0.8964244494429999
ACH-000018,-0.539698931595
ACH-000019,-0.944027901733
ACH-000021,-0.8065686525210001
ACH-000022,-0.42662888151
ACH-000025,-0.6195144256139999
ACH-000028,-0.689688083031
ACH-000030,-0.700332537261
ACH-000035,-0.584941586198
ACH-000036,-0.668842775308
ACH-000037,-0.366107594072
ACH-000039,-0.78874103447
ACH-000040,-0.770682267501
ACH-000041,-0.640915353454
ACH-000042,-0.613338961751
ACH-000045,-0.7512133824480001
ACH-000047,-0.762818633706
ACH-000052,-0.958421124112
ACH-000053,-0.6791919740369999
ACH-000054,-0.735864411732
ACH-000055,-0.906668686122
ACH-000060,-0.767113187825
ACH-000067,-0.813287349728
ACH-000070,-1.09231911262
ACH-000075,-0.8643271981910001
ACH-000078,-0.45387644708700003
ACH-000082,-1.1321841264799999
ACH-000085,-0.616036210023
ACH-000086,-0.5184411161320001
ACH-000087,-0.9741119281739999
ACH-000092,-0.7272190071719999
ACH-000095,-0.7971737626819999
ACH-000097,-0.6983286793260001
ACH-000098,-0.609893448173
ACH-000099,-0.808916508472
ACH-000108,-0.784969306648
ACH-000113,-0.745427655144
ACH-000115,-0.800444784847
ACH-000116,-0.7149692745139999
ACH-000118,-0.7675968149169999
ACH-000120,-1.05489978004
ACH-000123,-0.604854920784
ACH-000127,-0.478196213422
ACH-000128,-0.7482733522789999
ACH-000132,-0.962669165167
ACH-000133,-0.699864149042
ACH-000137,-0.536071893582
ACH-000138,-0.458689219832
ACH-000142,-0.547901691215
ACH-000143,-0.871568982246
ACH-000146,-0.773218628653
ACH-000148,-0.862785446374
ACH-000150,-0.574678931606
ACH-000152,-0.590693044629
ACH-000153,-0.49663512149800004
ACH-000159,-0.775197333503
ACH-000160,-0.635283579401
ACH-000163,-0.47192672337700003
ACH-000167,-0.958047149328
ACH-000168,-0.5970983770620001
ACH-000169,-0.77830502766
ACH-000178,-0.5023338695480001
ACH-000182,-0.590344148136
ACH-000183,-0.976810532914
ACH-000188,-0.48802562265199995
ACH-000189,-0.301182886638
ACH-000190,-0.844106407624
ACH-000198,-0.7562031880619999
ACH-000204,-0.6698929841969999
ACH-000206,-0.6828749246070001
ACH-000207,-0.67037647758
ACH-000211,-0.659031806081
ACH-000215,-0.649331816302
ACH-000221,-0.554288079014
ACH-000222,-0.7913654121320001
ACH-000223,-0.7636100210690001
ACH-000226,-0.621544446534
ACH-000227,-1.18726872861
ACH-000228,-0.760025717877
ACH-000231,-0.638909991646
ACH-000232,-0.861004739445
ACH-000233,-0.7260815376090001
ACH-000234,-0.7015320313160001
ACH-000235,-0.729582930143
ACH-000237,-0.5369835597020001
ACH-000238,-0.679595383998
ACH-000243,-0.7014939554899999
ACH-000244,-0.813138882975
ACH-000246,-0.8232797033939999
ACH-000248,-0.7431163338779999
ACH-000250,-0.6434154657810001
ACH-000251,-0.551805878507
ACH-000253,-0.39202121871600004
ACH-000255,-0.687131142992
ACH-000256,-0.295147169183
ACH-000257,-1.03790136185
ACH-000258,-0.478869901511
ACH-000259,-0.941992433426
ACH-000260,-0.9845771812440001
ACH-000261,-0.979612943971
ACH-000262,-0.208847805168
ACH-000263,-0.86408499786
ACH-000264,-0.82284106123
ACH-000265,-0.665088211425
ACH-000266,-0.737837077228
ACH-000272,-0.69394469184
ACH-000273,-0.5953986487039999
ACH-000274,-0.93064074031
ACH-000277,-0.75372802706
ACH-000278,-0.685273054734
ACH-000279,-1.03870680157
ACH-000280,-0.604484841087
ACH-000281,-0.713084097986
ACH-000288,-0.666028760994
ACH-000291,-0.8912455066670001
ACH-000293,-0.524457557596
ACH-000294,-0.646046922383
ACH-000295,-0.63887963884
ACH-000296,-0.695402802271
ACH-000302,-0.560406201809
ACH-000304,-1.23493450433
ACH-000307,-0.637266958807
ACH-000308,-0.688109675062
ACH-000310,-0.5395686501070001
ACH-000311,-0.620194792971
ACH-000312,-0.590325539462
ACH-000315,-1.30575306753
ACH-000316,-0.920793768784
ACH-000317,-0.732224571885
ACH-000318,-0.690019804399
ACH-000319,-0.7397323835340001
ACH-000320,-0.869366192406
ACH-000322,-1.1029377739
ACH-000323,-0.593633896529
ACH-000324,-0.644392152578
ACH-000329,-0.635355299947
ACH-000330,-0.7915038575810001
ACH-000331,-0.808768930073
ACH-000332,-0.609721100803
ACH-000334,-0.811541569991
ACH-000335,-0.585900443635
ACH-000336,-0.524166762914
ACH-000337,-0.6847062654780001
ACH-000339,-0.530353079498
ACH-000341,-0.7981294570790001
ACH-000348,-0.602264702732
ACH-000350,-0.478673180013
ACH-000352,-0.8406305626170001
ACH-000356,-0.381132782905
ACH-000361,-0.910517381435
ACH-000362,-0.7063164817569999
ACH-000363,-0.839977339751
ACH-000364,-0.882004755634
ACH-000365,-0.868082663368
ACH-000366,-0.564933911753
ACH-000368,-0.600250308551
ACH-000374,-0.6681136044780001
ACH-000375,-0.857621367044
ACH-000376,-0.828419276953
ACH-000381,-0.620439024329
ACH-000383,-0.52845196944
ACH-000387,-1.1153258345200001
ACH-000389,-0.679523987129
ACH-000390,-0.32374508442899996
ACH-000393,-0.38876618743600005
ACH-000395,-1.1852340078299999
ACH-000397,-0.782794663294
ACH-000401,-0.829790937263
ACH-000402,-0.777821528824
ACH-000403,-0.798850792526
ACH-000404,-0.9327369467919999
ACH-000406,-0.567804726676
ACH-000407,-0.8837035858399999
ACH-000408,-0.44212391522699995
ACH-000410,-1.02037308003
ACH-000411,-0.5900888863229999
ACH-000414,-0.956789033351
ACH-000415,-0.568013269957
ACH-000416,-0.485179849519
ACH-000420,-0.6952714611
ACH-000421,-0.573605610162
ACH-000424,-0.895582736846
ACH-000425,-0.9029897090610001
ACH-000426,-0.889568257332
ACH-000427,-0.946868458529
ACH-000433,-0.9360740659360001
ACH-000436,-0.280183063378
ACH-000444,-0.864588865926
ACH-000445,-0.787604298025
ACH-000448,-0.8497580807520001
ACH-000450,-0.6877076576510001
ACH-000452,-0.661133900283
ACH-000454,-0.565200821786
ACH-000458,-0.518421506152
ACH-000459,-0.780072526471
ACH-000460,-0.705891652772
ACH-000461,-0.536303510577
ACH-000463,-0.575171981421
ACH-000464,-0.359222905894
ACH-000466,-0.426549283385
ACH-000467,-0.8851890102700001
ACH-000468,-0.353235796646
ACH-000469,-0.759957591075
ACH-000470,-0.500943209768
ACH-000471,-0.663862438576
ACH-000472,-0.42566844208000004
ACH-000473,-0.680134039993
ACH-000475,-0.720204914421
ACH-000476,-0.5899792892769999
ACH-000477,-1.14007374327
ACH-000480,-0.591289560577
ACH-000481,-0.37369048443999997
ACH-000483,-1.08750826189
ACH-000484,-1.00022819154
ACH-000485,-0.72639009818
ACH-000486,-0.5308038664270001
ACH-000487,-0.779181667704
ACH-000488,-0.590024327833
ACH-000490,-0.808048614154
ACH-000491,-0.5633774913530001
ACH-000495,-0.612293646659
ACH-000496,-0.838410310572
ACH-000499,-0.672971340346
ACH-000500,0.403045303968
ACH-000502,-0.746842726041
ACH-000503,-0.8058430372550001
ACH-000505,-0.659117573239
ACH-000507,-0.412426034435
ACH-000510,-0.540516865035
ACH-000511,-0.545216103441
ACH-000512,-0.944002476561
ACH-000516,-0.844151300117
ACH-000517,-0.553077793234
ACH-000518,-0.49821281676000007
ACH-000520,-0.989182614557
ACH-000521,-0.655655294573
ACH-000522,-0.673603092895
ACH-000524,-0.993332822325
ACH-000527,-0.924271633097
ACH-000528,-0.907294530765
ACH-000537,-0.850655301354
ACH-000541,-0.392251181593
ACH-000542,-0.7310445866769999
ACH-000544,-0.513208043368
ACH-000545,-0.5493443324449999
ACH-000547,-0.993855942254
ACH-000548,-0.632368181834
ACH-000549,-0.49246527791199995
ACH-000550,-0.7212771613210001
ACH-000552,-0.512728039342
ACH-000556,-0.346104236351
ACH-000557,-0.6805307004979999
ACH-000570,-0.677193081275
ACH-000571,-0.258612145422
ACH-000573,-0.829919018643
ACH-000576,-0.611439104172
ACH-000580,-0.9498066243369999
ACH-000584,-0.5546934147770001
ACH-000585,-0.688710113841
ACH-000588,-0.6967785430500001
ACH-000589,-0.903579160419
ACH-000591,-0.7649317030589999
ACH-000593,-0.19066665080400003
ACH-000600,-0.9787790863700001
ACH-000601,-0.684309112252
ACH-000604,-0.9615189127279999
ACH-000605,-0.553546156301
ACH-000606,-0.529118943058
ACH-000608,-0.9859522204729999
ACH-000614,-0.869490703406
ACH-000616,-0.6761818611570001
ACH-000618,-0.617492460855
ACH-000619,-0.517550280703
ACH-000620,-0.7385094439640001
ACH-000621,-0.6262309440730001
ACH-000622,-0.7833887154610001
ACH-000623,-0.88781356419
ACH-000624,-0.466310170869
ACH-000627,-0.983358515589
ACH-000630,-0.414768632991
ACH-000632,-0.636028647122
ACH-000633,-0.702862415968
ACH-000637,-0.524778789235
ACH-000638,-0.651836881734
ACH-000646,-1.4443388277200002
ACH-000647,-0.781309872005
ACH-000648,-0.410564040485
ACH-000649,-0.506992484181
ACH-000651,-0.688626672061
ACH-000652,-0.480811945386
ACH-000653,-0.9334646790309999
ACH-000657,-0.6226884218050001
ACH-000658,-0.490964168935
ACH-000661,-1.06659658744
ACH-000662,-1.4080143695200003
ACH-000663,-0.9512798536779999
ACH-000665,-0.8831040293870001
