,RBAK (57786)
ACH-000004,-0.048242276475800004
ACH-000007,-0.17643261398899998
ACH-000009,-0.315297452015
ACH-000011,0.020464791392299998
ACH-000012,-0.128231520114
ACH-000013,-0.26970959218
ACH-000014,0.014335079394100001
ACH-000015,-0.10449757338099999
ACH-000017,0.043042905664499996
ACH-000018,0.11112186967900001
ACH-000019,-0.132257964103
ACH-000021,-0.046589386540400006
ACH-000022,-0.208567233256
ACH-000025,-0.09779411759839998
ACH-000028,-0.0411835558474
ACH-000030,-0.131562876533
ACH-000035,-0.2612705865
ACH-000036,-0.172347068328
ACH-000037,0.00136423184646
ACH-000039,-0.209507702746
ACH-000040,-0.197763736875
ACH-000041,-0.124036117983
ACH-000042,-0.226492061431
ACH-000045,-0.0842617384788
ACH-000047,-0.149152456297
ACH-000052,-0.308586443282
ACH-000053,-0.19750950343899998
ACH-000054,-0.042452595656
ACH-000055,-0.205565539732
ACH-000060,-0.158908508177
ACH-000067,0.028236838741099998
ACH-000070,0.0987007183898
ACH-000075,-0.129667721161
ACH-000078,-0.246587391019
ACH-000082,-0.246172654935
ACH-000085,-0.167579381149
ACH-000086,0.0561206305559
ACH-000087,0.0307126279589
ACH-000092,-0.26310284246300003
ACH-000095,-0.250338187715
ACH-000097,-0.13659137357
ACH-000098,-0.0052466141364200004
ACH-000099,-0.252883347632
ACH-000108,-0.10942072988299999
ACH-000113,-0.0936095893883
ACH-000115,-0.174194006362
ACH-000116,-0.222081157029
ACH-000118,-0.093653077498
ACH-000120,-0.326160651902
ACH-000123,-0.20936430924899999
ACH-000127,-0.19388460760899998
ACH-000128,-0.24885910668000003
ACH-000132,-0.122451644198
ACH-000133,-0.313960246505
ACH-000137,-0.19868309027199998
ACH-000138,-0.132297276607
ACH-000142,-0.176669729188
ACH-000143,0.00932029105358
ACH-000146,-0.260739165653
ACH-000148,-0.0538064268881
ACH-000150,-0.069773647703
ACH-000152,-0.000523871556835
ACH-000153,-0.138832082222
ACH-000159,0.057800676188099996
ACH-000160,-0.328587997385
ACH-000163,0.00511180519206
ACH-000167,-0.405808897236
ACH-000168,-0.291986700083
ACH-000169,-0.313693715822
ACH-000178,-0.140145601971
ACH-000182,-0.157423846786
ACH-000183,-0.10402501843499999
ACH-000188,-0.197007237883
ACH-000189,0.0523874822882
ACH-000190,-0.0359424589769
ACH-000198,-0.20258636687399997
ACH-000204,0.187611054529
ACH-000206,-0.0872253120565
ACH-000207,0.0359310469102
ACH-000211,-0.07828863621939999
ACH-000215,-0.14961843853
ACH-000221,-0.300609786301
ACH-000222,-0.300428096279
ACH-000223,-0.150793111345
ACH-000226,-0.107282783688
ACH-000227,-0.18202533209199998
ACH-000228,-0.178242742702
ACH-000231,-0.0551126870765
ACH-000232,-0.046268582325599994
ACH-000233,-0.06928268854460001
ACH-000234,-0.12334077521
ACH-000235,-0.0791701719493
ACH-000237,-0.221335745796
ACH-000238,-0.40523664595
ACH-000243,-0.113730876359
ACH-000244,0.0223495455462
ACH-000246,-0.0284132786794
ACH-000248,0.162419114381
ACH-000250,-0.16928592327599998
ACH-000251,-0.0055346394967500006
ACH-000253,-0.167903851137
ACH-000255,-0.118500453915
ACH-000256,-0.08119483700380001
ACH-000257,-0.22266021825399998
ACH-000258,0.032045230263
ACH-000259,-0.07136316514060001
ACH-000260,-0.0599308619073
ACH-000261,-0.132011402825
ACH-000262,-0.16193844630100002
ACH-000263,-0.185554240152
ACH-000264,-0.154331235024
ACH-000265,-0.0671505623492
ACH-000266,-0.22257556180100002
ACH-000272,-0.239551692444
ACH-000273,-0.0250535993977
ACH-000274,-0.608211812344
ACH-000277,-0.150375785161
ACH-000278,-0.136679445307
ACH-000279,-0.248033200561
ACH-000280,-0.14604850143
ACH-000281,-0.281516244494
ACH-000288,-0.266396204552
ACH-000291,-0.195191371034
ACH-000293,-0.0818497873347
ACH-000294,-0.26534666983399996
ACH-000295,-0.042832314260999996
ACH-000296,0.0159731734172
ACH-000302,-0.290418934313
ACH-000304,0.0399150972805
ACH-000307,-0.131187772635
ACH-000308,-0.19055491667399999
ACH-000310,-0.546235462046
ACH-000311,-0.244354732488
ACH-000312,-0.26242948016199996
ACH-000315,0.0639977250797
ACH-000316,-0.08913103846289999
ACH-000317,0.0685798944573
ACH-000318,-0.179653980568
ACH-000319,-0.11342531021600001
ACH-000320,-0.34337531391500004
ACH-000322,0.0496886063274
ACH-000323,0.190748240011
ACH-000324,-0.21566264957800002
ACH-000329,-0.062134825142099996
ACH-000330,-0.135127338309
ACH-000331,-0.0813312690907
ACH-000332,-0.135277274832
ACH-000334,-0.10881616648800001
ACH-000335,0.0012361147331
ACH-000336,-0.26871414936
ACH-000337,-0.257509287747
ACH-000339,-0.16781242683699998
ACH-000341,-0.339004341404
ACH-000348,0.0179903768995
ACH-000350,-0.39511122997599996
ACH-000352,-0.00627866680027
ACH-000356,-0.151777790401
ACH-000361,-0.316545352267
ACH-000362,-0.147145072614
ACH-000363,-0.0239719037983
ACH-000364,-0.31641458889400004
ACH-000365,-0.186461559618
ACH-000366,-0.15096656020500002
ACH-000368,-0.220785495088
ACH-000374,-0.313525735687
ACH-000375,-0.207482101602
ACH-000376,-0.0671728716397
ACH-000381,-0.216118676649
ACH-000383,-0.210245737264
ACH-000387,-0.161034118453
ACH-000389,-0.276247930072
ACH-000390,-0.08296251218310001
ACH-000393,-0.218563884071
ACH-000395,-0.246318467635
ACH-000397,-0.008946915396620002
ACH-000401,-0.322902713869
ACH-000402,0.0600730533871
ACH-000403,-0.146188107395
ACH-000404,-0.20397714885600002
ACH-000406,-0.18464916782699997
ACH-000407,-0.198057022804
ACH-000408,0.0481308795418
ACH-000410,-0.0764581466928
ACH-000411,-0.109188153136
ACH-000414,-0.22523613255999997
ACH-000415,-0.21100784093400002
ACH-000416,-0.230502068802
ACH-000420,-0.259749500582
ACH-000421,-0.0819649082578
ACH-000424,-0.253917429688
ACH-000425,-0.13534484485099998
ACH-000426,0.039810862053199995
ACH-000427,-0.1658726396
ACH-000433,-0.130122583339
ACH-000436,-0.168614212175
ACH-000444,-0.0345231734664
ACH-000445,0.0344992695667
ACH-000448,-0.109330117336
ACH-000450,0.367082762538
ACH-000452,-0.320490891033
ACH-000454,-0.0598702921767
ACH-000458,-0.0917830488353
ACH-000459,0.0864131855072
ACH-000460,-0.12177651513599999
ACH-000461,-0.09357675558910002
ACH-000463,-0.0417520784606
ACH-000464,-0.229920472577
ACH-000466,-0.110769572945
ACH-000467,5.08533762053e-05
ACH-000468,-0.23923301870799998
ACH-000469,-0.057671122284
ACH-000470,-0.041586832307099995
ACH-000471,-0.21959793597600002
ACH-000472,-0.13425856084499999
ACH-000473,-0.133777763333
ACH-000475,-0.125509852669
ACH-000476,-0.30601354153
ACH-000477,0.191154973895
ACH-000480,-0.0378998060475
ACH-000481,-0.120543004425
ACH-000483,-0.0901589157107
ACH-000484,-0.0882527931145
ACH-000485,-0.182400404184
ACH-000486,-0.0701054086935
ACH-000487,-0.0117752776899
ACH-000488,-0.12071182119799999
ACH-000490,-0.08931261357280001
ACH-000491,-0.013068392478700001
ACH-000495,-0.0895571460145
ACH-000496,-0.152963461305
ACH-000499,0.0997447265645
ACH-000500,-0.35245976319
ACH-000502,-0.186419234652
ACH-000503,-0.0409053531723
ACH-000505,-0.141274783347
ACH-000507,0.14616887192199998
ACH-000510,-0.0811203239822
ACH-000511,-0.10152359044800001
ACH-000512,-0.035663125978099994
ACH-000516,-0.147480955222
ACH-000517,-0.131194185342
ACH-000518,-0.122138907678
ACH-000520,-0.12219570265999999
ACH-000521,-0.173759074243
ACH-000522,-0.241330287709
ACH-000524,-0.2078761122
ACH-000527,-0.25568960626
ACH-000528,-0.10382334658
ACH-000537,-0.124586585997
ACH-000541,-0.256773439416
ACH-000542,-0.16871770619100002
ACH-000544,-0.18544927449
ACH-000545,-0.21598045458700002
ACH-000547,-0.0741142594746
ACH-000548,-0.129118312105
ACH-000549,-0.06517792957759999
ACH-000550,-0.23996414824200002
ACH-000552,0.064463097262
ACH-000556,-0.15009108230499998
ACH-000557,-0.18784932258900003
ACH-000570,-0.06361094962590001
ACH-000571,-0.112981696658
ACH-000573,0.022519717929500003
ACH-000576,-0.266676905975
ACH-000580,-0.029857899885400004
ACH-000584,-0.275393543664
ACH-000585,-0.259222898751
ACH-000588,-0.12190086289
ACH-000589,-0.101642401149
ACH-000591,-0.0688289174787
ACH-000593,-0.216883779727
ACH-000600,-0.175712257329
ACH-000601,-0.197637783184
ACH-000604,-0.0135627695086
ACH-000605,-0.16133653218900001
ACH-000606,-0.182230989589
ACH-000608,-0.419504188575
ACH-000614,-0.274059609913
ACH-000616,-0.210539988695
ACH-000618,-0.22155330383400001
ACH-000619,-0.205124997599
ACH-000620,-0.21538044724199998
ACH-000621,-0.37261366384499994
ACH-000622,-0.340181441594
ACH-000623,-0.129406860243
ACH-000624,-0.0222177474999
ACH-000627,-0.146159064645
ACH-000630,-0.24701317435800002
ACH-000632,-0.280789374027
ACH-000633,-0.15426064193800001
ACH-000637,-0.03867633839969999
ACH-000638,-0.0414779271385
ACH-000646,0.0126305627702
ACH-000647,-0.10710973158399999
ACH-000648,-0.223885907494
ACH-000649,-0.14020763083499999
ACH-000651,-0.08517104978060001
ACH-000652,0.00926532835056
ACH-000653,-0.27019394974
ACH-000657,-0.28023566980799997
ACH-000658,-0.164335379078
ACH-000661,-0.175135811569
ACH-000662,0.022053147856900004
ACH-000663,-0.255961298505
ACH-000665,-0.153052810869
ACH-000671,-0.0367509826639
ACH-000673,-0.211734080118
ACH-000676,-0.172898923354
ACH-000677,-0.17841723840999998
ACH-000681,-0.08928281462780001
ACH-000682,-0.326101191051
ACH-000683,-0.27933127715
ACH-000684,0.0220643685358
ACH-000688,-0.0502638235889
ACH-000693,-0.101997160891
ACH-000694,-0.177951566588
ACH-000695,0.120888206646
ACH-000696,-0.0734073245474
ACH-000697,-0.267923214094
ACH-000699,-0.25252216994000004
ACH-000701,-0.261703749339
ACH-000706,-0.0726127020488
ACH-000711,-0.166905318158
ACH-000713,-0.39083967287199994
ACH-000714,-0.264965354984
ACH-000718,-0.116373361097
ACH-000720,-0.12709167038799998
ACH-000721,-0.133589826661
ACH-000724,-0.221479586085
ACH-000725,-0.14386501406
ACH-000732,-0.197033178087
ACH-000734,-0.353024243399
ACH-000735,-0.175290670288
ACH-000736,-0.0218733390204
ACH-000738,-0.138504216417
ACH-000746,-0.324439747678
ACH-000747,-0.14732717751
ACH-000748,-0.056852125315300005
ACH-000753,-0.244045998833
ACH-000756,-0.010067120632
ACH-000757,-0.0303113464795
ACH-000758,-0.119399720728
ACH-000760,-0.0702670141205
ACH-000763,-0.04912103395769999
ACH-000764,-0.273008937379
ACH-000765,-0.07568186611769999
ACH-000766,-0.143017390049
ACH-000767,-0.086283970177
ACH-000768,-0.160542086443
ACH-000769,-0.320341426052
ACH-000770,-0.247740664054
ACH-000771,-0.10810329615700001
ACH-000773,-0.25800931717799996
ACH-000776,0.111599488737
ACH-000777,-0.168993632217
ACH-000778,-0.278780524472
ACH-000781,-0.13393206717599998
ACH-000782,-0.0287298967363
ACH-000783,-0.260478020323
ACH-000784,-0.245432109912
ACH-000785,-0.167368531108
ACH-000787,-0.11956283586699999
ACH-000788,-0.13508177807
ACH-000791,-0.12438965379799999
ACH-000792,-0.0784902556993
ACH-000794,-0.19571638764899998
ACH-000796,-0.138178048845
ACH-000799,-0.252384618285
ACH-000800,-0.46515767233599997
ACH-000802,-0.147351195467
ACH-000804,-0.318532585726
ACH-000805,0.0284519805187
ACH-000809,-0.0298461278793
ACH-000810,0.062452218085599996
ACH-000811,-0.351747627789
ACH-000817,-0.0097194944017
ACH-000819,-0.08735183445660001
ACH-000820,-0.391373066448
ACH-000821,-0.156969938133
ACH-000822,-0.0772352693039
ACH-000823,-0.174858739518
ACH-000824,-0.24426998454799997
ACH-000827,-0.104637129667
ACH-000829,0.0268802699749
ACH-000831,-0.224258475126
ACH-000832,-0.00874012955944
ACH-000833,-0.030381203390200003
ACH-000834,-0.0857872207945
ACH-000835,-0.0642991113206
ACH-000836,-0.202872737956
ACH-000837,-0.127402615734
ACH-000838,-0.07512715461569999
ACH-000839,-0.0465294050857
ACH-000840,-0.21895353318500002
ACH-000841,-0.265243173318
ACH-000843,-0.041014148953800005
ACH-000846,-0.008597390656399998
ACH-000847,0.117042905369
ACH-000848,-0.214126679273
ACH-000849,-0.050470546094899996
ACH-000851,-0.189140565058
ACH-000855,-0.0912943779298
ACH-000856,-0.348777209022
ACH-000858,0.127039128171
ACH-000859,0.0749613582439
ACH-000861,-0.207946311288
ACH-000862,-0.268763169298
