,ERBB2 (2064)
ACH-000004,-0.285406913135
ACH-000007,-0.536427751807
ACH-000009,-1.11970104455
ACH-000011,-0.524640789582
ACH-000012,-0.421991946826
ACH-000013,-0.34825821348999997
ACH-000014,-0.34694507618799997
ACH-000015,-0.31290156417
ACH-000017,-1.1708740769600001
ACH-000018,-0.228449296762
ACH-000019,-0.188631273177
ACH-000021,-0.42649979213100003
ACH-000022,-0.474930931765
ACH-000025,-0.168819298441
ACH-000028,-0.167180266022
ACH-000030,-0.39239411881700004
ACH-000035,-0.581981173336
ACH-000036,-0.181677408776
ACH-000037,-0.0494713054641
ACH-000039,-0.36128757490999996
ACH-000040,-0.180336627245
ACH-000041,-0.321184473501
ACH-000042,-0.393143639934
ACH-000045,-0.293094589455
ACH-000047,-0.28740643846999997
ACH-000052,-0.176708106146
ACH-000053,-0.369515416166
ACH-000054,-0.10346691422
ACH-000055,-0.297203325091
ACH-000060,-0.511327011742
ACH-000067,-0.312046838701
ACH-000070,-0.370386315234
ACH-000075,-0.450613130197
ACH-000078,-0.225323422775
ACH-000082,-0.146976222522
ACH-000085,-0.7439604524
ACH-000086,-0.0546870869422
ACH-000087,-0.132910814662
ACH-000092,-0.0195496412964
ACH-000095,-0.39325790620300005
ACH-000097,-0.719878082404
ACH-000098,-0.225513677282
ACH-000099,-0.228771348082
ACH-000108,-0.449133860398
ACH-000113,-0.312106290702
ACH-000115,-0.115745525094
ACH-000116,-0.30270763341999996
ACH-000118,-0.30619576069000004
ACH-000120,-0.161840252934
ACH-000123,-0.36702334218800003
ACH-000127,-0.151404677248
ACH-000128,-0.786252178257
ACH-000132,-0.101973657287
ACH-000133,-0.177902207689
ACH-000137,-0.29414575464000003
ACH-000138,-0.8555221451980001
ACH-000142,-0.888016103933
ACH-000143,-0.0749376779168
ACH-000146,-0.27086426808499997
ACH-000148,-0.175415507541
ACH-000150,-0.047077794337
ACH-000152,-0.37026515264700005
ACH-000153,0.0658617672561
ACH-000159,-0.120024763796
ACH-000160,-0.887863902411
ACH-000163,-0.0814390569493
ACH-000167,-0.7739184004
ACH-000168,-0.34939363103200005
ACH-000169,-0.270095908629
ACH-000178,-0.250409327955
ACH-000182,-0.20344240590799997
