,LRRC37A (9884)
ACH-000004,-0.0605278338798
ACH-000007,-0.367353234156
ACH-000009,-0.299426214456
ACH-000011,-0.0952956698236
ACH-000012,-0.229628690522
ACH-000013,-0.28437289228
ACH-000014,-0.035019818229300004
ACH-000015,-0.0943193561809
ACH-000017,-0.14943270279999998
ACH-000018,-0.177351757756
ACH-000019,0.0671680961828
ACH-000021,-0.26120641192
ACH-000022,-0.225083136716
ACH-000025,-0.127576788646
ACH-000028,-0.0650489159134
ACH-000030,-0.18442991020100002
ACH-000035,-0.0283469150511
ACH-000036,-0.550766430494
ACH-000037,-0.395135849859
ACH-000039,-0.404677997837
ACH-000040,-0.143532363437
ACH-000041,-0.300980829832
ACH-000042,-0.237985082742
ACH-000045,-0.013454018052299998
ACH-000047,0.15021119039300002
ACH-000052,-0.135855565412
ACH-000053,-0.0845777403252
ACH-000054,-0.217649912335
ACH-000055,-0.193801564981
ACH-000060,-0.0282699255748
ACH-000067,-0.359974914858
ACH-000070,-0.290215710243
ACH-000075,-0.0125875550064
ACH-000078,-0.161433442477
ACH-000082,-0.0408496718016
ACH-000085,-0.05100298237459999
ACH-000086,-0.131262293824
ACH-000087,0.195434261148
ACH-000092,-0.277381534767
ACH-000095,-0.264126437591
ACH-000097,-0.256020476992
ACH-000098,-0.238943281954
ACH-000099,-0.144166731503
ACH-000108,-0.200274369775
ACH-000113,-0.0851887930648
ACH-000115,-0.205391215397
ACH-000116,-0.110550417515
ACH-000118,-0.09143912738610001
ACH-000120,-0.11055506736500001
ACH-000123,-0.104454030813
ACH-000127,-0.0166886504152
ACH-000128,0.0223648426792
ACH-000132,-0.183056518906
ACH-000133,-0.18498377296100002
ACH-000137,-0.22984540001899997
ACH-000138,-0.149983998268
ACH-000142,-0.224158897581
ACH-000143,-0.41910120712
ACH-000146,-0.117434622864
ACH-000148,-0.158302668995
ACH-000150,-0.08189344173089999
ACH-000152,-0.402898488173
ACH-000153,-0.166411249028
ACH-000159,0.148733230582
ACH-000160,-0.211541344457
ACH-000163,-0.324636294888
ACH-000167,-0.237564390293
ACH-000168,-0.111655976478
ACH-000169,-0.19841742122
