,ASTE1 (28990)
ACH-000004,-0.16630418279
ACH-000007,0.0317951660034
ACH-000009,-0.146519046735
ACH-000011,0.185262202432
ACH-000012,-0.0673173026875
ACH-000013,0.0346439132571
ACH-000014,-0.159644975141
ACH-000015,-0.0937019086835
ACH-000017,0.040018163187300004
ACH-000018,0.073684662414
ACH-000019,0.189354681902
ACH-000021,-0.17916462999899999
ACH-000022,0.0457988601036
ACH-000025,0.0580554010463
ACH-000028,0.06379844785540001
ACH-000030,-0.034457593793
ACH-000035,-0.09609215287730001
ACH-000036,0.0358010132158
ACH-000037,0.138253741637
ACH-000039,-0.373078566292
ACH-000040,0.0301920754219
ACH-000041,-0.062710557367
ACH-000042,-0.0943130987851
ACH-000045,-0.010752217149200001
ACH-000047,0.12488169981799999
ACH-000052,-0.00707892936813
ACH-000053,0.0369151956909
ACH-000054,-0.182078274681
ACH-000055,-0.037051450962
ACH-000060,0.07016183136649999
ACH-000067,-0.00108686278093
ACH-000070,0.030289838417500003
ACH-000075,0.266631398604
ACH-000078,-0.180870024398
ACH-000082,-0.0128928497391
ACH-000085,0.09655596558139999
ACH-000086,-0.18421904379700002
ACH-000087,0.0873839073817
ACH-000092,-0.08490620232139999
ACH-000095,-0.005459567197010001
ACH-000097,0.129297546081
ACH-000098,-0.0193369514174
ACH-000099,0.0219870442772
ACH-000108,0.010854360178
ACH-000113,-0.086515600951
ACH-000115,-0.204666109034
ACH-000116,0.0841424111678
ACH-000118,-0.0448904615697
ACH-000120,-0.0352777202443
ACH-000123,-0.0644111736096
ACH-000127,0.050935487605599995
ACH-000128,-0.11268122395199999
ACH-000132,-0.057761941848300004
ACH-000133,0.0089947694681
ACH-000137,-0.028504382752999997
ACH-000138,-0.10626133089400001
ACH-000142,0.0528169020473
ACH-000143,-0.167737380968
ACH-000146,-0.053429048701700003
ACH-000148,0.058204005739599995
ACH-000150,0.20912452057199998
ACH-000152,0.0129581095321
ACH-000153,-0.0183558175364
ACH-000159,-0.100375261256
ACH-000160,-0.023710905304
ACH-000163,-0.225225418654
ACH-000167,-0.140676222662
ACH-000168,-0.0540508965336
ACH-000169,0.0663939375245
ACH-000178,0.0121799161313
ACH-000182,-0.0824716772023
ACH-000183,-0.00296611011299
ACH-000188,0.16242066785999998
ACH-000189,0.0648840484655
ACH-000190,0.108873151857
ACH-000198,0.0843303166972
ACH-000204,-0.00793814747369
ACH-000206,0.052578660857600004
ACH-000207,0.18683542056400002
ACH-000211,-0.0209194994437
ACH-000215,0.0648317673343
ACH-000221,-0.036775949243400004
ACH-000222,0.115449418017
ACH-000223,-0.0259370892179
ACH-000226,0.0505621457986
ACH-000227,-0.07627846583289999
ACH-000228,-0.100755746644
ACH-000231,-0.0567378381361
ACH-000232,-0.0107980634956
ACH-000233,-0.00320971032413
ACH-000234,0.17679931523200001
ACH-000235,-0.0483454758243
ACH-000237,0.010769760163
ACH-000238,0.041480432497199994
ACH-000243,0.00952404025126
ACH-000244,0.06614665152419999
ACH-000246,0.060258314935300004
ACH-000248,-0.132323759388
ACH-000250,0.104529656292
ACH-000251,0.0676704575086
ACH-000253,0.140999070428
ACH-000255,0.0395172314345
ACH-000256,0.027402831995099998
ACH-000257,-0.06709709479949999
