,HSPA1B (3304)
ACH-000496,-0.28055066211699997
ACH-000499,-0.386333510984
ACH-000500,-0.156884436953
ACH-000502,-0.303813645555
ACH-000503,-0.157627506284
ACH-000505,-0.268541095906
ACH-000507,-0.20132108136500002
ACH-000510,-0.0760019972661
ACH-000511,-0.17485587217300003
ACH-000512,-0.47129215355400006
ACH-000516,-0.253140437388
ACH-000517,-0.2839212336
ACH-000518,-0.486913905154
ACH-000520,-0.355112348696
ACH-000521,-0.030210163160599997
ACH-000522,-0.208423673781
ACH-000524,-0.28430114709000004
ACH-000527,-0.258970964101
ACH-000528,-0.257780695158
ACH-000537,-0.247345745253
ACH-000541,-0.438498376649
ACH-000542,-0.237007659891
ACH-000544,-0.5203938847699999
ACH-000545,-0.379325612983
ACH-000547,-0.398264464588
ACH-000548,-0.380401002726
ACH-000549,-0.34057248125
ACH-000550,-0.22364741115800002
ACH-000552,-0.164262767808
ACH-000556,-0.19438922785
ACH-000557,-0.108369504487
ACH-000570,-0.11610119503699999
ACH-000571,-0.311514273306
ACH-000573,-0.259292679138
ACH-000576,-0.332783776439
ACH-000580,-0.28620513838000006
ACH-000584,-0.258992432073
ACH-000585,-0.322118563789
ACH-000588,-0.418748482734
ACH-000589,-0.147574827508
ACH-000591,-0.0061559235607799995
ACH-000593,-0.388285232892
ACH-000600,-0.421374829921
ACH-000601,-0.0529715156569
ACH-000604,-0.478442618795
ACH-000605,-0.285044847747
ACH-000606,-0.5862872935769999
ACH-000608,-0.146242123209
ACH-000614,-0.08404975110960002
ACH-000616,-0.250085081826
ACH-000618,-0.240463972661
ACH-000619,-0.546415075555
ACH-000620,-0.0154534761405
ACH-000621,-0.193591860625
ACH-000622,-0.205324690255
ACH-000623,-0.050907060464199995
ACH-000624,-0.293369215134
ACH-000627,-0.43029496914
ACH-000630,-0.43587172465
ACH-000632,-0.23521655487
ACH-000633,-0.26793559803100003
ACH-000637,-0.313389557932
ACH-000638,-0.23342581831599998
ACH-000646,-0.107199171702
ACH-000647,-0.202281387451
ACH-000648,-0.14942063366
ACH-000649,-0.343875493649
ACH-000651,-0.26309471039500004
ACH-000652,-0.182008228981
ACH-000653,-0.16907121127900002
ACH-000657,-0.325585022728
ACH-000658,-0.28239224836300003
ACH-000661,-0.274271568111
ACH-000662,-0.0105197021294
ACH-000663,-0.17030612984700003
ACH-000665,-0.444264155921
ACH-000671,-0.33800179061700003
ACH-000673,-0.245412248358
ACH-000676,-0.070708351985
ACH-000677,-0.224423239634
ACH-000681,-0.205862344973
ACH-000682,-0.37801622747100005
ACH-000683,-0.341879933727
ACH-000684,-0.211137342918
ACH-000688,-0.197649403202
ACH-000693,-0.243133630051
ACH-000694,-0.0856846678604
ACH-000695,0.13532472004
ACH-000696,-0.27248917563700004
ACH-000697,-0.130929477201
ACH-000699,-0.21096945187399999
ACH-000701,-0.15464413053200002
ACH-000706,-0.25727267648
ACH-000711,-0.445415970054
ACH-000713,-0.36630675364799997
ACH-000714,-0.401368684962
ACH-000718,-0.49291102428499994
ACH-000720,-0.289715963556
ACH-000721,-0.21983904016300002
ACH-000724,-0.136704774824
ACH-000725,-0.0504052753472
ACH-000732,-0.04267577786590001
ACH-000734,-0.168440818463
ACH-000735,-0.153815864239
ACH-000736,-0.294688988365
ACH-000738,-0.178438740157
ACH-000746,-0.032371640057
ACH-000747,-0.18846923782299999
ACH-000748,-0.325147987189
ACH-000753,-0.265672717455
ACH-000756,-0.32222897662300004
ACH-000757,-0.228892029641
ACH-000758,-0.260299889796
ACH-000760,-0.0950130129353
ACH-000763,-0.390278629852
ACH-000764,-0.864516978097
ACH-000765,-0.21561928329900001
ACH-000766,-0.24435865184099997
ACH-000767,-0.22882077783100002
ACH-000768,-0.158738583741
ACH-000769,-0.244034945083
ACH-000770,-0.305462110552
ACH-000771,-0.319684181128
ACH-000773,-0.22263828745
ACH-000776,-0.22180305740800002
ACH-000777,-0.11096604220100001
ACH-000778,-0.29367717463599996
ACH-000781,-0.283434345913
ACH-000782,0.024206016200700002
ACH-000783,-0.390808488683
ACH-000784,-0.234980545058
ACH-000785,-0.224390414769
ACH-000787,-0.28512188481
ACH-000788,-0.263407283397
ACH-000791,-0.320772934886
ACH-000792,-0.212621952428
ACH-000794,-0.273976731526
ACH-000796,-0.223508989085
ACH-000799,0.062187657835
ACH-000800,-0.022242223292799998
ACH-000802,-0.276073234914
ACH-000804,-0.214427756431
ACH-000805,-0.181389077808
ACH-000809,-0.22510470139400002
ACH-000810,-0.0369091949612
ACH-000811,-0.34582012144
ACH-000817,-0.185792825933
ACH-000819,-0.115551331789
ACH-000820,0.26176399823
ACH-000821,-0.0319447328812
ACH-000822,-0.197531674705
ACH-000823,-0.384294402405
ACH-000824,-0.281428862543
ACH-000827,-0.228593847902
ACH-000829,0.0538885688563
ACH-000831,-0.402225288649
ACH-000832,-0.28476000724100003
ACH-000833,-0.230887386378
ACH-000834,-0.305921228755
ACH-000835,-0.22238197063700002
ACH-000836,-0.47188278945600004
ACH-000837,-0.23422216268800003
ACH-000838,-0.34858700726999997
ACH-000839,-0.238241634672
ACH-000840,-0.170536577137
ACH-000841,-0.34663969651500004
ACH-000843,0.041421444434400004
ACH-000846,-0.09805158327439999
ACH-000847,-0.263569008396
ACH-000848,-0.0840171873355
ACH-000849,-0.0175314402972
ACH-000851,-0.3750652564
ACH-000855,-0.167318276412
ACH-000856,-0.40706248813600004
ACH-000858,-0.338882706987
ACH-000859,-0.20515639421300003
ACH-000861,-0.109049694682
ACH-000862,-0.09501546037999999
ACH-000865,-0.28514794517299996
ACH-000866,-0.106876616515
ACH-000867,-0.18992278074900001
ACH-000869,-0.32560480596700003
ACH-000872,-0.15969382159499998
ACH-000873,-0.731791834467
ACH-000876,-0.449134096544
ACH-000878,-0.373103314546
ACH-000880,-0.10976747310599999
ACH-000881,-0.20867057011300003
ACH-000882,-0.19210174937199997
ACH-000884,-0.242376813558
ACH-000885,-0.329962583366
ACH-000887,-0.227272007685
ACH-000888,-0.190759698529
ACH-000889,-0.5518085917800001
ACH-000890,-0.18663137235100002
ACH-000896,-0.158391197402
ACH-000898,-0.216263809532
ACH-000900,-0.169491269645
ACH-000901,-0.226672972681
ACH-000905,-0.362600988953
ACH-000906,-0.293972984126
ACH-000907,-0.242982401813
ACH-000910,-0.23078057597100002
ACH-000911,-0.202723753984
ACH-000912,-0.261230520423
ACH-000913,-0.559282154544
ACH-000915,-0.327349295199
ACH-000916,-0.153309681481
ACH-000917,-0.254225313853
ACH-000921,-0.315519173218
ACH-000924,-0.17029599650899999
ACH-000926,-0.5339603763399999
ACH-000928,0.12653898547800002
ACH-000929,-0.436911641303
ACH-000932,-0.15040279374600002
ACH-000935,-0.5673751472749999
ACH-000936,-0.337308427738
ACH-000937,-0.32623507573399996
ACH-000938,-0.08713452182739999
ACH-000939,-0.261032805887
ACH-000941,-0.173009057445
ACH-000943,-0.306626122102
ACH-000946,-0.020084034108
ACH-000947,-0.310111585085
ACH-000948,0.0129878246206
ACH-000950,-0.256016260563
ACH-000953,-0.33219746758900004
ACH-000957,-0.26224682025
ACH-000958,-0.0479121392693
ACH-000960,-0.117410072777
ACH-000963,-0.331727906377
ACH-000968,-0.33040740618700004
ACH-000969,-0.06869754898109999
ACH-000973,-0.227967397392
ACH-000974,-0.22492591335499998
ACH-000975,-0.336720605192
ACH-000976,-0.313425507469
ACH-000978,-0.34703915659900003
ACH-000980,-0.165886445051
ACH-000984,-0.123112042447
ACH-000986,-0.217102761435
ACH-000988,-0.128432912968
ACH-000993,-0.304143072522
ACH-000994,0.015507271275799999
ACH-000996,-0.34810110497900004
ACH-001001,-0.275031464244
ACH-001020,0.0564913656659
ACH-001028,-0.140566044452
ACH-001031,-0.0887163064349
ACH-001038,-0.310035199952
ACH-001048,-0.40057150778399997
ACH-001050,-0.455727819247
ACH-001053,-0.184372403246
ACH-001054,-0.23793456613400002
ACH-001061,-0.189805799646
ACH-001067,-0.191943474764
ACH-001075,-0.0899786882739
ACH-001096,-0.36358326737700003
ACH-001128,-0.183129735356
ACH-001134,-0.22568455883900002
ACH-001151,-0.203343382795
ACH-001163,-0.156671879502
ACH-001164,-0.198747029236
ACH-001173,-0.0940143208218
ACH-001183,-0.308057157577
ACH-001184,-0.255580403717
ACH-001190,-0.07254090094480001
ACH-001192,-0.0590104381609
ACH-001193,-0.290763716661
ACH-001196,-0.0517145679478
ACH-001197,-0.113897434934
ACH-001205,-0.254785469514
ACH-001211,-0.132808056841
ACH-001212,-0.20595932259
ACH-001228,-0.120102979459
ACH-001232,-0.423111701385
ACH-001239,-0.167970071659
ACH-001274,-0.404505130633
ACH-001275,-0.18270467029800003
ACH-001277,-0.17949351803199998
ACH-001278,-0.118919687096
ACH-001280,-0.13158205787900001
ACH-001283,-0.25342061955899997
ACH-001289,-0.29946884354000003
ACH-001295,-0.16186546555
ACH-001300,-0.255184747153
ACH-001301,-0.368080882572
ACH-001302,-0.285852634015
ACH-001303,-0.227376356212
ACH-001306,-0.195968112527
ACH-001318,-0.112464762064
ACH-001322,-0.392591833776
ACH-001328,-0.311596889747
ACH-001332,-0.245365178081
ACH-001333,-0.33532415431999996
ACH-001336,-0.35648050403000003
ACH-001340,-0.128231927914
ACH-001346,-0.28672430233699997
ACH-001353,-0.34294634468
ACH-001354,-0.15348222228
ACH-001367,0.0952079482703
ACH-001368,-0.28682525318
ACH-001374,-0.226830520368
ACH-001375,-0.200919568165
ACH-001377,-0.220037409773
ACH-001380,-0.21813965921
ACH-001391,-0.0857218424374
ACH-001407,-0.31953449223499997
ACH-001408,-0.11155427480900001
ACH-001413,-0.0791469439267
ACH-001430,-0.524283020665
ACH-001431,-0.19695627181800002
ACH-001450,-0.004066720441719999
ACH-001496,-0.345398099125
ACH-001500,-0.103396945096
ACH-001521,-0.299080408851
ACH-001523,-0.252226673753
ACH-001532,-0.27996051345899997
ACH-001536,-0.264770136183
ACH-001550,-0.213920668735
ACH-001552,-0.234464206103
ACH-001554,-0.261314836887
ACH-001645,-0.28086996206799997
ACH-001654,-0.341945359639
ACH-001715,-0.726183078612
ACH-001735,-0.18936069644200001
ACH-001736,-0.185232512879
ACH-001737,-0.7923272418170001
ACH-001740,-0.306924712511
ACH-001745,0.0236353238467
ACH-001750,-0.08797583485060001
ACH-001765,-0.386041303678
ACH-001956,-0.25878658095
ACH-001957,-0.420203344
