,EZR (7430)
ACH-000004,0.022419055733099998
ACH-000007,0.362385406421
ACH-000009,-0.199261603861
ACH-000011,0.21664853862599998
ACH-000012,0.052225508292600004
ACH-000013,-0.0413488610883
ACH-000014,0.219718821704
ACH-000015,0.18324945136300003
ACH-000017,0.044600536956799997
ACH-000018,-0.20163064506499997
ACH-000019,0.41689704477
ACH-000021,-0.265892369186
ACH-000022,-0.05856166918959999
ACH-000025,0.0681600365571
ACH-000028,0.008305531224359999
ACH-000030,0.0339530912338
ACH-000035,0.15831275847200002
ACH-000036,0.133391124879
ACH-000037,0.16943435397700002
ACH-000039,0.00787254756515
ACH-000040,-0.0899400882429
ACH-000041,0.17515904059
ACH-000042,0.0236169683573
ACH-000045,0.028164691475299996
ACH-000047,0.10958630590299999
ACH-000052,0.364543541822
ACH-000053,-0.09240133950780001
ACH-000054,0.0647407360874
ACH-000055,-0.133271604224
ACH-000060,0.027116723226000002
ACH-000067,0.127585058986
ACH-000070,0.0827887140624
ACH-000075,0.05052956415490001
ACH-000078,-0.07061344572650001
ACH-000082,-0.05565830050369999
ACH-000085,-0.109765052312
ACH-000086,0.015590572763200002
ACH-000087,0.0881136803481
ACH-000092,0.269700722783
ACH-000095,0.06329978875680001
ACH-000097,-0.0323130123919
ACH-000098,-0.0223620527128
ACH-000099,0.169874766083
ACH-000108,-0.409773225427
ACH-000113,0.0208618537228
ACH-000115,0.20718261090300003
ACH-000116,-0.0504282685936
ACH-000118,-0.0716369009052
ACH-000120,0.183241728025
ACH-000123,-0.0812575434162
ACH-000127,0.00134064244808
ACH-000128,0.0103248274549
ACH-000132,0.0938777355635
ACH-000133,0.150778402721
ACH-000137,0.14734667225099998
ACH-000138,-0.134022666701
ACH-000142,0.06943408593480001
ACH-000143,0.0324706876388
ACH-000146,0.0785921907651
ACH-000148,0.132185223237
ACH-000150,0.0661398404808
ACH-000152,-0.0042780461575
ACH-000153,0.143394766229
ACH-000159,-0.010672726389299999
ACH-000160,0.00593186352847
ACH-000163,0.175988932889
ACH-000167,-0.180871610873
ACH-000168,-0.08161958057919999
ACH-000169,0.00824952689587
ACH-000178,0.0672081174003
ACH-000182,0.0340763007845
ACH-000183,0.235647978211
ACH-000188,0.11334989571799998
ACH-000189,-0.166184801071
ACH-000190,0.10152045864
ACH-000198,0.008751229040540001
ACH-000204,0.533658987734
ACH-000206,0.293347769243
ACH-000207,-0.00429399646408
ACH-000211,0.0387296705169
ACH-000215,0.044757459544400004
ACH-000221,0.167382076932
ACH-000222,-0.043655393298100004
ACH-000223,0.12573451551200002
ACH-000226,0.22277878893599998
ACH-000227,0.08782521541470001
ACH-000228,0.124183534465
ACH-000231,-0.0531676032955
ACH-000232,0.09104972570669999
ACH-000233,-0.039311592620599994
ACH-000234,-0.125991061401
ACH-000235,-0.124274973896
ACH-000237,0.07946105440510001
ACH-000238,-0.0281211639197
ACH-000243,0.0133560146817
ACH-000244,0.09816204165110001
ACH-000246,-0.00106522411115
ACH-000248,-0.11127787272800001
ACH-000250,0.00593745889415
ACH-000251,-0.0106931345661
ACH-000253,-0.0643173144176
ACH-000255,0.0954908522216
ACH-000256,-0.10355982276900001
ACH-000257,-0.07432117027389999
ACH-000258,-0.061835822628
ACH-000259,0.229631325246
ACH-000260,0.130685576248
ACH-000261,0.11149356679000001
ACH-000262,0.107664571377
ACH-000263,-0.13959818774
ACH-000264,0.156072050272
ACH-000265,-0.045362407049699995
ACH-000266,0.022788959310599998
ACH-000272,0.056565304762500004
ACH-000273,0.0524410852844
ACH-000274,0.141957071704
ACH-000277,0.40532494648100004
ACH-000278,-0.04516614232919999
ACH-000279,0.00816877219629
ACH-000280,0.0471259058777
ACH-000281,0.0291758582645
ACH-000288,0.030990337395799997
ACH-000291,0.0968066663377
ACH-000293,0.041405327749
ACH-000294,-0.0396242593445
ACH-000295,-0.10640662649499999
ACH-000296,-0.16004437844900002
ACH-000302,0.195643725977
ACH-000304,0.194906585304
ACH-000307,0.250740259166
ACH-000308,0.12196475927200001
ACH-000310,-0.10600035272
ACH-000311,-0.21954507345199997
ACH-000312,0.0983996724281
ACH-000315,-0.111478402085
ACH-000316,0.109003715138
