,CKM (1158)
ACH-000004,-0.0624222936333
ACH-000007,0.103022906215
ACH-000009,-0.116734357997
ACH-000011,0.043674593132800005
ACH-000012,-0.107759195579
ACH-000013,-0.176922982866
ACH-000014,-0.07306145048889999
ACH-000015,-0.15180039881
ACH-000017,-0.030328780003400002
ACH-000018,-0.16252122972799998
ACH-000019,0.103897417998
ACH-000021,-0.16804403513399999
ACH-000022,-0.08051162089319999
ACH-000025,0.00922502767111
ACH-000028,-0.282421587204
ACH-000030,-0.269946447059
ACH-000035,-0.169510702839
ACH-000036,-0.117632806521
ACH-000037,-0.115728483814
ACH-000039,-0.07416541201489998
ACH-000040,0.142532815967
ACH-000041,0.020793494481500002
ACH-000042,-0.234218022318
ACH-000045,0.036178255507
ACH-000047,-0.139002502783
ACH-000052,0.0881517801067
ACH-000053,-0.202458754003
ACH-000054,0.00406656002102
ACH-000055,0.00090484445754
ACH-000060,0.00296351566285
ACH-000067,0.00288038569556
ACH-000070,-0.0327375593232
ACH-000075,-0.166973211085
ACH-000078,-0.128139042733
ACH-000082,-0.12393710636600001
ACH-000085,-0.33456839601300004
ACH-000086,-0.11738657917199999
ACH-000087,-0.207171540464
ACH-000092,-0.143545053375
ACH-000095,0.0148491733151
ACH-000097,-0.10775062302300001
ACH-000098,-0.0500163483533
ACH-000099,0.00923147175601
ACH-000108,-0.259545515531
ACH-000113,-0.12659690097999998
ACH-000115,-0.113925824055
ACH-000116,0.005814335446189999
ACH-000118,-0.128600732552
ACH-000120,-0.0335638703418
ACH-000123,-0.0460771427749
ACH-000127,-0.0969841352777
ACH-000128,-0.15455818037799998
ACH-000132,-0.0789505480595
ACH-000133,0.006161013861560001
ACH-000137,-0.10697513185100001
ACH-000138,-0.176432381208
ACH-000142,-0.170842853164
ACH-000143,0.0240161517996
ACH-000146,0.0534984299113
ACH-000148,-0.057292865973
ACH-000150,-0.19813889442699997
ACH-000152,0.0015907038971400003
ACH-000153,-0.26677188450100003
ACH-000159,-0.17877284219599998
ACH-000160,-0.25059194833799997
ACH-000163,-0.266956222678
ACH-000167,-0.19896412990499998
ACH-000168,0.0211762825902
ACH-000169,-0.098068829347
ACH-000178,-0.119128608059
ACH-000182,-0.171649069899
ACH-000183,0.0102163662051
ACH-000188,-0.0327875792089
ACH-000189,-0.49976430764300006
ACH-000190,-0.0782322707379
ACH-000198,-0.09097310058389999
ACH-000204,-0.22711161797600002
ACH-000206,0.005726783743340001
ACH-000207,0.0521967953698
ACH-000211,-0.08738484028169999
ACH-000215,-0.08535992712760002
ACH-000221,-0.23423170881900002
ACH-000222,-0.26537403883
ACH-000223,0.058492653946699995
ACH-000226,-0.179502291965
ACH-000227,-0.028307923085
ACH-000228,0.0439769824402
ACH-000231,-0.0296234291342
ACH-000232,0.0179959088463
ACH-000233,-0.21962368619000003
ACH-000234,0.0495634946678
ACH-000235,-0.08802816147630001
ACH-000237,-0.0746475166829
ACH-000238,-0.051398737700199995
ACH-000243,-0.12931244549
ACH-000244,0.276610508769
ACH-000246,-0.0197072122805
ACH-000248,0.0848650168902
ACH-000250,-0.235123743381
ACH-000251,-0.13350842002399999
ACH-000253,0.11204899874299999
ACH-000255,-0.10220554122099999
ACH-000256,-0.006852998142390001
ACH-000257,-0.0298012855493
ACH-000258,-0.29852379650899996
ACH-000259,-0.154090046236
ACH-000260,-0.164144259464
ACH-000261,-0.044971024227300004
ACH-000262,-0.000141310755741
ACH-000263,-0.103356160243
ACH-000264,-0.11584311673599999
ACH-000265,-0.19272922428599998
ACH-000266,-0.192503864322
ACH-000272,-0.106791188641
ACH-000273,-0.0006511348396479999
ACH-000274,-0.09474136955460001
ACH-000277,0.158406243798
ACH-000278,-0.0624118208868
ACH-000279,-0.08761937512839998
ACH-000280,-0.205421049778
ACH-000281,-0.14643062074000002
ACH-000288,0.027328564826
ACH-000291,-0.0614577065325
ACH-000293,-0.216333059382
ACH-000294,-0.187523516285
ACH-000295,-0.179810910111
ACH-000296,-0.218077995326
ACH-000302,-0.265386591383
ACH-000304,0.00968736421966
ACH-000307,0.0063178621718299995
ACH-000308,-0.20226740007
ACH-000310,-0.132014097285
ACH-000311,-0.200042714936
ACH-000312,0.09313649371439998
ACH-000315,-0.184972919725
ACH-000316,0.32077178549
ACH-000317,0.08803717681539999
ACH-000318,-0.281831813049
ACH-000319,-0.025570734252599998
ACH-000320,-0.17103008048700002
ACH-000322,-0.048608218636099994
ACH-000323,-0.10474306162999998
ACH-000324,-0.127033014573
ACH-000329,0.22354260066999998
ACH-000330,-0.13970199735
ACH-000331,0.19317763084800002
ACH-000332,-0.09376282768279999
ACH-000334,-0.183093253978
ACH-000335,0.167466828091
ACH-000336,-0.169791687978
ACH-000337,-0.142099061361
ACH-000339,-0.114573204495
ACH-000341,-0.327131161569
ACH-000348,-0.16995505447599998
ACH-000350,-0.167184634462
ACH-000352,0.0222243046702
ACH-000356,-0.215008716435
ACH-000361,-0.236327505809
ACH-000362,-0.10722912553099999
ACH-000363,-0.0361330190146
ACH-000364,-0.206642528622
ACH-000365,-0.0812936722524
ACH-000366,-0.217798058603
ACH-000368,-0.0119281481684
ACH-000374,0.0207607480056
ACH-000375,-0.029546238343599998
ACH-000376,-0.038398846059
ACH-000381,-0.195638855752
ACH-000383,-0.159461424483
ACH-000387,-0.0521115458389
ACH-000389,-0.19545152904
ACH-000390,-0.225008663822
ACH-000393,-0.304414864676
ACH-000395,-0.238507537619
ACH-000397,-0.0603199853189
ACH-000401,0.08594006948480001
ACH-000402,0.020689217510900002
ACH-000403,-0.145125627318
ACH-000404,-0.09977061899010001
ACH-000406,-0.061006863114099995
ACH-000407,0.09392336428210002
ACH-000408,-0.167726711025
ACH-000410,-0.010422614486
ACH-000411,-0.0175560250018
ACH-000414,-0.194578673353
ACH-000415,-0.023858365807599997
ACH-000416,-0.055607828743699995
ACH-000420,-0.173184657592
ACH-000421,-0.131928334447
ACH-000424,0.0446797038755
ACH-000425,-0.178574502922
ACH-000426,0.122961691499
ACH-000427,0.0688332283055
ACH-000433,0.019537297512400003
ACH-000436,-0.243352381517
ACH-000444,-0.09901676112680001
ACH-000445,-0.22690771096700002
ACH-000448,-0.23669988658100002
ACH-000450,0.199350625885
ACH-000452,-0.12717832650900002
ACH-000454,0.034917738889599995
ACH-000458,0.043314237582900005
ACH-000459,-0.05185160731459999
ACH-000460,-0.249776232524
ACH-000461,0.0694477949903
ACH-000463,-0.11315329707999999
ACH-000464,-0.00697160644725
ACH-000466,0.11634610842399999
ACH-000467,-0.0324679016875
ACH-000468,-0.17091140993
ACH-000469,-0.13832129889
ACH-000470,-0.12686492738500002
ACH-000471,-0.0677030143838
ACH-000472,-0.162371214941
ACH-000473,-0.23880480229200002
