,TOP3A (7156)
ACH-000537,-1.37608477523
ACH-000541,-1.0557676153
ACH-000542,-1.1365085320100001
ACH-000544,-1.17833361008
ACH-000545,-1.35359152859
ACH-000547,-1.10239359585
ACH-000548,-1.27240549576
ACH-000549,-1.1993029466399998
ACH-000550,-1.20357659539
ACH-000552,-1.29391496698
ACH-000556,-1.34310840551
ACH-000557,-1.5132485447
ACH-000570,-1.01377247064
ACH-000571,-1.2402432279200002
ACH-000573,-0.9471695958670001
ACH-000576,-1.18548292921
ACH-000580,-1.09293754941
ACH-000584,-1.2399691275700002
ACH-000585,-1.19666444794
ACH-000588,-0.752961628952
ACH-000589,-1.14751843794
ACH-000591,-1.3784823171
ACH-000593,-1.0779285096100002
ACH-000600,-1.2611667175399999
ACH-000601,-1.21460586398
ACH-000604,-1.31655343365
ACH-000605,-1.3103386197700002
ACH-000606,-1.1292751676200001
ACH-000608,-0.806907932383
ACH-000614,-1.23951694782
ACH-000616,-0.961522401678
ACH-000618,-0.894240810278
ACH-000619,-1.04237324849
ACH-000620,-1.31093508318
ACH-000621,-1.6847816629899999
ACH-000622,-1.29826025551
ACH-000623,-1.2628015262799999
ACH-000624,-1.2484113192200001
ACH-000627,-1.1371221929200002
ACH-000630,-1.14398124016
ACH-000632,-1.17442790534
ACH-000633,-1.3726935149500001
ACH-000637,-1.02892704324
ACH-000638,-0.874251810441
ACH-000646,-1.20575781817
ACH-000647,-0.9627147563289999
ACH-000648,-0.809749179886
ACH-000649,-1.16270283332
ACH-000651,-1.3852754712900002
ACH-000652,-1.35651670835
ACH-000653,-0.9087905369920001
ACH-000657,-0.881448091221
ACH-000658,-1.3610206017
ACH-000661,-0.848859359816
ACH-000662,-1.08795020831
ACH-000663,-1.1922315230299998
ACH-000665,-1.188025231
ACH-000671,-1.21296394459
ACH-000673,-1.44201586054
ACH-000676,-1.17457847714
ACH-000677,-0.9768773572149999
ACH-000681,-1.03661684647
ACH-000682,-1.20232731156
ACH-000683,-1.36844311167
ACH-000684,-1.1549327831899998
ACH-000688,-0.772516874248
ACH-000693,-1.23998811182
ACH-000694,-1.0420480434200001
ACH-000695,-1.6227686316799999
ACH-000696,-1.29822790344
ACH-000697,-1.0856104355299998
ACH-000699,-1.40877438331
ACH-000701,-1.06829826281
ACH-000706,-1.17370414283
ACH-000711,-1.21914814856
ACH-000713,-1.39963091008
ACH-000714,-1.44785351259
ACH-000718,-1.15188590687
ACH-000720,-1.133344698
ACH-000721,-1.3477946566299999
ACH-000724,-1.21456899163
ACH-000725,-1.4446170495299997
ACH-000732,-1.1777548567799998
ACH-000734,-1.0443465087100001
ACH-000735,-1.16974615364
ACH-000736,-0.992551096612
ACH-000738,-1.22495002908
ACH-000746,-0.943679768653
ACH-000747,-1.06675613073
ACH-000748,-1.49964351743
ACH-000753,-1.2702025264399999
ACH-000756,-1.2046070601899999
ACH-000757,-0.980306121569
ACH-000758,-0.979997955667
ACH-000760,-1.38755650325
ACH-000763,-1.0666141417100001
ACH-000764,-1.3558112153100002
ACH-000765,-1.45164651606
ACH-000766,-1.31619186932
ACH-000767,-1.12114471428
ACH-000768,-1.1370118734299999
ACH-000769,-1.02583013948
ACH-000770,-1.1523321419900001
ACH-000771,-1.0682917510799999
ACH-000773,-0.967819569299
ACH-000776,-1.08700831864
ACH-000777,-0.891162818125
ACH-000778,-1.35546087405
ACH-000781,-1.1492164760999999
ACH-000782,-0.921384947069
ACH-000783,-1.76556983067
ACH-000784,-1.25587417287
ACH-000785,-1.40134727021
ACH-000787,-1.02841495141
ACH-000788,-1.22619540425
ACH-000791,-1.08914433629
ACH-000792,-1.3708660807100002
ACH-000794,-1.2531265021200002
ACH-000796,-1.46063014979
ACH-000799,-1.01495327713
ACH-000800,-1.11790840016
ACH-000802,-1.17932121432
ACH-000804,-1.12786292127
ACH-000805,-1.28624938324
ACH-000809,-1.3085207852399998
ACH-000810,-1.15389748845
ACH-000811,-1.4289696357799997
ACH-000817,-1.0705839846
ACH-000819,-0.955820235474
ACH-000820,-1.40717028081
ACH-000821,-0.885326247417
ACH-000822,-1.06193205915
ACH-000823,-1.2663957602
ACH-000824,-1.63520596976
ACH-000827,-1.2745841121400001
ACH-000829,-1.25491448545
ACH-000831,-0.882666629812
ACH-000832,-1.08961617004
ACH-000833,-0.836678417799
ACH-000834,-1.21024300714
ACH-000835,-0.900536850804
ACH-000836,-1.2411712779200001
ACH-000837,-0.854057241127
ACH-000838,-1.0956626982
ACH-000839,-1.3149283250100001
ACH-000840,-1.4196597678999998
ACH-000841,-1.03194263177
ACH-000843,-0.84086568858
ACH-000846,-1.25055449558
ACH-000847,-1.1912410307999999
ACH-000848,-0.9509096939210001
ACH-000849,-1.10473632192
ACH-000851,-1.10363934304
ACH-000855,-1.02934353857
ACH-000856,-1.26031458455
ACH-000858,-1.37578323157
ACH-000859,-1.28553915965
ACH-000861,-0.9832147698270001
ACH-000862,-1.20531416627
ACH-000865,-1.21669911974
ACH-000866,-1.16761476752
ACH-000867,-0.941320009675
ACH-000869,-0.830594426519
ACH-000872,-1.13775810045
ACH-000873,-1.00835094553
ACH-000876,-1.18757265144
ACH-000878,-0.6585492252
ACH-000880,-1.23225307227
ACH-000881,-0.9423737118100001
ACH-000882,-1.00778129988
ACH-000884,-1.41021919476
ACH-000885,-1.18468776494
ACH-000887,-0.941501468481
ACH-000888,-0.909043797386
ACH-000889,-1.09521218661
ACH-000890,-0.843250068123
ACH-000896,-1.08419700639
ACH-000898,-1.18621113397
ACH-000900,-0.769692262286
ACH-000901,-1.06972854906
ACH-000905,-1.1808516217799998
ACH-000906,-1.29475657585
ACH-000907,-1.24234038169
ACH-000910,-1.25713601234
ACH-000911,-1.11828827094
ACH-000912,-1.21584430479
ACH-000913,-1.2644588283700002
ACH-000915,-1.2491275102600001
ACH-000916,-1.5170375824899998
ACH-000917,-0.8552549284980001
ACH-000921,-0.9621236057860001
ACH-000924,-1.0
ACH-000926,-1.3673021501700002
ACH-000928,-1.11329587361
ACH-000929,-1.2869166593899999
ACH-000932,-1.06560678509
ACH-000935,-1.29497135336
ACH-000936,-1.26093513423
ACH-000937,-1.02327849491
ACH-000938,-1.25493795259
ACH-000939,-1.36233812569
ACH-000941,-0.938046235267
ACH-000943,-0.9804824546170001
ACH-000946,-0.9687566234080001
ACH-000947,-0.9563120383339999
ACH-000948,-1.02567584115
ACH-000950,-1.28387884542
ACH-000953,-1.46346694438
ACH-000957,-1.28245566358
ACH-000958,-1.5752453244799998
ACH-000960,-0.924009273487
ACH-000963,-1.24963158773
ACH-000968,-0.93725373521
ACH-000969,-0.989652907842
ACH-000973,-1.1978762403899998
ACH-000974,-0.968584520501
ACH-000975,-0.915877235817
ACH-000976,-1.2934932326000002
ACH-000978,-1.1449513364100001
ACH-000980,-1.10412912448
ACH-000984,-0.995008411485
ACH-000986,-0.9938142884729999
ACH-000988,-1.12267399973
ACH-000993,-1.05436151268
ACH-000994,-1.27255099786
ACH-000996,-1.25995031714
ACH-001001,-1.15359867133
ACH-001020,-1.53371277044
ACH-001028,-1.3212755244
ACH-001031,-1.02257577244
ACH-001038,-1.1000805245799998
ACH-001048,-1.15628782576
ACH-001050,-1.08286381236
ACH-001053,-1.1779045398799999
ACH-001054,-1.00567416011
ACH-001061,-1.22804976173
ACH-001067,-1.0979591079200002
ACH-001075,-1.04791976249
ACH-001096,-0.8773173845460001
ACH-001128,-1.6349881567
ACH-001134,-1.06932814795
ACH-001151,-1.3532060479199999
ACH-001163,-1.20566048391
ACH-001164,-1.22351747839
ACH-001173,-1.16965936543
ACH-001183,-0.9155689289799999
ACH-001184,-1.20651375745
ACH-001190,-1.5157785923299998
ACH-001192,-0.9929388533319999
ACH-001193,-1.08561092286
ACH-001196,-1.16261846066
ACH-001197,-0.8688584573870001
ACH-001205,-1.20276442017
ACH-001211,-1.2820265554999999
ACH-001212,-0.930532212177
ACH-001228,-1.29390916235
ACH-001232,-1.35764121615
ACH-001239,-1.20251278834
ACH-001274,-1.01675464013
ACH-001275,-1.03844831856
ACH-001277,-1.1677177347299998
ACH-001278,-1.1061901275100001
ACH-001280,-1.53785447789
ACH-001283,-1.25926323475
ACH-001289,-0.9156453210109999
ACH-001295,-1.3559331229
ACH-001300,-1.00381998996
ACH-001301,-1.19353686223
ACH-001302,-1.09073815074
ACH-001303,-1.6296206910799997
ACH-001306,-1.09995498585
ACH-001318,-1.03009591779
ACH-001322,-1.28758713682
ACH-001328,-1.3537943453499999
ACH-001332,-1.21093508408
ACH-001333,-1.04664269866
ACH-001336,-1.39654272396
ACH-001340,-1.33304564229
ACH-001346,-0.992609200326
ACH-001353,-1.0494880852
ACH-001354,-1.39646800526
ACH-001367,-1.14716537942
ACH-001368,-1.0870787665100001
ACH-001374,-1.45339712847
ACH-001375,-1.23204283338
ACH-001377,-0.9339641091490001
ACH-001380,-1.1151280896100002
ACH-001391,-1.43039181015
ACH-001407,-1.19888048995
ACH-001408,-1.2018227919
ACH-001413,-1.37196072231
ACH-001430,-1.2188119734899998
ACH-001431,-1.08640257029
ACH-001450,-1.0475217256
ACH-001496,-1.38624260065
ACH-001500,-1.28578364342
ACH-001521,-0.9266363783239999
ACH-001523,-1.0004310755299999
ACH-001532,-1.1155044596500001
ACH-001536,-1.17638599163
ACH-001550,-1.04510722404
ACH-001552,-1.34438562818
ACH-001554,-0.936832482739
ACH-001645,-0.870522741811
ACH-001654,-1.1898890488
ACH-001715,-0.9430319875579999
ACH-001735,-1.19288263828
ACH-001736,-0.9421970954719999
ACH-001737,-1.27798435217
ACH-001740,-1.1511801267200001
ACH-001745,-1.0846724894600002
ACH-001750,-1.1188672649299998
ACH-001765,-0.8311468826289999
ACH-001956,-1.01136805088
ACH-001957,-1.1995992922499998
